ID,DifficultyID,CumulativeAura,ProcCategoryRecovery,ProcChance,ProcCharges,SpellProcsPerMinuteID,ProcTypeMask[0],ProcTypeMask[1],SpellID
155,0,0,0,100,1,0,664232,0,6770
156,0,0,0,101,0,0,0,0,6789
157,0,0,0,101,0,0,0,0,6795
159,0,0,0,5,0,0,20,0,6867
161,0,0,0,5,0,0,20,0,6871
162,0,0,0,100,0,0,139944,0,6905
164,0,3,0,101,0,0,0,0,6917
165,0,0,0,100,1,0,20,0,6921
168,0,0,0,5,0,0,20,0,6947
169,0,0,15000,10,0,0,20,0,6961
170,0,0,0,100,0,0,-2146819416,0,6984
173,0,0,0,15,0,0,20,0,7095
176,0,0,0,10,0,0,40,0,7103
177,0,0,0,100,0,0,-2146819416,0,7131
178,0,0,0,100,1,0,20,0,7137
180,0,0,0,100,0,0,139944,0,7164
181,0,0,0,5,0,0,20,0,7276
185,0,0,0,100,0,0,1,0,7331
186,0,0,0,100,0,0,69972,0,7366
187,0,0,0,100,0,0,-2145771520,0,7377
188,0,0,0,101,2,0,40,0,7383
190,0,0,6000,100,0,0,68,0,7434
191,0,0,5000,2,0,0,40,0,7445
192,0,0,5000,5,0,0,40,0,7446
194,0,0,0,1,0,0,680,0,7617
195,0,0,0,1,0,0,680,0,7619
196,0,0,0,100,0,0,20,0,7711
197,0,0,0,100,0,0,20,0,7721
203,0,0,0,100,0,0,20,0,7806
204,0,0,0,100,0,0,20,0,7807
205,0,0,0,100,0,0,20,0,7808
207,0,10,0,101,0,0,0,0,7847
208,0,0,5000,5,0,0,40,0,7849
213,0,0,0,15,0,0,40,0,7999
214,0,0,0,100,0,0,0,0,8070
215,0,0,0,100,0,0,-2146784600,0,8122
216,0,0,0,100,0,0,131072,0,8178
217,0,0,0,5,0,0,40,0,8224
218,0,0,0,5,0,0,20,0,8247
220,0,0,0,100,1,0,20,0,8260
222,0,0,0,101,0,0,0,0,8313
223,0,0,0,101,0,0,0,0,8345
224,0,0,0,100,0,0,0,0,8348
226,0,0,0,2,0,0,40,0,8397
228,0,0,0,5,0,0,40,0,8612
230,0,0,0,30,0,0,276,0,8679
231,0,0,3500,50,3,0,139944,0,8788
232,0,0,10000,15,0,0,1048576,0,8852
233,0,0,4000,15,0,0,20,0,8876
234,0,0,0,10,0,0,20,0,8981
237,0,0,0,5,0,0,40,0,9160
239,0,0,0,5,0,0,20,0,9233
240,0,0,0,10,0,0,20,0,9276
242,0,5,0,101,0,0,0,0,9459
243,0,0,0,10,0,0,40,0,9460
244,0,0,0,10,0,0,40,0,9463
245,0,0,0,101,0,0,0,0,9484
246,0,5,0,101,0,0,0,0,9574
249,0,5,0,101,0,0,0,0,9658
250,0,0,0,3,0,0,40,0,9778
251,0,0,0,100,0,0,40,0,9782
252,0,0,0,100,0,0,40,0,9784
254,0,0,0,100,0,0,-2146819416,0,9915
255,0,0,0,100,0,0,-2146819416,0,10017
256,0,0,0,100,0,0,-2146819416,0,10018
257,0,0,0,100,0,0,0,0,10021
258,0,0,0,10,0,0,20,0,10022
259,0,4,0,101,0,0,0,0,10072
260,0,0,0,100,0,0,4,0,10092
262,0,0,0,100,0,0,-2146819416,0,10253
263,0,4,0,101,0,0,0,0,10270
264,0,0,0,100,0,0,-2146819416,0,10326
265,0,5,0,101,0,0,0,0,10370
266,0,0,0,101,0,0,0,0,10371
268,0,0,0,101,0,0,0,0,10444
269,0,5,0,101,0,0,0,0,10452
270,0,0,0,101,0,0,0,0,10578
281,0,0,0,100,0,0,-2146819416,0,11264
282,0,0,0,101,0,0,0,0,11366
283,0,0,0,30,0,0,40,0,11371
284,0,0,0,5,0,0,20,0,11441
286,0,0,0,100,0,0,0,0,11639
287,0,0,0,101,0,0,0,0,11790
291,0,0,0,25,0,0,20,0,11919
292,0,0,0,15,0,0,20,0,11959
293,0,5,0,101,0,0,0,0,11960
295,0,0,0,10,0,0,20,0,11964
297,0,0,0,10,0,0,20,0,11984
302,0,0,0,100,0,0,40,0,12099
303,0,0,0,100,1,0,680,0,12169
304,0,0,0,10,0,0,40,0,12246
306,0,0,0,15,0,0,20,0,12254
307,0,100,0,101,0,0,0,0,12280
320,0,0,0,25,0,0,40,0,12529
321,0,10,0,101,0,0,0,0,12530
322,0,10,0,101,0,0,0,0,12533
324,0,0,0,5,0,0,20,0,12539
325,0,0,0,100,0,0,40,0,12544
327,0,0,3500,50,3,0,139944,0,12550
328,0,0,0,100,0,0,-2146819416,0,12551
330,0,0,0,100,0,0,40,0,12556
340,0,0,0,100,0,0,-2146819416,0,12674
347,0,0,0,100,0,0,-2146819416,0,12748
348,0,0,0,100,0,0,40,0,12782
349,0,0,4000,35,0,0,20,0,12787
358,0,0,0,100,0,0,65536,0,12846
365,0,10,0,101,0,0,0,0,12884
366,0,10,0,101,0,0,0,0,12891
386,0,0,0,100,0,0,-2146819416,0,13119
390,0,0,0,101,0,0,0,0,13181
393,0,0,0,5,0,0,139944,0,13234
395,0,0,0,15,0,0,20,0,13299
396,0,0,0,101,0,0,0,0,13318
398,0,0,0,100,0,0,0,0,13327
400,0,0,0,101,0,0,0,0,13438
401,0,0,0,101,0,0,0,0,13439
403,0,0,0,101,0,0,0,0,13518
404,0,0,0,101,0,0,0,0,13526
405,0,0,0,100,0,0,0,0,13530
407,0,0,0,5,0,0,20,0,13616
409,0,0,0,101,0,0,0,0,13752
412,0,0,0,100,2,0,1048576,0,13808
414,0,0,0,100,0,0,276,0,13877
415,0,0,1000,25,0,0,40,0,13879
416,0,50,0,101,0,0,0,0,13880
417,0,0,0,5,0,0,20,0,13886
418,0,0,0,5,0,0,680,0,13959
425,0,0,0,100,0,0,0,0,14032
428,0,0,0,101,0,0,0,0,14087
429,0,0,0,10,0,0,139944,0,14108
430,0,0,0,15,0,0,20,0,14111
431,0,0,0,101,0,0,0,0,14118
433,0,0,0,5,0,0,20,0,14133
447,0,0,8000,10,0,0,40,0,14178
450,0,0,0,100,0,0,87376,0,14190
455,0,3,0,101,0,0,0,0,14331
459,0,50,0,101,0,0,0,0,14744
462,0,3,0,101,0,0,20,0,14795
463,0,0,8000,15,0,0,139936,0,14796
464,0,0,8000,5,0,0,20,0,14869
465,0,0,8000,10,0,0,20,0,14870
469,0,0,0,100,0,0,-2146819416,0,14907
471,0,1,0,101,0,0,0,0,14914
473,0,0,0,101,0,0,8,0,15061
474,0,0,0,100,0,0,-2146819416,0,15063
475,0,0,5000,100,0,0,4,0,15088
476,0,0,0,100,0,0,8,0,15097
477,0,0,0,100,2,0,139936,0,15128
482,0,0,0,100,0,0,20,0,15277
483,0,0,0,100,0,0,2424832,0,15286
488,0,0,0,100,0,0,20,0,15346
494,0,3,0,101,0,0,0,0,15475
495,0,0,0,101,0,0,0,0,15487
497,0,0,4000,25,0,0,20,0,15506
498,0,0,3500,50,3,0,139944,0,15507
499,0,0,0,100,0,0,-2146819416,0,15531
500,0,0,0,100,0,0,-2146819416,0,15532
502,0,0,3000,25,0,0,20,0,15573
503,0,0,0,101,0,105,664232,0,15594
505,0,0,2000,100,0,0,20,0,15600
506,0,0,0,100,0,102,664232,0,15603
507,0,0,0,100,0,0,20,0,15636
508,0,0,5000,10,0,0,20,0,15641
510,0,0,0,100,0,0,0,0,15654
511,0,0,0,101,0,0,0,0,15662
512,0,3,0,101,0,0,0,0,15664
513,0,0,0,100,0,0,0,0,15709
514,0,0,0,33,0,0,20,0,15730
515,0,0,3000,25,0,0,20,0,15733
516,0,0,0,100,0,0,40,0,15784
517,0,0,0,15,0,0,20,0,15849
518,0,0,10000,5,0,0,20,0,15852
519,0,3,0,101,0,0,0,0,15860
520,0,0,9000,10,0,0,40,0,15876
521,0,20,0,101,0,0,0,0,15976
522,0,0,0,100,0,0,20,0,15978
523,0,3,0,101,0,0,0,0,16001
524,0,50,0,101,0,0,0,0,16049
527,0,3,0,101,0,0,0,0,16095
529,0,0,0,8,0,0,20,0,16142
531,0,0,0,100,0,0,139936,0,16146
533,0,0,0,101,0,0,65536,0,16166
534,0,5,0,101,0,0,0,0,16168
540,0,0,0,100,0,0,16384,0,16196
559,0,10,0,101,0,0,0,0,16359
560,0,0,0,101,0,0,0,0,16393
561,0,0,0,101,0,0,0,0,16400
562,0,0,0,101,0,0,0,0,16401
563,0,0,0,100,0,0,0,0,16402
564,0,0,0,101,0,0,0,0,16403
565,0,0,0,101,0,0,0,0,16406
567,0,0,0,101,0,0,0,0,16413
568,0,0,0,101,0,0,0,0,16415
571,0,0,0,25,0,0,20,0,16428
572,0,0,0,101,0,0,0,0,16454
576,0,0,0,101,0,0,0,0,16511
577,0,5,0,101,0,0,0,0,16536
579,0,0,0,100,0,0,8,0,16550
580,0,3,0,101,0,0,0,0,16552
582,0,0,0,100,0,0,-2146819416,0,16566
583,0,0,0,15,0,0,20,0,16574
584,0,0,0,5,0,0,20,0,16575
585,0,0,0,3,0,0,40,0,16610
586,0,0,0,3,0,0,40,0,16611
587,0,0,0,100,0,0,20,0,16615
588,0,0,30000,5,0,0,40,0,16620
589,0,0,0,100,0,0,0,0,16621
590,0,0,0,100,0,0,40,0,16624
592,0,25,0,101,0,0,0,0,16791
593,0,0,2000,100,0,0,8,0,16792
594,0,0,0,100,0,0,4,0,16793
595,0,0,0,3,0,0,20,0,16800
599,0,0,0,100,0,0,4,0,16864
602,0,3,0,101,0,0,0,0,16871
608,0,0,0,101,0,0,0,0,16914
611,0,3,0,101,0,0,0,0,16928
613,0,3,0,101,0,0,0,0,16953
617,0,0,0,1,0,0,20,0,16982
618,0,0,0,15,0,0,20,0,17010
619,0,0,0,100,0,0,680,0,17014
620,0,5,0,101,0,0,0,0,17052
631,0,0,0,100,0,0,0,0,17146
632,0,0,0,101,0,0,0,0,17148
633,0,0,0,101,0,0,0,0,17153
634,0,0,0,3,0,0,40,0,17154
635,0,3,0,101,0,0,0,0,17158
636,0,0,0,101,0,0,0,0,17183
637,0,0,0,101,0,0,0,0,17196
638,0,5,0,101,0,0,0,0,17281
639,0,0,0,101,0,0,0,0,17292
640,0,3,0,101,0,0,0,0,17315
641,0,0,0,5,0,0,20,0,17332
642,0,0,0,1,0,0,40,0,17350
643,0,0,0,101,0,0,0,0,17364
644,0,0,0,101,0,0,0,0,17407
645,0,0,0,101,0,0,0,0,17483
646,0,0,0,100,0,0,0,0,17484
647,0,0,0,101,0,44,680,0,17495
648,0,0,0,101,0,0,0,0,17504
649,0,0,0,101,0,0,0,0,17505
650,0,0,0,100,0,0,0,0,17506
651,0,0,0,100,0,0,0,0,17510
652,0,0,0,101,0,0,0,0,17511
653,0,0,0,101,0,0,0,0,17624
654,0,0,0,101,0,0,0,0,17626
655,0,0,0,101,0,0,0,0,17627
656,0,0,0,101,0,0,0,0,17628
658,0,0,0,101,0,0,1,0,17670
659,0,0,0,100,3,0,4,0,17687
660,0,0,0,50,0,0,4,0,17688
661,0,0,0,40,0,0,40,0,17690
662,0,100,0,101,0,0,0,0,17745
669,0,5,0,101,0,0,0,0,17963
672,0,0,0,101,0,0,0,0,18075
673,0,0,0,101,0,0,0,0,18077
674,0,0,0,101,0,0,0,0,18078
675,0,0,0,101,0,0,0,0,18082
681,0,0,0,1,0,0,40,0,18097
683,0,0,0,100,0,0,40,0,18100
685,0,0,0,101,0,0,0,0,18106
689,0,0,0,5,0,0,40,0,18146
690,0,0,0,5,0,0,20,0,18152
691,0,0,0,10,0,0,20,0,18167
692,0,0,0,101,0,0,0,0,18173
695,0,0,0,101,0,0,0,0,18197
696,0,0,0,101,0,0,0,0,18199
697,0,0,0,101,0,0,0,0,18200
698,0,0,0,101,0,0,0,0,18202
699,0,0,0,101,0,0,0,0,18203
700,0,0,0,101,0,0,0,0,18208
708,0,0,0,10,0,0,20,0,18542
709,0,0,0,101,0,0,0,0,18633
710,0,0,0,101,0,0,40,0,18634
711,0,0,0,101,0,0,0,0,18652
712,0,0,0,100,0,0,0,0,18656
714,0,0,0,100,5,0,4,0,18765
715,0,0,0,101,0,0,0,0,18796
716,0,0,0,1,0,0,40,0,18799
717,0,0,0,101,0,0,1,0,18800
718,0,0,0,100,0,0,-2146819416,0,18802
719,0,0,0,3,0,0,40,0,18815
720,0,0,0,1,0,0,40,0,18816
721,0,0,0,100,0,0,2441216,0,18820
722,0,0,0,5,0,0,20,0,18847
723,0,0,0,101,0,0,40,0,18907
724,0,0,3000,50,0,0,20,0,18943
725,0,3,0,101,0,0,0,0,18958
726,0,0,0,5,0,0,20,0,18979
727,0,0,30000,100,0,0,2,0,18983
728,0,0,0,100,0,0,-2146819416,0,19134
730,0,0,3000,100,0,0,20,0,19194
735,0,0,0,100,1,0,664232,0,19386
739,0,100,0,101,0,0,0,0,19397
740,0,0,0,3,0,0,680,0,19409
741,0,10,0,101,0,0,0,0,19448
742,0,0,3000,20,0,0,40,0,19449
743,0,3,0,101,0,0,0,0,19450
744,0,10,0,101,0,0,0,0,19463
748,0,10,0,101,0,0,0,0,19516
751,0,0,0,101,0,0,0,0,19597
753,0,10,0,101,0,0,0,0,19631
754,0,5,0,101,0,0,0,0,19635
756,0,0,0,101,0,0,0,0,19676
757,0,0,0,101,0,0,0,0,19677
758,0,0,0,101,0,0,0,0,19678
759,0,0,0,101,0,0,0,0,19679
760,0,0,0,101,0,0,0,0,19680
761,0,0,0,101,0,0,0,0,19681
762,0,0,0,101,0,0,0,0,19682
763,0,0,0,101,0,0,0,0,19683
764,0,0,0,101,0,0,0,0,19684
765,0,0,0,101,0,0,0,0,19685
766,0,0,0,101,0,0,0,0,19686
767,0,0,0,101,0,0,40,0,19723
768,0,0,0,100,0,0,-2146819416,0,19725
769,0,0,0,101,0,0,0,0,19755
770,0,10,0,101,0,0,0,0,19771
771,0,0,0,100,0,0,0,0,19776
772,0,0,3000,10,0,0,20,0,19817
773,0,0,3000,25,0,0,20,0,19818
774,0,0,0,100,0,0,0,0,19821
783,0,0,0,100,1,0,-2146784600,0,20066
816,0,3,0,101,0,0,0,0,20243
834,0,8,0,0,0,0,0,0,20481
839,0,20,0,101,0,0,0,0,20512
840,0,50,0,101,0,0,0,0,20542
841,0,0,3500,25,20,0,139944,0,20545
842,0,0,0,101,0,0,0,0,20549
844,0,0,0,100,0,0,2,0,20577
845,0,0,0,101,0,0,0,0,20586
847,0,0,0,101,0,0,0,0,20615
848,0,3,0,101,0,0,0,0,20629
850,0,0,0,5,0,0,8,0,20705
857,0,0,0,100,0,0,20,0,20810
858,0,0,0,1,0,0,40,0,20847
859,0,0,0,101,0,0,0,0,20882
860,0,0,0,1,0,0,20,0,20884
861,0,0,0,100,0,0,4,0,20891
862,0,0,0,100,0,0,0,0,20893
865,0,10,0,101,0,0,0,0,21047
866,0,0,0,100,0,0,2,0,21053
868,0,0,0,5,0,0,20,0,21061
869,0,0,0,100,0,0,-2146819416,0,21063
871,0,0,0,15,0,0,20,0,21080
873,0,10,0,101,0,0,0,0,21086
875,0,0,0,100,1,0,87376,0,21091
878,0,0,0,101,0,0,0,0,21151
879,0,3,0,101,0,0,0,0,21153
880,0,0,0,101,0,0,0,0,21159
881,0,0,0,101,0,0,0,0,21162
882,0,0,0,0,0,0,1,0,21163
885,0,0,10000,100,0,0,2,0,21185
886,0,0,0,101,0,0,1,0,21187
887,0,0,0,101,0,0,87376,0,21228
888,0,0,0,101,0,0,87376,0,21229
889,0,0,0,101,0,0,87376,0,21230
890,0,10,0,101,0,0,0,0,21307
891,0,0,0,1,0,0,1048576,0,21334
895,0,0,0,75,0,0,20,0,21645
896,0,20,0,101,0,0,0,0,21687
898,0,0,0,100,0,0,20,0,21747
899,0,0,0,15,0,0,20,0,21788
901,0,0,0,20,0,0,1048576,0,21838
902,0,0,0,25,0,0,20,0,21841
903,0,0,5000,50,0,0,40,0,21853
904,0,0,0,101,0,0,87376,0,21879
905,0,0,0,20,0,0,4,0,21882
906,0,0,0,100,1,0,87376,0,21887
907,0,0,0,20,0,0,87376,0,21890
908,0,0,0,2,0,0,40,0,21893
909,0,0,0,2,0,0,40,0,21897
910,0,0,0,50,0,0,20,0,21911
911,0,0,0,101,0,0,0,0,21949
912,0,0,0,101,0,0,0,0,21952
913,0,0,0,0,0,0,1048576,0,21959
914,0,0,0,101,0,0,0,0,21961
915,0,0,0,2,0,0,40,0,21969
916,0,3,0,101,0,0,0,0,21971
917,0,0,0,101,0,0,87376,0,21972
918,0,0,0,0,0,0,87376,0,21977
919,0,0,0,10,0,0,65536,0,21978
920,0,0,0,10,0,0,65536,0,22007
921,0,0,0,100,0,0,0,0,22008
922,0,0,0,100,0,0,0,0,22168
925,0,5,0,0,0,0,0,0,22284
935,0,0,0,25,0,0,20,0,22413
936,0,20,0,101,0,0,0,0,22420
937,0,5,0,101,0,0,0,0,22426
938,0,5,0,101,0,0,0,0,22433
939,0,0,0,100,0,0,40,0,22438
940,0,100,0,101,0,0,0,0,22442
941,0,5,0,0,0,0,0,0,22558
945,0,0,1000,100,0,0,680,0,22618
946,0,0,1000,50,0,0,680,0,22620
947,0,3,0,101,0,0,0,0,22638
948,0,0,0,101,0,0,0,0,22639
949,0,0,0,100,0,0,0,0,22641
950,0,0,0,100,0,0,-2146819416,0,22645
951,0,0,0,100,0,0,0,0,22646
952,0,0,120000,1,0,0,4,0,22648
956,0,5,0,101,0,0,0,0,22713
958,0,500,0,101,0,0,0,0,22735
961,0,0,0,101,0,0,1,0,22817
962,0,0,0,101,0,0,1,0,22818
963,0,0,0,101,0,0,1,0,22820
964,0,0,0,100,0,0,20,0,22835
967,0,3,0,101,0,0,0,0,22937
971,0,10,0,101,0,0,0,0,23016
972,0,50,0,101,0,0,0,0,23155
974,0,0,0,100,0,0,0,0,23268
977,0,10,0,101,0,0,0,0,23315
978,0,10,0,101,0,0,0,0,23316
981,0,0,0,100,0,0,40,0,23340
982,0,50,0,101,0,0,0,0,23341
983,0,0,3000,25,0,0,40,0,23378
984,0,3,0,101,0,0,0,0,23379
985,0,0,0,100,0,0,40,0,23394
986,0,50,0,101,0,0,0,0,23402
987,0,5,0,101,0,0,0,0,23461
988,0,0,0,100,1,0,40,0,23547
989,0,0,0,4,0,0,680,0,23548
990,0,0,0,25,0,0,16384,0,23551
991,0,0,3500,100,3,0,139944,0,23552
992,0,0,1000,25,0,0,16384,0,23572
993,0,0,0,100,0,0,320,0,23578
994,0,0,0,101,0,0,20,0,23581
995,0,0,0,101,0,0,65808,0,23591
997,0,0,0,101,0,0,0,0,23603
998,0,50,0,101,0,0,0,0,23619
999,0,0,0,101,0,0,0,0,23620
1001,0,0,0,100,0,0,0,0,23684
1002,0,0,0,100,0,0,20,0,23686
1003,0,0,0,2,0,0,81920,0,23688
1004,0,0,0,100,0,0,20,0,23689
1007,0,0,0,100,1,0,87376,0,23721
1008,0,0,0,15,0,0,20,0,23771
1009,0,0,0,100,0,0,680,0,23780
1010,0,0,0,101,0,0,680,0,23781
1013,0,3,0,101,0,0,0,0,23862
1014,0,0,0,2,0,0,20,0,23863
1015,0,0,0,100,0,0,20,0,23867
1017,0,0,0,100,1,0,139936,0,23920
1018,0,0,0,100,0,0,0,0,23952
1019,0,3,0,101,0,0,0,0,24011
1020,0,3,0,101,0,0,0,0,24049
1021,0,0,0,100,0,0,20,0,24051
1024,0,10,0,101,0,0,0,0,24097
1025,0,3,0,101,0,0,0,0,24099
1026,0,0,0,40,0,0,20,0,24187
1027,0,0,0,100,0,0,0,0,24212
1028,0,0,240000,1,0,0,340,0,24256
1029,0,99,0,101,0,0,0,0,24312
1030,0,20,0,101,0,0,0,0,24317
1031,0,20,0,101,0,0,0,0,24322
1032,0,20,0,101,0,0,0,0,24323
1033,0,5,0,101,0,0,0,0,24339
1034,0,0,0,101,1,0,20,0,24353
1035,0,0,0,101,0,0,0,0,24388
1036,0,0,0,101,1,0,87376,0,24389
1038,0,0,0,101,0,0,0,0,24394
1039,0,0,0,101,0,0,0,0,24423
1040,0,0,0,101,1,0,2429268,0,24450
1041,0,0,0,100,0,0,680,0,24574
1042,0,10,0,101,0,0,0,0,24575
1043,0,20,0,101,0,0,0,0,24590
1044,0,0,0,5,0,0,1020,0,24596
1045,0,10,0,101,0,0,0,0,24611
1046,0,12,100,100,0,0,87376,0,24659
1047,0,0,0,100,0,0,340,0,24661
1048,0,20,0,101,0,0,0,0,24662
1049,0,3,0,101,0,0,0,0,24688
1052,0,50,0,101,0,0,0,0,24701
1053,0,0,0,101,0,0,1,0,24752
1054,0,0,0,101,0,0,0,0,24755
1058,0,6,0,101,0,0,0,0,24818
1059,0,99,0,101,0,0,0,0,24839
1062,0,0,0,0,0,0,139944,0,24858
1063,0,0,0,100,0,0,0,0,24893
1070,0,0,3500,50,3,0,139944,0,25020
1071,0,0,0,5,0,0,40,0,25023
1072,0,0,0,100,2,0,139936,0,25050
1073,0,20,0,101,0,0,0,0,25051
1074,0,3,0,101,0,0,0,0,25053
1077,0,0,0,100,0,0,4,0,25160
1078,0,0,0,101,0,0,0,0,25163
1079,0,0,0,101,0,0,0,0,25174
1080,0,1,0,101,0,0,0,0,25185
1081,0,3,0,101,0,0,0,0,25262
1082,0,25,0,101,0,0,0,0,25281
1083,0,5,0,101,0,0,0,0,25424
1084,0,3,0,101,0,0,0,0,25497
1086,0,5,0,101,0,0,0,0,25605
1087,0,5,0,101,0,0,0,0,25645
1088,0,10,0,101,0,0,0,0,25646
1089,0,5,0,101,0,0,0,0,25651
1090,0,5,0,101,0,0,0,0,25668
1091,0,0,0,100,0,0,20,0,25669
1092,0,999,0,101,0,0,0,0,25748
1101,0,0,0,15,0,0,65536,0,25767
1102,0,0,0,101,0,0,0,0,25780
1103,0,3,0,101,0,0,0,0,25811
1104,0,20,0,101,0,0,0,0,25812
1105,0,0,0,10,0,0,-2145902424,0,25820
1109,0,0,0,5,0,0,65536,0,25906
1111,0,0,0,100,0,0,139944,0,25937
1112,0,20,0,101,0,0,0,0,25938
1115,0,0,2000,40,0,0,131072,0,25988
1116,0,99,0,101,0,0,0,0,25991
1117,0,20,0,101,0,0,0,0,26003
1120,0,0,0,100,0,0,69968,0,26016
1121,0,3,0,101,0,0,0,0,26025
1122,0,0,0,101,0,0,0,0,26034
1123,0,0,0,101,0,0,0,0,26036
1124,0,99,0,101,0,0,0,0,26050
1125,0,5,0,101,0,0,0,0,26052
1126,0,5,0,101,0,0,0,0,26053
1127,0,1,0,101,0,0,0,0,26077
1129,0,0,0,100,0,0,16,0,26107
1130,0,0,0,20,0,0,65536,0,26119
1131,0,1,0,101,0,0,0,0,26121
1132,0,0,0,100,0,0,65536,0,26123
1135,0,1,0,101,0,0,0,0,26132
1136,0,0,0,20,0,0,256,0,26135
1137,0,0,0,20,0,0,16384,0,26169
1138,0,0,0,20,0,0,16384,0,26173
1139,0,0,0,20,0,0,16384,0,26174
1143,0,99,0,101,0,0,0,0,26419
1145,0,0,0,100,0,0,131072,0,26463
1146,0,10,0,101,0,0,0,0,26464
1147,0,20,0,101,0,0,0,0,26465
1148,0,0,0,100,0,0,16384,0,26467
1149,0,99,0,101,0,0,0,0,26476
1150,0,0,0,100,0,0,340,0,26480
1151,0,6,0,101,0,0,0,0,26481
1153,0,3,0,101,0,0,0,0,26548
1155,0,3,0,101,0,0,0,0,26601
1156,0,0,0,100,0,0,20,0,26605
1157,0,0,0,100,0,0,20,0,26612
1158,0,0,0,100,0,0,340,0,26614
1161,0,0,0,101,0,0,0,0,26680
1165,0,3,0,101,0,0,0,0,26977
1166,0,0,0,101,0,0,0,0,27177
1168,0,0,0,101,0,0,0,0,27183
1169,0,0,0,101,0,0,0,0,27192
1170,0,0,0,101,0,0,0,0,27193
1171,0,0,0,101,0,0,0,0,27194
1172,0,0,0,101,0,0,0,0,27195
1173,0,0,0,101,0,0,0,0,27196
1174,0,0,0,101,0,0,0,0,27197
1175,0,0,0,101,0,0,0,0,27198
1176,0,0,0,101,0,0,0,0,27199
1177,0,0,0,100,1,0,34816,0,27200
1179,0,0,0,100,0,0,-2146819416,0,27243
1180,0,0,0,100,0,0,4,0,27419
1181,0,0,0,101,0,0,1,0,27420
1182,0,0,0,100,0,0,4,0,27498
1183,0,0,15000,5,0,0,81920,0,27521
1184,0,0,0,100,0,0,340,0,27522
1185,0,0,10000,30,0,0,131072,0,27539
