ID,MaterialResourcesID,TextureType,ModelIndex,ItemDisplayInfoID
64317,23948,2,0,7480
64318,23241,2,0,7481
64319,24264,2,0,7482
64322,22744,2,0,7485
64323,22773,2,0,7486
64330,21998,2,0,7493
64331,22579,2,0,7494
64332,22591,2,0,7495
64333,20485,2,0,2149
64334,22797,2,0,2380
64335,23926,2,0,2382
64337,23409,2,0,2397
64340,22356,2,0,2409
64341,22356,2,0,2410
64342,22354,2,0,2412
64343,22354,2,0,2413
64344,19706,2,1,2414
64345,14653,2,1,2418
64346,22584,2,0,1661
64347,21169,2,0,1673
64348,20485,2,0,1680
64349,21998,2,0,1682
64350,20483,2,0,1684
64351,23588,2,0,7498
64352,23588,2,1,7498
64355,21166,2,0,4108
64356,23826,2,0,4109
64357,23826,2,1,4109
64359,21170,2,0,1685
64360,21829,2,0,1705
64361,20536,2,0,1706
64362,22255,2,0,3213
64366,23073,2,0,3006
64367,26669,2,0,3007
64369,23829,2,0,4974
64370,23829,2,1,4974
64371,21738,2,0,4256
64373,18610,2,0,3356
64374,23318,2,0,4783
64375,21736,2,0,4785
64376,22748,2,0,4788
64377,22745,2,0,4800
64378,24274,2,0,4802
64379,22764,2,0,4805
64380,26915,2,0,2807
64381,23183,2,0,2809
64383,26205,2,0,3169
64384,26205,2,1,3169
64385,18612,2,0,3171
64386,23686,2,0,3175
64387,22974,2,0,3185
64388,22972,2,0,3186
64389,23551,2,0,3187
64390,22356,2,0,3190
64392,26902,2,0,5014
64394,25961,2,0,5032
64395,22558,2,0,4843
64396,25960,2,0,2839
64397,24191,2,0,2840
64398,24563,2,0,2861
64399,23678,2,0,2710
64401,25960,2,0,2775
64402,21971,2,0,5040
64403,22327,2,0,5608
64404,23416,2,0,1716
64405,21658,2,0,2934
64406,20422,2,0,2936
64407,23418,2,0,2943
64408,23849,2,0,2953
64409,23849,2,1,2953
64410,23088,2,0,2711
64411,22209,2,0,3780
64412,20388,2,0,3785
64413,22757,2,0,3794
64414,21162,2,0,1755
64415,21163,2,0,1757
64416,22381,2,0,1758
64418,22762,2,0,1766
64419,23414,2,0,1768
64420,24564,2,0,1839
64421,24498,2,0,1845
64424,24276,2,0,3447
64428,26908,2,0,2428
64429,24250,2,0,2434
64430,24464,2,0,3797
64431,20746,2,0,4651
64432,20746,2,0,4661
64433,24191,2,0,7524
64434,23073,2,0,2717
64435,23074,2,0,2733
64436,23070,2,0,2738
64437,23178,2,0,2743
64438,21828,2,0,2181
64439,22973,2,0,2786
64440,22974,2,0,2787
64442,22804,2,0,4129
64443,21661,2,0,4130
64444,25961,2,0,2440
64445,20541,2,0,2456
64446,20741,2,0,2457
64447,25972,2,0,2466
64448,23302,2,0,2469
64449,25950,2,0,2776
64451,21969,2,0,2780
64452,22258,2,0,2781
64453,24260,2,0,7526
64454,20392,2,0,7529
64455,22355,2,0,7531
64457,26910,2,0,8457
64458,26909,2,0,8459
64459,26912,2,0,8461
64460,26904,2,0,8463
64461,26906,2,0,8465
64462,22454,2,0,8466
64464,23074,2,0,2765
64465,22454,2,0,2767
64466,21167,2,0,4983
64467,23687,2,0,4154
64468,23681,2,0,3550
64469,18603,2,0,3551
64471,26906,2,0,8470
64472,26892,2,0,8472
64474,26894,2,0,8478
64475,26893,2,0,8479
64476,26905,2,0,8480
64478,26899,2,0,8483
64479,26900,2,0,8485
64480,26897,2,0,8486
64482,25947,2,0,3502
64483,22584,2,0,3509
64485,23412,2,0,4995
64486,23841,2,0,5000
64487,23841,2,1,5000
64488,23839,2,0,5005
64489,23839,2,1,5005
64490,21969,2,0,5007
64492,22794,2,0,5184
64493,23682,2,0,3925
64494,20483,2,0,3931
64495,22474,2,0,6455
64496,22473,2,0,6456
64502,23683,2,0,6469
64503,23685,2,0,6470
64504,23070,2,0,6471
64506,23669,2,0,6474
64507,17302,2,0,3960
64509,21999,2,0,1379
64510,26903,2,0,1383
64511,26912,2,0,1390
64512,23294,2,0,5050
64513,20485,2,0,3932
64514,22393,2,0,3940
64515,24610,2,0,3947
64516,26174,2,0,4968
64517,26174,2,1,4968
64518,26172,2,0,4970
64519,26172,2,1,4970
64520,26176,2,0,4971
64521,26176,2,1,4971
64522,23200,2,0,5534
64523,22788,2,0,5536
64524,23296,2,0,5540
64525,23301,2,0,5542
64526,22856,2,0,5544
64527,23688,2,0,6475
64528,24605,2,0,6479
64529,23849,2,0,6480
64530,23849,2,1,6480
64531,26893,2,0,453
64532,26189,2,0,4486
64533,26189,2,1,4486
64534,16990,2,0,4084
64536,21168,2,0,2324
64537,20537,2,0,2329
64538,21827,2,0,2333
64539,22759,2,0,1593
64540,22200,2,0,1595
64541,22199,2,0,1596
64543,22798,2,0,1621
64544,22797,2,0,1627
64545,23410,2,0,472
64546,22754,2,0,679
64547,22927,2,0,782
64548,24273,2,0,859
64549,20418,2,0,4177
64551,22981,2,0,4441
64552,25957,2,0,3272
64553,23071,2,0,3288
64554,22802,2,0,1628
64555,20539,2,0,1644
64556,18335,2,0,5767
64557,23415,2,0,1201
64558,20386,2,0,4688
64559,26909,2,0,3297
64561,21165,2,0,2916
64563,22032,2,0,3155
64564,22032,2,1,3155
64565,21868,2,0,2594
64566,26683,2,0,4940
64567,26683,2,1,4940
64568,26227,2,0,4941
64569,26227,2,1,4941
64570,26216,2,0,4942
64571,26216,2,1,4942
64572,19706,2,1,5996
64573,14653,2,1,5998
64574,14653,2,1,5999
64575,22327,2,0,6910
64576,22327,2,1,6910
64577,23839,2,0,6912
64578,23839,2,1,6912
64579,23821,2,0,6914
64580,23821,2,1,6914
64581,23867,2,0,6919
64582,23867,2,1,6919
64583,26184,2,0,6775
64584,26184,2,1,6775
64585,18613,2,0,15616
64586,16995,2,0,15644
64587,24225,2,0,13746
64588,24225,2,1,13746
64589,26191,2,0,13755
64590,26191,2,1,13755
64591,21740,2,0,7009
64592,23841,2,0,6929
64593,23841,2,1,6929
64594,23826,2,0,6935
64595,22736,2,0,8279
64596,20388,2,0,7937
64597,21763,2,0,15646
64598,22315,2,0,15662
64599,22315,2,1,15662
64600,22312,2,0,15663
64601,22312,2,1,15663
64602,26689,2,0,15666
64603,26689,2,1,15666
64604,26181,2,0,14421
64605,26181,2,1,14421
64606,26189,2,0,17632
64607,26189,2,1,17632
64608,24464,2,0,8521
64609,24455,2,0,8525
64611,22927,2,0,8527
64613,24451,2,0,8529
64615,24459,2,0,8533
64616,22921,2,0,8534
64617,21492,2,0,8542
64618,26168,2,0,8549
64619,26168,2,1,8549
64620,22311,2,0,7684
64621,22311,2,1,7684
64622,22315,2,0,7685
64623,22315,2,1,7685
64624,20756,2,0,11976
64625,20755,2,0,11979
64626,20740,2,0,11987
64627,23045,2,0,15317
64628,20422,2,0,15318
64629,23839,2,0,17698
64630,23839,2,1,17698
64631,22392,2,0,9117
64632,26905,2,0,9118
64633,23429,2,0,9122
64635,23866,2,0,9136
64636,23866,2,1,9136
64637,23617,2,0,8554
64638,23617,2,1,8554
64639,22205,2,0,8565
64640,22199,2,0,8566
64641,22393,2,0,8567
64642,22383,2,0,8568
64643,22386,2,0,8570
64644,22311,2,0,7704
64645,22311,2,1,7704
64646,21290,2,0,7707
64647,22791,2,0,8000
64648,25960,2,0,8011
64649,22787,2,0,8016
64650,23839,2,0,8019
64651,23839,2,1,8019
64652,24238,2,0,11432
64653,24238,2,1,11432
64654,26688,2,0,11441
64655,26688,2,1,11441
64656,26915,2,0,8489
64657,26898,2,0,8490
64658,26907,2,0,8494
64660,22137,2,0,8837
64661,22137,2,1,8837
64662,22981,2,0,6231
64663,23552,2,0,6232
64665,22978,2,0,6234
64666,23555,2,0,6235
64667,23616,2,0,9311
64668,23616,2,1,9311
64669,18604,2,0,9315
64670,24217,2,0,9316
64671,24217,2,1,9316
64672,16986,2,0,9320
64673,21794,2,0,8021
64674,26223,2,0,8022
64675,26223,2,1,8022
64677,23834,2,0,8035
64678,23834,2,1,8035
64679,23856,2,0,7868
64680,23856,2,1,7868
64683,23891,2,0,6249
64685,22308,2,0,7971
64686,22308,2,1,7971
64687,26191,2,0,5849
64688,26191,2,1,5849
64689,22856,2,0,8395
64690,26210,2,1,8395
64691,23827,2,0,8399
64692,23827,2,1,8399
64693,24570,2,0,8803
64694,18331,2,0,8806
64695,26194,2,0,8807
64696,26194,2,1,8807
64697,27136,2,0,11502
64698,22387,2,0,9381
64699,23831,2,0,9392
64700,23831,2,1,9392
64701,26176,2,0,6781
64702,26176,2,1,6781
64703,24568,2,0,6794
64704,24570,2,0,6795
64706,24234,2,0,9327
64707,24234,2,1,9327
64708,23983,2,0,15990
64709,26172,2,0,9582
64710,23848,2,0,9407
64711,23848,2,1,9407
64712,24235,2,0,8814
64713,24235,2,1,8814
64714,22135,2,0,8833
64718,24515,2,0,7312
64719,24254,2,0,7313
64721,22803,2,0,7319
64723,24218,2,0,11638
64724,24218,2,1,11638
64725,20748,2,0,11663
64726,20751,2,0,11664
64727,22133,2,0,7666
64728,22854,2,0,8836
64729,22854,2,1,8836
64730,24561,2,0,8287
64731,26217,2,0,9793
64732,26217,2,1,9793
64733,26195,2,0,9795
64734,26195,2,1,9795
64735,24223,2,0,21991
64736,24223,2,1,21991
64737,21295,2,0,22021
64738,21709,2,0,22029
64739,24652,2,0,22031
64740,24645,2,0,22032
64741,18617,2,0,22036
64742,23407,2,0,22178
64743,23095,2,0,22258
64744,21300,2,0,11665
64745,20755,2,0,11667
64746,24219,2,0,17703
64747,24219,2,1,17703
64748,23838,2,0,5381
64749,23838,2,1,5381
64750,18338,2,0,8083
64751,24276,2,0,8090
64752,21744,2,0,8091
64753,22201,2,0,8572
64754,22200,2,0,8575
64757,22372,2,0,8581
64758,22385,2,0,8583
64759,25964,2,0,8585
64760,25953,2,0,8586
64761,25946,2,0,8587
64762,25954,2,0,8588
64763,25947,2,0,8589
64764,25963,2,0,8590
64765,25948,2,0,8593
64766,25949,2,0,8594
64767,22846,2,0,17834
64768,22846,2,1,17834
64769,18604,2,0,17867
64770,18615,2,0,17409
64771,27139,2,0,17417
64772,22855,2,0,17420
64773,22855,2,1,17420
64774,23865,2,0,22849
64775,23865,2,1,22849
64776,22321,2,0,22933
64777,22321,2,1,22933
64778,24134,2,0,23917
64779,22312,2,0,5384
64780,22312,2,1,5384
64781,22977,2,0,5392
64782,23585,2,0,5394
64783,23585,2,1,5394
64785,23924,2,0,5527
64786,24601,2,0,6577
64787,24612,2,0,6581
64788,24611,2,0,6582
64789,22561,2,0,6584
64790,21491,2,0,16051
64791,25977,2,0,16185
64792,21762,2,0,16224
64793,26194,2,0,16424
64794,26194,2,1,16424
64795,16861,2,0,15246
64796,26176,2,0,7553
64797,26176,2,1,7553
64798,24611,2,0,7557
64799,21660,2,0,7559
64800,21717,2,0,6988
64801,26206,2,0,5892
64802,26206,2,1,5892
64803,21999,2,0,6589
64804,22354,2,0,6590
64812,25959,2,0,13466
64813,26181,2,0,8198
64814,26181,2,1,8198
64815,26688,2,0,8213
64816,26688,2,0,8214
64817,26688,2,1,8214
64818,25950,2,0,8285
64819,26900,2,0,7590
64820,22972,2,0,7603
64821,24460,2,0,8508
64822,22922,2,0,8511
64823,24451,2,0,8512
64824,24453,2,0,8513
64825,24326,2,0,8516
64826,24618,2,0,8043
64827,23826,2,0,6971
64828,23826,2,1,6971
64829,20415,2,0,7670
64830,24245,2,0,13488
64831,22313,2,0,10511
64832,22313,2,1,10511
64833,18334,2,0,10516
64834,22306,2,0,10517
64835,22306,2,1,10517
64836,23829,2,0,10524
64837,23829,2,1,10524
64838,15528,2,0,8068
64839,20414,2,0,6837
64840,24212,2,0,11946
64841,24212,2,1,11946
64842,23732,2,0,11958
64843,25173,2,0,6138
64845,22135,2,0,6141
64846,22135,2,1,6141
64848,18340,2,0,9861
64849,18332,2,0,9864
64850,21171,2,0,6274
64851,20375,2,0,10954
64852,16990,2,0,10311
64854,22138,2,0,5818
64855,22138,2,1,5818
64856,22134,2,0,5833
64857,22134,2,1,5833
64858,21164,2,0,8296
64859,25951,2,0,8298
64860,23848,2,0,8322
64861,23848,2,1,8322
64862,20535,2,0,10968
64863,26162,2,0,9899
64864,26162,2,1,9899
64865,24457,2,0,8506
64866,23931,2,0,5530
64867,23922,2,0,5532
64868,23197,2,0,5533
64869,22589,2,0,5949
64870,23868,2,0,8323
64871,23868,2,1,8323
64872,18330,2,0,8332
64873,23600,2,0,14095
64874,23600,2,1,14095
64875,24227,2,0,13730
64876,24227,2,1,13730
64877,21742,2,0,10998
64879,25975,2,0,7004
64880,24228,2,1,7004
64881,22856,2,0,5962
64882,22856,2,1,5962
64883,20386,2,0,5983
64884,26186,2,0,5984
64885,26182,2,1,5984
64886,24211,2,0,16463
64887,24211,2,1,16463
64888,22135,2,0,16466
64889,22135,2,1,16466
64890,23586,2,0,16470
64891,23586,2,1,16470
64893,20394,2,0,8421
64894,26207,2,0,8434
64895,26207,2,1,8434
64896,22558,2,0,8436
64897,15843,2,0,8446
64898,21493,2,0,10022
64899,24572,2,0,6207
64900,21886,2,0,17885
64901,20747,2,0,17900
64902,24191,2,0,17914
64903,27139,2,0,17926
64904,27139,2,1,17926
64905,17302,2,0,6287
64906,25175,2,0,6093
64907,25176,2,0,6097
64908,25171,2,0,6098
64909,25174,2,0,6099
64910,25174,2,0,6101
64911,25172,2,0,6106
64912,25171,2,0,6109
64913,26186,2,0,8847
64914,26186,2,1,8847
64915,22255,2,0,16538
64916,16860,2,0,15236
64917,20753,2,0,17605
64920,22320,2,0,19265
64921,22320,2,1,19265
64922,18614,2,0,6126
64924,21999,2,0,6261
64925,26899,2,0,6262
64928,24219,2,0,8870
64929,24219,2,1,8870
64931,25957,2,0,8601
64933,26195,2,0,8607
64934,26195,2,1,8607
64935,24616,2,0,7196
64936,23598,2,0,8374
64937,23598,2,1,8374
64938,24418,2,0,8376
64939,24514,2,0,8377
64940,24512,2,0,8378
64941,20427,2,0,16137
64942,26935,2,0,16146
64943,22792,2,0,16147
64944,26168,2,1,16154
64945,18330,2,0,16164
64946,17302,2,0,16215
64947,26662,2,0,8379
64948,21298,2,0,8380
64949,26224,2,0,8387
64950,26224,2,1,8387
64953,22925,2,0,8499
64954,22927,2,0,8500
64955,22919,2,0,8501
64956,24459,2,0,8502
64957,18604,2,0,12218
64958,22342,2,0,12236
64959,21717,2,0,6889
64960,26217,2,0,8220
64961,26217,2,1,8220
64962,23844,2,0,8234
64963,23844,2,1,8234
64964,25975,2,0,6025
64965,25975,2,1,6025
64966,22133,2,0,6027
64967,22133,2,1,6027
64968,26186,2,0,8966
64969,17298,2,0,8968
64970,20746,2,0,8972
64971,24225,2,0,8975
64972,24225,2,1,8975
64973,22342,2,0,6520
64974,24582,2,0,6529
64975,24583,2,0,6530
64976,22558,2,0,6531
64977,22559,2,0,6532
64978,22560,2,0,6533
64979,26218,2,0,8252
64980,26218,2,1,8252
64981,22362,2,0,8256
64982,22362,2,0,8257
64983,22362,2,0,8258
64984,26168,2,0,8260
64986,22763,2,0,8272
64988,20889,2,0,7712
64989,18605,2,0,7724
64990,22138,2,0,8986
64991,22138,2,1,8986
64992,21781,2,0,22881
64993,22017,2,0,6534
64994,22019,2,0,6535
64995,22601,2,0,6536
64996,22342,2,0,6537
64997,22017,2,0,6541
64999,24601,2,0,6549
65000,23676,2,0,6555
65003,24603,2,0,6560
65004,22070,2,0,6566
65005,22340,2,0,6567
65006,21999,2,0,6568
65008,24582,2,0,6570
65009,24583,2,0,6571
65010,23848,2,0,9038
65011,23848,2,1,9038
65012,26186,2,0,9043
65013,26186,2,1,9043
65014,26216,2,0,9044
65015,26216,2,1,9044
65016,22321,2,0,22309
65017,22321,2,1,22309
65018,26688,2,0,22312
65019,26688,2,1,22312
65020,24016,2,0,22319
65021,22136,2,0,22321
65022,22136,2,1,22321
65023,19761,2,0,22332
65024,23843,2,0,22339
65025,23843,2,1,22339
65026,23964,2,0,22404
65027,27142,2,0,22408
65028,27142,2,1,22408
65029,23964,2,0,22411
65030,22584,2,0,6574
65031,23046,2,0,6974
65032,22313,2,0,7541
65033,22313,2,1,7541
65034,21297,2,0,7785
65035,24292,2,0,9055
65036,22207,2,0,6798
65038,24062,2,0,6806
65039,23920,2,0,6808
65040,23923,2,0,6813
65043,24222,2,0,22430
65044,24222,2,1,22430
65045,23725,2,0,19673
65046,20740,2,0,15932
65047,25979,2,0,7819
65048,22317,2,0,7830
65049,22317,2,1,7830
65050,26167,2,0,7836
65051,26167,2,1,7836
65053,26923,2,0,7427
65056,26659,2,0,7430
65058,22341,2,0,7432
65061,23942,2,0,7437
65066,22203,2,0,7442
65067,24585,2,0,7443
65068,24076,2,0,7444
65074,22586,2,0,7453
65075,24595,2,0,7454
65076,24601,2,0,7455
65077,24599,2,0,7456
65078,24609,2,0,7457
65079,22589,2,0,7459
65080,25980,2,0,6407
65081,25980,2,1,6407
65082,26173,2,0,9922
65083,26173,2,1,9922
65084,16868,2,0,15265
65086,26171,2,0,12403
65087,26171,2,1,12403
65088,20741,2,0,12404
65090,24612,2,0,7460
65091,24611,2,0,7461
65092,24613,2,0,7462
65093,24616,2,0,7463
65094,22590,2,0,7464
65095,22558,2,0,7465
65096,22559,2,0,7466
65097,22560,2,0,7467
65099,22572,2,0,7469
65100,22017,2,0,7473
65101,22019,2,0,7474
65106,26173,2,0,8888
65107,26173,2,1,8888
65108,25177,2,0,6081
65109,25975,2,1,16378
65110,27141,2,1,16386
65111,15844,2,0,16396
65112,22846,2,0,16404
65113,16990,2,0,16410
65114,23848,2,0,6066
65115,23848,2,1,6066
65116,21160,2,0,18511
65117,21170,2,0,18512
65118,18605,2,0,15281
65119,22326,2,0,16458
65120,22326,2,1,16458
65121,23860,2,0,9422
65122,23860,2,1,9422
65123,23852,2,0,9424
65124,23852,2,1,9424
65125,22315,2,0,9432
65126,23070,2,0,6432
65127,18604,2,0,14985
65129,24203,2,0,9440
65130,24203,2,1,9440
65131,26191,2,0,9442
65132,26191,2,1,9442
65133,16993,2,0,9455
65134,23676,2,0,8078
65135,23683,2,0,22971
65136,23726,2,0,18714
65137,26219,2,0,18006
65138,26219,2,1,18006
65139,21720,2,0,6858
65141,25952,2,0,8687
65142,25950,2,0,8688
65145,22325,2,0,18035
65146,22325,2,1,18035
65147,23855,2,0,18037
65148,23855,2,1,18037
65149,26206,2,0,18433
65150,26206,2,1,18433
65151,21720,2,0,6877
65152,23829,2,0,6879
65153,23829,2,1,6879
65154,15528,2,0,6886
65157,23868,2,0,6421
65160,23694,2,0,6436
65164,23692,2,0,6441
65166,23084,2,0,6443
65169,22472,2,0,6447
65171,23671,2,0,6451
65172,24188,2,0,18437
65173,24187,2,0,18438
65175,20746,2,0,13236
65183,24644,2,0,8745
65184,24646,2,0,8746
65185,24648,2,0,8747
65186,24461,2,0,8748
65187,21739,2,0,8753
65188,22918,2,0,8899
65189,18608,2,0,8415
65192,26219,2,0,13446
65193,22354,2,0,13455
65194,26162,2,0,6180
65195,26162,2,1,6180
65197,22315,2,0,13022
65198,22315,2,1,13022
65199,23827,2,0,13027
65200,23827,2,1,13027
65201,23850,2,0,13052
65202,23850,2,1,13052
65203,16860,2,0,15029
65204,21794,2,0,15308
65205,21492,2,0,15309
65206,26688,2,0,11690
65207,26688,2,1,11690
65208,22137,2,0,11691
65209,22137,2,1,11691
65210,24229,2,0,17653
65211,24229,2,1,17653
65212,26683,2,0,17656
65213,26683,2,1,17656
65214,22135,2,0,14880
65215,22135,2,1,14880
65216,22371,2,0,15887
65217,24235,2,0,17352
65218,24235,2,1,17352
65219,18604,2,0,17358
65220,26219,2,0,17360
65221,26219,2,1,17360
65222,22137,2,0,17362
65223,22137,2,1,17362
65224,22855,2,0,18016
65225,22855,2,1,18016
65226,26665,2,0,15720
65227,22398,2,0,15726
65228,22397,2,0,17788
65229,23839,2,0,17797
65230,23839,2,1,17797
65231,22844,2,0,17803
65232,22844,2,1,17803
65233,26206,2,0,11694
65234,26206,2,1,11694
65235,23850,2,0,11697
65236,23850,2,1,11697
65237,20753,2,0,11700
65238,23840,2,0,11709
65239,23840,2,1,11709
65240,22314,2,0,11710
65241,22314,2,1,11710
65242,22314,2,0,11717
65243,22314,2,1,11717
65244,24210,2,0,16828
65245,24210,2,1,16828
65246,22135,2,0,14888
65247,22135,2,1,14888
65248,21168,2,0,18516
65249,24218,2,0,17271
65250,24218,2,1,17271
65251,21740,2,0,17277
65252,26212,2,0,17762
65253,26212,2,1,17762
65255,21768,2,0,15935
65256,20380,2,0,17946
65257,24219,2,0,17810
65258,24219,2,1,17810
65259,22136,2,0,23579
65260,22136,2,1,23579
65261,22756,2,0,22075
65262,21969,2,0,22077
65263,22758,2,0,22078
65264,22736,2,0,22079
65265,24256,2,0,22080
65266,22748,2,0,22081
65267,22799,2,0,22084
65268,24262,2,0,22085
65269,22756,2,0,22093
65270,22797,2,0,22094
65271,24217,2,0,10795
65272,24217,2,1,10795
65273,23598,2,0,14091
65274,23598,2,1,14091
65275,24217,2,0,15014
65276,24217,2,1,15014
65277,16866,2,0,15145
65279,16867,2,0,15155
65280,16865,2,0,15161
65281,16865,2,0,15163
65282,26183,2,0,17289
65283,26183,2,1,17289
65284,18610,2,0,17291
65285,20493,2,0,17297
65286,22314,2,0,11721
65287,22314,2,1,11721
65288,23843,2,0,11726
65289,23843,2,1,11726
65290,22320,2,0,18011
65291,22320,2,1,18011
65292,24209,2,0,17285
65293,24209,2,1,17285
65294,22801,2,0,22095
65295,23074,2,0,22096
65296,23071,2,0,22097
