ID,ChrCustomizationChoiceID,RelatedChrCustomizationChoiceID,ChrCustomizationGeosetID,ChrCustomizationSkinnedModelID,ChrCustomizationMaterialID,ChrCustomizationBoneSetID,ChrCustomizationCondModelID,ChrCustomizationDisplayInfoID,ChrCustItemGeoModifyID,ChrCustomizationVoiceID,AnimKitID
66899,17250,0,5183,0,0,0,0,0,0,0,0
66900,17251,0,5184,0,0,0,0,0,0,0,0
66901,17252,0,5185,0,0,0,0,0,0,0,0
66902,17253,0,5186,0,0,0,0,0,0,0,0
66903,17254,0,5187,0,0,0,0,0,0,0,0
66904,17255,0,5188,0,0,0,0,0,0,0,0
66905,17256,0,5189,0,0,0,0,0,0,0,0
66906,17257,0,5190,0,0,0,0,0,0,0,0
66907,17258,0,5191,0,0,0,0,0,0,0,0
66908,17259,0,5192,0,0,0,0,0,0,0,0
66909,17260,0,5193,0,0,0,0,0,0,0,0
66910,17271,0,5194,0,0,0,0,0,0,0,0
66911,17271,0,5195,0,0,0,0,0,0,0,0
66912,17271,0,5196,0,0,0,0,0,0,0,0
66913,17272,0,5197,0,0,0,0,0,0,0,0
66914,17272,0,5198,0,0,0,0,0,0,0,0
66915,17272,0,5199,0,0,0,0,0,0,0,0
66916,17273,0,5200,0,0,0,0,0,0,0,0
66917,17273,0,5201,0,0,0,0,0,0,0,0
66918,17273,0,5202,0,0,0,0,0,0,0,0
66919,17274,0,5203,0,0,0,0,0,0,0,0
66920,17274,0,5204,0,0,0,0,0,0,0,0
66921,17274,0,5205,0,0,0,0,0,0,0,0
66922,17275,0,5206,0,0,0,0,0,0,0,0
66923,17275,0,5207,0,0,0,0,0,0,0,0
66924,17275,0,5208,0,0,0,0,0,0,0,0
66925,17276,0,5209,0,0,0,0,0,0,0,0
66926,17276,0,5210,0,0,0,0,0,0,0,0
66927,17276,0,5211,0,0,0,0,0,0,0,0
66928,17277,0,5212,0,0,0,0,0,0,0,0
66929,17277,0,5213,0,0,0,0,0,0,0,0
66930,17277,0,5214,0,0,0,0,0,0,0,0
66931,17302,0,5215,0,0,0,0,0,0,0,0
66932,17303,0,5216,0,0,0,0,0,0,0,0
66933,17304,0,5217,0,0,0,0,0,0,0,0
66934,17305,0,5218,0,0,0,0,0,0,0,0
66935,17306,0,5219,0,0,0,0,0,0,0,0
66936,17307,0,5220,0,0,0,0,0,0,0,0
66937,17308,0,5221,0,0,0,0,0,0,0,0
66938,17317,0,5222,0,0,0,0,0,0,0,0
66939,17317,0,5223,0,0,0,0,0,0,0,0
66940,17317,0,5224,0,0,0,0,0,0,0,0
66941,17318,0,5225,0,0,0,0,0,0,0,0
66942,17318,0,5226,0,0,0,0,0,0,0,0
66943,17318,0,5227,0,0,0,0,0,0,0,0
66944,17319,0,5228,0,0,0,0,0,0,0,0
66945,17319,0,5229,0,0,0,0,0,0,0,0
66946,17319,0,5230,0,0,0,0,0,0,0,0
66947,17320,0,5231,0,0,0,0,0,0,0,0
66948,17320,0,5232,0,0,0,0,0,0,0,0
66949,17320,0,5233,0,0,0,0,0,0,0,0
66950,17321,0,5234,0,0,0,0,0,0,0,0
66951,17321,0,5235,0,0,0,0,0,0,0,0
66952,17321,0,5236,0,0,0,0,0,0,0,0
66953,17322,0,5237,0,0,0,0,0,0,0,0
66954,17322,0,5238,0,0,0,0,0,0,0,0
66955,17322,0,5239,0,0,0,0,0,0,0,0
66956,17323,0,5240,0,0,0,0,0,0,0,0
66957,17323,0,5241,0,0,0,0,0,0,0,0
66958,17323,0,5242,0,0,0,0,0,0,0,0
66959,17324,0,5243,0,0,0,0,0,0,0,0
66960,17324,0,5244,0,0,0,0,0,0,0,0
66961,17324,0,5245,0,0,0,0,0,0,0,0
66962,17325,0,5246,0,0,0,0,0,0,0,0
66963,17325,0,5247,0,0,0,0,0,0,0,0
66964,17325,0,5248,0,0,0,0,0,0,0,0
66965,17326,0,5249,0,0,0,0,0,0,0,0
66966,17326,0,5250,0,0,0,0,0,0,0,0
66967,17326,0,5251,0,0,0,0,0,0,0,0
66968,17327,0,5252,0,0,0,0,0,0,0,0
66969,17327,0,5253,0,0,0,0,0,0,0,0
66970,17327,0,5254,0,0,0,0,0,0,0,0
66971,17348,0,5255,0,0,0,0,0,0,0,0
66972,17349,0,5256,0,0,0,0,0,0,0,0
66973,17350,0,5257,0,0,0,0,0,0,0,0
66974,17351,0,5258,0,0,0,0,0,0,0,0
66975,17352,0,5259,0,0,0,0,0,0,0,0
66976,17353,0,5260,0,0,0,0,0,0,0,0
66977,17354,0,5261,0,0,0,0,0,0,0,0
66978,17364,0,5262,0,0,0,0,0,0,0,0
66979,17364,0,5263,0,0,0,0,0,0,0,0
66980,17364,0,5264,0,0,0,0,0,0,0,0
66981,17365,0,5265,0,0,0,0,0,0,0,0
66982,17365,0,5266,0,0,0,0,0,0,0,0
66983,17365,0,5267,0,0,0,0,0,0,0,0
66984,17366,0,5268,0,0,0,0,0,0,0,0
66985,17366,0,5269,0,0,0,0,0,0,0,0
66986,17366,0,5270,0,0,0,0,0,0,0,0
66987,17367,0,5271,0,0,0,0,0,0,0,0
66988,17367,0,5272,0,0,0,0,0,0,0,0
66989,17367,0,5273,0,0,0,0,0,0,0,0
66990,17368,0,5274,0,0,0,0,0,0,0,0
66991,17368,0,5275,0,0,0,0,0,0,0,0
66992,17368,0,5276,0,0,0,0,0,0,0,0
66993,17369,0,5277,0,0,0,0,0,0,0,0
66994,17369,0,5278,0,0,0,0,0,0,0,0
66995,17369,0,5279,0,0,0,0,0,0,0,0
66996,17370,0,5280,0,0,0,0,0,0,0,0
66997,17370,0,5281,0,0,0,0,0,0,0,0
66998,17370,0,5282,0,0,0,0,0,0,0,0
66999,17400,0,5283,0,0,0,0,0,0,0,0
67000,17401,0,5284,0,0,0,0,0,0,0,0
67001,17402,0,5285,0,0,0,0,0,0,0,0
67002,17403,0,5286,0,0,0,0,0,0,0,0
67003,17404,0,5287,0,0,0,0,0,0,0,0
67004,17405,0,5288,0,0,0,0,0,0,0,0
67005,17406,0,5289,0,0,0,0,0,0,0,0
67006,17407,0,5290,0,0,0,0,0,0,0,0
67007,17408,0,5291,0,0,0,0,0,0,0,0
67008,17409,0,5292,0,0,0,0,0,0,0,0
67009,17410,0,5293,0,0,0,0,0,0,0,0
67010,17421,0,5294,0,0,0,0,0,0,0,0
67011,17421,0,5295,0,0,0,0,0,0,0,0
67012,17421,0,5296,0,0,0,0,0,0,0,0
67013,17422,0,5297,0,0,0,0,0,0,0,0
67014,17422,0,5298,0,0,0,0,0,0,0,0
67015,17422,0,5299,0,0,0,0,0,0,0,0
67016,17423,0,5300,0,0,0,0,0,0,0,0
67017,17423,0,5301,0,0,0,0,0,0,0,0
67018,17423,0,5302,0,0,0,0,0,0,0,0
67019,17424,0,5303,0,0,0,0,0,0,0,0
67020,17424,0,5304,0,0,0,0,0,0,0,0
67021,17424,0,5305,0,0,0,0,0,0,0,0
67022,17425,0,5306,0,0,0,0,0,0,0,0
67023,17425,0,5307,0,0,0,0,0,0,0,0
67024,17425,0,5308,0,0,0,0,0,0,0,0
67025,17426,0,5309,0,0,0,0,0,0,0,0
67026,17426,0,5310,0,0,0,0,0,0,0,0
67027,17426,0,5311,0,0,0,0,0,0,0,0
67028,17427,0,5312,0,0,0,0,0,0,0,0
67029,17427,0,5313,0,0,0,0,0,0,0,0
67030,17427,0,5314,0,0,0,0,0,0,0,0
67031,17428,0,5315,0,0,0,0,0,0,0,0
67032,17428,0,5316,0,0,0,0,0,0,0,0
67033,17428,0,5317,0,0,0,0,0,0,0,0
67034,17429,0,5318,0,0,0,0,0,0,0,0
67035,17429,0,5319,0,0,0,0,0,0,0,0
67036,17429,0,5320,0,0,0,0,0,0,0,0
67037,17430,0,5321,0,0,0,0,0,0,0,0
67038,17430,0,5322,0,0,0,0,0,0,0,0
67039,17430,0,5323,0,0,0,0,0,0,0,0
67040,17431,0,5324,0,0,0,0,0,0,0,0
67041,17431,0,5325,0,0,0,0,0,0,0,0
67042,17431,0,5326,0,0,0,0,0,0,0,0
67043,17453,0,5327,0,0,0,0,0,0,0,0
67044,17454,0,5328,0,0,0,0,0,0,0,0
67045,17455,0,5329,0,0,0,0,0,0,0,0
67046,17456,0,5330,0,0,0,0,0,0,0,0
67047,17457,0,5331,0,0,0,0,0,0,0,0
67048,17458,0,5332,0,0,0,0,0,0,0,0
67049,17459,0,5333,0,0,0,0,0,0,0,0
67050,17460,0,5334,0,0,0,0,0,0,0,0
67051,17461,0,5335,0,0,0,0,0,0,0,0
67052,17462,0,5336,0,0,0,0,0,0,0,0
67053,17463,0,5337,0,0,0,0,0,0,0,0
67054,17464,0,5338,0,0,0,0,0,0,0,0
67055,17465,0,5339,0,0,0,0,0,0,0,0
67056,17466,0,5340,0,0,0,0,0,0,0,0
67057,17477,0,5341,0,0,0,0,0,0,0,0
67058,17477,0,5342,0,0,0,0,0,0,0,0
67059,17477,0,5343,0,0,0,0,0,0,0,0
67060,17478,0,5344,0,0,0,0,0,0,0,0
67061,17478,0,5345,0,0,0,0,0,0,0,0
67062,17478,0,5346,0,0,0,0,0,0,0,0
67063,17479,0,5347,0,0,0,0,0,0,0,0
67064,17479,0,5348,0,0,0,0,0,0,0,0
67065,17479,0,5349,0,0,0,0,0,0,0,0
67066,17480,0,5350,0,0,0,0,0,0,0,0
67067,17480,0,5351,0,0,0,0,0,0,0,0
67068,17480,0,5352,0,0,0,0,0,0,0,0
67069,17481,0,5353,0,0,0,0,0,0,0,0
67070,17481,0,5354,0,0,0,0,0,0,0,0
67071,17481,0,5355,0,0,0,0,0,0,0,0
67072,17482,0,5356,0,0,0,0,0,0,0,0
67073,17482,0,5357,0,0,0,0,0,0,0,0
67074,17482,0,5358,0,0,0,0,0,0,0,0
67075,17501,0,5359,0,0,0,0,0,0,0,0
67076,17502,0,5360,0,0,0,0,0,0,0,0
67077,17503,0,5361,0,0,0,0,0,0,0,0
67078,17504,0,5362,0,0,0,0,0,0,0,0
67079,17505,0,5363,0,0,0,0,0,0,0,0
67080,17506,0,5364,0,0,0,0,0,0,0,0
67081,17507,0,5365,0,0,0,0,0,0,0,0
67082,17516,0,5366,0,0,0,0,0,0,0,0
67083,17516,0,5367,0,0,0,0,0,0,0,0
67084,17516,0,5368,0,0,0,0,0,0,0,0
67085,17517,0,5369,0,0,0,0,0,0,0,0
67086,17517,0,5370,0,0,0,0,0,0,0,0
67087,17517,0,5371,0,0,0,0,0,0,0,0
67088,17518,0,5372,0,0,0,0,0,0,0,0
67089,17518,0,5373,0,0,0,0,0,0,0,0
67090,17518,0,5374,0,0,0,0,0,0,0,0
67091,17519,0,5375,0,0,0,0,0,0,0,0
67092,17519,0,5376,0,0,0,0,0,0,0,0
67093,17519,0,5377,0,0,0,0,0,0,0,0
67094,17520,0,5378,0,0,0,0,0,0,0,0
67095,17520,0,5379,0,0,0,0,0,0,0,0
67096,17520,0,5380,0,0,0,0,0,0,0,0
67097,17521,0,5381,0,0,0,0,0,0,0,0
67098,17521,0,5382,0,0,0,0,0,0,0,0
67099,17521,0,5383,0,0,0,0,0,0,0,0
67100,17540,0,5384,0,0,0,0,0,0,0,0
67101,17541,0,5385,0,0,0,0,0,0,0,0
67102,17542,0,5386,0,0,0,0,0,0,0,0
67103,17543,0,5387,0,0,0,0,0,0,0,0
67104,17544,0,5388,0,0,0,0,0,0,0,0
67105,17545,0,5389,0,0,0,0,0,0,0,0
67106,17546,0,5390,0,0,0,0,0,0,0,0
67107,17555,0,5391,0,0,0,0,0,0,0,0
67108,17555,0,5392,0,0,0,0,0,0,0,0
67109,17555,0,5393,0,0,0,0,0,0,0,0
67110,17556,0,5394,0,0,0,0,0,0,0,0
67111,17556,0,5395,0,0,0,0,0,0,0,0
67112,17556,0,5396,0,0,0,0,0,0,0,0
67113,17557,0,5397,0,0,0,0,0,0,0,0
67114,17557,0,5398,0,0,0,0,0,0,0,0
67115,17557,0,5399,0,0,0,0,0,0,0,0
67116,17558,0,5400,0,0,0,0,0,0,0,0
67117,17558,0,5401,0,0,0,0,0,0,0,0
67118,17558,0,5402,0,0,0,0,0,0,0,0
67119,17559,0,5403,0,0,0,0,0,0,0,0
67120,17559,0,5404,0,0,0,0,0,0,0,0
67121,17559,0,5405,0,0,0,0,0,0,0,0
67122,17560,0,5406,0,0,0,0,0,0,0,0
67123,17560,0,5407,0,0,0,0,0,0,0,0
67124,17560,0,5408,0,0,0,0,0,0,0,0
67125,17561,0,5409,0,0,0,0,0,0,0,0
67126,17561,0,5410,0,0,0,0,0,0,0,0
67127,17561,0,5411,0,0,0,0,0,0,0,0
67128,17562,0,5412,0,0,0,0,0,0,0,0
67129,17562,0,5413,0,0,0,0,0,0,0,0
67130,17562,0,5414,0,0,0,0,0,0,0,0
67131,17563,0,5415,0,0,0,0,0,0,0,0
67132,17563,0,5416,0,0,0,0,0,0,0,0
67133,17563,0,5417,0,0,0,0,0,0,0,0
67134,17564,0,5418,0,0,0,0,0,0,0,0
67135,17564,0,5419,0,0,0,0,0,0,0,0
67136,17564,0,5420,0,0,0,0,0,0,0,0
67137,17581,0,5421,0,0,0,0,0,0,0,0
67138,17582,0,5422,0,0,0,0,0,0,0,0
67139,17583,0,5423,0,0,0,0,0,0,0,0
67140,17584,0,5424,0,0,0,0,0,0,0,0
67141,17585,0,5425,0,0,0,0,0,0,0,0
67142,17586,0,5426,0,0,0,0,0,0,0,0
67143,17587,0,5427,0,0,0,0,0,0,0,0
67144,17588,0,5428,0,0,0,0,0,0,0,0
67145,17589,0,5429,0,0,0,0,0,0,0,0
67146,17590,0,5430,0,0,0,0,0,0,0,0
67147,17601,0,5431,0,0,0,0,0,0,0,0
67148,17601,0,5432,0,0,0,0,0,0,0,0
67149,17601,0,5433,0,0,0,0,0,0,0,0
67150,17602,0,5434,0,0,0,0,0,0,0,0
67151,17602,0,5435,0,0,0,0,0,0,0,0
67152,17602,0,5436,0,0,0,0,0,0,0,0
67153,17603,0,5437,0,0,0,0,0,0,0,0
67154,17603,0,5438,0,0,0,0,0,0,0,0
67155,17603,0,5439,0,0,0,0,0,0,0,0
67156,17604,0,5440,0,0,0,0,0,0,0,0
67157,17604,0,5441,0,0,0,0,0,0,0,0
67158,17604,0,5442,0,0,0,0,0,0,0,0
67159,17605,0,5443,0,0,0,0,0,0,0,0
67160,17605,0,5444,0,0,0,0,0,0,0,0
67161,17605,0,5445,0,0,0,0,0,0,0,0
67162,17606,0,5446,0,0,0,0,0,0,0,0
67163,17606,0,5447,0,0,0,0,0,0,0,0
67164,17606,0,5448,0,0,0,0,0,0,0,0
67165,17607,0,5449,0,0,0,0,0,0,0,0
67166,17607,0,5450,0,0,0,0,0,0,0,0
67167,17607,0,5451,0,0,0,0,0,0,0,0
67168,17608,0,5452,0,0,0,0,0,0,0,0
67169,17608,0,5453,0,0,0,0,0,0,0,0
67170,17608,0,5454,0,0,0,0,0,0,0,0
67171,17609,0,5455,0,0,0,0,0,0,0,0
67172,17609,0,5456,0,0,0,0,0,0,0,0
67173,17609,0,5457,0,0,0,0,0,0,0,0
67174,17610,0,5458,0,0,0,0,0,0,0,0
67175,17610,0,5459,0,0,0,0,0,0,0,0
67176,17610,0,5460,0,0,0,0,0,0,0,0
67177,17611,0,5461,0,0,0,0,0,0,0,0
67178,17611,0,5462,0,0,0,0,0,0,0,0
67179,17611,0,5463,0,0,0,0,0,0,0,0
67180,17612,0,5464,0,0,0,0,0,0,0,0
67181,17612,0,5465,0,0,0,0,0,0,0,0
67182,17612,0,5466,0,0,0,0,0,0,0,0
67183,17613,0,5467,0,0,0,0,0,0,0,0
67184,17613,0,5468,0,0,0,0,0,0,0,0
67185,17613,0,5469,0,0,0,0,0,0,0,0
67186,17614,0,5470,0,0,0,0,0,0,0,0
67187,17614,0,5471,0,0,0,0,0,0,0,0
67188,17614,0,5472,0,0,0,0,0,0,0,0
67189,17615,0,5473,0,0,0,0,0,0,0,0
67190,17615,0,5474,0,0,0,0,0,0,0,0
67191,17615,0,5475,0,0,0,0,0,0,0,0
67192,17616,0,5476,0,0,0,0,0,0,0,0
67193,17616,0,5477,0,0,0,0,0,0,0,0
67194,17616,0,5478,0,0,0,0,0,0,0,0
67195,17617,0,5479,0,0,0,0,0,0,0,0
67196,17617,0,5480,0,0,0,0,0,0,0,0
67197,17617,0,5481,0,0,0,0,0,0,0,0
67198,17634,0,5482,0,0,0,0,0,0,0,0
67199,17635,0,5483,0,0,0,0,0,0,0,0
67200,17636,0,5484,0,0,0,0,0,0,0,0
67201,17637,0,5485,0,0,0,0,0,0,0,0
67202,17638,0,5486,0,0,0,0,0,0,0,0
67203,17639,0,5487,0,0,0,0,0,0,0,0
67204,17640,0,5488,0,0,0,0,0,0,0,0
67205,17641,0,5489,0,0,0,0,0,0,0,0
67206,17642,0,5490,0,0,0,0,0,0,0,0
67207,17643,0,5491,0,0,0,0,0,0,0,0
67208,17654,0,5492,0,0,0,0,0,0,0,0
67209,17654,0,5493,0,0,0,0,0,0,0,0
67210,17654,0,5494,0,0,0,0,0,0,0,0
67211,17655,0,5495,0,0,0,0,0,0,0,0
67212,17655,0,5496,0,0,0,0,0,0,0,0
67213,17655,0,5497,0,0,0,0,0,0,0,0
67214,17656,0,5498,0,0,0,0,0,0,0,0
67215,17656,0,5499,0,0,0,0,0,0,0,0
67216,17656,0,5500,0,0,0,0,0,0,0,0
67217,17657,0,5501,0,0,0,0,0,0,0,0
67218,17657,0,5502,0,0,0,0,0,0,0,0
67219,17657,0,5503,0,0,0,0,0,0,0,0
67220,17658,0,5504,0,0,0,0,0,0,0,0
67221,17658,0,5505,0,0,0,0,0,0,0,0
67222,17658,0,5506,0,0,0,0,0,0,0,0
67223,17659,0,5507,0,0,0,0,0,0,0,0
67224,17659,0,5508,0,0,0,0,0,0,0,0
67225,17659,0,5509,0,0,0,0,0,0,0,0
67226,17660,0,5510,0,0,0,0,0,0,0,0
67227,17660,0,5511,0,0,0,0,0,0,0,0
67228,17660,0,5512,0,0,0,0,0,0,0,0
67229,17661,0,5513,0,0,0,0,0,0,0,0
67230,17661,0,5514,0,0,0,0,0,0,0,0
67231,17661,0,5515,0,0,0,0,0,0,0,0
67232,17686,0,5516,0,0,0,0,0,0,0,0
67233,17687,0,5517,0,0,0,0,0,0,0,0
67234,17688,0,5518,0,0,0,0,0,0,0,0
67235,17689,0,5519,0,0,0,0,0,0,0,0
67236,17690,0,5520,0,0,0,0,0,0,0,0
67237,17691,0,5521,0,0,0,0,0,0,0,0
67238,17692,0,5522,0,0,0,0,0,0,0,0
67239,17693,0,5523,0,0,0,0,0,0,0,0
67240,17697,0,5524,0,0,0,0,0,0,0,0
67241,17697,0,5525,0,0,0,0,0,0,0,0
67242,17697,0,5526,0,0,0,0,0,0,0,0
67243,17698,0,5527,0,0,0,0,0,0,0,0
67244,17698,0,5528,0,0,0,0,0,0,0,0
67245,17698,0,5529,0,0,0,0,0,0,0,0
67246,17699,0,5530,0,0,0,0,0,0,0,0
67247,17699,0,5531,0,0,0,0,0,0,0,0
67248,17699,0,5532,0,0,0,0,0,0,0,0
67249,17700,0,5533,0,0,0,0,0,0,0,0
67250,17700,0,5534,0,0,0,0,0,0,0,0
67251,17700,0,5535,0,0,0,0,0,0,0,0
67252,17701,0,5536,0,0,0,0,0,0,0,0
67253,17701,0,5537,0,0,0,0,0,0,0,0
67254,17701,0,5538,0,0,0,0,0,0,0,0
67255,17702,0,5539,0,0,0,0,0,0,0,0
67256,17702,0,5540,0,0,0,0,0,0,0,0
67257,17702,0,5541,0,0,0,0,0,0,0,0
67258,17703,0,5542,0,0,0,0,0,0,0,0
67259,17703,0,5543,0,0,0,0,0,0,0,0
67260,17703,0,5544,0,0,0,0,0,0,0,0
67261,17719,0,5545,0,0,0,0,0,0,0,0
67262,17720,0,5546,0,0,0,0,0,0,0,0
67263,17721,0,5547,0,0,0,0,0,0,0,0
67264,17722,0,5548,0,0,0,0,0,0,0,0
67265,17723,0,5549,0,0,0,0,0,0,0,0
67266,17724,0,5550,0,0,0,0,0,0,0,0
67267,17725,0,5551,0,0,0,0,0,0,0,0
67268,17729,0,5552,0,0,0,0,0,0,0,0
67269,17729,0,5553,0,0,0,0,0,0,0,0
67270,17729,0,5554,0,0,0,0,0,0,0,0
67271,17730,0,5555,0,0,0,0,0,0,0,0
67272,17730,0,5556,0,0,0,0,0,0,0,0
67273,17730,0,5557,0,0,0,0,0,0,0,0
67274,17731,0,5558,0,0,0,0,0,0,0,0
67275,17731,0,5559,0,0,0,0,0,0,0,0
67276,17731,0,5560,0,0,0,0,0,0,0,0
67277,17732,0,5561,0,0,0,0,0,0,0,0
67278,17732,0,5562,0,0,0,0,0,0,0,0
67279,17732,0,5563,0,0,0,0,0,0,0,0
67280,17733,0,5564,0,0,0,0,0,0,0,0
67281,17733,0,5565,0,0,0,0,0,0,0,0
67282,17733,0,5566,0,0,0,0,0,0,0,0
67283,17748,0,5567,0,0,0,0,0,0,0,0
67284,17749,0,5568,0,0,0,0,0,0,0,0
67285,17750,0,5569,0,0,0,0,0,0,0,0
67286,17751,0,5570,0,0,0,0,0,0,0,0
67287,17752,0,5571,0,0,0,0,0,0,0,0
67288,17753,0,5572,0,0,0,0,0,0,0,0
67289,17754,0,5573,0,0,0,0,0,0,0,0
67290,17764,0,5574,0,0,0,0,0,0,0,0
67291,17764,0,5575,0,0,0,0,0,0,0,0
67292,17764,0,5576,0,0,0,0,0,0,0,0
67293,17765,0,5577,0,0,0,0,0,0,0,0
67294,17765,0,5578,0,0,0,0,0,0,0,0
67295,17765,0,5579,0,0,0,0,0,0,0,0
67296,17766,0,5580,0,0,0,0,0,0,0,0
67297,17766,0,5581,0,0,0,0,0,0,0,0
67298,17766,0,5582,0,0,0,0,0,0,0,0
67299,17767,0,5583,0,0,0,0,0,0,0,0
67300,17767,0,5584,0,0,0,0,0,0,0,0
67301,17767,0,5585,0,0,0,0,0,0,0,0
67302,17768,0,5586,0,0,0,0,0,0,0,0
67303,17768,0,5587,0,0,0,0,0,0,0,0
67304,17768,0,5588,0,0,0,0,0,0,0,0
67305,17769,0,5589,0,0,0,0,0,0,0,0
67306,17769,0,5590,0,0,0,0,0,0,0,0
67307,17769,0,5591,0,0,0,0,0,0,0,0
67308,17770,0,5592,0,0,0,0,0,0,0,0
67309,17770,0,5593,0,0,0,0,0,0,0,0
67310,17770,0,5594,0,0,0,0,0,0,0,0
67311,17771,0,5595,0,0,0,0,0,0,0,0
67312,17771,0,5596,0,0,0,0,0,0,0,0
67313,17771,0,5597,0,0,0,0,0,0,0,0
67314,17786,0,5598,0,0,0,0,0,0,0,0
67315,17787,0,5599,0,0,0,0,0,0,0,0
67316,17788,0,5600,0,0,0,0,0,0,0,0
67317,17789,0,5601,0,0,0,0,0,0,0,0
67318,17790,0,5602,0,0,0,0,0,0,0,0
67319,17791,0,5603,0,0,0,0,0,0,0,0
67320,17792,0,5604,0,0,0,0,0,0,0,0
67321,17802,0,5605,0,0,0,0,0,0,0,0
67322,17802,0,5606,0,0,0,0,0,0,0,0
67323,17802,0,5607,0,0,0,0,0,0,0,0
67324,17803,0,5608,0,0,0,0,0,0,0,0
67325,17803,0,5609,0,0,0,0,0,0,0,0
67326,17803,0,5610,0,0,0,0,0,0,0,0
67327,17804,0,5611,0,0,0,0,0,0,0,0
67328,17804,0,5612,0,0,0,0,0,0,0,0
67329,17804,0,5613,0,0,0,0,0,0,0,0
67330,17805,0,5614,0,0,0,0,0,0,0,0
67331,17805,0,5615,0,0,0,0,0,0,0,0
67332,17805,0,5616,0,0,0,0,0,0,0,0
67333,17806,0,5617,0,0,0,0,0,0,0,0
67334,17806,0,5618,0,0,0,0,0,0,0,0
67335,17806,0,5619,0,0,0,0,0,0,0,0
67336,17807,0,5620,0,0,0,0,0,0,0,0
67337,17807,0,5621,0,0,0,0,0,0,0,0
67338,17807,0,5622,0,0,0,0,0,0,0,0
67339,17808,0,5623,0,0,0,0,0,0,0,0
67340,17808,0,5624,0,0,0,0,0,0,0,0
67341,17808,0,5625,0,0,0,0,0,0,0,0
67342,17829,0,5626,0,0,0,0,0,0,0,0
67343,17829,0,5627,0,0,0,0,0,0,0,0
67344,17830,0,5628,0,0,0,0,0,0,0,0
67345,17831,0,5629,0,0,0,0,0,0,0,0
67346,17832,0,5630,0,0,0,0,0,0,0,0
67347,17833,0,5631,0,0,0,0,0,0,0,0
67348,17834,0,5632,0,0,0,0,0,0,0,0
67349,17845,0,5633,0,0,0,0,0,0,0,0
67350,17845,0,5634,0,0,0,0,0,0,0,0
67351,17845,0,5635,0,0,0,0,0,0,0,0
67352,17846,0,5636,0,0,0,0,0,0,0,0
67353,17846,0,5637,0,0,0,0,0,0,0,0
67354,17846,0,5638,0,0,0,0,0,0,0,0
67355,17847,0,5639,0,0,0,0,0,0,0,0
67356,17847,0,5640,0,0,0,0,0,0,0,0
67357,17847,0,5641,0,0,0,0,0,0,0,0
