ID,BattlePetStateID,Value,BattlePetSpeciesID
2299,19,0,724
2301,18,0,725
2302,20,0,725
2303,19,0,725
2305,18,0,437
2306,20,0,437
2307,19,0,437
2313,18,100,544
2314,20,-200,544
2315,19,100,544
2325,18,-100,503
2326,20,200,503
2327,19,-100,503
2329,18,-200,547
2330,20,200,547
2331,19,0,547
2349,18,0,487
2350,20,0,487
2351,19,0,487
2365,18,100,518
2366,20,-300,518
2367,19,200,518
2373,18,200,521
2374,20,0,521
2375,19,-200,521
2377,18,0,474
2378,20,400,474
2379,19,-400,474
2385,18,0,409
2386,20,200,409
2387,19,-200,409
2389,18,0,403
2390,20,100,403
2391,19,-100,403
2401,18,100,421
2402,20,-100,421
2403,19,0,421
2413,18,0,395
2414,20,-100,395
2415,19,100,395
2425,18,0,519
2426,20,-100,519
2427,19,100,519
2429,18,200,532
2430,20,-300,532
2431,19,100,532
2437,18,0,513
2438,20,0,513
2439,19,0,513
2445,18,0,455
2446,20,0,455
2447,19,0,455
2449,18,-200,475
2450,20,100,475
2451,19,100,475
2457,18,-100,486
2458,20,100,486
2459,19,0,486
2465,18,0,402
2466,20,-100,402
2467,19,100,402
2473,18,100,492
2474,20,-100,492
2475,19,0,492
2476,93,1,492
2477,18,0,494
2478,20,0,494
2479,19,0,494
2481,18,200,491
2482,20,0,491
2483,19,-200,491
2485,18,100,507
2486,20,0,507
2487,19,-100,507
2489,18,0,517
2490,20,0,517
2491,19,0,517
2493,18,0,411
2494,20,0,411
2495,19,0,411
2501,18,0,446
2502,20,-100,446
2503,19,100,446
2517,18,-200,573
2518,20,0,573
2519,19,200,573
2521,18,0,570
2522,20,0,570
2523,19,0,570
2525,18,0,703
2526,20,0,703
2527,19,0,703
2529,18,-100,566
2530,20,200,566
2531,19,-100,566
2545,18,0,754
2546,20,0,754
2547,19,0,754
2561,18,-100,564
2562,20,-200,564
2563,19,300,564
2565,18,0,380
2566,20,0,380
2567,19,0,380
2569,18,0,558
2570,20,0,558
2571,19,0,558
2585,18,0,733
2586,20,0,733
2587,19,0,733
2589,18,0,737
2590,20,300,737
2591,19,-300,737
2593,18,0,739
2594,20,200,739
2595,19,-200,739
2597,18,0,680
2598,20,0,680
2599,19,0,680
2605,18,100,548
2606,20,0,548
2607,19,-100,548
2609,18,0,549
2610,20,0,549
2611,19,0,549
2613,18,100,552
2614,20,0,552
2615,19,-100,552
2621,18,0,645
2622,20,0,645
2623,19,0,645
2629,18,0,545
2630,20,0,545
2631,19,0,545
2637,18,100,504
2638,20,-100,504
2639,19,0,504
2641,18,0,749
2642,20,0,749
2643,19,0,749
2645,18,0,750
2646,20,0,750
2647,19,0,750
2653,18,100,748
2654,20,-100,748
2655,19,0,748
2657,18,100,747
2658,20,0,747
2659,19,-100,747
2661,18,-100,751
2662,20,100,751
2663,19,0,751
2665,18,0,711
2666,20,0,711
2667,19,0,711
2669,18,0,712
2670,20,0,712
2671,19,0,712
2681,18,0,710
2682,20,0,710
2683,19,0,710
2685,18,100,705
2686,20,-100,705
2687,19,0,705
2689,18,0,706
2690,20,0,706
2691,19,0,706
2693,18,0,707
2694,20,0,707
2695,19,0,707
2701,18,0,677
2702,20,0,677
2703,19,0,677
2705,18,0,715
2706,20,0,715
2707,19,0,715
2709,18,100,456
2710,20,-100,456
2711,19,0,456
2717,18,0,509
2718,20,0,509
2719,19,0,509
2721,18,-100,69
2722,20,200,69
2723,19,-100,69
2725,18,0,515
2726,20,0,515
2727,19,0,515
2729,18,0,535
2730,20,0,535
2731,19,0,535
2763,18,0,115
2764,20,0,115
2765,19,0,115
2940,18,0,292
2941,20,0,292
2942,19,0,292
3486,18,100,802
3487,19,100,802
3488,20,-200,802
3491,18,0,67
3492,19,0,67
3493,20,0,67
3497,18,200,93
3498,19,-300,93
3499,20,100,93
3500,18,0,189
3501,19,0,189
3502,20,0,189
3503,18,200,243
3504,19,200,243
3505,20,-400,243
3506,18,0,202
3507,19,0,202
3508,20,0,202
3509,18,0,192
3510,19,0,192
3511,20,0,192
3512,18,0,227
3513,19,0,227
3514,20,0,227
3515,18,0,247
3516,19,0,247
3517,20,0,247
3518,18,0,231
3519,19,100,231
3520,20,-100,231
3521,18,0,121
3522,19,0,121
3523,20,0,121
3524,18,0,92
3525,19,0,92
3526,20,0,92
3527,18,-200,94
3528,19,-200,94
3529,20,400,94
3870,18,0,381
3871,19,0,381
3872,20,0,381
3873,18,-100,383
3874,19,0,383
3875,20,100,383
3876,18,0,817
3877,19,100,817
3878,20,-100,817
3879,18,100,818
3880,19,0,818
3881,20,-100,818
3882,18,100,819
3883,19,-100,819
3884,20,0,819
3885,18,0,382
3886,19,0,382
3887,20,0,382
3888,18,0,820
3889,20,0,820
3890,19,0,820
3892,18,0,821
3893,20,0,821
3894,19,0,821
3896,18,100,792
3897,19,0,792
3898,20,-100,792
3899,18,0,384
3900,19,0,384
3901,20,0,384
3902,18,-200,72
3903,19,0,72
3904,20,200,72
3905,18,0,823
3906,20,0,823
3907,19,0,823
3909,18,-200,55
3910,19,100,55
3911,20,100,55
3924,18,100,40
3925,19,-200,40
3926,20,100,40
3927,18,0,323
3928,19,0,323
3929,20,0,323
3931,18,100,75
3932,19,-100,75
3933,20,0,75
3934,18,0,394
3935,19,0,394
3936,20,0,394
3937,20,0,800
3938,18,0,800
3939,19,0,800
3941,18,0,834
3942,19,100,834
3943,20,-100,834
3944,18,0,835
3945,20,0,835
3946,19,0,835
3952,18,0,336
3953,19,0,336
3954,20,0,336
3958,18,-100,335
3959,19,200,335
3960,20,-100,335
3964,18,0,132
3965,19,200,132
3966,20,-200,132
3970,18,0,211
3971,19,100,211
3972,20,-100,211
3976,18,0,340
3977,19,0,340
3978,20,0,340
3982,18,0,328
3983,19,0,328
3984,20,0,328
3988,18,100,163
3989,19,0,163
3990,20,-100,163
3991,18,0,125
3992,19,0,125
3993,20,0,125
3994,18,0,652
3995,19,0,652
3996,20,0,652
3997,18,100,87
3998,19,0,87
3999,20,-100,87
4000,18,200,56
4001,19,100,56
4002,20,-300,56
4003,18,-100,57
4004,19,100,57
4005,20,0,57
4006,18,-100,320
4007,19,100,320
4008,20,0,320
4009,18,-100,131
4010,19,0,131
4011,20,100,131
4012,18,100,142
4013,19,0,142
4014,20,-100,142
4015,18,0,179
4016,19,100,179
4017,20,-100,179
4018,18,0,59
4019,19,100,59
4020,20,-100,59
4021,18,150,347
4022,19,0,347
4023,20,-150,347
4024,18,200,268
4025,19,100,268
4026,20,-300,268
4027,18,100,758
4028,19,-100,758
4029,20,0,758
4030,18,0,757
4031,19,100,757
4032,20,-100,757
4033,18,200,58
4034,19,-200,58
4035,20,0,58
4036,18,0,196
4037,19,100,196
4038,20,-100,196
4039,18,0,180
4040,19,100,180
4041,20,-100,180
4042,18,200,255
4043,19,-100,255
4044,20,-100,255
4058,18,0,838
4059,20,0,838
4060,19,0,838
4071,18,100,187
4072,19,100,187
4073,20,-200,187
4083,18,300,297
4084,19,0,297
4085,20,-300,297
4086,18,100,318
4087,19,-100,318
4088,20,0,318
4089,18,0,117
4090,19,0,117
4091,20,0,117
4092,18,200,244
4093,19,100,244
4094,20,-300,244
4095,18,0,204
4096,19,0,204
4097,20,0,204
4098,18,0,212
4099,19,0,212
4100,20,0,212
4101,18,-100,291
4102,19,200,291
4103,20,-100,291
4104,18,100,270
4105,19,100,270
4106,20,-200,270
4107,18,0,220
4108,19,0,220
4109,20,0,220
4110,18,0,650
4111,19,100,650
4112,20,-100,650
4113,18,0,128
4114,19,0,128
4115,20,0,128
4116,18,100,175
4117,19,-100,175
4118,20,0,175
4119,18,0,253
4120,19,0,253
4121,20,0,253
4122,18,100,162
4123,19,0,162
4124,20,-100,162
4125,18,0,265
4126,19,300,265
4127,20,-300,265
4128,18,0,337
4129,19,0,337
4130,20,0,337
4131,18,100,172
4132,19,-100,172
4133,20,0,172
4134,18,0,199
4135,19,0,199
4136,20,0,199
4137,18,0,279
4138,19,0,279
4139,20,0,279
4140,18,0,293
4141,19,0,293
4142,20,0,293
4143,18,0,278
4144,19,0,278
4145,20,0,278
4146,18,100,78
4147,19,-100,78
4148,20,0,78
4149,18,100,166
4150,19,100,166
4151,20,-200,166
4152,18,0,207
4153,19,0,207
4154,20,0,207
4161,18,-100,74
4162,19,-100,74
4163,20,200,74
4167,18,0,118
4168,19,0,118
4169,20,0,118
4170,18,0,205
4171,19,0,205
4172,20,0,205
4173,18,0,159
4174,19,0,159
4175,20,0,159
4176,18,0,330
4177,19,0,330
4178,20,0,330
4182,18,100,301
4183,19,-200,301
4184,20,100,301
4185,18,0,210
4186,19,0,210
4187,20,0,210
4188,18,0,77
4189,19,0,77
4190,20,0,77
4191,18,100,232
4192,19,-200,232
4193,20,100,232
4200,18,100,236
4201,19,-100,236
4202,20,0,236
4203,18,0,197
4204,19,-100,197
4205,20,100,197
4206,18,0,239
4207,19,0,239
4208,20,0,239
4212,18,-100,64
4213,19,100,64
4214,20,0,64
4215,18,0,254
4216,19,0,254
4217,20,0,254
4218,18,0,116
4219,19,0,116
4220,20,0,116
4227,18,0,339
4228,19,0,339
4229,20,0,339
4233,18,200,258
4234,19,100,258
4235,20,-300,258
4239,18,-100,39
4240,19,100,39
4241,20,0,39
4245,18,0,95
4246,19,0,95
4247,20,0,95
4248,18,200,256
4249,19,0,256
4250,20,-200,256
4266,18,0,321
4267,19,0,321
4268,20,0,321
4269,18,100,224
4270,19,-200,224
4271,20,100,224
4275,18,0,354
4276,19,0,354
4277,20,0,354
4278,18,0,375
4279,19,0,375
4280,20,0,375
4281,18,0,245
4282,19,0,245
4283,20,0,245
4284,18,0,666
4285,19,0,666
4286,20,0,666
4287,18,0,146
4288,19,-100,146
4289,20,100,146
4290,18,-100,272
4291,19,200,272
4292,20,-100,272
4293,18,0,248
4294,19,0,248
4295,20,0,248
4296,18,0,122
4297,19,0,122
4298,20,0,122
4299,18,0,111
4300,19,0,111
4301,20,0,111
4302,18,-100,46
4303,19,-100,46
4304,20,200,46
4305,18,-100,70
4306,19,0,70
4307,20,100,70
4308,18,100,90
4309,19,-200,90
4310,20,100,90
4311,18,0,126
4312,19,0,126
4313,20,0,126
4320,18,0,153
4321,19,0,153
4322,20,0,153
4326,18,0,155
4327,19,0,155
4328,20,0,155
4329,18,0,160
4330,19,0,160
4331,20,0,160
4332,18,0,170
4333,19,0,170
4334,20,0,170
4335,18,0,171
4336,19,0,171
4337,20,0,171
4341,18,0,198
4342,19,0,198
4343,20,0,198
4347,18,0,201
4348,19,0,201
4349,20,0,201
4350,18,-200,203
4351,19,0,203
4352,20,200,203
4353,18,0,209
4354,19,0,209
4355,20,0,209
4356,18,200,250
4357,19,-100,250
4358,20,-100,250
4359,18,0,286
4360,19,200,286
4361,20,-200,286
4362,18,100,289
4363,19,300,289
4364,20,-400,289
4365,18,200,319
4366,19,-300,319
4367,20,100,319
4371,18,0,225
4372,19,0,225
4373,20,0,225
4374,18,100,114
4375,19,100,114
4376,20,-200,114
4377,18,0,136
4378,19,0,136
4379,20,0,136
4380,18,0,213
4381,19,0,213
4382,20,0,213
4383,18,0,229
4384,19,0,229
4385,20,0,229
4386,18,100,242
4387,19,-100,242
4388,20,0,242
4392,18,-100,47
4393,19,0,47
4394,20,100,47
4395,18,-200,49
4396,19,200,49
4397,20,0,49
4398,18,0,50
4399,19,200,50
4400,20,-200,50
4401,18,0,51
4402,19,100,51
4403,20,-100,51
4404,18,0,52
4405,19,0,52
4406,20,0,52
4407,18,0,84
4408,19,0,84
4409,20,0,84
4410,18,-100,138
4411,19,100,138
4412,20,0,138
4413,18,100,139
4414,19,-100,139
4415,20,0,139
4416,18,100,140
4417,19,0,140
4418,20,-100,140
4419,18,-100,141
4420,19,-100,141
4421,20,200,141
4422,18,100,143
4423,19,-100,143
4424,20,0,143
4425,18,-100,144
4426,19,-100,144
4427,20,200,144
4428,18,-100,145
4429,19,100,145
4430,20,0,145
4431,18,-200,149
4432,19,-100,149
4433,20,300,149
4434,18,-100,167
4435,19,200,167
4436,20,-100,167
4437,18,100,186
4438,19,-100,186
4439,20,0,186
4440,18,0,194
4441,19,0,194
4442,20,0,194
4443,18,-100,195
4444,19,-100,195
4445,20,200,195
4446,18,0,241
4447,19,0,241
4448,20,0,241
4449,18,-100,259
4450,19,100,259
4451,20,0,259
4452,18,100,260
4453,19,0,260
4454,20,-100,260
4455,18,-100,271
4456,19,0,271
4457,20,100,271
4458,18,200,309
4459,19,-300,309
4460,20,100,309
4461,18,-100,316
4462,19,100,316
4463,20,0,316
4464,18,200,325
4465,19,-100,325
4466,20,-100,325
4467,18,0,344
4468,19,100,344
4469,20,-100,344
4470,18,100,345
4471,19,0,345
4472,20,-100,345
4473,18,0,630
4474,19,0,630
4475,20,0,630
4476,18,0,671
4477,19,0,671
4478,20,0,671
4479,18,-100,287
4480,19,0,287
4481,20,100,287
4482,18,0,311
4483,19,100,311
4484,20,-100,311
4485,18,100,188
4486,19,100,188
4487,20,-200,188
4488,18,100,190
4489,19,100,190
4490,20,-200,190
4491,18,100,206
4492,19,100,206
4493,20,-200,206
4497,18,100,249
4498,19,100,249
4499,20,-200,249
4500,18,100,264
4501,19,100,264
4502,20,-200,264
4503,18,100,266
4504,19,100,266
4505,20,-200,266
4506,18,100,302
4507,19,100,302
4508,20,-200,302
4509,18,100,348
4510,19,100,348
4511,20,-200,348
4512,18,0,439
4513,19,100,439
4514,20,-100,439
4515,18,0,453
4516,19,200,453
4517,20,-200,453
4518,18,100,458
4519,19,100,458
4520,20,-200,458
4521,18,200,463
4522,19,200,463
4523,20,-400,463
4524,18,100,538
4525,19,100,538
4526,20,-200,538
4527,18,100,627
4528,19,100,627
4529,20,-200,627
4530,18,0,628
4531,19,100,628
4532,20,-100,628
4533,18,-200,137
4534,19,0,137
4535,20,200,137
4536,18,-200,200
4537,19,0,200
4538,20,200,200
4539,18,-200,378
4540,19,0,378
4541,20,200,378
4542,18,-200,391
4543,19,0,391
4544,20,200,391
4545,18,-200,441
4546,19,0,441
4547,20,200,441
4548,18,-200,448
4549,19,0,448
4550,20,200,448
4551,18,-300,479
4552,19,0,479
4553,20,300,479
4554,18,-200,640
4555,19,0,640
4556,20,200,640
4557,18,-200,641
4558,19,0,641
4559,20,200,641
4560,18,-200,729
4561,19,0,729
4562,20,200,729
4563,18,-200,730
4564,19,0,730
4565,20,200,730
4566,18,-100,127
4567,19,0,127
4568,20,100,127
4569,18,100,193
4570,19,0,193
4571,20,-100,193
4572,18,-100,379
4573,19,0,379
4574,20,100,379
4575,18,-100,385
4576,19,0,385
4577,20,100,385
4578,18,-100,386
4579,19,0,386
4580,20,100,386
4581,18,-100,392
4582,19,0,392
4583,20,100,392
4584,18,-100,398
4585,19,0,398
4586,20,100,398
4587,18,-100,404
4588,19,0,404
4589,20,100,404
4590,18,-100,410
4591,19,0,410
4592,20,100,410
4593,18,-100,417
4594,19,0,417
4595,20,100,417
4596,18,-100,454
4597,19,0,454
4598,20,100,454
4599,18,-100,499
4600,19,0,499
4601,20,100,499
4602,18,-100,540
4603,19,0,540
4604,20,100,540
4605,18,-100,539
4606,19,0,539
4607,20,100,539
4608,18,-100,553
4609,19,0,553
4610,20,100,553
4611,18,-100,550
4612,19,0,550
4613,20,100,550
4614,18,-100,639
4615,19,0,639
4616,20,100,639
4617,18,-100,644
4618,19,0,644
4619,20,100,644
4620,18,-100,675
4621,19,0,675
4622,20,100,675
4623,18,-100,708
4624,19,0,708
4625,20,100,708
4629,18,-100,740
4630,19,0,740
4631,20,100,740
4632,18,100,467
4633,20,0,467
4634,19,-100,467
4635,93,1,467
4636,18,100,468
4637,20,0,468
4638,19,-100,468
4639,93,1,468
4640,18,100,469
4641,20,100,469
4642,19,-200,469
4643,93,1,469
4644,18,100,493
4645,19,300,493
4646,20,-400,493
4647,18,100,496
4648,19,300,496
4649,20,-400,496
4650,18,-200,497
4651,20,100,497
4652,19,100,497
4653,93,1,497
4654,18,100,512
4655,20,0,512
4656,19,-100,512
4657,93,1,512
4662,18,100,543
4663,20,0,543
4664,19,-100,543
4665,93,1,543
4666,18,100,546
4667,20,0,546
4668,19,-100,546
4669,93,1,546
4674,18,-200,541
4675,20,100,541
4676,19,100,541
4677,93,1,541
4678,18,-200,555
4679,20,100,555
4680,19,100,555
4681,93,1,555
4682,18,100,556
4683,20,0,556
4684,19,-100,556
4685,93,1,556
4686,18,100,568
4687,19,300,568
4688,20,-400,568
4689,18,-200,638
4690,20,100,638
4691,19,100,638
4693,18,0,646
4694,19,0,646
4695,20,0,646
4696,18,100,665
4697,20,0,665
4698,19,-100,665
4699,93,1,665
4700,18,-100,709
4701,19,0,709
4702,20,100,709
4703,18,100,717
4704,20,0,717
4705,19,-100,717
4706,93,1,717
4707,18,0,728
4708,19,0,728
4709,20,0,728
4710,18,100,743
4711,19,300,743
4712,20,-400,743
4713,18,-200,744
4714,20,100,744
4715,19,100,744
4716,93,1,744
4717,18,-300,755
4718,20,100,755
4719,19,200,755
4720,93,1,755
4721,18,100,240
4722,19,100,240
4723,20,-200,240
4724,18,100,251
4725,19,100,251
4726,20,-200,251
4727,18,0,837
4728,19,100,837
4729,20,-100,837
4730,18,100,41
4731,19,-200,41
4732,20,100,41
4733,18,200,42
4734,19,-300,42
4735,20,100,42
4736,18,200,43
4737,19,-200,43
4738,20,0,43
4739,18,100,44
4740,19,-200,44
4741,20,100,44
4742,18,100,45
4743,19,-200,45
4744,20,100,45
4745,18,100,233
4746,19,-200,233
4747,20,100,233
4748,18,100,234
4749,19,-200,234
4750,20,100,234
4751,18,100,235
4752,19,-200,235
4753,20,100,235
4754,18,100,237
4755,19,-200,237
4756,20,100,237
4757,18,100,238
4758,19,-200,238
4759,20,100,238
4760,18,100,303
4761,19,-200,303
4762,20,100,303
4763,18,100,306
4764,19,-200,306
4765,20,100,306
4766,18,0,307
4767,19,0,307
4768,20,0,307
4769,18,100,317
4770,19,100,317
4771,20,-200,317
4772,18,100,343
4773,19,-200,343
4774,20,100,343
4775,18,100,396
4776,19,-200,396
4777,20,100,396
4778,18,0,399
4779,20,100,399
4780,19,-100,399
4782,18,100,400
4783,19,-200,400
4784,20,100,400
4788,18,0,405
4789,20,100,405
4790,19,-100,405
4792,18,100,407
4793,19,-200,407
4794,20,100,407
4795,18,0,408
4796,20,100,408
4797,19,-100,408
4799,18,100,412
4800,19,-200,412
4801,20,100,412
4802,18,0,418
4803,20,100,418
4804,19,-100,418
4806,18,100,422
4807,20,0,422
4808,19,-100,422
4810,18,0,425
4811,20,100,425
4812,19,-100,425
4814,18,100,427
4815,19,-200,427
4816,20,100,427
4817,18,100,428
4818,19,-200,428
4819,20,100,428
4820,18,0,431
4821,20,100,431
4822,19,-100,431
4824,18,0,433
4825,20,100,433
4826,19,-100,433
4828,18,0,438
4829,20,100,438
4830,19,-100,438
4832,18,100,459
4833,19,-200,459
4834,20,100,459
4835,18,0,461
4836,20,-200,461
4837,19,200,461
4839,18,100,465
4840,19,-200,465
4841,20,100,465
4842,18,0,466
4843,20,100,466
4844,19,-100,466
4846,18,100,470
4847,19,-200,470
4848,20,100,470
4849,18,-100,477
4850,20,200,477
4851,19,-100,477
4853,18,0,482
4854,20,100,482
4855,19,-100,482
4857,18,100,484
4858,19,-200,484
4859,20,100,484
4860,18,0,488
4861,20,100,488
4862,19,-100,488
4864,18,0,505
4865,20,100,505
4866,19,-100,505
4868,18,100,506
4869,19,-200,506
4870,20,100,506
4871,18,0,508
4872,20,0,508
4873,19,0,508
4875,18,0,511
4876,20,100,511
4877,19,-100,511
4879,18,0,528
4880,20,100,528
4881,19,-100,528
4883,18,0,562
4884,20,100,562
4885,19,-100,562
4887,18,0,567
4888,20,100,567
4889,19,-100,567
4891,18,0,631
4892,20,100,631
4893,19,-100,631
4895,18,0,571
4896,20,100,571
4897,19,-100,571
4899,18,0,632
4900,20,100,632
4901,19,-100,632
4903,18,0,635
4904,20,100,635
4905,19,-100,635
4907,18,100,699
4908,19,-200,699
4909,20,100,699
4910,18,100,634
4911,19,-200,634
4912,20,100,634
4913,18,100,714
4914,19,-200,714
4915,20,100,714
4916,18,100,716
4917,19,-200,716
4918,20,100,716
4919,18,100,726
4920,19,-200,726
4921,20,100,726
4922,18,100,731
4923,19,-200,731
4924,20,100,731
4925,18,-100,83
4926,19,100,83
4927,20,0,83
4928,18,-100,85
4929,19,100,85
4930,20,0,85
4931,18,-100,86
4932,19,100,86
4933,20,0,86
4934,18,-100,168
4935,19,100,168
4936,20,0,168
4937,18,-100,191
4938,19,100,191
4939,20,0,191
4940,18,-100,215
4941,19,100,215
4942,20,0,215
4943,18,-100,218
4944,19,100,218
4945,20,0,218
4946,18,-100,261
4947,19,100,261
4948,20,0,261
4949,18,-100,262
4950,19,100,262
4951,20,0,262
4952,18,-100,277
4953,19,100,277
4954,20,0,277
4955,18,200,285
4956,19,0,285
4957,20,-200,285
4958,18,-100,338
4959,19,100,338
4960,20,0,338
4961,18,-100,389
4962,19,100,389
4963,20,0,389
4964,18,-100,471
4965,19,100,471
4966,20,0,471
4967,18,-100,472
4968,19,100,472
4969,20,0,472
4970,18,-100,510
4971,19,100,510
4972,20,0,510
4973,18,-100,65
4974,19,100,65
4975,20,0,65
4976,18,-100,106
4977,19,100,106
4978,20,0,106
4979,18,100,164
4980,19,0,164
4981,20,-100,164
4982,18,100,173
4983,19,0,173
4984,20,-100,173
4985,18,100,174
4986,19,0,174
4987,20,-100,174
4988,18,-100,165
4989,19,100,165
4990,20,0,165
4991,18,0,388
4992,19,100,388
4993,20,-100,388
4994,18,0,401
4995,19,100,401
4996,20,-100,401
4997,18,-100,419
4998,19,100,419
4999,20,0,419
5000,18,-100,420
5001,19,100,420
5002,20,0,420
5003,18,-100,473
5004,19,200,473
5005,20,-100,473
5006,18,-100,483
5007,19,100,483
5008,20,0,483
5009,18,-100,495
5010,19,100,495
5011,20,0,495
5012,18,-100,502
5013,19,100,502
5014,20,0,502
5015,18,-100,542
5016,19,100,542
5017,20,0,542
5018,18,-100,565
5019,19,100,565
5020,20,0,565
5021,18,-100,569
5022,19,100,569
5023,20,0,569
5024,18,0,572
5025,19,100,572
5026,20,-100,572
5027,18,0,629
5028,19,100,629
5029,20,-100,629
5030,18,-100,649
5031,20,-100,649
5032,19,200,649
5034,18,-100,702
5035,19,100,702
5036,20,0,702
5037,18,-100,713
5038,19,200,713
5039,20,-100,713
5040,18,-100,723
5041,19,200,723
5042,20,-100,723
5043,18,-100,752
5044,20,-100,752
5045,19,200,752
5047,18,-200,836
5048,20,300,836
5049,19,-100,836
5051,18,0,217
5052,19,0,217
5053,20,0,217
5054,18,0,246
5055,19,0,246
5056,20,0,246
5057,18,0,296
5058,19,0,296
5059,20,0,296
5060,18,0,298
5061,19,0,298
5062,20,0,298
5063,20,0,444
5064,19,0,444
5065,18,0,444
5066,18,0,462
5067,19,0,462
5068,20,0,462
5069,18,0,294
5070,19,0,294
5071,20,0,294
5072,18,0,183
5073,19,0,183
5074,20,0,183
5075,18,0,226
5076,19,0,226
5077,20,0,226
5078,18,0,107
5079,19,0,107
5080,20,0,107
5081,18,0,89
5082,19,0,89
5083,20,0,89
5084,18,0,257
5085,19,0,257
5086,20,0,257
5087,18,0,329
5088,19,0,329
5089,20,0,329
5090,18,0,216
5091,19,0,216
5092,20,0,216
5093,18,0,214
5094,19,0,214
5095,20,0,214
5096,18,0,333
5097,19,0,333
5098,20,0,333
5099,18,0,267
5100,19,0,267
5101,20,0,267
5102,18,0,341
5103,19,0,341
5104,20,0,341
5105,18,0,130
5106,19,0,130
5107,20,0,130
5108,18,0,68
5109,19,0,68
5110,20,0,68
5111,18,0,346
5112,19,0,346
5113,20,0,346
5114,18,0,228
5115,19,0,228
5116,20,0,228
5117,18,0,169
5118,19,0,169
5119,20,0,169
5120,18,0,310
5121,19,0,310
5122,20,0,310
5123,18,0,331
5124,19,0,331
5125,20,0,331
5126,18,100,844
5127,19,0,844
5128,20,-100,844
5129,18,0,845
5130,19,0,845
5131,20,0,845
5132,18,0,846
5133,20,400,846
5134,19,-400,846
5136,18,0,847
