ID,DifficultyID,JournalEncounterSectionID
1276,4,2760
1277,5,2760
1278,6,2760
1279,2,2731
1280,4,2731
1281,5,2731
1282,6,2731
1283,2,2761
1284,4,2761
1285,5,2761
1286,6,2761
1287,2,2762
1288,4,2762
1289,5,2762
1290,6,2762
1291,2,2763
1292,4,2763
1293,5,2763
1294,6,2763
1295,1,3350
1296,3,3350
1297,2,2875
1298,4,2875
1299,5,2875
1300,6,2875
1301,2,2876
1302,4,2876
1303,5,2876
1304,6,2876
1305,2,2877
1306,4,2877
1307,5,2877
1308,6,2877
1309,2,2878
1310,4,2878
1311,5,2878
1312,6,2878
1313,2,2879
1314,4,2879
1315,5,2879
1316,6,2879
1317,2,2880
1318,4,2880
1319,5,2880
1320,6,2880
1321,2,2881
1322,4,2881
1323,5,2881
1324,6,2881
1325,2,2882
1326,4,2882
1327,5,2882
1328,6,2882
1329,2,2883
1330,4,2883
1331,5,2883
1332,6,2883
1333,2,2884
1334,4,2884
1335,5,2884
1336,6,2884
1337,2,3522
1338,4,3522
1339,5,3522
1340,6,3522
1341,2,2885
1342,4,2885
1343,5,2885
1344,6,2885
1345,2,2886
1346,4,2886
1347,5,2886
1348,6,2886
1349,2,2887
1350,4,2887
1351,5,2887
1352,6,2887
1353,2,2888
1354,4,2888
1355,5,2888
1356,6,2888
1357,2,2889
1358,4,2889
1359,5,2889
1360,6,2889
1361,2,2890
1362,4,2890
1363,5,2890
1364,6,2890
1365,2,2891
1366,4,2891
1367,5,2891
1368,6,2891
1369,2,2892
1370,4,2892
1371,5,2892
1372,6,2892
1373,2,2893
1374,4,2893
1375,5,2893
1376,6,2893
1377,2,2894
1378,4,2894
1379,5,2894
1380,6,2894
1381,2,2895
1382,4,2895
1383,5,2895
1384,6,2895
1385,2,2896
1386,4,2896
1387,5,2896
1388,6,2896
1389,2,2897
1390,4,2897
1391,5,2897
1392,6,2897
1393,2,2898
1394,4,2898
1395,5,2898
1396,6,2898
1397,1,3351
1398,3,3351
1399,5,2772
1400,6,2772
1401,5,2777
1402,6,2777
1403,5,2780
1404,6,2780
1407,5,2549
1408,6,2549
1411,5,2539
1412,6,2539
1433,5,2589
1434,6,2589
1439,5,2586
1440,6,2586
1441,5,2601
1442,6,2601
1443,5,2911
1444,6,2911
1451,5,2648
1452,6,2648
1457,5,2659
1458,6,2659
1459,5,2665
1460,6,2665
1483,2,3667
1484,4,3667
1485,5,3667
1486,6,3667
1487,2,4207
1488,4,4207
1489,5,4207
1490,6,4207
1491,2,3668
1492,4,3668
1493,5,3668
1494,6,3668
1495,2,3669
1496,4,3669
1497,5,3669
1498,6,3669
1499,2,3670
1500,4,3670
1501,5,3670
1502,6,3670
1503,2,3671
1504,4,3671
1505,5,3671
1506,6,3671
1507,2,3672
1508,4,3672
1509,5,3672
1510,6,3672
1511,2,3673
1512,4,3673
1513,5,3673
1514,6,3673
1515,1,3674
1516,3,3674
1517,2,3641
1518,4,3641
1519,5,3641
1520,6,3641
1521,2,3642
1522,4,3642
1523,5,3642
1524,6,3642
1525,2,3643
1526,4,3643
1527,5,3643
1528,6,3643
1529,2,3644
1530,4,3644
1531,5,3644
1532,6,3644
1533,2,3645
1534,4,3645
1535,5,3645
1536,6,3645
1537,1,4161
1538,3,4161
1539,2,3675
1540,4,3675
1541,5,3675
1542,6,3675
1543,2,3676
1544,4,3676
1545,5,3676
1546,6,3676
1547,2,3677
1548,4,3677
1549,5,3677
1550,6,3677
1551,2,3678
1552,4,3678
1553,5,3678
1554,6,3678
1555,2,3679
1556,4,3679
1557,5,3679
1558,6,3679
1559,2,3680
1560,4,3680
1561,5,3680
1562,6,3680
1563,2,3681
1564,4,3681
1565,5,3681
1566,6,3681
1567,1,4163
1568,3,4163
1569,1,4164
1570,3,4164
1571,2,4227
1572,4,4227
1573,5,4227
1574,6,4227
1575,2,4228
1576,4,4228
1577,5,4228
1578,6,4228
1579,2,4229
1580,4,4229
1581,5,4229
1582,6,4229
1583,2,4091
1584,4,4091
1585,5,4091
1586,6,4091
1587,2,4092
1588,4,4092
1589,5,4092
1590,6,4092
1591,2,4225
1592,4,4225
1593,5,4225
1594,6,4225
1595,2,4226
1596,4,4226
1597,5,4226
1598,6,4226
1599,2,4222
1600,4,4222
1601,5,4222
1602,6,4222
1603,2,4100
1604,4,4100
1605,5,4100
1606,6,4100
1607,2,3968
1608,4,3968
1609,5,3968
1610,6,3968
1611,2,3969
1612,4,3969
1613,5,3969
1614,6,3969
1615,2,3956
1616,4,3956
1617,5,3956
1618,6,3956
1619,2,3957
1620,4,3957
1621,5,3957
1622,6,3957
1623,2,3958
1624,4,3958
1625,5,3958
1626,6,3958
1627,2,3959
1628,4,3959
1629,5,3959
1630,6,3959
1631,2,3960
1632,4,3960
1633,5,3960
1634,6,3960
1635,2,3961
1636,4,3961
1637,5,3961
1638,6,3961
1639,2,3962
1640,4,3962
1641,5,3962
1642,6,3962
1643,2,3963
1644,4,3963
1645,5,3963
1646,6,3963
1647,2,3964
1648,4,3964
1649,5,3964
1650,6,3964
1651,2,3965
1652,4,3965
1653,5,3965
1654,6,3965
1655,2,3966
1656,4,3966
1657,5,3966
1658,6,3966
1659,2,3967
1660,4,3967
1661,5,3967
1662,6,3967
1663,1,4165
1664,3,4165
1665,1,3684
1666,3,3684
1667,2,4298
1668,4,4298
1669,2,4270
1670,4,4270
1671,2,4285
1672,4,4285
1673,2,4286
1674,4,4286
1675,2,4275
1676,4,4275
1677,2,4299
1678,4,4299
1679,2,4276
1680,4,4276
1681,2,4277
1682,4,4277
1683,2,4271
1684,4,4271
1685,2,4289
1686,4,4289
1687,2,4272
1688,4,4272
1689,2,4278
1690,4,4278
1691,2,4279
1692,4,4279
1693,2,4280
1694,4,4280
1695,2,4281
1696,4,4281
1697,2,4291
1698,4,4291
1699,2,4273
1700,4,4273
1701,2,4307
1702,4,4307
1703,2,4283
1704,4,4283
1705,2,4300
1706,4,4300
1707,2,4301
1708,4,4301
1709,2,4288
1710,4,4288
1711,2,4287
1712,4,4287
1713,2,4294
1714,4,4294
1715,2,4295
1716,4,4295
1717,2,4296
1718,4,4296
1719,2,4297
1720,4,4297
1721,2,4308
1722,4,4308
1723,2,4309
1724,4,4309
1725,2,4292
1726,4,4292
1727,2,4303
1728,4,4303
1729,2,4304
1730,4,4304
1731,2,4310
1732,4,4310
1733,2,4305
1734,4,4305
1735,2,4282
1736,4,4282
1737,2,4306
1738,4,4306
1739,2,4312
1740,4,4312
1741,2,4274
1742,4,4274
1743,1,3890
1744,2,3890
1745,3,3890
1746,4,3890
1747,5,4262
1748,6,4262
1749,1,3913
1750,2,3913
1751,3,3913
1752,4,3913
1753,5,3913
1754,6,3913
1755,1,4324
1756,2,4324
1757,3,4324
1758,4,4324
1759,5,4324
1760,6,4324
1761,5,4325
1762,6,4325
1763,5,4328
1764,6,4328
1765,1,3932
1766,2,3932
1767,3,3932
1768,4,3932
1769,5,3932
1770,6,3932
1771,1,4053
1772,2,4053
1773,3,4053
1774,4,4053
1775,5,4053
1776,6,4053
1777,5,4061
1778,6,4061
1779,5,4062
1780,6,4062
1781,5,4063
1782,6,4063
1783,5,4064
1784,6,4064
1785,5,4065
1786,6,4065
1787,2,3942
1788,4,3942
1789,2,3943
1790,4,3943
1791,2,3946
1792,4,3946
1793,2,3949
1794,4,3949
1795,2,4256
1796,4,4256
1797,2,3944
1798,4,3944
1799,2,3948
1800,4,3948
1801,1,3950
1802,3,3950
1803,2,3955
1804,4,3955
1805,5,3955
1806,6,3955
1807,2,4189
1808,4,4189
1809,5,4189
1810,6,4189
1811,2,4190
1812,4,4190
1813,5,4190
1814,6,4190
1815,2,4191
1816,4,4191
1817,5,4191
1818,6,4191
1819,2,3951
1820,4,3951
1821,5,3951
1822,6,3951
1823,2,3952
1824,4,3952
1825,5,3952
1826,6,3952
1827,2,3953
1828,4,3953
1829,5,3953
1830,6,3953
1831,2,3954
1832,4,3954
1833,5,3954
1834,6,3954
1835,1,4162
1836,3,4162
1837,1,3972
1838,2,3972
1839,3,3972
1840,4,3972
1841,5,3972
1842,6,3972
1843,1,4322
1844,2,4322
1845,3,4322
1846,4,4322
1847,5,4322
1848,6,4322
1849,5,3989
1850,6,3989
1851,5,4263
1852,6,4263
1853,5,4266
1854,6,4266
1855,5,4268
1856,6,4268
1857,5,4361
1858,6,4361
1859,1,4318
1860,2,4318
1861,3,4318
1862,4,4318
1863,5,4318
1864,6,4318
1865,1,4320
1866,2,4320
1867,3,4320
1868,4,4320
1869,5,4320
1870,6,4320
1871,1,4251
1872,2,4251
1873,3,4251
1874,4,4251
1875,5,4251
1876,6,4251
1877,5,4255
1878,6,4255
1879,5,4356
1880,6,4356
1881,5,4357
1882,6,4357
1883,1,4200
1884,2,4200
1885,3,4200
1886,4,4200
1887,5,4200
1888,6,4200
1889,1,4201
1890,2,4201
1891,3,4201
1892,4,4201
1893,5,4201
1894,6,4201
1895,5,4363
1896,6,4363
1897,5,4354
1898,6,4354
1899,5,4355
1900,6,4355
1901,5,4347
1902,6,4347
1903,5,4348
1904,6,4348
1905,5,4349
1906,6,4349
1907,5,4350
1908,6,4350
1909,5,4351
1910,6,4351
1911,2,4138
1912,4,4138
1913,5,4138
1914,6,4138
1915,2,4139
1916,4,4139
1917,5,4139
1918,6,4139
1919,2,4140
1920,4,4140
1921,5,4140
1922,6,4140
1923,2,4141
1924,4,4141
1925,5,4141
1926,6,4141
1927,2,4142
1928,4,4142
1929,5,4142
1930,6,4142
1931,1,4160
1932,3,4160
1933,2,4150
1934,4,4150
1935,2,4143
1936,4,4143
1937,2,4144
1938,4,4144
1939,2,4151
1940,4,4151
1941,2,4145
1942,4,4145
1943,2,4152
1944,4,4152
1945,2,4153
1946,4,4153
1947,2,4154
1948,4,4154
1949,2,4155
1950,4,4155
1951,2,4156
1952,4,4156
1953,2,4146
1954,4,4146
1955,2,4147
1956,4,4147
1957,2,4148
1958,4,4148
1959,2,4157
1960,4,4157
1961,1,4149
1962,3,4149
1963,2,4167
1964,4,4167
1965,2,4169
1966,4,4169
1967,2,4170
1968,4,4170
1969,2,4171
1970,4,4171
1971,2,4175
1972,4,4175
1973,2,4168
1974,4,4168
1975,2,4172
1976,4,4172
1977,2,4173
1978,4,4173
1979,2,4174
1980,4,4174
1981,1,4166
1982,3,4166
2001,1,4472
2002,2,4472
2003,3,4472
2004,4,4472
2005,1,4473
2006,2,4473
2007,3,4473
