ID,ItemLevel,Armor,Weapon
306,306,294337.22,735843
307,307,295264.1,738160.25
308,308,296190.97,740477.5
309,309,297117.88,742794.7
310,310,298044.78,745111.94
311,311,298972,747429.1
312,312,299899,749746.4
313,313,300825,752063.6
314,314,301752,754380.8
315,315,302679.2,756698.06
316,316,303606.1,759015.25
317,317,304533,761332.5
318,318,305459.88,763649.7
319,319,306386.75,765966.94
320,320,307314,768284.2
321,321,308241,770601.4
322,322,309167,772918.6
323,323,310094,775235.8
324,324,311021.22,777553
325,325,311948.1,779870.2
326,326,312874.97,782187.44
327,327,313801.84,784504.7
328,328,314728.78,786821.9
329,329,315656,789139.1
330,330,316583,791456.3
331,331,317509,793773.56
332,332,318436,796090.75
333,333,319363.2,798408
334,334,320290.1,800725.25
335,335,321216.97,803042.44
336,336,322143.88,805359.7
337,337,323070.75,807676.9
338,338,323998,809994.1
339,339,324925,812311.4
340,340,325851,814628.56
341,341,326778,816945.8
342,342,327705.2,819263
343,343,328632.1,821580.25
344,344,329558.97,823897.44
345,345,330485.84,826214.7
346,346,331412.75,828531.94
347,347,332340,830849.1
348,348,333267,833166.4
349,349,334193,835483.5
350,350,335120.28,837800.75
351,351,336047.2,840117.94
352,352,336974.1,842435.2
353,353,337900.97,844752.44
354,354,338827.84,847069.6
355,355,339754.75,849386.9
356,356,340682,851704.06
357,357,341609,854021.3
358,358,342535,856338.56
359,359,343462,858655.75
360,360,344389.2,860973
361,361,345316.06,863290.2
362,362,346242.97,865607.44
363,363,347169.84,867924.6
364,364,348096.75,870241.9
365,365,349024,872559.1
366,366,349951,874876.3
367,367,350877,877193.56
368,368,351804.28,879510.75
369,369,352731.16,881828
370,370,353658.1,884145.2
371,371,354584.97,886462.44
372,372,355511.84,888779.7
373,373,356438.72,891096.8
374,374,357366,893414.06
375,375,358293,895731.25
376,376,359219,898048.5
377,377,360146.3,900365.75
378,378,361073.2,902682.94
379,379,362000.06,905000.2
380,380,362926.94,907317.4
381,381,363853.84,909634.6
382,382,364780.75,911951.8
383,383,365708,914269.06
384,384,366635,916586.3
385,385,367561,918903.5
386,386,368488.28,921220.75
387,387,369415.16,923537.94
388,388,370342.06,925855.2
389,389,371268.97,928172.4
390,390,372195.84,930489.6
391,391,373122.72,932806.9
392,392,374050,935124.06
393,393,374977,937441.3
394,394,375903,939758.5
395,395,376830.28,942075.75
396,396,377757.16,944392.94
397,397,378684.06,946710.2
398,398,379610.94,949027.4
399,399,380537.8,951344.56
400,400,381464.75,953661.8
401,401,382392,955979
402,402,383319,958296.25
403,403,384245,960613.5
404,404,385172.28,962930.7
405,405,386099.16,965247.94
406,406,387026.06,967565.1
407,407,387952.94,969882.4
408,408,388879.84,972199.56
409,409,389806.72,974516.8
410,410,390734,976834.06
411,411,391661,979151.25
412,412,392587,981468.5
413,413,393514.28,983785.7
414,414,394441.16,986102.94
415,415,395368.03,988420.1
416,416,396294.94,990737.4
417,417,397221.8,993054.6
418,418,398148.72,995371.8
419,419,399076,997689.06
420,420,400003,1000006.3
421,421,400929,1002323.5
422,422,401856.25,1004640.7
423,423,402783.16,1006957.9
424,424,403710.06,1009275.2
425,425,404636.94,1011592.4
426,426,405563.8,1013909.6
427,427,406490.72,1016226.8
428,428,407418,1018544.1
429,429,408345,1020861.3
430,430,409271,1023178.4
431,431,410198.28,1025495.8
432,432,411125.16,1027812.9
433,433,412052.03,1030130.1
434,434,412978.9,1032447.3
435,435,413905.8,1034764.6
436,436,414832.72,1037081.8
437,437,415760,1039399
438,438,416686,1041716.3
439,439,417613,1044033.5
440,440,418540.25,1046350.7
441,441,419467.12,1048667.9
442,442,420394.06,1050985.1
443,443,421320.94,1053302.4
444,444,422247.8,1055619.5
445,445,423174.7,1057936.8
446,446,424102,1060254
447,447,425028,1062571.2
448,448,425955.38,1064888.4
449,449,426882.25,1067205.6
450,450,427809.16,1069522.9
451,451,428736.03,1071840.1
452,452,429662.9,1074157.2
453,453,430589.78,1076474.5
454,454,431516.72,1078791.8
455,455,432444,1081109
456,456,433370,1083426.1
457,457,434297.38,1085743.5
458,458,435224.25,1088060.6
459,459,436151.16,1090377.9
460,460,437078.03,1092695
461,461,438004.94,1095012.4
462,462,438931.8,1097329.5
463,463,439858.7,1099646.8
464,464,440786,1101963.9
465,465,441712,1104281.2
466,466,442639.38,1106598.4
467,467,443566.25,1108915.6
468,468,444493.12,1111232.9
469,469,445420.03,1113550.1
470,470,446346.9,1115867.2
471,471,447273.8,1118184.5
472,472,448200.7,1120501.8
473,473,449127.6,1122819
474,474,450054,1125136.1
475,475,450981.34,1127453.4
476,476,451908.22,1129770.6
477,477,452835.16,1132087.9
478,478,453762.03,1134405
479,479,454688.9,1136722.2
480,480,455615.8,1139039.5
481,481,456542.7,1141356.8
482,482,457470,1143674
483,483,458396,1145991.1
484,484,459323.38,1148308.4
485,485,460250.25,1150625.6
486,486,461177.12,1152942.9
487,487,462104,1155260
488,488,463030.9,1157577.2
489,489,463957.8,1159894.5
490,490,464884.7,1162211.8
491,491,465812,1164528.9
492,492,466738,1166846.1
493,493,467665.34,1169163.4
494,494,468592.22,1171480.6
495,495,469519.12,1173797.8
496,496,470446.03,1176115
497,497,471372.9,1178432.2
498,498,472299.78,1180749.5
499,499,473226.7,1183066.8
500,500,474153.56,1185384
501,501,475080,1187701.1
502,502,476007.34,1190018.4
503,503,476934.25,1192335.6
504,504,477861.12,1194652.9
505,505,478788,1196970
506,506,479714.88,1199287.2
507,507,480641.8,1201604.5
508,508,481568.7,1203921.8
509,509,482495.56,1206238.9
510,510,483422,1208556.1
511,511,484349.34,1210873.4
512,512,485276.22,1213190.6
513,513,486203.12,1215507.8
514,514,487130,1217825
515,515,488056.9,1220142.2
516,516,488983.78,1222459.5
517,517,489910.66,1224776.6
518,518,490837.56,1227094
519,519,491764,1229411.1
520,520,492691.34,1231728.4
521,521,493618.22,1234045.5
522,522,494545.12,1236362.9
523,523,495472,1238680
524,524,496398.88,1240997.2
525,525,497325.78,1243314.4
526,526,498252.7,1245631.8
527,527,499179.56,1247948.9
528,528,500106.44,1250266.1
529,529,501033.3,1252583.2
530,530,501960.22,1254900.6
531,531,502887.12,1257217.8
532,532,503814,1259535
533,533,504740.88,1261852.1
534,534,505667.78,1264169.5
535,535,506594.66,1266486.6
536,536,507521.53,1268803.9
537,537,508448,1271121.1
538,538,509375.34,1273438.4
539,539,510302.22,1275755.5
540,540,511229.1,1278072.8
541,541,512156,1280390
542,542,513082.88,1282707.2
543,543,514009.78,1285024.4
544,544,514936.66,1287341.6
545,545,515863.56,1289658.9
546,546,516790.44,1291976.1
547,547,517717.3,1294293.2
548,548,518644.2,1296610.5
549,549,519571.12,1298927.8
550,550,520498,1301245
551,551,521424.88,1303562.2
552,552,522351.75,1305879.4
553,553,523278.66,1308196.6
554,554,524205.53,1310513.9
555,555,525132.44,1312831.1
556,556,526059.3,1315148.2
557,557,526986.2,1317465.5
558,558,527913.06,1319782.8
559,559,528839.94,1322100
560,560,529766.9,1324417.2
561,561,530693.75,1326734.4
562,562,531620.6,1329051.6
563,563,532548,1331368.9
564,564,533474.44,1333686.1
565,565,534401.3,1336003.2
566,566,535328.2,1338320.5
567,567,536255.06,1340637.8
568,568,537181.94,1342954.9
569,569,538108.9,1345272.2
570,570,539035.7,1347589.4
571,571,539962.6,1349906.6
572,572,540890,1352223.9
573,573,541816.4,1354541
574,574,542743.3,1356858.2
575,575,543670.1,1359175.4
576,576,544597.06,1361492.6
577,577,545523.94,1363810
578,578,546450.8,1366127.1
579,579,547377.75,1368444.4
580,580,548304.6,1370761.6
581,581,549231.5,1373078.8
582,582,550158.4,1375396
583,583,551085.3,1377713.4
584,584,552012.1,1380030.4
585,585,552939.06,1382347.8
586,586,553865.94,1384664.9
587,587,554792.8,1386982.1
588,588,555719.75,1389299.4
589,589,556646.56,1391616.5
590,590,557573.5,1393933.8
591,591,558500.44,1396251.1
592,592,559427.25,1398568.2
593,593,560354.2,1400885.5
594,594,561281,1403202.6
595,595,562207.94,1405519.9
596,596,563134.8,1407837.1
597,597,564061.7,1410154.2
598,598,564988.6,1412471.5
599,599,565915.5,1414788.9
600,600,566842.4,1417106
601,601,567769.25,1419423.2
602,602,568696.2,1421740.5
603,603,569623.06,1424057.6
604,604,570549.94,1426374.9
605,605,571476.8,1428692
606,606,572403.7,1431009.4
607,607,573330.6,1433326.6
608,608,574258,1435643.8
609,609,575184.4,1437961
610,610,576111.3,1440278.2
611,611,577038.1,1442595.4
612,612,577965.06,1444912.6
613,613,578891.9,1447229.8
614,614,579818.8,1449547.1
615,615,580745.75,1451864.4
616,616,581672.56,1454181.5
617,617,582599.5,1456498.8
618,618,583526.4,1458816
619,619,584453.25,1461133.1
620,620,585380.2,1463450.5
621,621,586307.06,1465767.8
622,622,587233.94,1468084.9
623,623,588160.8,1470402.1
624,624,589087.7,1472719.2
625,625,590014.56,1475036.5
626,626,590941.5,1477353.8
627,627,591868.4,1479670.9
628,628,592795.25,1481988.2
629,629,593722.2,1484305.5
630,630,594649,1486622.6
631,631,595575.94,1488939.9
632,632,596502.75,1491257
633,633,597429.7,1493574.2
634,634,598356.6,1495891.6
635,635,599284,1498208.6
636,636,600210.4,1500526
637,637,601137.25,1502843.2
638,638,602064.1,1505160.4
639,639,602991.06,1507477.6
640,640,603917.94,1509794.9
641,641,604844.8,1512112
642,642,605771.7,1514429.4
643,643,606698.56,1516746.5
644,644,607625.5,1519063.8
645,645,608552.4,1521381
646,646,609479.25,1523698.1
647,647,610406.1,1526015.4
648,648,611333.06,1528332.6
649,649,612259.9,1530649.8
650,650,613186.8,1532967.1
651,651,614113.7,1535284.2
652,652,615040.56,1537601.5
653,653,615967.5,1539918.8
654,654,616894.3,1542235.9
655,655,617821.25,1544553.1
656,656,618748.2,1546870.5
657,657,619675,1549187.6
658,658,620601.94,1551504.9
659,659,621528.8,1553822.1
660,660,622455.7,1556139.2
661,661,623382.56,1558456.5
662,662,624309.44,1560773.6
663,663,625236.4,1563090.9
664,664,626163.25,1565408.2
665,665,627090.1,1567725.4
666,666,628017,1570042.6
667,667,628943.94,1572359.9
668,668,629870.8,1574677
669,669,630797.7,1576994.2
670,670,631724.56,1579311.4
671,671,632651.44,1581628.8
672,672,633578.4,1583946
673,673,634505.2,1586263.1
674,674,635432.1,1588580.4
675,675,636359.06,1590897.6
676,676,637285.9,1593214.8
677,677,638212.8,1595532
678,678,639139.7,1597849.4
679,679,640066.56,1600166.5
680,680,640993.5,1602483.8
681,681,641920.3,1604800.9
682,682,642847.25,1607118.1
683,683,643774.1,1609435.4
684,684,644701,1611752.5
685,685,645627.9,1614069.8
686,686,646554.8,1616387.1
687,687,647481.7,1618704.2
688,688,648408.56,1621021.5
689,689,649335.44,1623338.6
690,690,650262.3,1625655.9
691,691,651189.25,1627973.1
692,692,652116.1,1630290.2
693,693,653043,1632607.6
694,694,653969.94,1634924.9
695,695,654896.75,1637242
696,696,655823.7,1639559.2
697,697,656750.56,1641876.5
698,698,657677.44,1644193.6
699,699,658604.4,1646510.9
700,700,659531.2,1648828
701,701,660458.1,1651145.4
702,702,661385,1653462.6
703,703,662311.9,1655779.8
704,704,663238.8,1658097
705,705,664165.7,1660414.2
706,706,665092.56,1662731.4
707,707,666019.44,1665048.8
708,708,666946.3,1667365.9
709,709,667873.2,1669683.1
710,710,668800.1,1672000.4
711,711,669727,1674317.5
712,712,670653.9,1676634.8
713,713,671580.8,1678952
714,714,672507.6,1681269.1
715,715,673434.56,1683586.5
716,716,674361.44,1685903.6
717,717,675288.3,1688220.9
718,718,676215.25,1690538.1
719,719,677142.06,1692855.2
720,720,678069,1695172.5
721,721,678995.9,1697489.9
722,722,679922.75,1699807
723,723,680849.7,1702124.2
724,724,681776.56,1704441.5
725,725,682703.44,1706758.6
726,726,683630.3,1709075.9
727,727,684557.2,1711393
728,728,685484.1,1713710.2
729,729,686411,1716027.6
730,730,687337.9,1718344.8
731,731,688264.75,1720662
732,732,689191.7,1722979.2
733,733,690118.5,1725296.4
734,734,691045.44,1727613.6
735,735,691972.3,1729930.8
736,736,692899.2,1732248
737,737,693826.1,1734565.4
738,738,694752.94,1736882.5
739,739,695679.9,1739199.8
740,740,696606.8,1741517
741,741,697533.6,1743834.1
742,742,698460.56,1746151.4
743,743,699387.44,1748468.8
744,744,700314.3,1750785.9
745,745,701241.2,1753103.1
746,746,702168.06,1755420.2
747,747,703095,1757737.5
748,748,704021.9,1760054.8
749,749,704948.75,1762371.9
750,750,705875.6,1764689.1
751,751,706802.56,1767006.5
752,752,707729.44,1769323.6
753,753,708656.3,1771640.9
754,754,709583.2,1773958
755,755,710510.06,1776275.2
756,756,711437,1778592.5
757,757,712363.8,1780909.6
758,758,713290.75,1783227
759,759,714217.7,1785544.2
760,760,715144.5,1787861.4
761,761,716071.44,1790178.6
762,762,716998.3,1792495.9
763,763,717925.2,1794813
764,764,718852.1,1797130.2
765,765,719778.94,1799447.4
766,766,720705.9,1801764.8
767,767,721632.75,1804082
768,768,722559.6,1806399.1
769,769,723486.5,1808716.4
770,770,724413.44,1811033.6
771,771,725340.3,1813350.8
772,772,726267.2,1815668.1
773,773,727194.06,1817985.1
774,774,728120.94,1820302.5
775,775,729047.9,1822619.8
776,776,729974.75,1824936.9
777,777,730901.6,1827254.1
778,778,731828.56,1829571.4
779,779,732755.4,1831888.5
780,780,733682.3,1834205.9
781,781,734609.25,1836523.1
782,782,735536.06,1838840.2
783,783,736463,1841157.5
784,784,737389.8,1843474.6
785,785,738316.75,1845791.9
786,786,739243.6,1848109.2
787,787,740170.5,1850426.2
788,788,741097.44,1852743.6
789,789,742024.3,1855060.9
790,790,742951.2,1857378
791,791,743878.06,1859695.2
792,792,744804.94,1862012.4
793,793,745731.9,1864329.6
794,794,746658.75,1866647
795,795,747585.6,1868964.1
796,796,748512.5,1871281.4
797,797,749439.44,1873598.6
798,798,750366.25,1875915.8
799,799,751293.2,1878233
800,800,752220.1,1880550.2
801,801,753146.94,1882867.4
802,802,754073.9,1885184.8
803,803,755000.7,1887501.9
804,804,755927.6,1889819.1
805,805,756854.56,1892136.4
806,806,757781.4,1894453.5
807,807,758708.3,1896770.8
808,808,759635.2,1899088.1
809,809,760562.06,1901405.2
810,810,761488.94,1903722.5
811,811,762415.8,1906039.6
812,812,763342.75,1908356.9
813,813,764269.6,1910674.1
814,814,765196.5,1912991.2
815,815,766123.4,1915308.5
816,816,767050.3,1917625.9
817,817,767977.2,1919943
818,818,768904.06,1922260.2
819,819,769831,1924577.5
820,820,770757.8,1926894.6
821,821,771684.75,1929211.9
822,822,772611.56,1931529
823,823,773538.5,1933846.4
824,824,774465.44,1936163.6
825,825,775392.25,1938480.8
826,826,776319.2,1940798
827,827,777246.06,1943115.2
828,828,778172.94,1945432.4
829,829,779099.9,1947749.6
830,830,780026.7,1950066.8
831,831,780953.6,1952384.1
832,832,781880.5,1954701.4
833,833,782807.4,1957018.5
834,834,783734.25,1959335.8
835,835,784661.2,1961653
836,836,785588.06,1963970.1
837,837,786514.94,1966287.4
838,838,787441.9,1968604.8
839,839,788368.7,1970921.9
840,840,789295.6,1973239.1
841,841,790222.5,1975556.2
842,842,791149.4,1977873.5
843,843,792076.3,1980190.8
844,844,793003.1,1982507.9
845,845,793930.06,1984825.2
846,846,794856.94,1987142.5
847,847,795783.8,1989459.6
848,848,796710.75,1991776.9
849,849,797637.56,1994094
850,850,798564.5,1996411.2
851,851,799491.4,1998728.5
852,852,800418.25,2001045.6
853,853,801345.2,2003363
854,854,802272.06,2005680.2
855,855,803198.94,2007997.4
856,856,804125.8,2010314.6
857,857,805052.75,2012631.9
858,858,805979.56,2014949
859,859,806906.5,2017266.4
860,860,807833.4,2019583.5
861,861,808760.25,2021900.8
862,862,809687.2,2024218
863,863,810614,2026535.1
864,864,811540.94,2028852.4
865,865,812467.9,2031169.6
866,866,813394.7,2033486.8
867,867,814321.6,2035804.1
868,868,815248.44,2038121.2
869,869,816175.4,2040438.5
870,870,817102.25,2042755.8
871,871,818029.1,2045072.9
872,872,818956.06,2047390.1
873,873,819882.94,2049707.5
874,874,820809.8,2052024.6
875,875,821736.7,2054341.9
876,876,822663.56,2056659
877,877,823590.5,2058976.2
878,878,824517.4,2061293.5
879,879,825444.25,2063610.6
880,880,826371.1,2065927.9
881,881,827298.06,2068245.2
882,882,828224.9,2070562.4
883,883,829151.8,2072879.6
884,884,830078.75,2075196.9
885,885,831005.56,2077514
886,886,831932.5,2079831.2
887,887,832859.3,2082148.4
888,888,833786.25,2084465.6
889,889,834713.2,2086783
890,890,835640,2089100.1
891,891,836566.94,2091417.4
892,892,837493.8,2093734.6
893,893,838420.7,2096051.8
894,894,839347.56,2098369
895,895,840274.44,2100686
896,896,841201.4,2103003.5
897,897,842128.25,2105320.8
898,898,843055.1,2107637.8
899,899,843982,2109955
900,900,844908.94,2112272.2
901,901,845835.8,2114589.5
902,902,846762.7,2116906.8
903,903,847689.6,2119224
904,904,848616.44,2121541.2
905,905,849543.4,2123858.5
906,906,850470.2,2126175.5
907,907,851397.1,2128492.8
908,908,852324.06,2130810
909,909,853250.9,2133127.2
910,910,854177.8,2135444.5
911,911,855104.7,2137761.8
912,912,856031.56,2140079
913,913,856958.5,2142396.2
914,914,857885.3,2144713.2
915,915,858812.25,2147030.5
916,916,859739.1,2149347.8
917,917,860666,2151665
918,918,861592.9,2153982.2
919,919,862519.8,2156299.5
920,920,863446.7,2158616.8
921,921,864373.56,2160934
922,922,865300.5,2163251.2
923,923,866227.3,2165568.2
924,924,867154.25,2167885.8
925,925,868081.1,2170202.8
926,926,869008,2172520
927,927,869934.94,2174837.2
928,928,870861.75,2177154.5
929,929,871788.7,2179471.8
930,930,872715.6,2181789
931,931,873642.44,2184106
932,932,874569.4,2186423.5
933,933,875496.2,2188740.5
934,934,876423.1,2191057.8
935,935,877350,2193375
936,936,878276.9,2195692.2
937,937,879203.8,2198009.5
938,938,880130.7,2200326.8
939,939,881057.56,2202643.8
940,940,881984.44,2204961.2
941,941,882911.4,2207278.5
942,942,883838.2,2209595.5
943,943,884765.1,2211912.8
944,944,885692,2214230
945,945,886618.9,2216547.2
946,946,887545.8,2218864.5
947,947,888472.6,2221181.8
948,948,889399.56,2223499
949,949,890326.5,2225816.2
950,950,891253.3,2228133.2
951,951,892180.25,2230450.5
952,952,893107.06,2232767.8
953,953,894034,2235085
954,954,894960.94,2237402.2
955,955,895887.75,2239719.5
956,956,896814.7,2242036.8
957,957,897741.56,2244354
958,958,898668.44,2246671
959,959,899595.3,2248988.2
960,960,900522.25,2251305.8
961,961,901449.1,2253622.8
962,962,902376,2255940
963,963,903302.9,2258257.2
964,964,904229.75,2260574.5
965,965,905156.7,2262891.8
966,966,906083.56,2265208.8
967,967,907010.44,2267526
968,968,907937.4,2269843.5
969,969,908864.2,2272160.5
970,970,909791.1,2274477.8
971,971,910717.94,2276795
972,972,911644.9,2279112.2
973,973,912571.8,2281429.5
974,974,913498.6,2283746.5
975,975,914425.56,2286064
976,976,915352.44,2288381.2
977,977,916279.3,2290698.2
978,978,917206.25,2293015.5
979,979,918133.1,2295332.8
980,980,919060,2297650
981,981,919986.9,2299967.2
982,982,920913.75,2302284.2
983,983,921840.6,2304601.8
984,984,922767.56,2306919
985,985,923694.44,2309236
986,986,924621.3,2311553.2
987,987,925548.25,2313870.5
988,988,926475.06,2316187.8
989,989,927402,2318505
990,990,928328.9,2320822
991,991,929255.75,2323139.5
992,992,930182.7,2325456.8
993,993,931109.5,2327773.8
994,994,932036.44,2330091
995,995,932963.3,2332408.2
996,996,933890.2,2334725.5
997,997,934817.1,2337042.8
998,998,935744,2339360
999,999,936670.9,2341677.2
1000,1000,937597.75,2343994.5
