ID,ItemDisplayInfoID,ItemSlot,NpcModelID
1368907,12053,4,2596
1368908,4293,5,2596
1368909,2928,6,2596
1368910,12054,8,2596
1368911,12058,2,2597
1368912,3696,4,2597
1368913,7587,5,2597
1368914,4314,6,2597
1368915,10837,2,2598
1368916,10719,3,2598
1368917,8606,4,2598
1368918,8426,5,2598
1368919,8354,6,2598
1368920,8608,8,2598
1368921,12059,2,2599
1368922,12060,3,2599
1368923,2985,4,2599
1368924,6865,5,2599
1368925,3194,6,2599
1368926,3195,8,2599
1368927,12061,2,2600
1368928,6239,3,2600
1368929,4599,4,2600
1368930,3201,5,2600
1368931,8062,6,2600
1368932,11582,8,2600
1368933,12062,2,2601
1368934,10682,3,2601
1368935,6050,5,2601
1368936,945,6,2601
1368937,12063,8,2601
1368938,4299,2,2602
1368939,12012,3,2602
1368940,4297,4,2602
1368941,4293,5,2602
1368942,5380,6,2602
1368943,2362,8,2602
1368944,10834,2,2603
1368945,11322,3,2603
1368946,3251,4,2603
1368947,9018,5,2603
1368948,8262,6,2603
1368949,8267,2,2604
1368950,8606,4,2604
1368951,8426,5,2604
1368952,12066,6,2604
1368953,8156,2,94
1368954,8157,4,94
1368955,7781,5,94
1368956,9669,2,95
1368957,9670,4,95
1368958,7533,5,95
1368959,10116,2,96
1368960,310,4,96
1368961,6300,5,96
1368962,6301,6,96
1368963,10070,2,97
1368964,9464,4,97
1368965,10071,5,97
1368966,10072,6,97
1368967,9021,2,98
1368968,9007,4,98
1368969,8155,5,98
1368970,10107,6,98
1368971,8161,2,99
1368972,10087,4,99
1368973,8181,5,99
1368974,10104,6,99
1368975,11871,2,100
1368976,10091,4,100
1368977,11872,5,100
1368978,9184,6,100
1368979,31568,2,101
1368980,22935,4,101
1368981,11280,5,101
1368982,31569,6,101
1368983,24180,7,101
1368984,11877,2,103
1368985,9027,4,103
1368986,9028,5,103
1368987,9029,6,103
1368988,9628,2,105
1368989,11880,4,105
1368990,9629,5,105
1368991,9051,6,105
1368992,9171,2,106
1368993,10875,4,106
1368994,10876,5,106
1368995,11883,6,106
1368996,8738,2,107
1368997,8739,4,107
1368998,5947,5,107
1368999,8948,2,108
1369000,8135,4,108
1369001,7939,5,108
1369002,11877,2,110
1369003,9027,4,110
1369004,11341,5,110
1369005,9029,6,110
1369006,5485,1,111
1369007,11890,2,111
1369008,5488,5,111
1369009,5489,6,111
1369010,5506,1,112
1369011,11897,2,112
1369012,10880,4,112
1369013,10881,5,112
1369014,11085,6,112
1369015,11898,8,112
1369016,11893,1,113
1369017,11894,2,113
1369018,11895,4,113
1369019,11536,5,113
1369020,11408,6,113
1369021,11896,8,113
1369022,10126,2,115
1369023,8139,4,115
1369024,10006,5,115
1369025,10070,2,116
1369026,9464,4,116
1369027,10071,5,116
1369028,10070,2,117
1369029,9464,4,117
1369030,10071,5,117
1369031,9008,6,117
1369032,11899,8,117
1369033,14931,2,1370
1369034,7519,4,1370
1369035,5874,5,1370
1369036,8418,6,1370
1369037,9457,2,1371
1369038,9458,3,1371
1369039,8984,4,1371
1369040,6074,5,1371
1369041,7029,6,1371
1369042,5889,2,1372
1369043,5890,4,1372
1369044,12993,5,1372
1369045,14927,6,1372
1369046,14970,2,1373
1369047,5361,4,1373
1369048,5782,5,1373
1369049,5522,6,1373
1369050,5738,2,1374
1369051,5873,4,1374
1369052,7622,5,1374
1369053,5875,6,1374
1369054,10032,2,1375
1369055,5725,4,1375
1369056,5726,5,1375
1369057,10033,6,1375
1369058,7621,2,1376
1369059,6062,4,1376
1369060,5714,5,1376
1369061,5463,6,1376
1369062,10031,2,1377
1369063,5742,4,1377
1369064,5743,5,1377
1369065,5744,6,1377
1369066,9579,2,1378
1369067,4881,4,1378
1369068,9580,5,1378
1369069,5370,6,1378
1369070,5831,2,1379
1369071,5832,4,1379
1369072,9581,5,1379
1369073,5792,6,1379
1369074,15357,0,1380
1369075,9790,2,1380
1369076,9084,3,1380
1369077,8139,4,1380
1369078,4439,5,1380
1369079,4586,6,1380
1369080,5857,2,1381
1369081,5858,4,1381
1369082,7622,5,1381
1369083,5840,6,1381
1369084,6206,2,1382
1369085,5864,3,1382
1369086,4989,4,1382
1369087,2656,5,1382
1369088,4272,6,1382
1369089,5783,2,1383
1369090,4989,4,1383
1369091,5731,5,1383
1369092,4614,6,1383
1369093,15908,0,1384
1369094,5844,2,1384
1369095,5845,4,1384
1369096,1818,5,1384
1369097,5846,6,1384
1369098,2191,2,1385
1369099,5859,4,1385
1369100,5839,5,1385
1369101,2204,6,1385
1369102,2317,2,1386
1369103,4989,4,1386
1369104,4365,5,1386
1369105,4614,6,1386
1369106,6048,2,1387
1369107,6049,4,1387
1369108,4439,5,1387
1369109,8262,6,1387
1369110,4270,2,1388
1369111,6049,4,1388
1369112,4469,5,1388
1369113,6051,6,1388
1369114,3047,0,1389
1369115,9582,1,1389
1369116,9583,2,1389
1369117,5904,4,1389
1369118,4439,5,1389
1369119,8262,6,1389
1369120,9550,8,1389
1369121,6082,2,1390
1369122,8072,4,1390
1369123,8073,5,1390
1369124,3066,6,1390
1369125,8075,8,1390
1369126,8434,1,1391
1369127,8435,2,1391
1369128,5468,4,1391
1369129,5469,5,1391
1369130,5470,6,1391
1369131,5435,8,1391
1369132,14971,2,1392
1369133,5858,4,1392
1369134,6957,5,1392
1369135,3066,6,1392
1369136,8071,2,1393
1369137,5858,4,1393
1369138,5341,5,1393
1369139,8074,6,1393
1369140,6195,2,1394
1369141,5838,4,1394
1369142,8265,5,1394
1369143,8267,2,1395
1369144,6121,4,1395
1369145,6122,5,1395
1369146,8268,6,1395
1369147,4635,2,1396
1369148,5725,4,1396
1369149,5601,5,1396
1369150,5463,6,1396
1369151,5826,2,1397
1369152,5759,4,1397
1369153,5760,5,1397
1369154,8059,6,1397
1369155,4488,1,1398
1369156,5758,2,1398
1369157,5759,4,1398
1369158,5760,5,1398
1369159,8059,6,1398
1369160,5268,8,1398
1369161,1817,2,1399
1369162,5865,4,1399
1369163,5839,5,1399
1369164,2204,6,1399
1369165,2471,2,1400
1369166,4592,4,1400
1369167,2018,5,1400
1369168,8262,6,1400
1369169,9526,8,1400
1369170,5866,2,1401
1369171,5867,4,1401
1369172,7950,5,1401
1369173,15353,0,471
1369174,6034,3,471
1369175,6035,4,471
1369176,6127,5,471
1369177,6037,6,471
1369178,6038,7,471
1369179,6039,8,471
1369180,15353,0,472
1369181,6034,3,472
1369182,6035,4,472
1369183,6127,5,472
1369184,6037,6,472
1369185,6038,7,472
1369186,6039,8,472
1369187,15353,0,474
1369188,6034,3,474
1369189,6035,4,474
1369190,6127,5,474
1369191,6037,6,474
1369192,6038,7,474
1369193,6039,8,474
1369194,15353,0,475
1369195,6034,3,475
1369196,6035,4,475
1369197,6127,5,475
1369198,6037,6,475
1369199,6038,7,475
1369200,6039,8,475
1369201,15353,0,477
1369202,6034,3,477
1369203,6035,4,477
1369204,6127,5,477
1369205,6037,6,477
1369206,6038,7,477
1369207,6039,8,477
1369208,15353,0,480
1369209,6034,3,480
1369210,6035,4,480
1369211,6127,5,480
1369212,6037,6,480
1369213,6038,7,480
1369214,6039,8,480
1369215,15352,0,481
1369216,6034,3,481
1369217,6035,4,481
1369218,6127,5,481
1369219,6037,6,481
1369220,6038,7,481
1369221,6039,8,481
1369222,15352,0,483
1369223,6034,3,483
1369224,6035,4,483
1369225,6127,5,483
1369226,6037,6,483
1369227,6038,7,483
1369228,6039,8,483
1369229,15353,0,484
1369230,6034,3,484
1369231,6035,4,484
1369232,6127,5,484
1369233,6037,6,484
1369234,6038,7,484
1369235,6039,8,484
1369236,15353,0,486
1369237,6034,3,486
1369238,6035,4,486
1369239,6127,5,486
1369240,6037,6,486
1369241,6038,7,486
1369242,6039,8,486
1369243,7754,2,1068
1369244,9047,4,1068
1369245,6197,5,1068
1369246,9048,6,1068
1369247,8954,8,1068
1369248,8371,2,1069
1369249,7663,3,1069
1369250,3244,4,1069
1369251,9380,5,1069
1369252,8995,6,1069
1369253,8954,8,1069
1369254,5956,2,1071
1369255,4905,4,1071
1369256,14967,5,1071
1369257,10295,6,1071
1369258,9059,2,1072
1369259,8353,5,1072
1369260,8351,6,1072
1369261,9066,2,1074
1369262,9067,4,1074
1369263,9068,5,1074
1369264,9069,6,1074
1369265,5967,8,1074
1369266,8955,2,1075
1369267,7881,4,1075
1369268,8961,5,1075
1369269,8947,6,1075
1369270,9065,2,1076
1369271,4988,4,1076
1369272,4304,5,1076
1369273,6190,6,1076
1369274,8954,8,1076
1369275,5257,0,1077
1369276,9071,1,1077
1369277,4767,2,1077
1369278,9072,4,1077
1369279,3409,5,1077
1369280,4734,6,1077
1369281,2991,8,1077
1369282,9078,2,1079
1369283,14718,4,1079
1369284,9892,5,1079
1369285,14720,6,1079
1369286,14719,8,1079
1369287,8653,2,1080
1369288,9079,3,1080
1369289,14718,4,1080
1369290,7645,5,1080
1369291,7880,6,1080
1369292,8954,8,1080
1369293,15490,0,1081
1369294,8371,2,1081
1369295,9084,3,1081
1369296,8139,4,1081
1369297,4439,5,1081
1369298,4487,6,1081
1369299,8954,8,1081
1369300,5857,2,1082
1369301,7656,3,1082
1369302,5858,4,1082
1369303,7622,5,1082
1369304,8947,6,1082
1369305,5844,2,1083
1369306,7663,3,1083
1369307,5867,4,1083
1369308,7622,5,1083
1369309,9085,6,1083
1369310,8954,8,1083
1369311,8035,1,1085
1369312,7621,2,1085
1369313,4340,3,1085
1369314,4335,4,1085
1369315,4339,5,1085
1369316,4336,6,1085
1369317,4338,8,1085
1369318,5862,2,1086
1369319,9005,3,1086
1369320,5867,4,1086
1369321,7622,5,1086
1369322,9085,6,1086
1369323,6120,2,1087
1369324,7656,3,1087
1369325,6121,4,1087
1369326,7182,5,1087
1369327,8268,6,1087
1369328,9087,2,1088
1369329,9088,4,1088
1369330,3844,5,1088
1369331,9089,6,1088
1369332,15843,0,1089
1369333,9091,2,1089
1369334,8977,4,1089
1369335,9092,5,1089
1369336,8425,6,1089
1369337,5817,0,838
1369338,4270,2,838
1369339,6121,4,838
1369340,7182,5,838
1369341,8443,6,838
1369342,31518,2,840
1369343,31519,3,840
1369344,5865,4,840
1369345,4439,5,840
1369346,4314,6,840
1369347,10587,8,840
1369348,5326,2,50
1369349,3553,4,50
1369350,4310,5,50
1369351,4307,6,50
1369352,9880,2,146
1369353,10719,3,146
1369354,5904,4,146
1369355,25258,5,146
1369356,14046,6,146
1369357,5942,8,146
1369358,3215,0,525
1369359,7621,3,525
1369360,7622,5,525
1369361,7623,6,525
1369362,15353,0,342
1369363,6034,3,342
1369364,6035,4,342
1369365,6127,5,342
1369366,6037,6,342
1369367,6038,7,342
1369368,6039,8,342
1369369,2485,3,541
1369370,7212,4,541
1369371,5731,5,541
1369372,5840,6,541
1369373,10834,2,160
1369374,3057,3,160
1369375,5670,4,160
1369376,3058,5,160
1369377,4030,6,160
1369378,3623,7,160
1369379,6124,8,160
1369380,15360,0,289
1369381,14952,2,289
1369382,12809,3,289
1369383,5858,4,289
1369384,2308,5,289
1369385,6060,6,289
1369386,6078,7,289
1369387,3218,8,289
1369388,10719,2,161
1369389,4590,4,161
1369390,9380,5,161
1369391,4586,6,161
1369392,4471,7,161
1369393,4421,3,515
1369394,4300,4,515
1369395,4439,5,515
1369396,4622,6,515
1369397,4302,7,515
1369398,7584,8,515
1369399,15353,0,508
1369400,6034,3,508
1369401,6035,4,508
1369402,6127,5,508
1369403,6037,6,508
1369404,6038,7,508
1369405,6039,8,508
1369406,15353,0,476
1369407,6034,3,476
1369408,6035,4,476
1369409,6127,5,476
1369410,6037,6,476
1369411,6038,7,476
1369412,6039,8,476
1369413,15353,0,497
1369414,6034,3,497
1369415,6035,4,497
1369416,6127,5,497
1369417,6037,6,497
1369418,6038,7,497
1369419,6039,8,497
1369420,15353,0,473
1369421,6034,3,473
1369422,6035,4,473
1369423,6127,5,473
1369424,6037,6,473
1369425,6038,7,473
1369426,6039,8,473
1369427,15353,0,485
1369428,6034,3,485
1369429,6035,4,485
1369430,6127,5,485
1369431,6037,6,485
1369432,6038,7,485
1369433,6039,8,485
1369434,15353,0,478
1369435,6034,3,478
1369436,6035,4,478
1369437,6127,5,478
1369438,6037,6,478
1369439,6038,7,478
1369440,6039,8,478
1369441,15353,0,500
1369442,6034,3,500
1369443,6035,4,500
1369444,6127,5,500
1369445,6037,6,500
1369446,6038,7,500
1369447,6039,8,500
1369448,15353,0,487
1369449,6034,3,487
1369450,6035,4,487
1369451,6127,5,487
1369452,6037,6,487
1369453,6038,7,487
1369454,6039,8,487
1369455,15353,0,506
1369456,6034,3,506
1369457,6035,4,506
1369458,6127,5,506
1369459,6037,6,506
1369460,6038,7,506
1369461,6039,8,506
1369462,6481,2,367
1369463,4633,4,367
1369464,6482,5,367
1369465,4623,6,367
1369466,7211,2,529
1369467,7644,3,529
1369468,5904,4,529
1369469,7645,5,529
1369470,5840,6,529
1369471,6034,3,383
1369472,6035,4,383
1369473,6127,5,383
1369474,6037,6,383
1369475,6038,7,383
1369476,6039,8,383
1369477,15919,0,156
1369478,4593,1,156
1369479,5655,2,156
1369480,8871,4,156
1369481,1963,5,156
1369482,1966,6,156
1369483,15353,0,397
1369484,6034,3,397
1369485,6035,4,397
1369486,6127,5,397
1369487,6037,6,397
1369488,6038,7,397
1369489,6039,8,397
1369490,3265,3,402
1369491,4300,4,402
1369492,1882,5,402
1369493,4463,6,402
1369494,5315,2,626
1369495,2610,5,626
1369496,3261,6,626
1369497,4640,2,1946
1369498,5774,4,1946
1369499,5913,5,1946
1369500,10295,6,1946
1369501,8136,3,2205
1369502,7710,5,2205
1369503,12411,6,2205
1369504,10976,8,2205
1369505,175168,2,2206
1369506,175211,4,2206
1369507,175169,5,2206
1369508,175212,6,2206
1369509,175213,8,2206
1369510,10962,2,2207
1369511,9464,4,2207
1369512,11202,5,2207
1369513,15461,6,2207
1369514,11204,8,2207
1369515,11213,2,2208
1369516,2363,3,2208
1369517,2364,4,2208
1369518,6865,5,2208
1369519,4440,6,2208
1369520,11214,7,2208
1369521,11215,8,2208
1369522,10718,2,2209
1369523,5865,4,2209
1369524,7587,5,2209
1369525,11212,6,2209
1369526,9778,8,2209
1369527,10718,2,2210
1369528,5865,4,2210
1369529,7587,5,2210
1369530,11212,6,2210
1369531,9778,8,2210
1369532,11213,2,2211
1369533,2363,3,2211
1369534,2364,4,2211
1369535,6865,5,2211
1369536,4440,6,2211
1369537,11214,7,2211
1369538,11215,8,2211
1369539,11218,2,2212
1369540,11216,3,2212
1369541,8871,4,2212
1369542,11219,5,2212
1369543,11220,6,2212
1369544,5444,8,2212
1369545,4588,2,238
1369546,4590,4,238
1369547,8426,5,238
1369548,8354,6,238
1369549,2317,2,240
1369550,4989,4,240
1369551,4365,5,240
1369552,4614,6,240
1369553,13460,2,242
1369554,13461,3,242
1369555,5845,4,242
1369556,8426,5,242
1369557,13462,6,242
1369558,5872,2,244
1369559,5873,4,244
1369560,5874,5,244
1369561,5875,6,244
1369562,5889,2,246
1369563,5440,3,246
1369564,5890,4,246
1369565,8329,5,246
1369566,14927,6,246
1369567,5414,1,247
1369568,5457,4,247
1369569,5622,5,247
1369570,15445,6,247
1369571,3704,7,247
1369572,5802,2,250
1369573,5904,4,250
1369574,1883,5,250
1369575,4272,6,250
1369576,7868,1,251
1369577,8405,3,251
1369578,8406,5,251
1369579,3454,6,251
1369580,25105,8,251
1369581,4488,1,995
1369582,8884,2,995
1369583,5334,3,995
1369584,8869,4,995
1369585,5626,5,995
1369586,8065,6,995
1369587,6157,8,995
1369588,3454,9,995
1369589,6152,2,996
1369590,6153,4,996
1369591,6154,5,996
1369592,8820,6,996
1369593,6156,7,996
1369594,6157,8,996
1369595,14896,2,997
1369596,6153,4,997
1369597,2201,5,997
1369598,2204,6,997
1369599,14897,8,997
1369600,3865,9,997
1369601,8824,2,999
1369602,6153,4,999
1369603,5654,5,999
1369604,3713,6,999
1369605,5418,8,999
1369606,6152,2,1000
1369607,3520,3,1000
1369608,5319,4,1000
1369609,3441,5,1000
1369610,3309,6,1000
1369611,3518,8,1000
1369612,4887,1,1001
1369613,11233,2,1001
1369614,14872,3,1001
1369615,14868,4,1001
1369616,14869,5,1001
1369617,14870,6,1001
1369618,14871,8,1001
1369619,3865,9,1001
1369620,8417,2,814
1369621,5867,4,814
1369622,8353,5,814
1369623,8354,6,814
1369624,5844,2,815
1369625,5867,4,815
1369626,8248,5,815
1369627,8340,6,815
1369628,4320,2,817
1369629,5440,3,817
1369630,6121,4,817
1369631,8420,5,817
1369632,4487,6,817
1369633,11979,0,818
1369634,12033,2,818
1369635,8422,3,818
1369636,6162,4,818
1369637,6163,5,818
1369638,11220,6,818
1369639,21413,8,818
1369640,7650,2,819
1369641,691,5,819
1369642,8372,6,819
1369643,8423,7,819
1369644,4390,2,820
1369645,5845,4,820
1369646,8424,5,820
1369647,8364,6,820
1369648,8404,7,820
1369649,8367,2,821
1369650,5440,3,821
1369651,5845,4,821
1369652,8058,5,821
1369653,8425,6,821
1369654,8404,7,821
1369655,4390,2,824
1369656,5845,4,824
1369657,7647,5,824
1369658,3080,6,824
1369659,15460,2,827
1369660,5440,3,827
1369661,5858,4,827
1369662,8428,5,827
1369663,8302,6,827
1369664,8430,2,829
1369665,8431,4,829
1369666,4439,5,829
1369667,8080,6,829
1369668,8432,2,830
1369669,4599,4,830
1369670,5521,5,830
1369671,5522,6,830
1369672,8433,2,831
1369673,4907,4,831
1369674,8416,5,831
1369675,5489,6,831
1369676,7591,2,833
1369677,5845,4,833
1369678,8264,5,833
1369679,8372,6,833
1369680,6082,2,835
1369681,8072,4,835
1369682,8073,5,835
1369683,3066,6,835
1369684,8075,8,835
1369685,6048,2,836
1369686,6049,4,836
1369687,4617,5,836
1369688,8262,6,836
1369689,7613,7,836
1369690,5715,2,837
1369691,5361,4,837
1369692,4293,5,837
1369693,5380,6,837
1369694,1817,2,839
1369695,6121,4,839
1369696,7182,5,839
1369697,5840,6,839
1369698,4270,2,841
1369699,8606,4,841
1369700,5513,5,841
1369701,2496,6,841
1369702,31520,8,841
1369703,15308,0,842
1369704,5360,2,842
1369705,8264,5,842
1369706,8541,6,842
1369707,15308,0,843
1369708,5857,2,843
1369709,5858,4,843
1369710,6059,5,843
1369711,6077,6,843
1369712,6078,7,843
1369713,6079,8,843
1369714,4483,1,844
1369715,8548,2,844
1369716,8316,4,844
1369717,4497,5,844
1369718,8317,6,844
1369719,15308,0,845
1369720,8549,1,845
1369721,8550,2,845
1369722,8551,4,845
1369723,8552,5,845
1369724,8553,6,845
1369725,8266,0,846
1369726,8549,1,846
1369727,8550,2,846
1369728,8551,4,846
1369729,8552,5,846
1369730,8553,6,846
1369731,15308,0,847
1369732,7510,2,847
1369733,7511,4,847
1369734,3201,5,847
1369735,7512,6,847
1369736,7513,8,847
1369737,8266,0,848
1369738,7510,2,848
1369739,7511,4,848
1369740,3201,5,848
1369741,7512,6,848
1369742,7513,8,848
1369743,8266,0,850
1369744,5381,1,850
1369745,14932,2,850
1369746,2257,3,850
1369747,4847,4,850
1369748,697,5,850
1369749,1981,6,850
1369750,5382,7,850
1369751,5383,8,850
1369752,8266,0,851
1369753,8554,1,851
