ID,GenderIndex,ClassID,RaceID,PositionIndex
137628,0,0,11,-1
137629,1,0,3,-1
137630,0,0,3,-1
137631,1,0,7,-1
137632,0,0,7,-1
137633,1,0,9,-1
137634,0,0,9,-1
137635,1,0,1,-1
137636,0,0,1,-1
137637,1,0,4,-1
137638,0,0,4,-1
137639,1,0,2,-1
137640,0,0,2,-1
137641,1,0,5,-1
137642,0,0,5,-1
137643,1,0,6,-1
137644,0,0,6,-1
137645,1,0,8,-1
137646,0,0,8,-1
137647,1,0,10,-1
137648,0,0,10,-1
137649,1,0,11,-1
137650,0,0,11,-1
137651,1,0,3,-1
137652,0,0,3,-1
137653,1,0,7,-1
137654,0,0,7,-1
137655,1,0,9,-1
137656,0,0,9,-1
137657,1,0,1,-1
137658,0,0,1,-1
137659,1,0,4,-1
137660,0,0,4,-1
137661,1,0,2,-1
137662,0,0,2,-1
137663,1,0,5,-1
137664,0,0,5,-1
137665,1,0,6,-1
137666,0,0,6,-1
137667,1,0,8,-1
137668,0,0,8,-1
137672,1,0,10,-1
137673,0,0,10,-1
137674,1,0,11,-1
137675,0,0,11,-1
137676,1,0,3,-1
137677,0,0,3,-1
137678,1,0,7,-1
137679,0,0,7,-1
137680,1,0,9,-1
137681,0,0,9,-1
137682,1,0,1,-1
137683,0,0,1,-1
137684,1,0,4,-1
137685,0,0,4,-1
137686,1,0,2,-1
137687,0,0,2,-1
137688,1,0,5,-1
137689,0,0,5,-1
137690,1,0,6,-1
137691,0,0,6,-1
137692,1,0,8,-1
137693,0,0,8,-1
137696,1,0,10,-1
137697,0,0,10,-1
137698,1,0,11,-1
137699,0,0,11,-1
137700,1,0,3,-1
137701,0,0,3,-1
137702,1,0,7,-1
137703,0,0,7,-1
137704,1,0,9,-1
137705,0,0,9,-1
137706,1,0,1,-1
137707,0,0,1,-1
137708,1,0,4,-1
137709,0,0,4,-1
137710,1,0,2,-1
137711,0,0,2,-1
137712,1,0,5,-1
137713,0,0,5,-1
137714,1,0,6,-1
137715,0,0,6,-1
137716,1,0,8,-1
137717,0,0,8,-1
137726,1,0,10,-1
137727,0,0,10,-1
137728,1,0,11,-1
137729,0,0,11,-1
137730,1,0,3,-1
137731,0,0,3,-1
137732,1,0,7,-1
137733,0,0,7,-1
137734,1,0,9,-1
137735,0,0,9,-1
137736,1,0,1,-1
137737,0,0,1,-1
137738,1,0,4,-1
137739,0,0,4,-1
137740,1,0,2,-1
137741,0,0,2,-1
137742,1,0,5,-1
137743,0,0,5,-1
137744,1,0,6,-1
137745,0,0,6,-1
137746,1,0,8,-1
137747,0,0,8,-1
137751,1,0,10,-1
137752,0,0,10,-1
137753,1,0,11,-1
137754,0,0,11,-1
137755,1,0,3,-1
137756,0,0,3,-1
137757,1,0,7,-1
137758,0,0,7,-1
137759,1,0,9,-1
137760,0,0,9,-1
137761,1,0,1,-1
137762,0,0,1,-1
137763,1,0,4,-1
137764,0,0,4,-1
137765,1,0,2,-1
137766,0,0,2,-1
137767,1,0,5,-1
137768,0,0,5,-1
137769,1,0,6,-1
137770,0,0,6,-1
137771,1,0,8,-1
137772,0,0,8,-1
137782,1,0,10,-1
137783,0,0,10,-1
137784,1,0,11,-1
137785,0,0,11,-1
137786,1,0,3,-1
137787,0,0,3,-1
137788,1,0,7,-1
137789,0,0,7,-1
137790,1,0,9,-1
137791,0,0,9,-1
137792,1,0,1,-1
137793,0,0,1,-1
137794,1,0,4,-1
137795,0,0,4,-1
137796,1,0,2,-1
137797,0,0,2,-1
137798,1,0,5,-1
137799,0,0,5,-1
137800,1,0,6,-1
137801,0,0,6,-1
137802,1,0,8,-1
137803,0,0,8,-1
137805,1,0,10,-1
137806,0,0,10,-1
137807,1,0,11,-1
137808,0,0,11,-1
137809,1,0,3,-1
137810,0,0,3,-1
137811,1,0,7,-1
137812,0,0,7,-1
137813,1,0,9,-1
137814,0,0,9,-1
137815,1,0,1,-1
137816,0,0,1,-1
137817,1,0,4,-1
137818,0,0,4,-1
137819,1,0,2,-1
137820,0,0,2,-1
137821,1,0,5,-1
137822,0,0,5,-1
137823,1,0,6,-1
137824,0,0,6,-1
137825,1,0,8,-1
137826,0,0,8,-1
137828,1,0,10,-1
137829,0,0,10,-1
137830,1,0,11,-1
137831,0,0,11,-1
137832,1,0,3,-1
137833,0,0,3,-1
137834,1,0,7,-1
137835,0,0,7,-1
137836,1,0,9,-1
137837,0,0,9,-1
137838,1,0,1,-1
137839,0,0,1,-1
137840,1,0,4,-1
137841,0,0,4,-1
137842,1,0,2,-1
137843,0,0,2,-1
137844,1,0,5,-1
137845,0,0,5,-1
137846,1,0,6,-1
137847,0,0,6,-1
137848,1,0,8,-1
137849,0,0,8,-1
137850,1,0,10,-1
137851,0,0,10,-1
137852,1,0,11,-1
137853,0,0,11,-1
137854,1,0,3,-1
137855,0,0,3,-1
137856,1,0,7,-1
137857,0,0,7,-1
137858,1,0,9,-1
137859,0,0,9,-1
137860,1,0,1,-1
137861,0,0,1,-1
137862,1,0,4,-1
137863,0,0,4,-1
137864,1,0,2,-1
137865,0,0,2,-1
137866,1,0,5,-1
137867,0,0,5,-1
137868,1,0,6,-1
137869,0,0,6,-1
137870,1,0,8,-1
137871,0,0,8,-1
137874,1,0,10,-1
137875,0,0,10,-1
137876,1,0,11,-1
137877,0,0,11,-1
137878,1,0,3,-1
137879,0,0,3,-1
137880,1,0,7,-1
137881,0,0,7,-1
137882,1,0,9,-1
137883,0,0,9,-1
137884,1,0,1,-1
137885,0,0,1,-1
137886,1,0,4,-1
137887,0,0,4,-1
137888,1,0,2,-1
137889,0,0,2,-1
137890,1,0,5,-1
137891,0,0,5,-1
137892,1,0,6,-1
137893,0,0,6,-1
137894,1,0,8,-1
137895,0,0,8,-1
137897,1,0,10,-1
137898,0,0,10,-1
137899,1,0,11,-1
137900,0,0,11,-1
137901,1,0,3,-1
137902,0,0,3,-1
137903,1,0,7,-1
137904,0,0,7,-1
137905,1,0,9,-1
137906,0,0,9,-1
137907,1,0,1,-1
137908,0,0,1,-1
137909,1,0,4,-1
137910,0,0,4,-1
137911,1,0,2,-1
137912,0,0,2,-1
137913,1,0,5,-1
137914,0,0,5,-1
137915,1,0,6,-1
137916,0,0,6,-1
137917,1,0,8,-1
137918,0,0,8,-1
137921,1,0,10,-1
137922,0,0,10,-1
137923,1,0,11,-1
137924,0,0,11,-1
137925,1,0,3,-1
137926,0,0,3,-1
137927,1,0,7,-1
137928,0,0,7,-1
137929,1,0,9,-1
137930,0,0,9,-1
137931,1,0,1,-1
137932,0,0,1,-1
137933,1,0,4,-1
137934,0,0,4,-1
137935,1,0,2,-1
137936,0,0,2,-1
137937,1,0,5,-1
137938,0,0,5,-1
137939,1,0,6,-1
137940,0,0,6,-1
137941,1,0,8,-1
137942,0,0,8,-1
137946,1,0,10,-1
137947,0,0,10,-1
137948,1,0,11,-1
137949,0,0,11,-1
137950,1,0,3,-1
137951,0,0,3,-1
137952,1,0,7,-1
137953,0,0,7,-1
137954,1,0,9,-1
137955,0,0,9,-1
137956,1,0,1,-1
137957,0,0,1,-1
137958,1,0,4,-1
137959,0,0,4,-1
137960,1,0,2,-1
137961,0,0,2,-1
137962,1,0,5,-1
137963,0,0,5,-1
137964,1,0,6,-1
137965,0,0,6,-1
137966,1,0,8,-1
137967,0,0,8,-1
137968,1,0,10,-1
137969,0,0,10,-1
137970,1,0,11,-1
137971,0,0,11,-1
137972,1,0,3,-1
137973,0,0,3,-1
137974,1,0,7,-1
137975,0,0,7,-1
137976,1,0,9,-1
137977,0,0,9,-1
137978,1,0,1,-1
137979,0,0,1,-1
137980,1,0,4,-1
137981,0,0,4,-1
137982,1,0,2,-1
137983,0,0,2,-1
137984,1,0,5,-1
137985,0,0,5,-1
137986,1,0,6,-1
137987,0,0,6,-1
137988,1,0,8,-1
137989,0,0,8,-1
137996,0,0,10,-1
137998,1,0,10,-1
137999,0,0,10,-1
138000,1,0,11,-1
138001,0,0,11,-1
138002,1,0,3,-1
138003,0,0,3,-1
138004,1,0,7,-1
138005,0,0,7,-1
138006,0,0,9,-1
138007,1,0,1,-1
138008,0,0,1,-1
138009,1,0,4,-1
138010,0,0,4,-1
138011,1,0,2,-1
138012,0,0,2,-1
138013,1,0,5,-1
138014,0,0,5,-1
138015,1,0,6,-1
138016,0,0,6,-1
138017,1,0,8,-1
138018,0,0,8,-1
138028,1,0,10,-1
138029,0,0,10,-1
138030,1,0,11,-1
138031,0,0,11,-1
138032,1,0,3,-1
138033,0,0,3,-1
138034,1,0,7,-1
138035,0,0,7,-1
138036,1,0,9,-1
138037,0,0,9,-1
138038,1,0,1,-1
138039,0,0,1,-1
138040,1,0,4,-1
138041,0,0,4,-1
138042,1,0,2,-1
138043,0,0,2,-1
138044,1,0,5,-1
138045,0,0,5,-1
138046,1,0,6,-1
138047,0,0,6,-1
138048,1,0,8,-1
138049,0,0,8,-1
138051,1,0,10,-1
138052,0,0,10,-1
138053,1,0,11,-1
138054,0,0,11,-1
138055,1,0,3,-1
138056,0,0,3,-1
138057,1,0,7,-1
138058,0,0,7,-1
138059,1,0,9,-1
138060,0,0,9,-1
138061,1,0,1,-1
138062,0,0,1,-1
138063,1,0,4,-1
138064,0,0,4,-1
138065,1,0,2,-1
138066,0,0,2,-1
138067,1,0,5,-1
138068,0,0,5,-1
138069,1,0,6,-1
138070,0,0,6,-1
138071,1,0,8,-1
138072,0,0,8,-1
138075,1,0,3,-1
138076,0,0,3,-1
138078,1,0,10,-1
138079,0,0,10,-1
138080,1,0,11,-1
138081,0,0,11,-1
138082,1,0,3,-1
138083,0,0,3,-1
138084,1,0,7,-1
138085,0,0,7,-1
138086,1,0,9,-1
138087,0,0,9,-1
138088,1,0,1,-1
138089,0,0,1,-1
138090,1,0,4,-1
138091,0,0,4,-1
138092,1,0,2,-1
138093,0,0,2,-1
138094,1,0,5,-1
138095,0,0,5,-1
138096,1,0,6,-1
138097,0,0,6,-1
138098,1,0,8,-1
138099,0,0,8,-1
138104,1,0,10,-1
138105,0,0,10,-1
138106,1,0,11,-1
138107,0,0,11,-1
138108,1,0,3,-1
138109,0,0,3,-1
138110,1,0,7,-1
138111,0,0,7,-1
138112,1,0,9,-1
138113,0,0,9,-1
138114,1,0,1,-1
138115,0,0,1,-1
138116,1,0,4,-1
138117,0,0,4,-1
138118,1,0,2,-1
138119,0,0,2,-1
138120,1,0,5,-1
138121,0,0,5,-1
138122,1,0,6,-1
138123,0,0,6,-1
138124,1,0,8,-1
138125,0,0,8,-1
138137,1,0,10,-1
138138,0,0,10,-1
138139,1,0,11,-1
138140,0,0,11,-1
138141,1,0,3,-1
138142,0,0,3,-1
138143,1,0,7,-1
138144,0,0,7,-1
138145,1,0,9,-1
138146,0,0,9,-1
138147,1,0,1,-1
138148,0,0,1,-1
138149,1,0,4,-1
138150,0,0,4,-1
138151,1,0,2,-1
138152,0,0,2,-1
138153,1,0,5,-1
138154,0,0,5,-1
138155,1,0,6,-1
138156,0,0,6,-1
138157,1,0,8,-1
138158,0,0,8,-1
138167,1,0,10,-1
138168,0,0,10,-1
138169,1,0,11,-1
138170,0,0,11,-1
138171,1,0,3,-1
138172,0,0,3,-1
138173,1,0,7,-1
138174,0,0,7,-1
138175,1,0,9,-1
138176,0,0,9,-1
138177,1,0,1,-1
138178,0,0,1,-1
138179,1,0,4,-1
138180,0,0,4,-1
138181,1,0,2,-1
138182,0,0,2,-1
138183,1,0,5,-1
138184,0,0,5,-1
138185,1,0,6,-1
138186,0,0,6,-1
138187,1,0,8,-1
138188,0,0,8,-1
138194,1,0,10,-1
138195,0,0,10,-1
138196,1,0,11,-1
138197,0,0,11,-1
138198,1,0,3,-1
138199,0,0,3,-1
138200,1,0,7,-1
138201,0,0,7,-1
138202,1,0,9,-1
138203,0,0,9,-1
138204,1,0,1,-1
138205,0,0,1,-1
138206,1,0,4,-1
138207,0,0,4,-1
138208,1,0,2,-1
138209,0,0,2,-1
138210,1,0,5,-1
138211,0,0,5,-1
138212,1,0,6,-1
138213,0,0,6,-1
138214,1,0,8,-1
138215,0,0,8,-1
138223,1,0,10,-1
138224,0,0,10,-1
138225,1,0,11,-1
138226,0,0,11,-1
138227,1,0,3,-1
138228,0,0,3,-1
138229,1,0,7,-1
138230,0,0,7,-1
138231,1,0,9,-1
138232,0,0,9,-1
138233,1,0,1,-1
138234,0,0,1,-1
138235,1,0,4,-1
138236,0,0,4,-1
138237,1,0,2,-1
138238,0,0,2,-1
138239,1,0,5,-1
138240,0,0,5,-1
138241,1,0,6,-1
138242,0,0,6,-1
138243,1,0,8,-1
138244,0,0,8,-1
138248,1,0,10,-1
138249,0,0,10,-1
138250,1,0,11,-1
138251,0,0,11,-1
138252,1,0,3,-1
138253,0,0,3,-1
138254,1,0,7,-1
138255,0,0,7,-1
138256,1,0,9,-1
138257,0,0,9,-1
138258,1,0,1,-1
138259,0,0,1,-1
138260,1,0,4,-1
138261,0,0,4,-1
138262,1,0,2,-1
138263,0,0,2,-1
138264,1,0,5,-1
138265,0,0,5,-1
138266,1,0,6,-1
138267,0,0,6,-1
138268,1,0,8,-1
138269,0,0,8,-1
138279,1,0,10,-1
138280,0,0,10,-1
138281,1,0,11,-1
138282,0,0,11,-1
138283,1,0,3,-1
138284,0,0,3,-1
138286,1,0,7,-1
138287,0,0,7,-1
138288,1,0,9,-1
138289,0,0,9,-1
138290,1,0,1,-1
138291,0,0,1,-1
138292,1,0,4,-1
138293,0,0,4,-1
138294,1,0,2,-1
138295,0,0,2,-1
138296,1,0,5,-1
138297,0,0,5,-1
138298,1,0,6,-1
138299,0,0,6,-1
138300,1,0,8,-1
138301,0,0,8,-1
138302,1,0,10,-1
138303,0,0,10,-1
138304,1,0,11,-1
138305,0,0,11,-1
138306,1,0,3,-1
138307,0,0,3,-1
138308,1,0,7,-1
138309,0,0,7,-1
138310,1,0,9,-1
138311,1,0,1,-1
138312,0,0,1,-1
138313,1,0,4,-1
138314,0,0,4,-1
138315,1,0,2,-1
138316,0,0,2,-1
138317,1,0,5,-1
138318,0,0,5,-1
138319,1,0,6,-1
138320,0,0,6,-1
138321,1,0,8,-1
138322,0,0,8,-1
138336,1,0,10,-1
138337,0,0,10,-1
138338,1,0,11,-1
138339,0,0,11,-1
138340,1,0,3,-1
138341,0,0,3,-1
138342,1,0,7,-1
138343,0,0,7,-1
138344,1,0,9,-1
138345,0,0,9,-1
138346,1,0,1,-1
138347,0,0,1,-1
138348,1,0,4,-1
138349,0,0,4,-1
138350,1,0,2,-1
138351,0,0,2,-1
138352,1,0,5,-1
138353,0,0,5,-1
138354,1,0,6,-1
138355,0,0,6,-1
138356,1,0,8,-1
138357,0,0,8,-1
138358,1,0,10,-1
138359,0,0,10,-1
138360,1,0,11,-1
138361,0,0,11,-1
138362,1,0,3,-1
138363,0,0,3,-1
138364,1,0,7,-1
138365,0,0,7,-1
138366,1,0,9,-1
138367,0,0,9,-1
138368,1,0,1,-1
138369,0,0,1,-1
138370,1,0,4,-1
138371,0,0,4,-1
138372,1,0,2,-1
138373,0,0,2,-1
138374,1,0,5,-1
138375,0,0,5,-1
138376,1,0,6,-1
138377,0,0,6,-1
138378,1,0,8,-1
138379,0,0,8,-1
138389,1,0,10,-1
138390,0,0,10,-1
138391,1,0,11,-1
138392,0,0,11,-1
138393,1,0,3,-1
138394,0,0,3,-1
138395,1,0,7,-1
138396,0,0,7,-1
138397,1,0,9,-1
138398,0,0,9,-1
138399,1,0,1,-1
138400,0,0,1,-1
138401,1,0,4,-1
138402,0,0,4,-1
138403,1,0,2,-1
138404,0,0,2,-1
138405,1,0,5,-1
138406,0,0,5,-1
138407,1,0,6,-1
138408,0,0,6,-1
138409,1,0,8,-1
138410,0,0,8,-1
138419,1,0,10,-1
138420,0,0,10,-1
138421,1,0,11,-1
138422,0,0,11,-1
138423,1,0,3,-1
138424,0,0,3,-1
138425,1,0,7,-1
138426,0,0,7,-1
138427,0,0,9,-1
138428,1,0,1,-1
138429,0,0,1,-1
138430,1,0,4,-1
138431,0,0,4,-1
138432,1,0,2,-1
138433,0,0,2,-1
138435,1,0,5,-1
138436,0,0,5,-1
138437,1,0,6,-1
138438,0,0,6,-1
138439,1,0,8,-1
138440,0,0,8,-1
138445,1,0,10,-1
138446,0,0,10,-1
138447,1,0,11,-1
138448,0,0,11,-1
138449,1,0,3,-1
138450,0,0,3,-1
138451,1,0,7,-1
138452,0,0,7,-1
138453,1,0,9,-1
138454,0,0,9,-1
138455,1,0,1,-1
138456,0,0,1,-1
138457,1,0,4,-1
138458,0,0,4,-1
138459,1,0,2,-1
138460,0,0,2,-1
138461,1,0,5,-1
138462,0,0,5,-1
138463,1,0,6,-1
138464,0,0,6,-1
138465,1,0,8,-1
138466,0,0,8,-1
138471,1,0,10,-1
138472,0,0,10,-1
138473,1,0,11,-1
138474,0,0,11,-1
138475,1,0,3,-1
138476,0,0,3,-1
138477,1,0,7,-1
138478,0,0,7,-1
138479,1,0,9,-1
138480,0,0,9,-1
138481,1,0,1,-1
138482,0,0,1,-1
138483,1,0,4,-1
138484,0,0,4,-1
138485,1,0,2,-1
138486,0,0,2,-1
138487,1,0,5,-1
138488,0,0,5,-1
138489,1,0,6,-1
138490,0,0,6,-1
138491,1,0,8,-1
138492,0,0,8,-1
138498,1,0,10,-1
138499,0,0,10,-1
138500,1,0,11,-1
138501,0,0,11,-1
138502,1,0,3,-1
138503,0,0,3,-1
138504,1,0,7,-1
138505,0,0,7,-1
138506,1,0,9,-1
138507,0,0,9,-1
138508,1,0,1,-1
138509,0,0,1,-1
138510,1,0,4,-1
138511,0,0,4,-1
138512,1,0,2,-1
138513,0,0,2,-1
138514,1,0,5,-1
138515,0,0,5,-1
138516,1,0,6,-1
138517,0,0,6,-1
138518,1,0,8,-1
138519,0,0,8,-1
138524,1,0,10,-1
138525,0,0,10,-1
138526,1,0,11,-1
138527,0,0,11,-1
138528,1,0,3,-1
138529,0,0,3,-1
138530,1,0,7,-1
138531,0,0,7,-1
138532,1,0,1,-1
138533,0,0,1,-1
138534,1,0,4,-1
138535,0,0,4,-1
138536,1,0,2,-1
138537,0,0,2,-1
138538,1,0,5,-1
138539,0,0,5,-1
138540,1,0,6,-1
138541,0,0,6,-1
138542,1,0,8,-1
138543,0,0,8,-1
138545,1,0,10,-1
138546,0,0,10,-1
138547,1,0,11,-1
138548,0,0,11,-1
138549,1,0,3,-1
138550,0,0,3,-1
138551,1,0,7,-1
138552,0,0,7,-1
138553,1,0,1,-1
138554,0,0,1,-1
138555,1,0,4,-1
138556,0,0,4,-1
138557,1,0,2,-1
138558,0,0,2,-1
138559,1,0,5,-1
138560,0,0,5,-1
138561,1,0,6,-1
138562,0,0,6,-1
138563,1,0,8,-1
138564,0,0,8,-1
138568,1,0,10,-1
138569,0,0,10,-1
138570,1,0,11,-1
138571,0,0,11,-1
138572,1,0,3,-1
138573,0,0,3,-1
138574,1,0,7,-1
138575,0,0,7,-1
138576,1,0,9,-1
138577,0,0,9,-1
138578,1,0,1,-1
138579,0,0,1,-1
138580,1,0,4,-1
138581,0,0,4,-1
138582,1,0,2,-1
138583,0,0,2,-1
138584,1,0,5,-1
138585,0,0,5,-1
138586,1,0,6,-1
138587,0,0,6,-1
138588,1,0,8,-1
138589,0,0,8,-1
138595,1,0,10,-1
138596,0,0,10,-1
138597,1,0,11,-1
138598,0,0,11,-1
138599,1,0,3,-1
138600,0,0,3,-1
138601,1,0,7,-1
138602,0,0,7,-1
138603,1,0,1,-1
138604,0,0,1,-1
138605,1,0,4,-1
138606,0,0,4,-1
138607,1,0,2,-1
138608,0,0,2,-1
138609,1,0,5,-1
138610,0,0,5,-1
138611,1,0,6,-1
138612,0,0,6,-1
138613,1,0,8,-1
138614,0,0,8,-1
138618,1,0,10,-1
138619,0,0,10,-1
138620,1,0,11,-1
138621,0,0,11,-1
138622,1,0,3,-1
138623,0,0,3,-1
138624,1,0,7,-1
138625,0,0,7,-1
138626,1,0,9,-1
138627,0,0,9,-1
138628,1,0,1,-1
138629,0,0,1,-1
138630,1,0,4,-1
138631,0,0,4,-1
138632,1,0,2,-1
138633,0,0,2,-1
138634,1,0,5,-1
138635,0,0,5,-1
138636,1,0,6,-1
138637,0,0,6,-1
138638,1,0,8,-1
138639,0,0,8,-1
138642,1,0,10,-1
138643,1,0,11,-1
138644,0,0,11,-1
138645,1,0,9,-1
138646,1,0,10,-1
138647,0,0,10,-1
138648,1,0,11,-1
138649,0,0,11,-1
138650,1,0,3,-1
138651,0,0,3,-1
138652,1,0,7,-1
138653,0,0,7,-1
138654,1,0,9,-1
138655,0,0,9,-1
138656,1,0,1,-1
138657,0,0,1,-1
138658,1,0,4,-1
138659,0,0,4,-1
138660,1,0,2,-1
138661,0,0,2,-1
138662,1,0,5,-1
138663,0,0,5,-1
138664,1,0,6,-1
138665,0,0,6,-1
138666,1,0,8,-1
138667,0,0,8,-1
138670,1,0,10,-1
138671,0,0,10,-1
138672,1,0,11,-1
138673,0,0,11,-1
138674,1,0,3,-1
138675,0,0,3,-1
138676,1,0,7,-1
138677,0,0,7,-1
138678,1,0,9,-1
138679,0,0,9,-1
138680,1,0,1,-1
138681,0,0,1,-1
138682,1,0,4,-1
138683,0,0,4,-1
138684,1,0,2,-1
138685,0,0,2,-1
138686,1,0,5,-1
138687,0,0,5,-1
138688,1,0,6,-1
138689,0,0,6,-1
138690,1,0,8,-1
138691,0,0,8,-1
138695,1,0,10,-1
138696,0,0,10,-1
138697,1,0,11,-1
138698,0,0,11,-1
138699,1,0,3,-1
138700,0,0,3,-1
138701,1,0,7,-1
138702,0,0,7,-1
138703,1,0,9,-1
138704,1,0,1,-1
138705,0,0,1,-1
138706,1,0,4,-1
138707,0,0,4,-1
138708,1,0,2,-1
138709,0,0,2,-1
138710,1,0,5,-1
138711,0,0,5,-1
138712,1,0,6,-1
138713,0,0,6,-1
138714,1,0,8,-1
138715,0,0,8,-1
138720,1,0,10,-1
138721,0,0,10,-1
138722,1,0,11,-1
138723,0,0,11,-1
138724,1,0,3,-1
138725,0,0,3,-1
138726,1,0,7,-1
138727,0,0,7,-1
138728,1,0,9,-1
138729,0,0,9,-1
138730,1,0,1,-1
138731,0,0,1,-1
138732,1,0,4,-1
138733,0,0,4,-1
138734,1,0,2,-1
138735,0,0,2,-1
138736,1,0,5,-1
138737,0,0,5,-1
138738,1,0,6,-1
138739,0,0,6,-1
138740,1,0,8,-1
138741,0,0,8,-1
138746,1,0,10,-1
138747,0,0,10,-1
138748,1,0,11,-1
138749,0,0,11,-1
138750,1,0,3,-1
138751,0,0,3,-1
138752,1,0,7,-1
138753,0,0,7,-1
138754,1,0,9,-1
138755,0,0,9,-1
138756,1,0,1,-1
138757,0,0,1,-1
138758,1,0,4,-1
138759,0,0,4,-1
138760,1,0,2,-1
138761,0,0,2,-1
138762,1,0,5,-1
138763,0,0,5,-1
138764,1,0,6,-1
138765,0,0,6,-1
138766,1,0,8,-1
138767,0,0,8,-1
138769,1,0,10,-1
138770,0,0,10,-1
138771,1,0,11,-1
138772,0,0,11,-1
138773,1,0,3,-1
138774,0,0,3,-1
138775,1,0,7,-1
138776,0,0,7,-1
138777,1,0,1,-1
138778,0,0,1,-1
138779,1,0,4,-1
138780,0,0,4,-1
138781,1,0,2,-1
138782,0,0,2,-1
138783,1,0,5,-1
138784,0,0,5,-1
138785,1,0,6,-1
138786,0,0,6,-1
138787,1,0,8,-1
138788,0,0,8,-1
138791,1,0,10,-1
138792,0,0,10,-1
138793,1,0,11,-1
138794,0,0,11,-1
138795,1,0,3,-1
138796,0,0,3,-1
138797,1,0,7,-1
138798,0,0,7,-1
138799,1,0,9,-1
138800,0,0,9,-1
138801,1,0,1,-1
138802,0,0,1,-1
138803,1,0,4,-1
138804,0,0,4,-1
138805,1,0,2,-1
138806,0,0,2,-1
138807,1,0,5,-1
138808,0,0,5,-1
138809,1,0,6,-1
138810,0,0,6,-1
138811,1,0,8,-1
138812,0,0,8,-1
138816,1,0,10,-1
138817,0,0,10,-1
138818,1,0,11,-1
138819,0,0,11,-1
138820,1,0,3,-1
138821,0,0,3,-1
138822,1,0,7,-1
138823,0,0,7,-1
138824,1,0,9,-1
138825,0,0,9,-1
138826,1,0,1,-1
138827,0,0,1,-1
138828,1,0,4,-1
138829,0,0,4,-1
138830,1,0,2,-1
138831,0,0,2,-1
138832,1,0,5,-1
138833,0,0,5,-1
138834,1,0,6,-1
138835,0,0,6,-1
138836,1,0,8,-1
138837,0,0,8,-1
138842,1,0,10,-1
