AreaName_lang,ID,WMOID,NameSetID,WMOGroupID,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,UwAmbience,ZoneMusic,UwZoneMusic,IntroSound,UwIntroSound,AreaTableID,Flags
,11650,629,0,106,0,0,0,675,0,0,0,0,0,0
,11651,629,0,107,75,0,34,675,0,0,0,0,0,0
,11652,629,0,108,75,0,34,675,0,0,0,0,0,0
,11653,629,0,109,75,0,34,675,0,0,0,0,0,0
,11654,629,0,110,75,0,34,675,0,0,0,0,0,0
,11655,629,0,111,75,0,34,675,0,0,0,0,0,0
,11656,262,0,-1,0,11,0,675,0,0,0,0,0,0
,11657,262,0,112,0,0,0,675,0,0,0,0,0,0
,11658,883,0,-1,0,11,0,675,0,0,0,0,0,0
,11659,883,0,113,0,0,0,675,0,0,0,0,0,0
,11660,570,0,-1,0,11,0,675,0,0,0,0,0,0
,11661,570,0,114,0,0,0,675,0,0,0,0,0,0
,11663,752,0,-1,75,11,0,675,0,0,0,0,0,0
,11664,752,0,116,0,0,0,675,0,0,0,0,0,0
,11665,752,0,117,75,0,50,675,0,0,0,0,0,0
,11666,752,0,118,75,0,50,675,0,0,0,0,0,0
,11667,752,0,119,75,0,50,675,0,0,0,0,0,0
,11670,752,0,122,75,0,50,675,0,0,0,0,0,0
,11673,752,0,125,75,0,50,675,0,0,0,0,0,0
,11677,211,0,-1,75,11,374,675,8,0,0,0,0,0
,11678,211,0,129,0,0,0,675,0,0,0,0,0,0
,11679,211,0,130,0,0,0,675,0,0,0,0,0,0
,11680,211,0,131,0,0,0,675,0,0,0,0,0,0
,11681,211,0,132,0,0,0,675,0,0,0,0,0,0
,11682,211,0,133,0,0,0,675,0,0,0,0,0,0
,11683,211,0,134,0,0,0,675,0,0,0,0,0,0
,11684,211,0,135,0,0,0,675,0,0,0,0,0,0
,11685,211,0,136,0,0,0,675,0,0,0,0,0,0
,11686,211,0,137,0,0,0,675,0,0,0,0,0,0
,11687,211,0,138,0,0,0,675,0,0,0,0,0,0
,11688,211,0,139,75,0,34,675,0,0,0,0,0,0
,11689,211,0,140,0,0,0,675,0,0,0,0,0,0
,11690,211,0,141,0,0,0,675,0,0,0,0,0,0
,11691,933,0,-1,0,11,0,675,0,0,0,0,0,0
,11692,933,0,142,0,0,0,675,0,0,0,0,0,0
,11693,936,0,-1,0,11,0,675,0,0,0,0,0,0
,11694,936,0,143,0,0,0,675,0,0,0,0,0,0
,11695,1162,0,-1,0,11,0,675,0,0,0,0,0,0
,11696,1162,0,144,0,0,0,675,0,0,0,0,0,0
,11697,1161,0,-1,0,11,0,675,0,0,0,0,0,0
,11698,1161,0,145,75,0,26,675,0,0,0,0,0,0
,11699,1160,0,-1,0,11,0,675,0,0,0,0,0,0
,11700,1160,0,146,0,0,0,675,0,0,0,0,0,0
,11701,1159,0,-1,0,11,0,675,0,0,0,0,0,0
,11702,1159,0,147,0,0,0,675,0,0,0,0,0,0
,11703,1158,0,-1,0,11,0,675,0,0,0,0,0,0
,11705,1156,0,-1,0,11,0,675,0,0,0,0,0,0
,11706,1156,0,149,0,0,0,675,0,0,0,0,0,0
,11707,1155,0,-1,0,11,0,675,0,0,0,0,0,0
,11708,1155,0,150,0,0,0,675,0,0,0,0,0,0
,11709,1184,0,-1,75,11,50,675,204,0,0,0,0,0
,11710,1184,0,151,0,0,0,675,0,0,0,0,0,0
,11711,1184,0,152,0,0,0,675,0,0,0,0,0,0
,11712,1184,0,153,0,0,0,675,0,0,0,0,0,0
,11713,1181,0,-1,0,11,0,675,0,0,0,0,0,0
,11714,1181,0,154,0,0,50,675,0,0,0,0,0,0
The Deadmines,11715,499,0,-1,75,11,56,675,947,0,101,0,0,0
,11716,499,0,155,0,0,0,675,0,0,0,0,0,0
,11717,499,0,156,0,0,0,675,0,0,0,0,0,0
,11718,499,0,157,0,0,0,675,0,0,0,0,0,0
,11719,499,0,158,0,0,0,675,0,0,0,0,0,0
,11720,499,0,159,0,0,0,675,0,0,0,0,0,0
,11721,499,0,160,0,0,0,675,0,0,0,0,0,0
,11722,499,0,161,0,0,0,675,0,0,0,0,0,0
,11723,499,0,162,0,0,0,675,0,0,0,0,0,0
,11724,499,0,163,0,0,0,675,0,0,0,0,0,0
,11725,499,0,164,0,0,0,675,0,0,0,0,0,0
,11726,499,0,165,0,0,0,675,0,0,0,0,0,0
,11727,499,0,166,0,0,0,675,0,0,0,0,0,0
,11728,499,0,167,0,0,0,675,0,0,0,0,0,0
,11729,499,0,168,0,0,0,675,0,0,0,0,0,0
,11730,499,0,169,0,0,0,675,0,0,0,0,0,0
,11731,499,0,170,0,0,0,675,0,0,0,0,0,0
,11732,499,0,171,0,0,0,675,0,0,0,0,0,0
,11733,499,0,172,0,0,0,675,0,0,0,0,0,0
,11734,499,0,173,0,0,0,675,0,0,0,0,0,0
,11735,499,0,174,0,0,0,675,0,0,0,0,0,0
Defias Hideout,11736,499,0,175,0,0,0,675,0,0,0,0,0,0
Defias Hideout,11737,499,0,176,0,0,0,675,0,0,0,0,0,0
Defias Hideout,11738,499,0,177,0,0,0,675,0,0,0,0,0,0
,11739,499,0,178,0,0,0,675,0,0,0,0,0,0
Defias Hideout,11740,499,0,179,0,0,0,675,0,0,0,0,0,0
Defias Hideout,11741,499,0,180,0,0,0,675,0,0,0,0,0,0
,11742,499,0,181,0,0,0,675,0,0,0,0,0,0
Defias Hideout,11743,499,0,182,0,0,0,675,0,0,0,0,0,0
,11744,499,0,183,0,0,0,675,0,0,0,0,0,0
,11745,499,0,184,0,0,0,675,0,0,0,0,0,0
,11746,499,0,185,0,0,0,675,0,0,0,0,0,0
,11747,499,0,186,0,0,0,675,947,0,0,0,0,0
,11748,499,0,187,0,0,0,675,947,0,0,0,0,0
,11749,499,0,188,0,0,0,675,947,0,0,0,0,0
,11750,499,0,189,0,0,0,675,947,0,0,0,0,0
,11751,499,0,190,0,0,0,675,947,0,0,0,0,0
,11752,499,0,191,0,0,0,675,0,0,0,0,0,0
,11753,499,0,192,0,0,0,675,0,0,0,0,0,0
The Deadmines,11754,500,0,-1,75,11,56,675,947,0,101,0,1581,0
,11755,500,0,193,0,0,0,675,0,0,0,0,1581,0
,11756,500,0,194,0,0,0,675,0,0,0,0,1581,0
,11757,500,0,195,0,0,0,675,0,0,0,0,1581,0
,11758,500,0,196,0,0,0,675,0,0,0,0,1581,0
,11759,500,0,197,0,0,0,675,0,0,0,0,1581,0
,11760,500,0,198,0,0,0,675,0,0,0,0,1581,0
,11761,500,0,199,0,0,0,675,0,0,0,0,1581,0
,11762,500,0,200,0,0,0,675,0,0,0,0,1581,0
,11763,500,0,201,0,0,0,675,0,0,0,0,1581,0
,11764,500,0,202,0,0,0,675,0,0,0,0,1581,0
,11765,500,0,203,0,0,0,675,219,0,0,0,1581,0
,11766,500,0,204,0,0,0,675,0,0,0,0,1581,0
,11767,500,0,205,0,0,0,675,0,0,0,0,1581,0
,11768,500,0,206,0,0,0,675,0,0,0,0,1581,0
,11769,500,0,207,0,0,0,675,0,0,0,0,1581,0
,11770,500,0,208,0,0,0,675,0,0,0,0,1581,0
,11771,500,0,209,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11772,500,0,210,0,0,52,675,947,0,0,0,1581,0
,11773,500,0,211,0,0,0,675,0,0,0,0,1581,0
,11774,500,0,212,0,0,0,675,0,0,0,0,1581,0
,11775,500,0,213,0,0,0,675,0,0,0,0,1581,0
Goblin Foundry,11776,500,0,214,0,0,0,675,947,0,0,0,1581,0
Ironclad Cove,11778,500,0,216,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11779,500,0,217,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11780,500,0,218,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11781,500,0,219,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11783,500,0,221,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11786,500,0,224,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11787,500,0,225,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11788,500,0,226,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11789,500,0,227,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11790,500,0,228,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11795,500,0,233,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11798,500,0,236,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11801,500,0,239,0,0,0,675,0,0,0,0,1581,0
,11802,500,0,240,0,0,0,675,0,0,0,0,1581,0
,11803,500,0,241,0,0,0,675,0,0,0,0,1581,0
,11804,500,0,242,0,0,0,675,0,0,0,0,1581,0
,11805,500,0,243,0,0,0,675,0,0,0,0,1581,0
,11806,500,0,244,0,0,0,675,0,0,0,0,1581,0
Ironclad Cove,11807,500,0,245,0,0,0,675,0,0,0,0,1581,0
Mast Room,11808,500,0,246,0,0,0,675,14,0,0,0,1581,0
The Deadmines,11809,501,0,-1,75,11,56,675,947,0,101,0,1581,0
,11810,501,0,247,0,0,0,675,0,0,0,0,1581,0
,11811,501,0,248,0,0,0,675,0,0,0,0,1581,0
,11812,501,0,249,0,0,0,675,0,0,0,0,1581,0
,11813,501,0,250,0,0,0,675,0,0,0,0,1581,0
,11814,501,0,251,0,0,0,675,0,0,0,0,1581,0
,11815,501,0,252,0,0,0,675,0,0,0,0,1581,0
,11816,501,0,253,0,0,0,675,0,0,0,0,1581,0
,11817,501,0,254,0,0,0,675,0,0,0,0,1581,0
,11818,501,0,255,0,0,0,675,0,0,0,0,1581,4
,11819,814,0,-1,75,11,56,675,947,0,101,0,0,0
,11820,814,0,256,0,0,0,675,0,0,0,0,0,0
,11821,814,0,257,0,0,0,675,0,0,0,0,0,0
,11822,814,0,258,0,0,0,675,0,0,0,0,0,0
,11823,814,0,259,0,0,0,675,0,0,325,0,0,0
,11824,814,0,260,0,0,0,675,0,0,325,0,0,0
,11825,814,0,261,0,0,0,675,0,0,0,0,0,0
,11826,814,0,262,0,0,0,675,0,0,325,0,0,0
,11827,55,0,-1,0,11,50,675,204,0,0,0,0,0
,11828,55,0,263,0,0,0,675,0,0,0,0,0,0
,11829,55,0,264,0,0,50,675,0,0,0,0,0,0
,11830,55,0,265,0,0,50,675,0,0,0,0,0,0
,11831,833,0,-1,75,11,34,675,2,0,0,0,0,0
,11832,833,0,266,0,0,0,675,0,0,0,0,0,0
,11833,833,0,267,75,0,34,675,0,0,0,0,0,0
,11834,833,0,268,75,0,34,675,0,0,0,0,0,0
,11835,833,0,269,75,0,34,675,0,0,0,0,0,0
,11836,833,0,270,75,0,34,675,0,0,0,0,0,0
,11837,833,0,271,75,0,34,675,0,0,0,0,0,0
,11838,833,0,272,75,0,34,675,0,0,0,0,0,0
,11839,833,0,273,75,0,34,675,0,0,0,0,0,0
,11841,833,0,275,75,0,34,675,0,0,0,0,0,0
,11842,833,0,276,75,0,34,675,0,0,0,0,0,0
,11844,833,0,278,75,0,34,675,0,0,0,0,0,0
,11845,833,0,279,75,0,34,675,0,0,0,0,0,0
,11846,833,0,280,75,0,34,675,0,0,0,0,0,0
,11847,833,0,281,75,0,34,675,0,0,0,0,0,0
,11848,833,0,282,75,0,34,675,0,0,0,0,0,0
,11849,833,0,283,75,0,34,675,0,0,0,0,0,0
,11850,833,0,284,75,0,34,675,0,0,0,0,0,0
,11851,833,0,285,75,0,34,675,0,0,0,0,0,0
,11852,833,0,286,75,0,34,675,0,0,0,0,0,0
,11853,833,0,287,75,0,34,675,0,0,0,0,0,0
,11854,833,0,288,75,0,34,675,0,0,0,0,0,0
,11855,833,0,289,75,0,34,675,0,0,0,0,0,0
,11856,833,0,290,75,0,34,675,0,0,0,0,0,0
,11857,833,0,291,75,0,34,675,0,0,0,0,0,0
,11858,833,0,292,75,0,34,675,0,0,0,0,0,0
,11860,833,0,294,75,0,34,675,0,0,0,0,0,0
,11861,833,0,295,75,0,34,675,0,0,0,0,0,0
,11862,833,0,296,75,0,34,675,0,0,0,0,0,0
,11863,833,0,297,75,0,34,675,0,0,0,0,0,0
,11864,833,0,298,75,0,34,675,0,0,0,0,0,0
,11865,833,0,299,75,0,34,675,0,0,0,0,0,0
,11866,833,0,300,75,0,34,675,0,0,0,0,0,0
,11867,954,0,-1,75,11,34,675,194,0,0,0,0,0
,11868,954,0,301,0,0,0,675,0,0,0,0,0,0
,11869,954,0,302,75,0,0,675,0,0,0,0,0,0
,11870,954,0,303,75,0,0,675,0,0,0,0,0,0
,11871,954,0,304,0,0,0,675,0,0,0,0,0,0
,11872,954,0,305,75,0,0,675,0,0,0,0,0,0
,11873,954,0,306,0,0,0,675,0,0,0,0,0,0
,11874,954,0,307,0,0,0,675,0,0,0,0,0,0
,11875,954,0,308,75,0,0,675,0,0,0,0,0,0
,11876,954,0,309,75,0,0,675,0,0,0,0,0,0
,11877,954,0,310,75,0,0,675,0,0,0,0,0,0
,11878,954,0,311,0,0,0,675,0,0,0,0,0,0
,11879,954,0,312,0,0,0,675,0,0,0,0,0,0
,11880,825,0,-1,0,11,0,675,0,0,0,0,0,0
,11881,825,0,313,0,0,0,675,0,0,0,0,0,0
,11882,206,0,-1,0,11,0,675,0,0,0,0,0,0
,11883,206,0,314,0,0,0,675,0,0,0,0,0,0
,11884,206,0,315,0,0,0,675,0,0,0,0,0,0
,11885,206,0,316,0,0,0,675,0,0,0,0,0,0
,11886,726,0,-1,75,11,53,675,176,0,0,0,0,0
,11887,726,0,317,75,0,53,675,0,0,0,0,0,0
,11888,726,0,318,75,0,53,675,0,0,0,0,0,0
,11889,726,0,319,75,0,53,675,0,0,0,0,0,0
,11890,726,0,320,75,0,53,675,0,0,0,0,0,0
,11891,726,0,321,75,0,53,675,0,0,0,0,0,0
,11892,726,0,322,75,0,53,675,0,0,0,0,0,0
,11893,726,0,323,75,0,53,675,0,0,0,0,0,0
,11894,726,0,324,75,0,53,675,0,0,0,0,0,0
,11895,726,0,325,75,0,53,675,0,0,0,0,0,0
,11896,726,0,326,75,0,53,675,0,0,0,0,0,0
,11897,726,0,327,75,0,53,675,0,0,0,0,0,0
,11898,726,0,328,75,0,53,675,0,0,0,0,0,0
,11899,726,0,329,75,0,53,675,0,0,0,0,0,0
,11900,726,0,330,75,0,53,675,0,0,0,0,0,0
,11901,726,0,331,75,0,53,675,0,0,0,0,0,0
,11902,726,0,332,75,0,53,675,0,0,0,0,0,0
,11903,726,0,333,75,0,53,675,0,0,0,0,0,0
Blackfathom Deeps,11904,1204,0,-1,75,11,53,675,176,0,0,0,0,0
,11905,1204,0,334,0,0,0,675,0,0,0,0,0,0
,11906,1204,0,335,0,0,0,675,0,0,0,0,0,0
,11907,1204,0,336,0,0,0,675,0,0,0,0,0,0
,11908,1204,0,337,0,0,0,675,0,0,0,0,0,0
The Pool of Ask'ar,11909,1204,0,338,0,0,0,675,188,0,0,0,0,0
The Pool of Ask'ar,11910,1204,0,339,0,0,0,675,188,0,0,0,0,0
The Drowned Sacellum,11911,1204,0,340,0,0,0,675,0,0,0,0,0,0
The Drowned Sacellum,11912,1204,0,341,0,0,0,675,0,0,0,0,0,0
,11913,1204,0,342,0,0,0,675,0,0,0,0,0,0
,11914,1204,0,343,0,0,0,675,0,0,0,0,0,0
,11915,1204,0,344,0,0,0,675,0,0,0,0,0,0
,11916,1204,0,345,0,0,0,675,0,0,0,0,0,0
,11917,1204,0,346,0,0,0,675,0,0,0,0,0,0
,11918,1204,0,347,0,0,0,675,0,0,0,0,0,0
,11919,1204,0,348,0,0,0,675,0,0,0,0,0,0
,11920,1204,0,349,0,0,0,675,0,0,0,0,0,0
,11921,1204,0,350,0,0,0,675,0,0,0,0,0,0
,11922,1204,0,351,0,0,0,675,0,0,0,0,0,0
Moonshrine Ruins,11923,1204,0,352,0,0,0,675,227,0,0,0,0,0
Moonshrine Ruins,11924,1204,0,353,0,0,0,675,227,0,0,0,0,0
Moonshrine Sanctum,11925,1204,0,354,0,0,0,675,210,0,0,0,0,0
The Forgotten Pool,11926,1204,0,355,0,0,0,675,0,0,0,0,0,0
Aku'mai's Lair,11927,1204,0,356,0,0,0,675,219,0,0,0,0,0
,11928,1204,0,357,0,0,0,675,0,0,0,0,0,0
,11929,1204,0,358,0,0,0,675,0,0,0,0,0,0
,11930,864,0,-1,0,11,0,675,0,0,0,0,0,0
,11932,658,0,-1,0,11,0,675,0,0,0,0,2977,0
,11933,658,0,360,0,0,0,675,0,0,0,0,2977,4
,11934,658,0,361,75,0,50,675,0,0,0,0,2977,0
,11935,658,0,362,75,0,50,675,0,0,0,0,2977,0
,11936,658,0,363,75,0,50,675,0,0,0,0,2977,0
,11937,661,0,-1,0,11,0,675,0,0,0,0,0,0
,11938,661,0,364,0,0,0,675,0,0,0,0,0,0
,11939,663,0,-1,0,11,0,675,0,0,0,0,0,0
,11940,663,0,365,0,0,50,675,0,0,0,0,0,0
,11941,663,0,366,0,0,0,675,0,0,0,0,0,0
,11942,663,0,367,0,0,50,675,0,0,0,0,0,0
,11943,663,0,368,0,0,50,675,0,0,0,0,0,0
,11944,663,0,369,0,0,50,675,0,0,0,0,0,0
,11945,663,0,370,0,0,50,675,0,0,0,0,0,0
,11946,663,0,371,75,0,50,675,0,0,0,0,0,0
,11947,663,0,372,0,0,50,675,0,0,0,0,0,0
,11948,663,0,373,75,0,50,675,0,0,0,0,0,0
,11949,663,0,374,75,0,50,675,0,0,0,0,0,0
,11950,663,0,375,0,0,50,675,0,0,0,0,0,0
,11951,663,0,376,0,0,50,675,0,0,0,0,0,0
,11952,663,0,377,0,0,50,675,0,0,0,0,0,0
,11953,663,0,378,0,0,50,675,0,0,0,0,0,0
,11954,663,0,379,0,0,50,675,0,0,0,0,0,0
,11955,663,0,380,0,0,50,675,0,0,0,0,0,0
,11956,663,0,381,75,0,50,675,0,0,0,0,0,0
,11957,663,0,382,75,0,50,675,0,0,0,0,0,0
,11958,663,0,383,0,0,50,675,0,0,0,0,0,0
,11959,663,0,384,0,0,50,675,0,0,0,0,0,0
,11960,663,0,385,0,0,50,675,0,0,0,0,0,0
,11961,654,0,-1,0,11,0,675,0,0,0,0,0,0
,11962,654,0,386,0,0,0,675,0,0,0,0,0,0
,11963,654,0,387,0,0,50,675,0,0,0,0,0,4
,11964,654,0,388,75,0,50,675,0,0,0,0,0,4
,11965,654,0,389,75,0,50,675,0,0,0,0,0,4
,11966,666,0,-1,0,11,0,675,0,0,0,0,0,0
,11967,666,0,390,0,0,0,675,0,0,0,0,0,0
,11968,669,0,-1,75,11,50,675,204,0,0,0,0,0
,11969,669,0,391,0,0,50,675,0,0,0,0,0,0
,11970,669,0,392,0,0,0,675,0,0,0,0,0,0
,11971,669,0,393,0,0,0,675,0,0,0,0,0,0
,11972,669,0,394,0,0,0,675,0,0,0,0,0,0
,11973,669,0,395,0,0,0,675,0,0,0,0,0,0
,11974,672,0,-1,0,11,0,675,0,0,0,0,0,0
,11975,672,0,396,0,0,0,675,0,0,0,0,0,0
,11976,672,0,397,0,0,50,675,0,0,0,0,0,0
,11977,672,0,398,0,0,0,675,0,0,0,0,0,0
,11978,675,0,-1,0,11,50,675,204,0,0,0,0,0
,11979,675,0,399,75,0,50,675,0,0,0,0,0,0
,11980,675,0,400,0,0,0,675,0,0,0,0,0,0
,11981,678,0,-1,0,11,0,675,0,0,0,0,0,0
,11982,678,0,401,0,0,50,675,0,0,0,0,0,0
,11983,678,0,402,0,0,50,675,0,0,0,0,0,0
,11984,580,0,-1,0,11,0,675,3,0,0,0,0,0
,11985,580,0,403,0,0,50,675,0,0,0,0,0,0
,11986,580,0,404,0,0,50,675,0,0,0,0,0,0
,11987,580,0,405,0,0,50,675,0,0,0,0,0,0
,11988,580,0,406,0,0,50,675,0,0,0,0,0,0
,11989,580,0,407,0,0,50,675,3,0,0,0,0,0
,11990,580,0,408,0,0,50,675,3,0,0,0,0,0
,11991,580,0,409,0,0,50,675,3,0,0,0,0,0
,11992,580,0,410,0,0,50,675,0,0,0,0,0,0
,11993,580,0,411,0,0,0,675,0,0,0,0,0,0
,11994,580,0,412,0,0,50,675,0,0,0,0,0,0
,11995,580,0,413,0,0,50,675,0,0,0,0,0,0
,11996,580,0,414,0,0,50,675,0,0,0,0,0,0
,11997,580,0,415,0,0,50,675,0,0,0,0,0,0
,11998,580,0,416,0,0,50,675,0,0,0,0,0,0
,11999,580,0,417,0,0,0,675,0,0,0,0,0,0
,12000,580,0,418,0,0,50,675,0,0,0,0,0,0
,12001,580,0,419,0,0,50,675,0,0,0,0,0,0
The Old Port Authority,12004,580,0,422,75,0,50,675,0,0,0,0,0,0
The Old Port Authority,12005,580,0,423,75,0,50,675,0,0,0,0,0,0
The Old Port Authority,12006,580,0,424,75,0,50,675,0,0,0,0,0,0
,12007,580,0,425,0,0,0,675,0,0,0,0,0,0
,12008,580,0,426,75,0,379,675,0,0,0,0,0,4
,12009,580,0,427,75,0,379,675,0,0,0,0,0,4
,12010,580,0,428,0,0,0,675,0,0,0,0,0,0
The Salty Sailor Tavern,12011,580,0,429,0,0,170,675,361,0,0,0,0,0
The Salty Sailor Tavern,12012,580,0,430,0,0,170,675,361,0,0,0,0,0
The Salty Sailor Tavern,12013,580,0,431,0,0,170,675,361,0,0,0,0,0
The Salty Sailor Tavern,12014,580,0,432,0,0,170,675,361,0,0,0,0,0
The Salty Sailor Tavern,12015,580,0,433,0,0,170,675,361,0,0,0,0,0
,12018,580,0,436,0,0,0,675,0,0,0,0,0,0
,12019,580,0,437,0,0,50,675,0,0,0,0,0,0
,12020,580,0,438,0,0,50,675,0,0,0,0,0,0
,12021,580,0,439,0,0,50,675,0,0,0,0,0,0
,12022,580,0,440,0,0,50,675,0,0,0,0,0,0
,12023,580,0,441,0,0,50,675,0,0,0,0,0,0
,12024,580,0,442,0,0,50,675,0,0,0,0,0,0
,12025,580,0,443,0,0,50,675,0,0,0,0,0,0
,12026,580,0,444,0,0,50,675,0,0,0,0,0,0
,12027,580,0,445,0,0,50,675,0,0,0,0,0,0
,12029,580,0,447,0,0,0,675,0,0,0,0,0,0
The Salty Sailor Tavern,12030,580,0,448,0,0,170,675,361,0,0,0,0,0
,12031,580,0,449,0,0,0,675,0,0,0,0,0,0
,12032,580,0,450,0,0,0,675,0,0,0,0,0,0
,12033,1082,0,-1,0,11,0,675,0,0,0,0,0,0
,12034,1082,0,451,0,0,0,675,0,0,0,0,0,0
,12035,810,0,-1,0,11,50,675,3,0,0,0,0,0
,12036,810,0,452,0,0,50,675,0,0,0,0,0,0
,12037,810,0,453,0,0,50,675,0,0,0,0,0,0
,12038,810,0,454,0,0,50,675,0,0,0,0,0,0
,12040,811,0,-1,0,11,50,675,3,0,0,0,0,0
,12041,811,0,456,0,0,50,675,0,0,0,0,0,0
,12042,811,0,457,0,0,50,675,0,0,0,0,0,0
,12043,812,0,-1,0,11,0,675,0,0,0,0,0,0
,12044,812,0,458,0,0,50,675,0,0,0,0,0,0
,12045,1089,0,-1,0,11,629,675,0,0,0,0,0,0
,12046,1089,0,459,0,0,0,675,0,0,0,0,0,0
,12047,1089,0,460,0,0,0,675,0,0,0,0,0,0
,12048,802,0,-1,0,11,0,675,0,0,0,0,0,0
,12049,802,0,461,0,0,0,675,0,0,0,0,0,0
,12050,214,0,-1,0,11,0,675,0,0,0,0,0,0
,12051,214,0,462,0,0,0,675,0,0,0,0,0,0
,12052,1179,0,-1,0,11,0,675,0,0,0,0,0,0
,12053,1179,0,463,0,0,0,675,0,0,0,0,0,0
