Field_11_2_7_64044_000[0],Field_11_2_7_64044_000[1],Field_11_2_7_64044_000[2],ID,HouseExteriorWmoDataID
0,0,0,2607,55
0,0,0,2608,55
0,0,0,2609,55
0,0,0,2610,55
0,0,0,2611,55
0,0,0,2612,55
0,0,0,2613,55
0,0,0,2614,55
0,0,0,2615,55
0,0,0,2616,55
0,0,0,2617,55
0,0,0,2618,55
0,0,0,2619,55
0,0,0,2620,55
0,0,0,2621,55
0,0,0,2622,55
0,0,0,2623,55
0,0,0,2624,55
0,0,0,2625,55
0,0,0,2626,55
0,0,0,2627,55
0,0,0,2628,55
0,0,0,2629,55
0,0,0,2630,55
0,0,0,2631,55
0,0,0,2632,55
0,0,0,2633,55
0,0,0,2634,55
0,0,0,2635,55
0,0,0,2636,55
0,0,0,2637,55
0,0,0,2638,55
0,0,0,2639,55
0,0,0,2640,55
0,0,0,2641,55
0,0,0,2642,55
0,0,0,2643,55
0,0,0,2644,55
0,0,0,2645,55
0,0,0,2646,55
0,0,0,2647,55
0,0,0,2648,55
0,0,0,2649,55
0,0,0,2650,55
0,0,0,2651,55
0,0,0,2652,55
0,0,0,2653,55
0,0,0,2654,55
0,0,0,2655,55
0,0,0,2656,55
0,0,0,2657,55
0,0,0,2658,55
0,0,0,2659,55
0,0,0,2660,55
0,0,0,2661,55
0,0,0,2662,55
0,0,0,2663,55
0,0,0,2664,55
0,0,0,2665,55
0,0,0,2666,55
0,0,0,2667,55
0,0,0,2668,55
0,0,0,2669,55
0,0,0,2670,55
0,0,0,2671,55
0,0,0,2672,55
0,0,0,2673,55
0,0,0,2674,55
0,0,0,2675,55
0,0,0,2676,55
0,0,0,2677,55
0,0,0,2678,55
0,0,0,2679,55
0,0,0,2680,55
0,0,0,2681,55
0,0,0,2682,55
0,0,0,2683,55
0,0,0,2684,55
0,0,0,2685,55
0,0,0,2686,55
0,0,0,2687,55
0,0,0,2688,55
0,0,0,2689,55
0,0,0,2690,55
0,0,0,2691,55
0,0,0,2692,55
0,0,0,2693,55
0,0,0,2694,55
0,0,0,2695,55
0,0,0,2696,55
0,0,0,2697,55
0,0,0,2698,55
0,0,0,2699,55
0,0,0,2700,55
0,0,0,2701,55
0,0,0,2702,55
0,0,0,2703,55
0,0,0,2704,55
0,0,0,2705,55
0,0,0,2706,55
0,0,0,2707,55
0,0,0,2708,55
0,0,0,2709,55
0,0,0,2710,55
0,0,0,2711,55
0,0,0,2712,55
0,0,0,2713,55
0,0,0,2714,55
0,0,0,2715,55
0,0,0,2716,55
0,0,0,2717,55
0,0,0,2718,55
0,0,0,2719,55
0,0,0,2720,55
0,0,0,2721,55
0,0,0,2722,55
0,0,0,2723,55
0,0,0,2724,55
0,0,0,2725,55
0,0,0,2726,55
0,0,0,2727,55
0,0,0,2728,55
0,0,0,2729,55
0,0,0,2730,55
0,0,0,2731,55
0,0,0,2732,55
0,0,0,2733,55
0,0,0,2734,55
0,0,0,2735,55
0,0,0,2736,55
0,0,0,2737,55
0,0,0,2738,55
0,0,0,2739,55
0,0,0,2740,55
0,0,0,2741,55
0,0,0,2742,55
0,0,0,2743,55
0,0,0,2744,55
0,0,0,2745,55
0,0,0,2746,55
0,0,0,2747,55
0,0,0,2748,55
0,0,0,2749,55
0,0,0,2750,55
0,0,0,2751,55
0,0,0,2752,55
0,0,0,2753,55
0,0,0,2754,55
0,0,0,2755,55
0,0,0,2756,55
0,0,0,2757,55
0,0,0,2758,55
0,0,0,2759,55
0,0,0,2760,55
0,0,0,2761,55
0,0,0,2762,55
0,0,0,2763,55
0,0,0,2764,55
0,0,0,2765,55
0,0,0,2766,55
0,0,0,2767,55
0,0,0,2768,55
0,0,0,2769,55
0,0,0,2770,55
0,0,0,2771,55
0,0,0,2772,55
0,0,0,2773,55
0,0,0,2774,55
0,0,0,2775,55
0,0,0,2776,55
0,0,0,2777,55
0,0,0,2778,55
0,0,0,2779,55
0,0,0,2780,55
0,0,0,2781,55
0,0,0,2782,55
0,0,0,2783,55
0,0,0,2784,55
0,0,0,2785,55
0,0,0,2786,55
0,0,0,2787,55
0,0,0,2788,55
0,0,0,2789,55
0,0,0,2790,55
0,0,0,2791,55
0,0,0,2792,55
0,0,0,2793,55
0,0,0,2794,55
0,0,0,2795,55
0,0,0,2796,55
0,0,0,2797,55
0,0,0,2798,55
0,0,0,2799,55
0,0,0,2800,55
0,0,0,2801,55
0,0,0,2802,55
0,0,0,2803,55
0,0,0,2804,55
0,0,0,2805,55
0,0,0,2806,55
0,0,0,2807,55
0,0,0,2808,55
0,0,0,2809,55
0,0,0,2810,55
0,0,0,2811,55
0,0,0,2812,55
0,0,0,2813,55
0,0,0,2814,55
0,0,0,2815,55
0,0,0,2816,55
0,0,0,2817,55
0,0,0,2818,55
0,0,0,2819,55
0,0,0,2820,55
0,0,0,2821,55
0,0,0,2822,55
0,0,0,2823,55
0,0,0,2824,55
0,0,0,2825,55
0,0,0,2826,55
0,0,0,2827,55
0,0,0,2828,55
0,0,0,2829,55
0,0,0,2830,55
0,0,0,2831,55
0,0,0,2832,55
0,0,0,2833,55
0,0,0,2834,55
0,0,0,2835,55
0,0,0,2836,55
0,0,0,2837,55
0,0,0,2838,55
0,0,0,2839,55
0,0,0,2840,55
0,0,0,2841,55
0,0,0,2842,55
0,0,0,2843,55
0,0,0,2844,55
0,0,0,2845,55
0,0,0,2846,55
0,0,0,2847,55
0,0,0,2848,55
0,0,0,2849,55
0,0,0,2850,55
0,0,0,2851,55
0,0,0,2852,55
0,0,0,2853,55
0,0,0,2854,55
0,0,0,2855,55
0,0,0,2856,55
0,0,0,2857,55
0,0,0,2858,55
0,0,0,2859,55
0,0,0,2860,55
0,0,0,2861,55
0,0,0,2862,55
0,0,0,2863,55
0,0,0,2864,55
0,0,0,2865,55
0,0,0,2866,55
0,0,0,2867,55
0,0,0,2868,55
0,0,0,2869,55
0,0,0,2870,55
0,0,0,2871,55
0,0,0,2872,55
0,0,0,2873,55
0,0,0,2874,55
0,0,0,2875,55
0,0,0,2876,55
0,0,0,2877,55
0,0,0,2878,55
0,0,0,2879,55
0,0,0,2880,55
0,0,0,2881,55
0,0,0,2882,55
0,0,0,2883,55
0,0,0,2884,55
0,0,0,2885,55
0,0,0,2886,55
0,0,0,2887,55
0,0,0,2888,55
0,0,0,2889,55
0,0,0,2890,55
0,0,0,2891,55
0,0,0,2892,55
0,0,0,2893,55
0,0,0,2894,55
0,0,0,2895,55
0,0,0,2896,55
0,0,0,2897,55
0,0,0,2898,55
0,0,0,2899,55
0,0,0,2900,55
0,0,0,2901,55
0,0,0,2902,55
0,0,0,2903,55
0,0,0,2904,55
0,0,0,2905,55
0,0,0,2906,55
0,0,0,2907,55
0,0,0,2908,55
0,0,0,2909,55
0,0,0,2910,55
0,0,0,2911,55
0,0,0,2912,55
0,0,0,2913,55
0,0,0,2914,55
0,0,0,2915,55
0,0,0,2916,55
0,0,0,2917,55
0,0,0,2918,55
0,0,0,2919,55
0,0,0,2920,55
0,0,0,2921,55
0,0,0,2922,55
0,0,0,2923,55
0,0,0,2924,55
0,0,0,2925,55
0,0,0,2926,55
0,0,0,2927,55
0,0,0,2928,55
0,0,0,2929,55
0,0,0,2930,55
0,0,0,2931,55
0,0,0,2932,55
0,0,0,2933,55
0,0,0,2934,55
0,0,0,2935,55
0,0,0,2936,55
0,0,0,2937,55
0,0,0,2938,55
0,0,0,2939,55
0,0,0,2940,55
0,0,0,2941,55
0,0,0,2942,55
0,0,0,2943,55
0,0,0,2944,55
0,0,0,2945,55
0,0,0,2946,55
0,0,0,2947,55
0,0,0,2948,55
0,0,0,2949,55
0,0,0,2950,55
0,0,0,2951,55
0,0,0,2952,55
0,0,0,2953,55
0,0,0,2954,55
0,0,0,2955,55
0,0,0,2956,55
0,0,0,2957,55
0,0,0,2958,55
0,0,0,2959,55
0,0,0,2960,55
0,0,0,2961,55
0,0,0,2962,55
0,0,0,2963,55
0,0,0,2964,55
0,0,0,2965,55
0,0,0,2966,55
0,0,0,2967,55
0,0,0,2968,55
0,0,0,2969,55
0,0,0,2970,55
0,0,0,2971,55
0,0,0,2972,55
0,0,0,2973,55
0,0,0,2974,55
0,0,0,2975,55
0,0,0,2976,55
0,0,0,2977,55
0,0,0,2978,55
0,0,0,2979,55
0,0,0,2980,55
0,0,0,2981,55
0,0,0,2982,55
0,0,0,2983,55
0,0,0,2984,55
0,0,0,2985,55
0,0,0,2986,55
0,0,0,2987,55
0,0,0,2988,55
0,0,0,2989,55
0,0,0,2990,55
0,0,0,2991,55
0,0,0,2992,55
0,0,0,2993,55
0,0,0,2994,55
0,0,0,2995,55
0,0,0,2996,55
0,0,0,2997,55
0,0,0,2998,55
0,0,0,2999,55
0,0,0,3000,55
0,0,0,3001,55
0,0,0,3002,55
0,0,0,3003,55
0,0,0,3004,55
0,0,0,3005,55
0,0,0,3006,55
0,0,0,3007,55
0,0,0,3008,55
0,0,0,3009,55
0,0,0,3010,55
0,0,0,3011,55
0,0,0,3012,55
0,0,0,3013,55
0,0,0,3014,55
0,0,0,3015,55
0,0,0,3016,55
0,0,0,3017,55
0,0,0,3018,55
0,0,0,3019,55
0,0,0,3020,55
0,0,0,3021,55
0,0,0,3022,55
0,0,0,3023,55
0,0,0,3024,55
0,0,0,3025,55
0,0,0,3026,55
0,0,0,3027,55
0,0,0,3028,55
0,0,0,3029,55
0,0,0,3030,55
0,0,0,3031,55
0,0,0,3032,55
0,0,0,3033,55
0,0,0,3034,55
0,0,0,3035,55
0,0,0,3036,55
0,0,0,3037,55
0,0,0,3038,55
0,0,0,3039,55
0,0,0,3040,55
0,0,0,3041,55
0,0,0,3042,55
0,0,0,3043,55
0,0,0,3044,55
0,0,0,3045,55
0,0,0,3046,55
0,0,0,3047,55
0,0,0,3048,55
0,0,0,3049,55
0,0,0,3050,55
0,0,0,3051,55
0,0,0,3052,55
0,0,0,3053,55
0,0,0,3054,55
0,0,0,3055,55
0,0,0,3056,55
0,0,0,3057,55
0,0,0,3058,55
0,0,0,3059,55
0,0,0,3060,55
0,0,0,3061,55
0,0,0,3062,55
0,0,0,3063,55
0,0,0,3064,55
0,0,0,3065,55
0,0,0,3066,55
0,0,0,3067,55
0,0,0,3068,55
0,0,0,3069,55
0,0,0,3070,55
0,0,0,3071,55
0,0,0,3072,55
0,0,0,3073,55
0,0,0,3074,55
0,0,0,3075,55
0,0,0,3076,55
0,0,0,3077,55
0,0,0,3078,55
0,0,0,3079,55
0,0,0,3080,55
0,0,0,3081,55
0,0,0,3082,55
0,0,0,3083,55
0,0,0,3084,55
0,0,0,3085,55
0,0,0,3086,55
0,0,0,3087,55
0,0,0,3088,55
0,0,0,3089,55
0,0,0,3090,55
0,0,0,3091,55
0,0,0,3092,55
0,0,0,3093,55
0,0,0,3094,55
0,0,0,3095,55
0,0,0,3096,55
0,0,0,3097,55
0,0,0,3098,55
0,0,0,3099,55
0,0,0,3100,55
0,0,0,3101,55
0,0,0,3102,55
0,0,0,3103,55
0,0,0,3104,55
0,0,0,3105,55
0,0,0,3106,55
0,0,0,3107,55
0,0,0,3108,55
0,0,0,3109,55
0,0,0,3110,56
0,0,0,3111,56
0,0,0,3112,56
0,0,0,3113,56
0,0,0,3114,56
0,0,0,3115,56
0,0,0,3116,56
0,0,0,3117,56
0,0,0,3118,56
0,0,0,3119,56
0,0,0,3120,56
0,0,0,3121,56
0,0,0,3122,56
0,0,0,3123,56
0,0,0,3124,56
0,0,0,3125,56
0,0,0,3126,56
0,0,0,3127,56
0,0,0,3128,56
0,0,0,3129,56
0,0,0,3130,56
0,0,0,3131,56
0,0,0,3132,56
0,0,0,3133,56
0,0,0,3134,56
0,0,0,3135,56
0,0,0,3136,56
0,0,0,3137,56
0,0,0,3138,56
0,0,0,3139,56
0,0,0,3140,56
0,0,0,3141,56
0,0,0,3142,56
0,0,0,3143,56
0,0,0,3144,56
0,0,0,3145,56
0,0,0,3146,56
0,0,0,3147,56
0,0,0,3148,56
0,0,0,3149,56
0,0,0,3150,56
0,0,0,3151,56
0,0,0,3152,56
0,0,0,3153,56
0,0,0,3154,56
0,0,0,3155,56
0,0,0,3156,56
0,0,0,3157,56
0,0,0,3158,56
0,0,0,3159,56
0,0,0,3160,56
0,0,0,3161,56
0,0,0,3162,56
0,0,0,3163,56
0,0,0,3164,56
0,0,0,3165,56
0,0,0,3166,56
0,0,0,3167,56
0,0,0,3168,56
0,0,0,3169,56
0,0,0,3170,56
0,0,0,3171,56
0,0,0,3172,56
0,0,0,3173,56
0,0,0,3174,56
0,0,0,3175,56
0,0,0,3176,56
0,0,0,3177,56
0,0,0,3178,56
0,0,0,3179,56
0,0,0,3180,56
0,0,0,3181,56
0,0,0,3182,56
0,0,0,3183,56
0,0,0,3184,56
0,0,0,3185,56
0,0,0,3186,56
0,0,0,3187,56
0,0,0,3188,56
0,0,0,3189,56
0,0,0,3190,56
0,0,0,3191,56
0,0,0,3192,56
0,0,0,3193,56
0,0,0,3194,56
0,0,0,3195,56
0,0,0,3196,56
0,0,0,3197,56
0,0,0,3198,56
0,0,0,3199,56
0,0,0,3200,56
0,0,0,3201,56
0,0,0,3202,56
0,0,0,3203,56
0,0,0,3204,56
0,0,0,3205,56
0,0,0,3206,56
0,0,0,3207,56
0,0,0,3208,56
0,0,0,3209,56
0,0,0,3210,56
0,0,0,3211,56
0,0,0,3212,56
0,0,0,3213,56
0,0,0,3214,56
0,0,0,3215,56
0,0,0,3216,56
0,0,0,3217,56
0,0,0,3218,56
0,0,0,3219,56
0,0,0,3220,56
0,0,0,3221,56
0,0,0,3222,56
0,0,0,3223,56
0,0,0,3224,56
0,0,0,3225,56
0,0,0,3226,56
0,0,0,3227,56
0,0,0,3228,56
0,0,0,3229,56
0,0,0,3230,56
0,0,0,3231,56
0,0,0,3232,56
0,0,0,3233,56
0,0,0,3234,56
0,0,0,3235,56
0,0,0,3236,56
0,0,0,3237,56
0,0,0,3238,56
0,0,0,3239,56
0,0,0,3240,56
0,0,0,3241,56
0,0,0,3242,56
0,0,0,3243,56
0,0,0,3244,56
0,0,0,3245,56
0,0,0,3246,56
0,0,0,3247,56
0,0,0,3248,56
0,0,0,3249,56
0,0,0,3250,56
0,0,0,3251,56
0,0,0,3252,56
0,0,0,3253,56
0,0,0,3254,56
0,0,0,3255,56
0,0,0,3256,56
0,0,0,3257,56
0,0,0,3258,56
0,0,0,3259,56
0,0,0,3260,56
0,0,0,3261,56
0,0,0,3262,56
0,0,0,3263,56
0,0,0,3264,56
0,0,0,3265,56
0,0,0,3266,56
0,0,0,3267,56
0,0,0,3268,56
0,0,0,3269,56
0,0,0,3270,56
0,0,0,3271,56
0,0,0,3272,56
0,0,0,3273,56
0,0,0,3274,56
0,0,0,3275,56
0,0,0,3276,56
0,0,0,3277,56
0,0,0,3278,56
0,0,0,3279,56
0,0,0,3280,56
0,0,0,3281,56
0,0,0,3282,56
0,0,0,3283,56
0,0,0,3284,56
0,0,0,3285,56
0,0,0,3286,56
0,0,0,3287,56
0,0,0,3288,56
0,0,0,3289,56
0,0,0,3290,56
0,0,0,3291,56
0,0,0,3292,56
0,0,0,3293,56
0,0,0,3294,56
0,0,0,3295,56
0,0,0,3296,56
0,0,0,3297,56
0,0,0,3298,56
0,0,0,3299,56
0,0,0,3300,56
0,0,0,3301,56
0,0,0,3302,56
0,0,0,3303,56
0,0,0,3304,56
0,0,0,3305,56
0,0,0,3306,56
0,0,0,3307,56
0,0,0,3308,56
0,0,0,3309,56
0,0,0,3310,56
0,0,0,3311,56
0,0,0,3312,56
0,0,0,3313,56
0,0,0,3314,56
0,0,0,3315,56
0,0,0,3316,56
0,0,0,3317,56
0,0,0,3318,56
0,0,0,3319,56
0,0,0,3320,56
0,0,0,3321,56
0,0,0,3322,56
0,0,0,3323,56
0,0,0,3324,56
0,0,0,3325,56
0,0,0,3326,56
0,0,0,3327,56
0,0,0,3328,56
0,0,0,3329,56
0,0,0,3330,56
0,0,0,3331,56
0,0,0,3332,56
0,0,0,3333,56
0,0,0,3334,56
0,0,0,3335,56
0,0,0,3336,56
0,0,0,3337,56
0,0,0,3338,56
0,0,0,3339,56
0,0,0,3340,56
0,0,0,3341,56
0,0,0,3342,56
0,0,0,3343,56
0,0,0,3344,56
0,0,0,3345,56
0,0,0,3346,56
0,0,0,3347,56
0,0,0,3348,56
0,0,0,3349,56
0,0,0,3350,56
0,0,0,3351,56
0,0,0,3352,56
0,0,0,3353,56
0,0,0,3354,56
0,0,0,3355,56
0,0,0,3356,56
0,0,0,3357,56
0,0,0,3358,56
0,0,0,3359,56
0,0,0,3360,56
0,0,0,3361,56
0,0,0,3362,56
0,0,0,3363,56
0,0,0,3364,56
0,0,0,3365,56
0,0,0,3366,56
0,0,0,3367,56
0,0,0,3368,56
0,0,0,3369,56
0,0,0,3370,56
0,0,0,3371,56
0,0,0,3372,56
0,0,0,3373,56
0,0,0,3374,56
0,0,0,3375,56
0,0,0,3376,56
0,0,0,3377,56
0,0,0,3378,56
0,0,0,3379,56
0,0,0,3380,56
0,0,0,3381,56
0,0,0,3382,56
0,0,0,3383,56
0,0,0,3384,56
0,0,0,3385,56
0,0,0,3386,56
0,0,0,3387,56
0,0,0,3388,56
0,0,0,3389,56
0,0,0,3390,56
0,0,0,3391,56
0,0,0,3392,56
0,0,0,3393,56
0,0,0,3394,56
0,0,0,3395,56
0,0,0,3396,56
0,0,0,3397,56
0,0,0,3398,56
0,0,0,3399,56
0,0,0,3400,56
0,0,0,3401,56
0,0,0,3402,56
0,0,0,3403,56
0,0,0,3404,56
0,0,0,3405,56
0,0,0,3406,56
0,0,0,3407,56
0,0,0,3408,56
0,0,0,3409,56
0,0,0,3410,56
0,0,0,3411,56
0,0,0,3412,56
0,0,0,3413,56
0,0,0,3414,56
0,0,0,3415,56
0,0,0,3416,56
0,0,0,3417,56
0,0,0,3418,56
0,0,0,3419,56
0,0,0,3420,56
0,0,0,3421,56
0,0,0,3422,56
0,0,0,3423,56
0,0,0,3424,56
0,0,0,3425,56
0,0,0,3426,56
0,0,0,3427,56
0,0,0,3428,56
0,0,0,3429,56
0,0,0,3430,56
0,0,0,3431,56
0,0,0,3432,56
0,0,0,3433,56
0,0,0,3434,56
0,0,0,3435,56
0,0,0,3436,56
0,0,0,3437,56
0,0,0,3438,56
0,0,0,3439,56
0,0,0,3440,56
0,0,0,3441,56
0,0,0,3442,56
0,0,0,3443,56
10.2107,-17.7806,6.2791,5498,87
-2.383,-23.2755,6.0597,5499,87
-15.7366,-18.518,6.1234,5500,87
-20.4643,-4.9802,6.184,5501,87
-9.5917,17.4468,6.0441,5502,87
4.5259,17.6123,6.2318,5503,87
22.5341,-5.0949,4.398,5504,87
-16.6068,6.331,6.1619,5505,87
11.7872,7.8232,6.3345,5506,87
10.2107,-17.7806,6.2791,5517,87
-2.2276,-23.1781,6.0597,5518,87
-15.7366,-18.518,6.1234,5519,87
-20.4643,-4.9802,6.184,5520,87
-8.9528,17.5204,6.0441,5521,87
4.5259,17.6123,6.2318,5522,87
22.5341,-5.0948,4.398,5523,87
-16.6068,6.331,6.1619,5524,87
11.7872,7.8232,6.3345,5525,87
7.8728,-4.9712,6.2928,5568,87
7.5987,4.3708,6.3063,5569,87
-0.6677,9.5528,6.1462,5570,87
0.0215,-9.4604,6.1784,5571,87
-8.799,4.5994,6.0262,5572,87
-8.6057,-5.5665,6.0039,5573,87
8.7824,-5.6095,6.2928,5581,87
8.66,4.8532,6.3063,5582,87
-0.22,9.9453,6.1462,5583,87
0.0215,-10.5523,6.1784,5584,87
-9.118,4.9245,6.0262,5585,87
-8.9397,-5.4605,6.0039,5586,87
-11.74,-3.7948,7.1302,5604,87
-11.716,10.1762,7.1028,5605,87
0.0654,16.5925,7.1634,5606,87
11.6543,9.8476,7.1732,5607,87
17.9549,-3.7385,5.0783,5608,87
18.4318,-16.6758,5.1169,5609,87
7.7177,-22.1718,4.9356,5610,87
-3.4274,-15.1322,5.121,5611,87
10.2107,-17.7806,6.2791,5641,87
-2.2276,-23.1781,6.0597,5642,87
-15.7366,-18.518,6.1234,5643,87
-20.4643,-4.9802,6.184,5644,87
-8.9528,17.5204,6.0441,5645,87
4.5259,17.6123,6.2318,5646,87
22.5341,-5.0948,4.398,5647,87
-16.6068,6.331,6.1619,5648,87
11.7872,7.8232,6.3345,5649,87
8.7824,-5.6095,6.2928,5675,87
8.66,4.8532,6.3063,5676,87
-0.22,9.9453,6.1462,5677,87
0.0215,-10.0286,6.1784,5678,87
-8.6941,4.7082,6.0262,5679,87
-8.681,-5.114,6.0039,5680,87
-11.74,-3.7948,7.1302,5688,87
-11.716,10.1762,7.1028,5689,87
0.0654,16.5925,7.1634,5690,87
11.6543,9.8476,7.1732,5691,87
17.9549,-3.7385,5.0783,5692,87
18.4318,-16.6758,5.1169,5693,87
7.7177,-22.1718,4.9356,5694,87
-3.4274,-15.1322,5.121,5695,87
-11.74,-3.7948,7.1302,6676,87
-11.716,10.1762,7.1028,6677,87
0.0654,16.5925,7.1634,6678,87
11.6543,9.8476,7.1732,6679,87
17.9549,-3.7385,5.0783,6680,87
18.4318,-16.6758,5.1169,6681,87
7.7177,-22.1718,4.9356,6682,87
-3.4274,-15.1322,5.121,6683,87
-5.2033,2.5553,13.1233,6884,9
-5.2033,9.9823,13.1233,6885,9
-5.2033,16.9699,13.1233,6886,9
-13.1019,2.983,8.7489,6887,9
-13.1019,10.173,8.7489,6888,9
-13.1019,16.855,8.7489,6889,9
-5.2033,23.13,8.7489,6890,9
-14.7972,-12.6379,15.6445,6891,9
-9.6732,-20.7858,15.8987,6892,9
-1.4841,-20.0418,16.3005,6893,9
7.2241,-20.3129,16.5245,6894,9
15.4584,-12.6379,7.8156,6895,9
12.1455,-12.6379,15.7303,6896,9
5.7512,-12.0193,20.2879,6897,9
-1.3348,-12.0193,20.1654,6898,9
-8.5716,-12.0193,20.219,6899,9
-9.2869,-12.1024,19.3321,6905,9
6.9132,-12.1024,19.3321,6906,9
16.1346,-12.1024,11.2902,6907,9
-5.3338,3.8086,13.3784,6908,9
-5.3338,19.8825,13.6392,6909,9
-5.2738,12.2127,13.2382,6910,9
6.5597,8.199,13.2502,6911,9
-1.0195,-12.1024,19.2208,6912,9
7.4403,3.9482,11.1215,6923,9
7.4403,13.5239,11.1215,6924,9
-5.3668,8.7275,15.7459,6925,9
-5.3668,18.3624,16.5982,6926,9
9.3673,-11.9567,25.8171,6927,9
-1.3652,-11.9567,24.8335,6928,9
-11.2663,-11.9567,25.8171,6929,9
0.4883,18.4725,11.7843,6930,9
6.8474,-18.1655,19.7516,6931,9
-1.3052,-18.1655,19.7516,6932,9
-9.5468,-18.1655,19.7516,6933,9
-9.5468,-6.3184,19.7516,6934,9
-1.3052,-6.3184,19.7516,6935,9
6.8474,-6.3184,19.7516,6936,9
17.2889,-12.014,9.9479,6937,9
-10.8866,18.4725,11.7843,6938,9
-10.8866,8.7216,11.7843,6939,9
3.6316,7.5403,11.4919,6950,9
-3.8523,6.8505,16.6368,6951,9
-3.8523,13.1917,11.4919,6952,9
-11.0153,-7.3635,11.4919,6953,9
