ID,ChrRacesID,Sex,OptionID,Data,ChrCustomizationChoiceID,DependentOptionID,DependentData,Field_3_4_0_45166_007
9999,1,1,1,12,28328,0,0,-1
10000,1,1,1,13,28329,0,0,-1
10001,1,1,1,14,28330,0,0,-1
10002,1,1,2,0,17227,0,0,-1
10003,1,1,2,1,17228,0,0,-1
10004,1,1,2,2,17229,0,0,-1
10005,1,1,2,3,17230,0,0,-1
10006,1,1,2,4,17231,0,0,-1
10007,1,1,2,5,17232,0,0,-1
10008,1,1,2,6,17233,0,0,-1
10009,1,1,2,7,17234,0,0,-1
10010,1,1,2,8,17235,0,0,-1
10011,1,1,2,9,17236,0,0,-1
10012,1,1,2,10,17237,0,0,-1
10013,1,1,2,11,17238,0,0,-1
10014,1,1,2,12,17239,0,0,-1
10015,1,1,2,13,17240,0,0,-1
10016,1,1,2,14,17241,0,0,-1
10017,1,1,2,15,28331,0,0,-1
10018,1,1,2,16,28332,0,0,-1
10019,1,1,2,17,28333,0,0,-1
10020,1,1,2,18,28334,0,0,-1
10021,1,1,2,19,28335,0,0,-1
10022,1,1,2,20,28336,0,0,-1
10023,1,1,2,21,28337,0,0,-1
10024,1,1,2,22,28338,0,0,-1
10025,1,1,2,23,28339,0,0,-1
10026,1,1,2,24,28340,0,0,-1
10027,1,1,2,25,28341,0,0,-1
10028,1,1,2,26,28342,0,0,-1
10029,1,1,2,27,28343,0,0,-1
10030,1,1,2,28,28344,0,0,-1
10031,1,1,2,29,28345,0,0,-1
10032,1,1,3,0,17242,0,0,-1
10033,1,1,3,1,17243,0,0,-1
10034,1,1,3,2,17244,0,0,-1
10035,1,1,3,3,17245,0,0,-1
10036,1,1,3,4,17246,0,0,-1
10037,1,1,3,5,17247,0,0,-1
10038,1,1,3,6,17248,0,0,-1
10039,1,1,3,7,17249,0,0,-1
10040,1,1,3,8,17250,0,0,-1
10041,1,1,3,9,17251,0,0,-1
10042,1,1,3,10,17252,0,0,-1
10043,1,1,3,11,17253,0,0,-1
10044,1,1,3,12,17254,0,0,-1
10045,1,1,3,13,17255,0,0,-1
10046,1,1,3,14,17256,0,0,-1
10047,1,1,3,15,17257,0,0,-1
10048,1,1,3,16,17258,0,0,-1
10049,1,1,3,17,17259,0,0,-1
10050,2,0,1,0,17278,0,0,-1
10051,2,0,1,1,17279,0,0,-1
10052,2,0,1,2,17280,0,0,-1
10053,2,0,1,3,17281,0,0,-1
10054,2,0,1,4,17282,0,0,-1
10055,2,0,1,5,17283,0,0,-1
10056,2,0,1,6,17284,0,0,-1
10057,2,0,1,7,17285,0,0,-1
10058,2,0,1,8,17286,0,0,-1
10059,2,0,1,9,17287,0,0,-1
10060,2,0,1,10,17288,0,0,-1
10061,2,0,1,11,17289,0,0,-1
10062,2,0,1,12,17290,0,0,-1
10063,2,0,1,13,17291,0,0,-1
10064,2,0,1,14,17292,0,0,-1
10065,2,0,1,15,28354,0,0,-1
10066,2,0,1,16,28355,0,0,-1
10067,2,0,1,17,28356,0,0,-1
10068,2,0,2,0,17293,0,0,-1
10069,2,0,2,1,17294,0,0,-1
10070,2,0,2,2,17295,0,0,-1
10071,2,0,2,3,17296,0,0,-1
10072,2,0,2,4,17297,0,0,-1
10073,2,0,2,5,17298,0,0,-1
10074,2,0,2,6,17299,0,0,-1
10075,2,0,2,7,17300,0,0,-1
10076,2,0,2,8,17301,0,0,-1
10077,2,0,2,9,28357,0,0,-1
10078,2,0,2,10,28358,0,0,-1
10079,2,0,2,11,28359,0,0,-1
10080,2,0,2,12,28360,0,0,-1
10081,2,0,2,13,28361,0,0,-1
10082,2,0,2,14,28362,0,0,-1
10083,2,0,2,15,28363,0,0,-1
10084,2,0,2,16,28364,0,0,-1
10085,2,0,2,17,28365,0,0,-1
10086,2,0,3,0,17302,0,0,-1
10087,2,0,3,1,17303,0,0,-1
10088,2,0,3,2,17304,0,0,-1
10089,2,0,3,3,17305,0,0,-1
10090,2,0,3,4,17306,0,0,-1
10091,2,0,3,5,17307,0,0,-1
10092,2,0,3,6,17308,0,0,-1
10093,2,0,3,7,28366,0,0,-1
10094,2,0,3,8,28367,0,0,-1
10095,2,0,3,9,28368,0,0,-1
10096,2,0,3,10,28369,0,0,-1
10097,2,0,3,11,28370,0,0,-1
10098,2,0,4,0,17309,0,0,-1
10099,2,0,4,1,17310,0,0,-1
10100,2,1,1,0,17328,0,0,-1
10101,2,1,1,1,17329,0,0,-1
10102,2,1,1,2,17330,0,0,-1
10103,2,1,1,3,17331,0,0,-1
10104,2,1,1,4,17332,0,0,-1
10105,2,1,1,5,17333,0,0,-1
10106,2,1,1,6,17334,0,0,-1
10107,2,1,1,7,17335,0,0,-1
10108,2,1,1,8,17336,0,0,-1
10109,2,1,1,9,17337,0,0,-1
10110,2,1,1,10,17338,0,0,-1
10111,2,1,1,11,28374,0,0,-1
10112,2,1,1,12,28375,0,0,-1
10113,2,1,1,13,28376,0,0,-1
10114,2,1,2,0,17339,0,0,-1
10115,2,1,2,1,17340,0,0,-1
10116,2,1,2,2,17341,0,0,-1
10117,2,1,2,3,17342,0,0,-1
10118,2,1,2,4,17343,0,0,-1
10119,2,1,2,5,17344,0,0,-1
10120,2,1,2,6,17345,0,0,-1
10121,2,1,2,7,17346,0,0,-1
10122,2,1,2,8,17347,0,0,-1
10123,2,1,2,9,28377,0,0,-1
10124,2,1,2,10,28378,0,0,-1
10125,2,1,2,11,28379,0,0,-1
10126,2,1,2,12,28380,0,0,-1
10127,2,1,2,13,28381,0,0,-1
10128,2,1,2,14,28382,0,0,-1
10129,2,1,2,15,28383,0,0,-1
10130,2,1,2,16,28384,0,0,-1
10131,2,1,2,17,28385,0,0,-1
10132,2,1,3,0,17348,0,0,-1
10133,2,1,3,1,17349,0,0,-1
10134,2,1,3,2,17350,0,0,-1
10135,2,1,3,3,17351,0,0,-1
10136,2,1,3,4,17352,0,0,-1
10137,2,1,3,5,17353,0,0,-1
10138,2,1,3,6,17354,0,0,-1
10139,2,1,3,7,17355,0,0,-1
10140,2,1,3,8,28386,0,0,-1
10141,2,1,3,9,28387,0,0,-1
10142,2,1,3,10,28388,0,0,-1
10143,3,0,1,0,17371,0,0,-1
10144,3,0,1,1,17372,0,0,-1
10145,3,0,1,2,17373,0,0,-1
10146,3,0,1,3,17374,0,0,-1
10147,3,0,1,4,17375,0,0,-1
10148,3,0,1,5,17376,0,0,-1
10149,3,0,1,6,17377,0,0,-1
10150,3,0,1,7,17378,0,0,-1
10151,3,0,1,8,17379,0,0,-1
10152,3,0,1,9,17380,0,0,-1
10153,3,0,1,10,17381,0,0,-1
10154,3,0,1,11,17382,0,0,-1
10155,3,0,1,12,17383,0,0,-1
10156,3,0,1,13,17384,0,0,-1
10157,3,0,1,14,17385,0,0,-1
10158,3,0,1,15,17386,0,0,-1
10159,3,0,1,16,17387,0,0,-1
10160,3,0,1,17,17388,0,0,-1
10161,3,0,1,18,17389,0,0,-1
10162,3,0,1,19,28394,0,0,-1
10163,3,0,1,20,28395,0,0,-1
10164,3,0,1,21,28396,0,0,-1
10165,3,0,2,0,17390,0,0,-1
10166,3,0,2,1,17391,0,0,-1
10167,3,0,2,2,17392,0,0,-1
10168,3,0,2,3,17393,0,0,-1
10169,3,0,2,4,17394,0,0,-1
10170,3,0,2,5,17395,0,0,-1
10171,3,0,2,6,17396,0,0,-1
10172,3,0,2,7,17397,0,0,-1
10173,3,0,2,8,17398,0,0,-1
10174,3,0,2,9,17399,0,0,-1
10175,3,0,2,10,28397,0,0,-1
10176,3,0,2,11,28398,0,0,-1
10177,3,0,2,12,28399,0,0,-1
10178,3,0,2,13,28400,0,0,-1
10179,3,0,2,14,28401,0,0,-1
10180,3,0,2,15,28402,0,0,-1
10181,3,0,2,16,28403,0,0,-1
10182,3,0,2,17,28404,0,0,-1
10183,3,0,2,18,28405,0,0,-1
10184,3,0,2,19,28406,0,0,-1
10185,3,0,3,0,17400,0,0,-1
10186,3,0,3,1,17401,0,0,-1
10187,3,0,3,2,17402,0,0,-1
10188,3,0,3,3,17403,0,0,-1
10189,3,0,3,4,17404,0,0,-1
10190,3,0,3,5,17405,0,0,-1
10191,3,0,3,6,17406,0,0,-1
10192,3,0,3,7,17407,0,0,-1
10193,3,0,3,8,17408,0,0,-1
10194,3,0,3,9,17409,0,0,-1
10195,3,0,3,10,17410,0,0,-1
10196,3,0,3,11,28407,0,0,-1
10197,3,0,3,12,28408,0,0,-1
10198,3,0,3,13,28409,0,0,-1
10199,3,0,3,14,28410,0,0,-1
10200,3,0,3,15,28411,0,0,-1
10201,3,0,4,0,17411,0,0,-1
10202,3,0,4,1,17412,0,0,-1
10203,3,0,4,2,17413,0,0,-1
10204,3,1,1,0,17432,0,0,-1
10205,3,1,1,1,17433,0,0,-1
10206,3,1,1,2,17434,0,0,-1
10207,3,1,1,3,17435,0,0,-1
10208,3,1,1,4,17436,0,0,-1
10209,3,1,1,5,17437,0,0,-1
10210,3,1,1,6,17438,0,0,-1
10211,3,1,1,7,17439,0,0,-1
10212,3,1,1,8,17440,0,0,-1
10213,3,1,1,9,17441,0,0,-1
10214,3,1,1,10,17442,0,0,-1
10215,3,1,1,11,28415,0,0,-1
10216,3,1,1,12,28416,0,0,-1
10217,3,1,1,13,28417,0,0,-1
10218,3,1,2,0,17443,0,0,-1
10219,3,1,2,1,17444,0,0,-1
10220,3,1,2,2,17445,0,0,-1
10221,3,1,2,3,17446,0,0,-1
10222,3,1,2,4,17447,0,0,-1
10223,3,1,2,5,17448,0,0,-1
10224,3,1,2,6,17449,0,0,-1
10225,3,1,2,7,17450,0,0,-1
10226,3,1,2,8,17451,0,0,-1
10227,3,1,2,9,17452,0,0,-1
10228,3,1,2,10,28418,0,0,-1
10229,3,1,2,11,28419,0,0,-1
10230,3,1,2,12,28420,0,0,-1
10231,3,1,2,13,28421,0,0,-1
10232,3,1,2,14,28422,0,0,-1
10233,3,1,2,15,28423,0,0,-1
10234,3,1,2,16,28424,0,0,-1
10235,3,1,2,17,28425,0,0,-1
10236,3,1,2,18,28426,0,0,-1
10237,3,1,2,19,28427,0,0,-1
10238,3,1,3,0,17453,0,0,-1
10239,3,1,3,1,17454,0,0,-1
10240,3,1,3,2,17455,0,0,-1
10241,3,1,3,3,17456,0,0,-1
10242,3,1,3,4,17457,0,0,-1
10243,3,1,3,5,17458,0,0,-1
10244,3,1,3,6,17459,0,0,-1
10245,3,1,3,7,17460,0,0,-1
10246,3,1,3,8,17461,0,0,-1
10247,3,1,3,9,17462,0,0,-1
10248,3,1,3,10,17463,0,0,-1
10249,3,1,3,11,17464,0,0,-1
10250,3,1,3,12,17465,0,0,-1
10251,3,1,3,13,17466,0,0,-1
10252,3,1,3,14,28428,0,0,-1
10253,3,1,3,15,28429,0,0,-1
10254,3,1,3,16,28430,0,0,-1
10255,4,0,1,0,17483,0,0,-1
10256,4,0,1,1,17484,0,0,-1
10257,4,0,1,2,17485,0,0,-1
10258,4,0,1,3,17486,0,0,-1
10259,4,0,1,4,17487,0,0,-1
10260,4,0,1,5,17488,0,0,-1
10261,4,0,1,6,17489,0,0,-1
10262,4,0,1,7,17490,0,0,-1
10263,4,0,1,8,17491,0,0,-1
10264,4,0,1,9,28436,0,0,-1
10265,4,0,1,10,28437,0,0,-1
10266,4,0,1,11,28438,0,0,-1
10267,4,0,2,0,17492,0,0,-1
10268,4,0,2,1,17493,0,0,-1
10269,4,0,2,2,17494,0,0,-1
10270,4,0,2,3,17495,0,0,-1
10271,4,0,2,4,17496,0,0,-1
10272,4,0,2,5,17497,0,0,-1
10273,4,0,2,6,17498,0,0,-1
10274,4,0,2,7,17499,0,0,-1
10275,4,0,2,8,17500,0,0,-1
10276,4,0,2,9,28439,0,0,-1
10277,4,0,2,10,28440,0,0,-1
10278,4,0,2,11,28441,0,0,-1
10279,4,0,2,12,28442,0,0,-1
10280,4,0,2,13,28443,0,0,-1
10281,4,0,2,14,28444,0,0,-1
10282,4,0,2,15,28445,0,0,-1
10283,4,0,2,16,28446,0,0,-1
10284,4,0,2,17,28447,0,0,-1
10285,4,0,3,0,17501,0,0,-1
10286,4,0,3,1,17502,0,0,-1
10287,4,0,3,2,17503,0,0,-1
10288,4,0,3,3,17504,0,0,-1
10289,4,0,3,4,17505,0,0,-1
10290,4,0,3,5,17506,0,0,-1
10291,4,0,3,6,17507,0,0,-1
10292,4,0,3,7,28448,0,0,-1
10293,4,0,3,8,28449,0,0,-1
10294,4,1,1,0,17522,0,0,-1
10295,4,1,1,1,17523,0,0,-1
10296,4,1,1,2,17524,0,0,-1
10297,4,1,1,3,17525,0,0,-1
10298,4,1,1,4,17526,0,0,-1
10299,4,1,1,5,17527,0,0,-1
10300,4,1,1,6,17528,0,0,-1
10301,4,1,1,7,17529,0,0,-1
10302,4,1,1,8,17530,0,0,-1
10303,4,1,1,9,28456,0,0,-1
10304,4,1,1,10,28457,0,0,-1
10305,4,1,1,11,28458,0,0,-1
10306,4,1,2,0,17531,0,0,-1
10307,4,1,2,1,17532,0,0,-1
10308,4,1,2,2,17533,0,0,-1
10309,4,1,2,3,17534,0,0,-1
10310,4,1,2,4,17535,0,0,-1
10311,4,1,2,5,17536,0,0,-1
10312,4,1,2,6,17537,0,0,-1
10313,4,1,2,7,17538,0,0,-1
10314,4,1,2,8,17539,0,0,-1
10315,4,1,2,9,28459,0,0,-1
10316,4,1,2,10,28460,0,0,-1
10317,4,1,2,11,28461,0,0,-1
10318,4,1,2,12,28462,0,0,-1
10319,4,1,2,13,28463,0,0,-1
10320,4,1,2,14,28464,0,0,-1
10321,4,1,2,15,28465,0,0,-1
10322,4,1,2,16,28466,0,0,-1
10323,4,1,2,17,28467,0,0,-1
10324,4,1,3,0,17540,0,0,-1
10325,4,1,3,1,17541,0,0,-1
10326,4,1,3,2,17542,0,0,-1
10327,4,1,3,3,17543,0,0,-1
10328,4,1,3,4,17544,0,0,-1
10329,4,1,3,5,17545,0,0,-1
10330,4,1,3,6,17546,0,0,-1
10331,4,1,3,7,28468,0,0,-1
10332,4,1,3,8,28469,0,0,-1
10333,4,1,3,9,28470,0,0,-1
10334,4,1,3,10,28471,0,0,-1
10335,4,1,3,11,28472,0,0,-1
10336,4,1,4,0,17547,0,0,-1
10337,5,0,1,0,17565,0,0,-1
10338,5,0,1,1,17566,0,0,-1
10339,5,0,1,2,17567,0,0,-1
10340,5,0,1,3,17568,0,0,-1
10341,5,0,1,4,17569,0,0,-1
10342,5,0,1,5,17570,0,0,-1
10343,5,0,2,0,17571,0,0,-1
10344,5,0,2,1,17572,0,0,-1
10345,5,0,2,2,17573,0,0,-1
10346,5,0,2,3,17574,0,0,-1
10347,5,0,2,4,17575,0,0,-1
10348,5,0,2,5,17576,0,0,-1
10349,5,0,2,6,17577,0,0,-1
10350,5,0,2,7,17578,0,0,-1
10351,5,0,2,8,17579,0,0,-1
10352,5,0,2,9,17580,0,0,-1
10353,5,0,2,10,28476,0,0,-1
10354,5,0,2,11,28477,0,0,-1
10355,5,0,2,12,28478,0,0,-1
10356,5,0,2,13,28479,0,0,-1
10357,5,0,2,14,28480,0,0,-1
10358,5,0,2,15,28481,0,0,-1
10359,5,0,2,16,28482,0,0,-1
10360,5,0,2,17,28483,0,0,-1
10361,5,0,2,18,28484,0,0,-1
10362,5,0,2,19,28485,0,0,-1
10363,5,0,3,0,17581,0,0,-1
10364,5,0,3,1,17582,0,0,-1
10365,5,0,3,2,17583,0,0,-1
10366,5,0,3,3,17584,0,0,-1
10367,5,0,3,4,17585,0,0,-1
10368,5,0,3,5,17586,0,0,-1
10369,5,0,3,6,17587,0,0,-1
10370,5,0,3,7,17588,0,0,-1
10371,5,0,3,8,17589,0,0,-1
10372,5,0,3,9,17590,0,0,-1
10373,5,0,3,10,28486,0,0,-1
10374,5,0,3,11,28487,0,0,-1
10375,5,0,3,12,28488,0,0,-1
10376,5,0,3,13,28489,0,0,-1
10377,5,0,3,14,28490,0,0,-1
10378,5,0,4,0,17591,0,0,-1
10379,5,0,4,1,17592,0,0,-1
10380,5,0,4,2,17593,0,0,-1
10381,5,0,4,3,17594,0,0,-1
10382,5,0,4,4,17595,0,0,-1
10383,5,0,4,5,17596,0,0,-1
10384,5,0,4,6,17597,0,0,-1
10385,5,0,4,7,17598,0,0,-1
10386,5,0,4,8,17599,0,0,-1
10387,5,0,4,9,17600,0,0,-1
10388,5,0,5,0,17601,0,0,-1
10389,5,0,5,1,17602,0,0,-1
10390,5,1,1,0,17618,0,0,-1
10391,5,1,1,1,17619,0,0,-1
10392,5,1,1,2,17620,0,0,-1
10393,5,1,1,3,17621,0,0,-1
10394,5,1,1,4,17622,0,0,-1
10395,5,1,1,5,17623,0,0,-1
10396,5,1,2,0,17624,0,0,-1
10397,5,1,2,1,17625,0,0,-1
10398,5,1,2,2,17626,0,0,-1
10399,5,1,2,3,17627,0,0,-1
10400,5,1,2,4,17628,0,0,-1
10401,5,1,2,5,17629,0,0,-1
10402,5,1,2,6,17630,0,0,-1
10403,5,1,2,7,17631,0,0,-1
10404,5,1,2,8,17632,0,0,-1
10405,5,1,2,9,17633,0,0,-1
10406,5,1,2,10,28491,0,0,-1
10407,5,1,2,11,28492,0,0,-1
10408,5,1,2,12,28493,0,0,-1
10409,5,1,2,13,28494,0,0,-1
10410,5,1,2,14,28495,0,0,-1
10411,5,1,2,15,28496,0,0,-1
10412,5,1,2,16,28497,0,0,-1
10413,5,1,2,17,28498,0,0,-1
10414,5,1,2,18,28499,0,0,-1
10415,5,1,2,19,28500,0,0,-1
10416,5,1,3,0,17634,0,0,-1
10417,5,1,3,1,17635,0,0,-1
10418,5,1,3,2,17636,0,0,-1
10419,5,1,3,3,17637,0,0,-1
10420,5,1,3,4,17638,0,0,-1
10421,5,1,3,5,17639,0,0,-1
10422,5,1,3,6,17640,0,0,-1
10423,5,1,3,7,17641,0,0,-1
10424,5,1,3,8,17642,0,0,-1
10425,5,1,3,9,17643,0,0,-1
10426,5,1,3,10,28501,0,0,-1
10427,5,1,3,11,28502,0,0,-1
10428,5,1,3,12,28503,0,0,-1
10429,5,1,3,13,28504,0,0,-1
10430,5,1,3,14,28505,0,0,-1
10431,5,1,4,0,17644,0,0,-1
10432,5,1,4,1,17645,0,0,-1
10433,5,1,4,2,17646,0,0,-1
10434,6,0,1,0,17662,0,0,-1
10435,6,0,1,1,17663,0,0,-1
10436,6,0,1,2,17664,0,0,-1
10437,6,0,1,3,17665,0,0,-1
10438,6,0,1,4,17666,0,0,-1
10439,6,0,1,5,17667,0,0,-1
10440,6,0,1,6,17668,0,0,-1
10441,6,0,1,7,17669,0,0,-1
10442,6,0,1,8,17670,0,0,-1
10443,6,0,1,9,17671,0,0,-1
10444,6,0,1,10,17672,0,0,-1
10445,6,0,1,11,17673,0,0,-1
10446,6,0,1,12,17674,0,0,-1
10447,6,0,1,13,17675,0,0,-1
10448,6,0,1,14,17676,0,0,-1
10449,6,0,1,15,17677,0,0,-1
10450,6,0,1,16,17678,0,0,-1
10451,6,0,1,17,17679,0,0,-1
10452,6,0,1,18,17680,0,0,-1
10453,6,0,1,19,28506,0,0,-1
10454,6,0,1,20,28507,0,0,-1
10455,6,0,1,21,28508,0,0,-1
10456,6,0,1,22,28509,0,0,-1
10457,6,0,1,23,28510,0,0,-1
10458,6,0,1,24,28511,0,0,-1
10459,6,0,2,0,17681,0,0,-1
10460,6,0,2,1,17682,0,0,-1
10461,6,0,2,2,17683,0,0,-1
10462,6,0,2,3,17684,0,0,-1
10463,6,0,2,4,17685,0,0,-1
10464,6,0,2,5,28512,0,0,-1
10465,6,0,2,6,28513,0,0,-1
10466,6,0,2,7,28514,0,0,-1
10467,6,0,2,8,28515,0,0,-1
10468,6,0,2,9,28516,0,0,-1
10469,6,0,3,0,17686,0,0,-1
10470,6,0,3,1,17687,0,0,-1
10471,6,0,3,2,17688,0,0,-1
10472,6,0,3,3,17689,0,0,-1
10473,6,0,3,4,17690,0,0,-1
10474,6,0,3,5,17691,0,0,-1
10475,6,0,3,6,17692,0,0,-1
10476,6,1,1,0,17704,0,0,-1
10477,6,1,1,1,17705,0,0,-1
10478,6,1,1,2,17706,0,0,-1
10479,6,1,1,3,17707,0,0,-1
10480,6,1,1,4,17708,0,0,-1
10481,6,1,1,5,17709,0,0,-1
10482,6,1,1,6,17710,0,0,-1
10483,6,1,1,7,17711,0,0,-1
10484,6,1,1,8,17712,0,0,-1
10485,6,1,1,9,17713,0,0,-1
10486,6,1,1,10,17714,0,0,-1
10487,6,1,1,11,28523,0,0,-1
10488,6,1,1,12,28524,0,0,-1
10489,6,1,1,13,28525,0,0,-1
10490,6,1,1,14,28526,0,0,-1
10491,6,1,1,15,28527,0,0,-1
10492,6,1,1,16,28528,0,0,-1
10493,6,1,2,0,17715,0,0,-1
10494,6,1,2,1,17716,0,0,-1
10495,6,1,2,2,17717,0,0,-1
10496,6,1,2,3,17718,0,0,-1
10497,6,1,2,4,28529,0,0,-1
10498,6,1,2,5,28530,0,0,-1
10499,6,1,2,6,28531,0,0,-1
10500,6,1,2,7,28532,0,0,-1
10501,6,1,3,0,17719,0,0,-1
10502,6,1,3,1,17720,0,0,-1
10503,6,1,3,2,17721,0,0,-1
10504,6,1,3,3,17722,0,0,-1
10505,6,1,3,4,17723,0,0,-1
10506,7,0,1,0,17734,0,0,-1
10507,7,0,1,1,17735,0,0,-1
10508,7,0,1,2,17736,0,0,-1
10509,7,0,1,3,17737,0,0,-1
10510,7,0,1,4,17738,0,0,-1
10511,7,0,1,5,17739,0,0,-1
10512,7,0,1,6,17740,0,0,-1
10513,7,0,1,7,28539,0,0,-1
10514,7,0,1,8,28540,0,0,-1
10515,7,0,1,9,28541,0,0,-1
10516,7,0,2,0,17741,0,0,-1
10517,7,0,2,1,17742,0,0,-1
10518,7,0,2,2,17743,0,0,-1
10519,7,0,2,3,17744,0,0,-1
10520,7,0,2,4,17745,0,0,-1
10521,7,0,2,5,17746,0,0,-1
10522,7,0,2,6,17747,0,0,-1
10523,7,0,2,7,28542,0,0,-1
10524,7,0,2,8,28543,0,0,-1
10525,7,0,2,9,28544,0,0,-1
10526,7,0,2,10,28545,0,0,-1
10527,7,0,2,11,28546,0,0,-1
10528,7,0,2,12,28547,0,0,-1
10529,7,0,2,13,28548,0,0,-1
10530,7,0,3,0,17748,0,0,-1
10531,7,0,3,1,17749,0,0,-1
10532,7,0,3,2,17750,0,0,-1
10533,7,0,3,3,17751,0,0,-1
10534,7,0,3,4,17752,0,0,-1
10535,7,0,3,5,17753,0,0,-1
10536,7,0,3,6,17754,0,0,-1
10537,7,0,3,7,28549,0,0,-1
10538,7,0,3,8,28550,0,0,-1
10539,7,0,3,9,28551,0,0,-1
10540,7,0,3,10,28552,0,0,-1
10541,7,0,3,11,28553,0,0,-1
10542,7,0,4,0,17755,0,0,-1
10543,7,0,4,1,17756,0,0,-1
10544,7,1,1,0,17772,0,0,-1
10545,7,1,1,1,17773,0,0,-1
10546,7,1,1,2,17774,0,0,-1
10547,7,1,1,3,17775,0,0,-1
10548,7,1,1,4,17776,0,0,-1
10549,7,1,1,5,17777,0,0,-1
10550,7,1,1,6,17778,0,0,-1
10551,7,1,1,7,28557,0,0,-1
10552,7,1,1,8,28558,0,0,-1
10553,7,1,1,9,28559,0,0,-1
10554,7,1,2,0,17779,0,0,-1
10555,7,1,2,1,17780,0,0,-1
10556,7,1,2,2,17781,0,0,-1
10557,7,1,2,3,17782,0,0,-1
10558,7,1,2,4,17783,0,0,-1
10559,7,1,2,5,17784,0,0,-1
10560,7,1,2,6,17785,0,0,-1
10561,7,1,2,7,28560,0,0,-1
10562,7,1,2,8,28561,0,0,-1
10563,7,1,2,9,28562,0,0,-1
10564,7,1,2,10,28563,0,0,-1
10565,7,1,2,11,28564,0,0,-1
10566,7,1,2,12,28565,0,0,-1
10567,7,1,2,13,28566,0,0,-1
10568,7,1,3,0,17786,0,0,-1
10569,7,1,3,1,17787,0,0,-1
10570,7,1,3,2,17788,0,0,-1
10571,7,1,3,3,17789,0,0,-1
10572,7,1,3,4,17790,0,0,-1
10573,7,1,3,5,17791,0,0,-1
10574,7,1,3,6,17792,0,0,-1
10575,7,1,3,7,28567,0,0,-1
10576,7,1,3,8,28568,0,0,-1
10577,7,1,3,9,28569,0,0,-1
10578,7,1,3,10,28570,0,0,-1
10579,7,1,3,11,28571,0,0,-1
10580,7,1,4,0,17793,0,0,-1
10581,8,0,1,0,17809,0,0,-1
10582,8,0,1,1,17810,0,0,-1
10583,8,0,1,2,17811,0,0,-1
10584,8,0,1,3,17812,0,0,-1
10585,8,0,1,4,17813,0,0,-1
10586,8,0,1,5,17814,0,0,-1
10587,8,0,1,6,17815,0,0,-1
10588,8,0,1,7,17816,0,0,-1
10589,8,0,1,8,17817,0,0,-1
10590,8,0,1,9,17818,0,0,-1
10591,8,0,1,10,17819,0,0,-1
