Offset[0],Offset[1],Offset[2],OffsetVariation[0],OffsetVariation[1],OffsetVariation[2],ID,SpellVisualEffectNameID,AttachmentID,PositionerID,Yaw,Pitch,Roll,YawVariation,PitchVariation,RollVariation,Scale,ScaleVariation,StartAnimID,AnimID,EndAnimID,AnimKitID,Flags,LowDefModelAttachID,StartDelay,Field_1_15_4_56400_021,ParentSpellVisualKitID
0,0,0,0,0,0,861,5765,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13215
0,0,0,0,0,0,881,5766,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13216
-0.5,0,0.5,0,0,0,901,5585,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,12929
-0.5,0,0,0,0,0,902,5585,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,12929
0,0,0,0,0,0,921,4147,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13215
0,3,0,0,0,0,945,3693,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13228
0,-3,0,0,0,0,946,3693,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13228
3,0,0,0,0,0,947,3693,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13228
-3,0,0,0,0,0,948,3693,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13228
0,0,0,0,0,0,981,4127,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13244
0.05,0,0.2,0,0,0,1001,4666,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13261
0.05,0.15,0.15,0,0,0,1003,4666,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13261
0,0,0.1,0,0,0,1004,4666,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13261
0.25,0.3,0,0,0,0,1022,4572,9,0,0,0.436332,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13261
2,0,0,0,0,0,1081,5523,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,12598
0,0,0,0,0,0,1101,6799,19,0,0,1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13286
0,0,0.5,0,0,0,1121,5813,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,12946
0,0,0,0,0,0,1122,5815,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,12944
0,0,0,0,0,0,1124,5815,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,12944
0,0,0,0,0,0,1129,5815,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,12944
0,0,0,0,0,0,1133,5816,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,12946
0,0,-2.4,0,0,0,1134,3489,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13299
0,0,-0.3,0,0,0,1141,1345,21,0,0,1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13301
0,0,0,0,0,0,1161,5277,47,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13317
0,0,0,0,0,0,1162,5277,48,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13317
0,0,0,0,0,0,1181,4409,19,0,0,1.308997,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13318
0,0,0,0,0,0,1223,5492,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13322
0,0,0,0,0,0,1224,5492,-1,0,1.570796,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13322
0,0,0,0,0,0,1225,5492,-1,0,3.141593,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13322
0,0,0,0,0,0,1226,5492,-1,0,4.712389,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13322
0,0,0,0,0,0,1227,5492,-1,0,0.785398,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13322
0,0,0,0,0,0,1228,5492,-1,0,2.356194,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13322
0,0,0,0,0,0,1229,5492,-1,0,3.926991,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13322
0,0,0,0,0,0,1230,5492,-1,0,5.497787,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13322
0,0,0,0,0,0,1241,5043,34,0,0,-1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13324
0,0,0,0,0,0,1261,3075,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13334
0,0,0,0,0,0,1262,5829,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13335
0.05,0,-0.6,0,0,0,1321,6127,16,0,0,-1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13353
-0.5,0,-0.6,0,0,0,1322,5837,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13354
-0.35,0,0.4,0,0,0,1341,5838,17,0,0,-0.349066,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13360
-1,0,2.4,0,0,0,1361,6440,16,0,0,-1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13361
0,0,-0.2,0,0,0,1362,5845,39,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13362
0,-1,2.5,0,0,0,1363,5840,16,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13363
1,0,0,0,0,0,1364,389,17,0,0,0,1.570796,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,4849
1,0,0,0,0,0,1365,389,17,0,0,0,4.712389,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,4849
0.75,0,0.5,0,0,0,1366,3902,23,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,4849
0,0,0,0,0,0,1367,5842,23,0,0,0.610865,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13364
0,0,0,0,0,0,1381,5842,23,0,0,0.610865,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13364
2,0,0,0,0,0,1382,6441,16,0,-1.570796,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13361
-2,-1,2.5,0,0,0,1383,6440,16,0,0,1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13361
-3,-1,4,0,0,0,1384,6440,16,0,0,-1.396263,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13361
-1,1,3.4,0,0,0,1386,6440,16,0,0,-1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13361
0,0,0,0,0,0,1401,3891,23,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13374
0,0,0,0,0,0,1402,5842,23,0,0,0.349066,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13375
0,0,0,0,0,0,1403,1643,19,0,0,0.523599,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,4909
10,0,0,0,0,0,1404,4251,34,0,0,1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13377
1,0,-5,0,0,0,1444,5852,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13388
0,0,-5,0,0,0,1445,5852,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13388
3,0,-6,0,0,0,1446,5852,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13388
0,0,0,0,0,0,1461,5856,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13391
0,0,0,0,0,0,1462,5857,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13392
0,0,0,0,0,0,1463,5859,21,0,0.698132,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13393
0,0,0,0,0,0,1464,3902,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13393
1,0,0,0,0,0,1465,5858,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13394
0,0,0,0,0,0,1486,5867,19,0,3.141593,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13407
0,0,0,0,0,0,1487,5866,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13408
0,0,0,0,0,0,1493,5867,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13407
0,0,0,0,0,0,1494,2663,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13409
0,0,0,0,0,0,1495,214,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13409
2,0.1,0,0,0,0,1501,5872,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13411
2,0.1,0,0,0,0,1502,3408,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13414
-0.3,0,0,0,0,0,1521,5873,22,0,0,1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13402
0,0,0,0,0,0,1522,5532,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13402
0,0,0,0,0,0,1523,5137,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13412
-0.25,0,-0.1,0,0,0,1524,5875,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13412
0,0,0,0,0,0,1525,5876,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13420
0,0,0,0,0,0,1541,1054,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13424
0,0,0,0,0,0,1563,5882,17,0,0,-0.401426,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13378
0,0,0,0,0,0,1564,5882,17,0,0,-0.436332,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13378
0,0,0,0,0,0,1565,5882,17,0,0,-0.401426,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13378
0,0,0,0,0,0,1566,5882,17,0,0,-0.383972,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13378
0,0,0,0,0,0,1581,5895,34,0,0,1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13430
0,0,0,0,0,0,1582,127,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13431
0,0,0,0,0,0,1583,5886,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13432
0,0,0,0,0,0,1622,3993,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13434
0,0,0,0,0,0,1641,5277,47,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13437
0,0,0,0,0,0,1642,5277,48,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13437
0,0,0,0,0,0,1681,5892,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13447
0,0,0,0,0,0,1701,3767,23,0,0,0.523599,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13451
0,0,0,0,0,0,1702,6085,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13452
0,0,0,0,0,0,1703,6086,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13453
0,0,0,0,0,0,1704,3731,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13457
0,0,0,0,0,0,1705,3394,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13458
0,0,0,0,0,0,1709,6124,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13442
0,0,0,0,0,0,1743,6177,17,0,0,-0.785398,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13472
0,0,0,0,0,0,1747,5900,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13473
-3,-3,3,0,0,0,1752,6238,34,0,-2.094395,-1.047198,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13472
0,0,0,0,0,0,1753,5901,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13473
-4,0,-6,0,0,0,1754,6238,34,0,0,0.785398,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13472
0.05,0,-0.6,0,0,0,1756,6135,16,0,0,-1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13481
0,0,-2,0,0,0,1761,5905,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13482
0,0,1,0,0,0,1801,5433,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13489
0,0,0,0,0,0,1821,5911,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13498
0.25,0,2,0,0,0,1901,5912,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13417
0,0,0,0,0,0,1921,5915,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13511
0,0,0,0,0,0,1922,5915,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13511
0,0,0,0,0,0,1923,3902,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13511
0,0,0,0,0,0,1924,3902,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13511
0,0,0,0,0,0,1925,4010,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13511
0,0,0,0,0,0,1926,3920,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13511
0,0,0,0,0,0,1927,5916,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13512
0,-0.05,-0.07,0,0,0,1941,5917,22,0,0,2.268928,1.047198,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13515
1,0.2,0.9,0,0,0,1942,5612,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13516
1,0,0,0,0,0,1961,389,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13520
0,0,0,0,0,0,1981,4889,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13525
0,0,-4,0,0,0,2003,5923,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13529
1.2,0.1,0,0,0,0,2041,4828,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13532
0,0,0.5,0,0,0,2042,5925,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13503
0.7,0,0,0,0,0,2081,6064,38,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13550
0,0.4,0,0,0,0,2121,5896,16,0,1.570796,3.141593,-1.570796,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13555
0.3,0.4,0,0,0,0,2122,5837,16,0,1.570796,3.141593,-1.570796,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13556
0,0,0,0,0,0,2141,5882,17,0,0,-0.383972,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13378
0,0,0,0,0,0,2142,5882,17,0,0,-0.383972,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13378
0.2,0,-1.1,0,0,0,2143,5950,16,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13562
0,0,0,0,0,0,2146,5952,1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13278
1,0,0,0,0,0,2147,5802,1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13278
0,0,0.25,0,0,0,2161,621,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13576
0,0,-0.25,0,0,0,2162,621,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13576
0,0,-0.2,0,0,0,2163,4410,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13577
0,0,-6.5,0,0,0,2181,5962,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13580
0,0,5,0,0,0,2182,4924,19,0,0,-1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,11628
0,0,3,0,0,0,2183,5963,19,0,0,-1.570971,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,11630
0,0,-12,0,0,0,2184,5968,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13582
0.5,0,0,0,0,0,2185,4018,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13582
0,0,0,0,0,0,2188,4031,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13585
0,0,0,0,0,0,2189,5971,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13584
0,0,0.2,0,0,0,2204,4410,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13577
0,0,0,0,0,0,2205,4410,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13577
6,0,2,0,0,0,2207,1303,-1,0,0,1.570796,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13590
0,0,-1,0,0,0,2221,3913,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13591
-0.4,0,0,0,0,0,2241,5980,28,0,1.570796,0,-1.48353,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13593
0,0,0,0,0,0,2293,5983,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13594
0,0,-5,0,0,0,2301,5986,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13597
0,0,0,0,0,0,2302,5988,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13599
0,-15,0,0,0,0,2303,5988,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13599
0,15,0,0,0,0,2304,5988,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13599
0,0,-10,0,0,0,2321,5968,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13602
0,0,0,0,0,0,2322,5235,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13602
0,0,1,0,0,0,2323,5994,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,13602
