ID,AreaID,AreaGroupID
20148,44,7327
20149,45,7327
20150,46,7327
20151,47,7327
20152,51,7327
20153,85,7327
20154,130,7327
20156,170,7327
20157,214,7327
20158,267,7327
20159,269,7327
20161,293,7327
20163,308,7327
20164,330,7327
20165,408,7327
20166,409,7327
20168,1497,7327
20169,1519,7327
20170,1537,7327
20172,2037,7327
20174,3459,7327
20175,2757,7328
20176,3117,7328
20177,2300,7328
20178,417,7328
20179,2740,7328
20180,2322,7328
20181,372,7328
20182,457,7328
20183,499,7328
20184,543,7328
20185,2247,7328
20186,2079,7328
20187,640,7328
20188,606,7328
20189,259,7328
20190,1640,7328
20191,431,7328
20192,221,7328
20193,2301,7328
20194,14,7328
20195,599,7328
20196,2255,7328
20197,2897,7328
20198,1230,7328
20199,602,7328
20200,2537,7328
20201,2256,7328
20202,2521,7328
20203,331,7328
20204,1761,7328
20205,2321,7328
20206,2797,7328
20207,382,7328
20208,1704,7328
20209,2238,7328
20210,2404,7328
20211,430,7328
20212,460,7328
20213,1232,7328
20214,3319,7328
20215,637,7328
20216,639,7328
20217,720,7328
20218,978,7328
20219,985,7328
20222,478,7328
20223,1225,7328
20224,500,7328
20225,2324,7328
20226,2337,7328
20227,515,7328
20228,2137,7328
20229,1660,7328
20230,514,7328
20231,1099,7328
20232,2617,7328
20233,1112,7328
20234,392,7328
20235,1116,7328
20236,4046,7328
20237,357,7328
20238,398,7328
20239,405,7328
20240,2360,7328
20241,2405,7328
20242,3037,7328
20243,15,7328
20244,414,7328
20245,422,7328
20246,1765,7328
20247,375,7328
20248,1113,7328
20249,1157,7328
20250,2077,7328
20252,1108,7328
20253,439,7328
20254,484,7328
20256,2160,7328
20257,1637,7328
20258,148,7328
20259,1120,7328
20260,1231,7328
20261,3447,7328
20262,3454,7328
20263,3427,7328
20264,2217,7328
20265,2520,7328
20266,2539,7328
20267,373,7328
20268,141,7328
20269,445,7328
20270,1121,7328
20271,2248,7328
20272,2250,7328
20273,1697,7328
20274,1659,7328
20275,403,7328
20276,432,7328
20277,736,7328
20278,983,7328
20279,472,7328
20281,607,7328
20282,2303,7328
20283,2320,7328
20284,2857,7328
20285,3446,7328
20286,3257,7328
20287,1599,7328
20289,1156,7328
20290,363,7328
20291,358,7328
20292,1100,7328
20293,3157,7328
20294,4049,7328
20295,1236,7328
20296,401,7328
20297,2317,7328
20298,3426,7328
20299,3098,7328
20300,415,7328
20301,416,7328
20302,991,7328
20303,426,7328
20304,441,7328
20305,510,7328
20306,1718,7328
20307,222,7328
20308,390,7328
20309,1221,7328
20310,2244,7328
20311,2737,7328
20312,1102,7328
20314,1939,7328
20315,3138,7328
20316,3140,7328
20317,442,7328
20318,458,7328
20319,220,7328
20320,399,7328
20321,406,7328
20322,16,7328
20323,518,7328
20324,603,7328
20325,604,7328
20326,502,7328
20327,636,7328
20328,638,7328
20329,879,7328
20330,471,7328
20331,485,7328
20332,986,7328
20333,2249,7328
20334,1661,7328
20335,2159,7328
20336,3139,7328
20337,2618,7328
20338,2138,7328
20339,2357,7328
20340,332,7328
20342,517,7328
20343,505,7328
20344,508,7328
20345,512,7328
20346,537,7328
20347,539,7328
20348,542,7328
20349,2637,7328
20350,1557,7328
20351,1119,7328
20352,820,7328
20353,2741,7328
20354,1764,7328
20355,618,7328
20356,878,7328
20357,3425,7328
20358,3038,7328
20359,3097,7328
20360,3099,7328
20361,384,7328
20362,397,7328
20363,1107,7328
20364,421,7328
20365,369,7328
20366,1111,7328
20367,393,7328
20368,444,7328
20369,496,7328
20370,2408,7328
20371,2538,7328
20372,2540,7328
20373,1767,7328
20374,2361,7328
20375,538,7328
20376,3137,7328
20377,257,7328
20378,598,7328
20379,1103,7328
20380,448,7328
20381,596,7328
20382,1658,7328
20383,984,7328
20384,1768,7328
20385,817,7328
20386,400,7328
20387,2097,7328
20388,1641,7328
20389,1657,7328
20390,1219,7328
20391,361,7328
20392,367,7328
20393,261,7328
20394,1703,7328
20395,2198,7328
20396,473,7328
20397,1316,7328
20398,4010,7328
20399,600,7328
20400,1297,7328
20401,818,7328
20402,1223,7328
20403,447,7328
20404,480,7328
20405,3478,7328
20406,3039,7328
20407,2478,7328
20408,1110,7328
20409,2363,7328
20410,2157,7328
20411,2243,7328
20412,2245,7328
20413,2078,7328
20414,258,7328
20415,377,7328
20416,1224,7328
20417,1229,7328
20418,1235,7328
20419,1237,7328
20420,2325,7328
20421,2497,7328
20422,2541,7328
20424,977,7328
20426,982,7328
20427,3177,7328
20428,443,7328
20429,1943,7328
20430,609,7328
20431,616,7328
20432,992,7328
20433,479,7328
20434,396,7328
20435,464,7328
20436,489,7328
20437,497,7328
20438,506,7328
20439,1998,7328
20440,2251,7328
20441,2254,7328
20442,2323,7328
20443,2326,7328
20444,2362,7328
20445,1997,7328
20446,1104,7328
20447,265,7328
20448,2406,7328
20449,2239,7328
20450,976,7328
20452,1115,7328
20453,1217,7328
20455,490,7328
20456,493,7328
20457,386,7328
20458,541,7328
20459,360,7328
20460,1101,7328
20461,188,7328
20462,1222,7328
20463,4047,7328
20464,987,7328
20465,1639,7328
20466,1701,7328
20467,2738,7328
20468,1938,7328
20469,435,7328
20470,1256,7328
20472,436,7328
20473,468,7328
20474,404,7328
20475,3100,7328
20476,391,7328
20477,1106,7328
20478,419,7328
20479,2480,7328
20480,2657,7328
20481,2318,7328
20483,466,7328
20484,381,7328
20485,379,7328
20486,17,7328
20487,364,7328
20488,368,7328
20489,383,7328
20490,483,7328
20491,262,7328
20492,266,7328
20493,2358,7328
20494,2359,7328
20495,263,7328
20496,1226,7328
20497,2519,7328
20498,540,7328
20499,815,7328
20500,2577,7328
20501,1114,7328
20502,1766,7328
20504,1699,7328
20505,702,7328
20506,433,7328
20507,446,7328
20508,461,7328
20509,1276,7328
20510,990,7328
20511,467,7328
20512,988,7328
20513,429,7328
20514,482,7328
20515,371,7328
20516,1769,7328
20518,501,7328
20519,2302,7328
20520,814,7328
20521,819,7328
20522,2246,7328
20524,2253,7328
20525,418,7328
20526,370,7328
20527,1234,7328
20528,2518,7328
20529,2742,7328
20530,2744,7328
20531,413,7328
20533,366,7328
20534,410,7328
20535,2407,7328
20536,2242,7328
20537,385,7328
20538,2522,7328
20539,374,7328
20540,378,7328
20541,488,7328
20542,1228,7328
20543,2240,7328
20544,509,7328
20545,1296,7328
20546,1336,7328
20547,1638,7328
20548,411,7328
20549,186,7328
20550,1702,7328
20551,1942,7328
20552,224,7328
20553,2481,7328
20554,215,7328
20555,1762,7328
20556,656,7328
20557,979,7328
20558,1698,7328
20559,1763,7328
20560,438,7328
20561,452,7328
20562,454,7328
20563,981,7328
20564,365,7328
20565,434,7328
20566,481,7328
20567,437,7328
20568,980,7328
20569,359,7328
20570,1662,7328
20571,2979,7328
20572,821,7328
20573,1117,7328
20574,2739,7328
20575,2237,7328
20576,2479,7328
20580,486,7328
20581,487,7328
20582,513,7328
20583,223,7328
20584,498,7328
20585,3077,7328
20586,424,7328
20587,420,7328
20588,463,7328
20589,1277,7328
20590,449,7328
20591,816,7328
20592,2252,7328
20593,388,7328
20594,1109,7328
20595,380,7328
20596,1941,7328
20597,450,7328
20598,256,7328
20599,260,7328
20600,1700,7328
20601,1227,7328
20602,1233,7328
20603,2241,7328
20604,2477,7328
20605,2457,7328
20606,455,7328
20607,516,7328
20608,264,7328
20609,362,7328
20611,1770,7328
20612,1220,7328
20613,428,7328
20614,2197,7328
20615,1937,7328
20616,503,7328
20617,427,7328
20618,440,7328
20619,456,7328
20620,465,7328
20621,469,7328
20622,608,7328
20623,1940,7328
20624,387,7328
20625,453,7328
20626,597,7328
20627,412,7328
20628,989,7328
20631,2319,7328
20632,1717,7328
20633,2743,7328
20634,1771,7328
20635,2158,7328
20636,1136,7328
20637,1105,7328
20638,1216,7328
20639,504,7328
20640,507,7328
20641,1137,7328
20642,511,7328
20643,425,7328
20644,225,7328
20645,1076,7328
20711,3550,7274
20712,3671,7274
20713,3808,7274
20714,3556,7274
20715,3835,7274
20716,3814,7274
20717,3546,7274
20718,3815,7274
20719,3554,7274
20720,3797,7274
20721,3793,7274
20722,3541,7274
20723,3548,7274
20724,3811,7274
20725,3798,7274
20726,3955,7274
20727,3545,7274
20728,3538,7274
20729,3549,7274
20730,3801,7274
20731,3555,7274
20732,3810,7274
20733,3544,7274
20734,3553,7274
20735,3765,7274
20736,3807,7274
20737,3551,7274
20738,3795,7274
20739,3920,7274
20740,3809,7274
20741,3838,7274
20742,3884,7274
20743,3812,7274
20744,3799,7274
20745,3806,7274
20746,3552,7274
20747,3803,7274
20748,3543,7274
20749,3804,7274
20750,3670,7274
20751,3813,7274
20752,3542,7274
20753,3669,7274
20754,3539,7274
20755,3796,7274
20756,3800,7274
20757,3536,7274
20758,3547,7274
20759,3794,7274
20760,3802,7274
20761,3816,7274
20762,3582,7274
20763,3562,7274
20764,3713,7274
20765,3714,7274
20807,3457,7374
20808,3923,7374
20809,3836,7374
20810,3607,7374
20811,3845,7374
20812,3606,7374
20813,3959,7374
20814,4075,7374
20815,3805,7374
20823,3519,7378
20824,3789,7378
20825,3790,7378
20826,3791,7378
20827,3792,7378
20828,3717,7379
20829,3715,7379
20830,3716,7379
20831,3521,7379
27550,139,7464
27551,28,7464
27552,2057,7464
27553,2017,7464
27563,3607,7379
27593,2897,7480
27594,429,7480
27595,437,7480
27596,3177,7480
27597,2301,7480
27598,414,7480
27599,2325,7480
27600,1276,7480
27601,416,7480
27602,427,7480
27603,418,7480
27604,412,7480
27605,419,7480
27606,432,7480
27607,431,7480
27608,879,7480
27609,2360,7480
27610,3319,7480
27611,420,7480
27612,430,7480
27613,426,7480
27614,2457,7480
27615,428,7480
27616,421,7480
27617,425,7480
27618,413,7480
27619,441,7480
27620,2637,7480
27621,424,7480
27622,2359,7480
27623,2358,7480
27624,417,7480
27625,434,7480
27626,422,7480
27627,433,7480
27628,436,7480
27629,435,7480
27630,438,7480
27631,2357,7480
27632,2797,7480
27633,411,7480
27634,415,7480
27635,331,7480
27821,3796,6
27822,3703,7
27823,3733,8
27824,4163,9
27825,4123,10
27826,148,11
27827,3994,12
27828,4092,13
27829,4080,14
27830,403,15
27831,16,16
27832,1583,17
27833,2017,18
27834,367,19
27835,28,20
27836,2677,21
27837,2298,22
27838,4024,23
27839,2158,24
27840,139,25
27841,3277,26
27842,2597,27
27843,1584,28
27844,2717,29
27845,2257,30
27846,2964,31
27847,4002,32
27848,2057,33
27849,1977,34
27850,3358,35
27851,4760,36
27853,3428,38
27854,440,39
27855,618,40
27856,3883,41
27857,3982,42
27858,3456,43
27859,1377,44
27860,796,45
27861,3457,46
27862,4060,47
27863,3524,48
27864,3562,49
27865,3584,50
27866,3873,51
27867,3521,52
27868,2366,53
27869,3523,54
27870,3668,55
27871,3547,56
27872,3730,57
27873,3483,58
27874,4282,59
27875,1939,60
27876,3697,61
27877,3682,62
27878,3845,63
27879,3789,64
27880,4048,65
27881,4356,66
27882,3582,67
27883,3822,68
27884,3919,69
27885,3520,70
27886,3944,71
27887,3519,72
27888,3522,73
27889,3657,74
27890,3942,75
27891,4809,76
27892,3769,77
27893,3930,78
27894,3780,79
27896,3790,81
27897,3955,82
27898,3606,83
27899,3904,84
27900,3758,85
27901,3831,86
27902,3565,87
27903,3811,88
27904,3607,89
27905,4054,90
27906,4078,91
27907,3786,92
27908,495,93
27909,3864,94
27910,4071,95
27911,3959,96
27912,512,97
27913,2302,98
27914,4001,99
27915,4061,100
27916,3984,101
27917,3991,102
27918,4055,103
27919,3633,104
27920,3980,105
27921,4003,106
27923,3537,108
27924,4122,109
27925,4325,110
27926,4125,111
27927,4144,112
27928,4116,113
27929,4117,114
27930,3518,115
27931,414,116
27932,394,117
27933,4226,118
27934,4165,119
27935,65,120
27936,4230,121
27937,4220,122
27938,3711,123
27939,4185,124
27940,4243,126
27941,4242,127
27942,4251,128
27943,4175,129
27944,4286,130
27945,4278,131
27946,4290,132
27947,4284,133
27948,66,134
27949,4321,135
27950,4369,136
27951,4322,137
27952,4323,138
27953,4385,145
27954,4290,145
27955,4388,145
27956,4360,161
27957,4392,162
27958,4287,181
27959,4288,181
27960,4289,181
27961,4385,201
27962,4388,202
27963,4364,221
27964,4298,221
27965,4361,221
27966,4342,244
27967,4352,244
27968,4355,244
27969,4356,244
27970,4347,244
27971,4348,244
27972,4349,244
27973,4365,244
27974,4350,244
27975,4359,244
27976,4354,244
27977,4353,244
27978,4343,244
27979,4377,244
27980,4345,244
27981,4346,244
27982,4351,244
27983,4360,244
27984,4394,244
27985,4362,244
27986,4360,261
27987,67,262
27988,4298,281
27989,4460,301
27990,4421,302
27991,4461,302
27992,4417,303
27993,4024,323
27994,4401,323
27995,4120,323
27996,4121,323
27997,4315,343
27998,4477,344
27999,4027,363
28000,4130,363
28001,4027,364
28002,4130,364
28003,4222,365
28004,3999,366
28005,4355,369
28006,4356,369
28007,4347,369
28008,4348,369
28009,4349,369
28010,4350,369
28011,4343,369
28012,4377,369
28013,4345,369
28014,4346,369
28015,4351,369
28016,4360,369
28017,4394,369
28018,4362,369
28019,4287,370
28020,4288,370
28021,4289,370
28022,4287,371
28023,4288,371
28024,4289,371
28025,4197,373
28026,4220,374
28027,4197,375
28028,66,376
28029,67,377
28030,4197,378
28031,210,379
28032,4417,380
28033,4329,381
28034,4163,382
28035,4197,383
28036,4183,384
28037,4184,384
28038,4254,384
28039,4176,384
28040,4161,384
28041,4197,385
28042,4500,386
28043,66,387
28044,4422,388
28045,4438,388
28046,4535,388
28047,4437,388
28048,4173,389
28049,4184,389
28050,4254,389
28051,4174,389
28052,4161,389
28053,4197,390
28054,4197,391
28055,4282,392
28056,65,393
28057,4197,394
28058,4197,395
28059,3711,396
28060,4197,397
28061,3711,398
28062,3711,399
28063,4197,400
28064,3428,402
28065,36,402
28066,331,402
28067,3790,402
28068,1583,402
28069,4,402
28070,2918,402
28071,4188,403
28072,4190,403
28073,4188,404
28074,4190,404
28075,4177,404
28076,4178,404
28077,4476,405
28078,4497,423
28079,4431,424
28080,4432,424
28081,4473,424
28082,4492,425
28083,4495,443
28084,4535,463
28085,4438,483
28086,4437,484
28087,4434,485
28088,4422,486
28089,4484,503
28090,4435,503
28091,4434,503
28092,4436,503
28093,4431,523
28094,4580,543
28095,4506,543
28096,4501,543
28097,4505,543
28098,4504,543
28099,4476,544
28100,4452,544
28101,4431,544
28102,4428,544
28103,4432,544
28104,4473,544
28105,4439,545
28106,4444,546
28107,4463,546
28108,4197,547
28109,4542,563
28110,4446,563
28111,4527,583
28112,4498,583
28113,4496,583
28114,4528,583
28115,4526,583
28116,4497,583
28117,4525,583
28118,4492,583
28119,4524,583
28120,2362,584
28121,4314,603
28122,4311,623
28123,66,623
28124,4312,625
28125,4311,625
28126,66,625
28127,4527,627
28128,4498,627
28129,4496,627
28130,4528,627
28131,4526,627
28132,4497,627
28133,4525,627
28134,4492,627
28135,4524,627
28136,4588,643
28137,4531,643
28138,4528,663
28139,4527,683
28140,4496,683
28141,4526,683
28142,4497,683
28143,4524,683
28144,4520,684
28145,4597,684
28146,4519,684
28147,4495,703
28148,4242,704
28149,4522,723
28150,4477,724
28151,4517,724
28152,4537,743
28153,4519,763
28154,3979,783
28155,4242,783
28156,4395,803
28157,4507,804
28158,4179,823
28159,4521,824
28160,4120,825
28161,210,826
28162,4513,827
28163,4514,843
28164,4513,843
28165,4422,863
28166,4535,863
28167,210,883
28168,3711,883
28169,67,883
28170,331,903
28171,4466,923
28172,4622,924
28173,4272,943
28174,4264,943
28175,67,943
28176,4495,963
28177,4476,983
28178,4452,983
28179,4431,983
28180,4428,983
28181,4432,983
28182,4392,1003
28183,4640,1004
28184,4641,1004
28185,4639,1004
28186,4120,1004
28187,4435,1023
28188,4436,1023
28189,4210,1024
28190,4196,1024
28191,4416,1024
28192,66,1024
28193,4216,1025
28194,4440,1043
28195,4493,1063
28196,4508,1083
28197,4507,1083
28198,3576,1103
28199,222,1103
28200,159,1103
28201,186,1103
28202,3665,1103
28203,87,1103
28204,131,1103
28205,362,1103
28206,223,1103
28207,4581,1143
28208,4582,1144
28209,4583,1145
28210,4273,1163
28211,4183,1183
28212,4223,1184
28213,4658,1283
28214,4672,1283
28215,4671,1283
28216,4670,1283
28217,4673,1283
28218,4669,1283
28219,4626,1303
28220,4518,1364
28221,4522,1364
28222,4519,1364
28223,1377,1463
28224,440,1463
28225,490,1463
28226,4665,1603
28227,4652,1603
28228,4650,1603
28229,4665,1623
28230,4652,1623
28231,4650,1623
28232,4723,1683
28233,4722,1683
28234,4742,1763
28235,4228,1943
28236,1657,1984
28237,809,1984
28238,1537,1984
28239,1637,1984
28240,3487,1984
28241,1519,1984
28242,3557,1984
28243,1638,1984
28244,1497,1984
28245,4813,2203
28246,4075,2447
28247,4812,2452
28248,4892,2457
28249,1537,2478
28250,1637,2481
28251,4411,2531
28252,3979,2539
28253,3740,2540
28254,1519,2545
28255,189,2548
28256,14,2561
28257,4987,2567
28258,393,2572
28259,368,2572
28260,367,2572
28261,1,2597
28262,721,2597
28263,368,2628
28268,3966,7530
28269,3939,7530
28270,3967,7530
28271,3965,7530
28272,3520,7530
28438,4161,7604
28727,14288,373
28728,14288,383
28729,14288,397
28730,14288,385
28731,14288,394
28732,14288,395
28752,14288,7699
28753,4197,7699
28766,4575,7710
28780,14288,7719
28782,3880,7721
28783,3712,7721
28784,3723,7721
28785,3921,7721
28786,3883,7721
28787,3737,7721
28788,3879,7721
28789,3724,7721
28790,3874,7721
28791,3877,7721
28792,3875,7721
28793,3876,7721
28794,3878,7721
28795,3740,7721
28796,3739,7721
28797,3868,7721
28798,3882,7721
28799,3900,7721
28800,3732,7721
28801,3722,7721
28802,3726,7721
28803,3730,7721
28804,3734,7721
28805,3736,7721
28806,3851,7721
28807,3850,7721
28808,3854,7721
28809,3725,7721
28810,3741,7721
28811,3742,7721
28812,3837,7721
28813,3842,7721
28814,3721,7721
28815,3729,7721
28816,3873,7721
28817,3727,7721
28818,3738,7721
28819,3731,7721
28820,3733,7721
28821,3728,7721
28822,3934,7721
28823,3881,7721
28824,3852,7721
28825,3735,7721
28826,3935,7721
28827,3864,7721
28828,3780,7721
28829,3770,7721
28830,3867,7721
28831,3767,7721
28832,3931,7721
28833,3773,7721
28834,3922,7721
28835,3777,7721
28836,3776,7721
28837,3824,7721
28838,3903,7721
28839,3863,7721
28840,3862,7721
28841,3775,7721
28842,3855,7721
28843,3865,7721
28844,3904,7721
28845,3826,7721
28846,3831,7721
28847,3778,7721
28848,3825,7721
28849,3963,7721
28850,3951,7721
28851,3787,7721
28852,3784,7721
28853,3785,7721
28854,3972,7721
28855,3781,7721
