ID,Parent,Operator,Amount,Type,Asset,SecondaryAsset,TertiaryAsset
183056,183055,2,1,67,36499,0,0
183057,183055,8,1,0,0,0,0
183058,183057,2,1,84,66145,0,0
183059,183057,2,1,110,66145,0,0
183063,0,4,1,0,0,0,0
183064,183063,2,1,67,36498,0,0
183114,0,8,1,0,0,0,0
183115,183114,2,1,110,66145,0,0
183116,183114,2,1,84,66145,0,0
214757,0,4,1,0,0,0,0
214758,214757,2,1,9,16,0,0
214759,214757,2,1,9,36,0,0
214760,214757,2,1,26,4,0,0
220563,0,4,1,0,0,0,0
220564,220563,3,1,114,205364,1,0
220565,220563,3,1,114,205184,1,0
220566,220563,3,1,114,205181,1,0
220567,220563,3,1,114,205182,1,0
220568,220563,3,1,114,205183,1,0
220569,220563,3,1,114,205215,1,0
236085,0,4,1,0,0,0,0
236086,236085,3,1,9,78,0,0
237281,0,4,1,0,0,0,0
237282,237281,3,1,114,209030,1,0
237283,237281,3,1,114,209031,1,0
237284,237281,3,1,114,209029,1,0
238962,0,8,10,0,0,0,0
238963,238962,2,1,110,79953,0,0
238964,238962,2,1,110,84399,0,0
238965,238962,2,1,110,79951,0,0
238966,238962,2,1,110,81954,0,0
238967,238962,2,1,110,84395,0,0
238968,238962,2,1,110,78146,0,0
238969,238962,2,1,110,79948,0,0
238970,238962,2,1,110,81949,0,0
238971,238962,2,1,110,84396,0,0
240516,0,4,1,0,0,0,0
240517,240516,3,1,35,0,0,0
240518,240516,3,1,238,0,0,0
240669,0,4,1,0,0,0,0
240670,240669,3,1,114,210252,1,0
241119,0,8,1,0,0,0,0
241120,241119,2,1,114,210499,1,0
241121,241119,2,1,8,426019,0,0
244605,0,8,1,0,0,0,0
244606,244605,2,1,105,210771,1,0
244607,244605,2,1,105,211315,1,0
244608,244605,2,1,105,211316,1,0
244609,244605,2,1,105,211317,1,0
244610,244605,2,1,105,211318,1,0
244611,244605,2,1,105,211319,1,0
244612,244605,2,1,105,211320,1,0
244613,244605,2,1,105,211321,1,0
244614,244605,2,1,105,211322,1,0
244615,244605,2,1,105,211323,1,0
244616,244605,2,1,105,211324,1,0
244617,244605,2,1,105,211325,1,0
244618,244605,2,1,105,211326,1,0
244619,244605,2,1,105,211327,1,0
244620,244605,2,1,105,211328,1,0
244621,244605,2,1,105,211329,1,0
244622,244605,2,1,105,211330,1,0
244623,244605,2,1,105,211331,1,0
244624,244605,2,1,105,211332,1,0
263614,238962,2,1,110,78142,0,0
263615,238962,2,1,110,79950,0,0
263616,238962,2,1,110,79952,0,0
263617,238962,2,1,110,78143,0,0
263618,238962,2,1,110,79096,0,0
263619,238962,2,1,110,78127,0,0
263620,238962,2,1,110,78148,0,0
263631,0,8,1,0,0,0,0
263632,263631,2,1,105,211819,1,0
263633,263631,2,1,105,211820,1,0
263634,263631,2,1,105,211821,1,0
263635,263631,2,1,105,211822,1,0
263636,263631,2,1,105,211823,1,0
263637,263631,2,1,105,211824,1,0
263638,263631,2,1,105,211825,1,0
263639,263631,2,1,105,211826,1,0
263640,263631,2,1,105,211827,1,0
263641,263631,2,1,105,211828,1,0
263642,263631,2,1,105,211829,1,0
263643,263631,2,1,105,211830,1,0
263644,263631,2,1,105,211831,1,0
263645,263631,2,1,105,211832,1,0
263646,263631,2,1,105,211833,1,0
263647,263631,2,1,105,211834,1,0
263648,263631,2,1,105,211835,1,0
263649,263631,2,1,105,211836,1,0
263650,263631,2,1,105,211837,1,0
263651,263631,2,1,105,211838,1,0
264237,0,8,1,0,0,0,0
264238,264237,4,1,0,0,0,0
264239,264238,2,1,8,410935,0,0
264240,264238,2,1,104,424035,0,0
264241,264237,4,1,0,0,0,0
264242,264241,2,1,8,417316,0,0
264243,264241,2,1,104,424037,0,0
264244,264237,4,1,0,0,0,0
264245,264244,2,1,8,418459,0,0
264246,264244,2,1,104,424041,0,0
264247,264237,4,1,0,0,0,0
264248,264247,2,1,8,419307,0,0
264249,264247,2,1,104,424036,0,0
264256,0,8,1,0,0,0,0
264257,264256,2,1,67,42106,0,0
264258,264256,2,1,67,38877,0,0
264293,244605,2,1,105,211933,1,0
264294,244605,2,1,105,211934,1,0
264295,263631,2,1,105,211935,1,0
269944,0,8,20,0,0,0,0
269945,269944,2,1,110,78143,0,0
271056,0,8,1,0,0,0,0
271057,271056,3,1,95,909,1100,0
271058,271056,3,1,69,26,0,0
271090,0,8,1,0,0,0,0
271091,271090,3,1,95,909,500,0
271092,271090,3,1,69,26,0,0
272040,0,4,1,0,0,0,0
272041,272040,2,1,105,213567,1,0
272042,272040,2,1,105,213568,1,0
272043,272040,2,1,105,213566,1,0
272724,0,4,1,0,0,0,0
272725,272724,2,1,105,213447,1,0
272997,269944,2,1,110,81947,0,0
272998,269944,2,1,110,79091,0,0
272999,269944,2,1,110,81956,0,0
273000,269944,2,1,110,81955,0,0
273001,269944,2,1,110,79095,0,0
273002,269944,2,1,110,81953,0,0
273003,269944,2,1,110,79953,0,0
273257,0,8,1,0,0,0,0
273258,273257,2,1,104,403474,0,0
273259,273257,2,1,114,204441,1,0
273918,0,8,1,0,0,0,0
273919,273918,4,1,0,0,0,0
273920,273919,2,1,67,43967,0,0
273921,273919,2,1,71,59,0,0
273922,273918,4,1,0,0,0,0
273923,273922,2,1,67,42517,0,0
273924,273922,2,1,71,49,0,0
273925,273918,4,1,0,0,0,0
273926,273925,2,1,67,41859,0,0
273927,273925,2,1,71,24,0,0
273928,273918,4,1,0,0,0,0
273929,273928,2,1,67,42520,0,0
273930,273928,2,1,71,59,0,0
273970,0,4,1,0,0,0,0
273971,273970,2,1,8,436412,0,0
273972,273970,2,1,67,41859,0,0
273973,0,4,1,0,0,0,0
273974,273973,2,1,8,436412,0,0
273975,273973,2,1,67,42517,0,0
273976,0,4,1,0,0,0,0
273977,273976,2,1,8,436412,0,0
273978,273976,2,1,67,43967,0,0
273979,0,4,1,0,0,0,0
273980,273979,2,1,8,436412,0,0
273981,273979,2,1,67,42520,0,0
273982,273970,3,1,67,42517,0,0
273983,273970,3,1,67,43967,0,0
273984,273970,3,1,67,42520,0,0
273985,273973,3,1,67,43967,0,0
273986,273973,3,1,67,42520,0,0
273987,273976,3,1,67,42520,0,0
274119,0,8,1,0,0,0,0
274120,274119,2,1,104,425103,0,0
274121,274119,2,1,114,213136,1,0
274122,274119,2,1,114,216618,1,0
274124,0,4,1,0,0,0,0
274125,274124,3,1,104,425103,0,0
274126,274124,3,1,114,213136,1,0
274127,274124,3,1,114,216618,1,0
274211,0,4,1,0,0,0,0
274212,274211,3,1,114,215451,1,0
274213,274211,3,1,114,215452,1,0
274214,274211,3,1,114,215453,1,0
274215,274211,3,1,114,215454,1,0
274473,0,4,1,0,0,0,0
274474,274473,2,1,110,80098,0,0
274475,274473,2,1,110,80147,0,0
274476,274473,2,1,110,80148,0,0
274477,274473,2,1,110,80149,0,0
274478,274473,2,1,110,80150,0,0
274479,274473,2,1,110,80151,0,0
274480,274473,2,1,110,80152,0,0
274498,0,4,1,0,0,0,0
274499,274498,2,1,8,431567,0,0
275811,0,8,1,0,0,0,0
275812,275811,3,1,95,909,1700,0
275813,275811,3,1,69,41,0,0
276399,273918,4,1,0,0,0,0
276400,276399,2,1,67,42142,0,0
276401,276399,2,1,71,24,0,0
276647,238962,2,1,110,79095,0,0
276648,238962,2,1,110,81953,0,0
276649,238962,2,1,110,81955,0,0
276650,238962,2,1,110,81947,0,0
276651,238962,2,1,110,81956,0,0
276652,238962,2,1,110,84402,0,0
276653,238962,2,1,110,79535,0,0
276654,238962,2,1,110,78124,0,0
276655,269944,2,1,110,79951,0,0
276656,269944,2,1,110,78146,0,0
276657,269944,2,1,110,81954,0,0
276658,269944,2,1,110,84395,0,0
276659,269944,2,1,110,78148,0,0
276660,269944,2,1,110,84399,0,0
276661,269944,2,1,110,81949,0,0
276662,269944,2,1,110,78127,0,0
276663,269944,2,1,110,78124,0,0
276664,269944,2,1,110,84402,0,0
276665,269944,2,1,110,79947,0,0
276666,269944,2,1,110,79950,0,0
276667,269944,2,1,110,78147,0,0
276668,269944,2,1,110,79535,0,0
276669,269944,2,1,110,79096,0,0
276670,269944,2,1,110,84401,0,0
278336,0,8,1,0,0,0,0
278337,278336,2,1,114,204441,1,0
278338,278336,2,1,114,213110,1,0
278339,278336,2,1,104,403474,0,0
278340,278336,2,1,104,426491,0,0
278457,273918,4,1,0,0,0,0
278458,278457,2,1,67,42884,0,0
278459,278457,2,1,71,39,0,0
278460,273970,3,1,67,42884,0,0
278461,0,4,1,0,0,0,0
278462,278461,2,1,8,436412,0,0
278463,278461,2,1,67,42884,0,0
278464,278461,3,1,67,42517,0,0
278465,278461,3,1,67,43967,0,0
278466,278461,3,1,67,42520,0,0
279501,0,8,1,0,0,0,0
279502,279963,2,1,112,449078,0,0
279503,280014,3,1,112,449130,0,0
279507,0,8,1,0,0,0,0
279508,279507,2,1,112,449130,0,0
279655,0,4,1,0,0,0,0
279656,279655,3,1,114,220791,1,0
279657,279655,3,1,104,416083,0,0
279661,0,8,1,0,0,0,0
279662,279661,2,1,114,220791,1,0
279663,279661,2,1,104,416083,0,0
279963,279501,4,1,0,0,0,0
279964,279501,4,1,0,0,0,0
279965,279964,2,1,110,81960,0,0
280003,279507,2,1,110,81968,0,0
280006,0,8,1,0,0,0,0
280007,280006,4,1,0,0,0,0
280008,280007,2,1,112,449257,0,0
280009,280006,4,1,0,0,0,0
280010,280009,2,1,110,82071,0,0
280011,280009,8,1,0,0,0,0
280012,280011,3,1,112,449276,0,0
280013,280011,3,1,110,82074,0,0
280014,279964,8,1,0,0,0,0
280015,280014,3,1,110,81968,0,0
280016,0,8,1,0,0,0,0
280017,280016,4,1,0,0,0,0
280018,280017,2,1,112,449261,0,0
280019,280016,4,1,0,0,0,0
280020,280019,2,1,110,82072,0,0
280021,280019,8,1,0,0,0,0
280022,280021,3,1,112,449280,0,0
280023,280021,3,1,110,82075,0,0
280024,0,8,1,0,0,0,0
280025,280024,4,1,0,0,0,0
280026,280025,2,1,112,449272,0,0
280027,280024,4,1,0,0,0,0
280028,280027,2,1,110,82073,0,0
280029,280027,8,1,0,0,0,0
280030,280029,3,1,112,449284,0,0
280031,280029,3,1,110,82076,0,0
280144,0,8,1,0,0,0,0
280145,280144,2,1,112,449276,0,0
280146,280144,2,1,110,82074,0,0
280147,0,8,1,0,0,0,0
280148,280147,2,1,112,449280,0,0
280149,280147,2,1,110,82075,0,0
280150,0,8,1,0,0,0,0
280151,280150,2,1,112,449284,0,0
280152,280150,2,1,110,82076,0,0
280225,0,8,1,0,0,0,0
280226,280225,4,1,0,0,0,0
280227,280226,2,1,110,79946,0,0
280228,280226,3,1,110,79963,0,0
280230,280225,4,1,0,0,0,0
280231,280230,2,1,84,79946,0,0
280803,0,4,1,0,0,0,0
280804,280803,2,1,105,221370,1,0
280831,273970,3,1,67,43050,0,0
280832,278461,3,1,67,43050,0,0
280833,273973,3,1,67,43050,0,0
280834,0,4,1,0,0,0,0
280835,280834,2,1,8,436412,0,0
280836,280834,2,1,67,43050,0,0
280837,280834,3,1,67,43967,0,0
280838,280834,3,1,67,42520,0,0
280839,273918,4,1,0,0,0,0
280840,280839,2,1,67,43050,0,0
280841,280839,2,1,71,49,0,0
280969,0,8,25,0,0,0,0
280970,280969,2,1,110,81956,0,0
280971,280969,2,1,110,84395,0,0
280972,280969,2,1,110,84402,0,0
280973,280969,2,1,110,84399,0,0
280974,280969,2,1,110,84401,0,0
280975,280969,2,1,110,79095,0,0
280976,280969,2,1,110,79535,0,0
280977,280969,2,1,110,81951,0,0
280978,280969,2,1,110,78147,0,0
280979,280969,2,1,110,79948,0,0
280980,280969,2,1,110,79096,0,0
280981,280969,2,1,110,78124,0,0
280982,280969,2,1,110,81949,0,0
280983,280969,2,1,110,79947,0,0
280984,280969,2,1,110,79093,0,0
280985,280969,2,1,110,78148,0,0
280986,280969,2,1,110,78143,0,0
280987,280969,2,1,110,81953,0,0
280988,280969,2,1,110,78127,0,0
280989,280969,2,1,110,81952,0,0
280990,280969,2,1,110,79091,0,0
280991,280969,2,1,110,78142,0,0
280992,280969,2,1,110,79952,0,0
280993,280969,2,1,110,79949,0,0
280997,280969,2,1,110,79950,0,0
280998,280969,2,1,110,79951,0,0
280999,280969,2,1,110,84396,0,0
281000,280969,2,1,110,81954,0,0
281001,280969,2,1,110,79953,0,0
281002,280969,2,1,110,81955,0,0
281003,280969,2,1,110,78146,0,0
281004,280969,2,1,110,81947,0,0
281072,269944,2,1,110,79952,0,0
281073,269944,2,1,110,84396,0,0
281074,269944,2,1,110,79093,0,0
281075,269944,2,1,110,78142,0,0
281076,269944,2,1,110,81952,0,0
281077,269944,2,1,110,79949,0,0
281078,269944,2,1,110,79948,0,0
281079,269944,2,1,110,81951,0,0
281080,238962,2,1,110,78147,0,0
281081,238962,2,1,110,79091,0,0
281082,238962,2,1,110,81952,0,0
281083,238962,2,1,110,79093,0,0
281084,238962,2,1,110,84401,0,0
281085,238962,2,1,110,79949,0,0
281086,238962,2,1,110,81951,0,0
281087,238962,2,1,110,79947,0,0
281241,0,8,1,0,0,0,0
281242,281241,2,1,84,82043,0,0
281243,281241,2,1,110,82043,0,0
282490,0,8,1,0,0,0,0
282491,282490,3,1,95,909,2600,0
282492,282490,3,1,69,51,0,0
285264,0,4,1,0,0,0,0
285265,285264,3,1,68,198,0,0
285266,285264,3,1,68,215,0,0
289903,0,4,1,0,0,0,0
289904,289903,4,1,0,0,0,0
289905,289904,3,1,114,225941,1,0
289906,289904,3,1,114,225940,1,0
289907,289904,3,1,114,225939,1,0
289908,289904,3,1,114,225938,1,0
289909,289903,4,1,0,0,0,0
289910,289909,3,1,114,225691,1,0
289911,289909,3,1,104,401764,0,0
294462,0,8,35,0,0,0,0
294463,294462,2,1,110,78145,0,0
294464,294462,2,1,110,79092,0,0
294465,294462,2,1,110,78142,0,0
294466,294462,2,1,110,78149,0,0
294467,294462,2,1,110,78143,0,0
294468,294462,2,1,110,78148,0,0
294469,294462,2,1,110,79093,0,0
294470,294462,2,1,110,79095,0,0
294471,294462,2,1,110,78124,0,0
294472,294462,2,1,110,79094,0,0
294473,294462,2,1,110,79097,0,0
294474,294462,2,1,110,78146,0,0
294475,294462,2,1,110,78127,0,0
294476,294462,2,1,110,79096,0,0
294477,294462,2,1,110,78147,0,0
294478,294462,2,1,110,79091,0,0
294479,294462,2,1,110,79951,0,0
294480,294462,2,1,110,79950,0,0
294481,294462,2,1,110,79947,0,0
294482,294462,2,1,110,79953,0,0
294483,294462,2,1,110,79948,0,0
294484,294462,2,1,110,79952,0,0
294485,294462,2,1,110,79535,0,0
294486,294462,2,1,110,79949,0,0
294487,294462,2,1,110,81947,0,0
294488,294462,2,1,110,81949,0,0
294489,294462,2,1,110,81951,0,0
294490,294462,2,1,110,81952,0,0
294491,294462,2,1,110,81953,0,0
294492,294462,2,1,110,81954,0,0
294493,294462,2,1,110,81955,0,0
294494,294462,2,1,110,81956,0,0
294497,294462,2,1,110,84395,0,0
294498,294462,2,1,110,84396,0,0
294499,294462,2,1,110,84397,0,0
294500,294462,2,1,110,84398,0,0
294501,294462,2,1,110,84399,0,0
294502,294462,2,1,110,84400,0,0
294503,294462,2,1,110,84401,0,0
294504,294462,2,1,110,84402,0,0
294739,0,8,1,0,0,0,0
294740,294739,2,1,2,127099,0,0
294741,294739,2,1,67,42156,0,0
296039,0,8,1,0,0,0,0
296040,296039,2,1,2,127034,0,0
296041,296039,2,1,2,127625,0,0
297477,0,8,1,0,0,0,0
297478,297477,2,1,105,16719,1,0
297479,297477,2,1,105,16678,1,0
297480,297477,2,1,105,16687,1,0
297481,297477,2,1,105,16728,1,0
297482,297477,2,1,105,16694,1,0
297483,297477,2,1,105,16709,1,0
297484,297477,2,1,105,16668,1,0
297485,297477,2,1,105,16699,1,0
297486,297477,2,1,105,16732,1,0
299111,0,4,1,0,0,0,0
299112,299111,2,1,67,44044,0,0
299113,299111,2,1,67,44056,0,0
299118,0,4,1,0,0,0,0
299119,299118,2,1,67,44045,0,0
299120,299118,2,1,67,44056,0,0
299121,0,4,1,0,0,0,0
299122,299121,2,1,67,44578,0,0
299123,299121,2,1,67,43924,0,0
299145,299111,3,1,67,44037,0,0
299146,299118,3,1,67,44037,0,0
299284,0,8,1,0,0,0,0
299285,299284,2,1,84,84870,0,0
299286,299284,4,1,0,0,0,0
299287,299286,2,1,110,84870,0,0
299288,299286,3,1,110,84880,0,0
299645,0,4,1,0,0,0,0
299646,299645,2,1,67,44586,0,0
299647,299645,2,1,67,44562,0,0
299655,0,4,1,0,0,0,0
299656,299655,2,1,67,44046,0,0
299657,299655,2,1,67,44056,0,0
299658,299655,3,1,67,44037,0,0
301127,0,8,1,0,0,0,0
301128,301127,2,1,110,85140,0,0
301129,301127,2,1,110,85141,0,0
301130,301127,2,1,110,85142,0,0
301131,301127,2,1,110,85143,0,0
301132,301127,2,1,110,85144,0,0
301133,301127,2,1,110,85145,0,0
301134,301127,2,1,110,85146,0,0
301135,301127,2,1,110,85147,0,0
301136,301127,2,1,110,85148,0,0
301137,301127,2,1,110,85149,0,0
301513,0,8,2,0,0,0,0
301514,301513,2,1,110,85140,0,0
301515,301513,2,1,110,85141,0,0
301516,301513,2,1,110,85142,0,0
301517,301513,2,1,110,85143,0,0
301518,301513,2,1,110,85144,0,0
301519,301513,2,1,110,85145,0,0
301520,301513,2,1,110,85146,0,0
301521,301513,2,1,110,85147,0,0
301522,301513,2,1,110,85148,0,0
301523,301513,2,1,110,85149,0,0
301524,0,8,3,0,0,0,0
301525,301524,2,1,110,85140,0,0
301526,301524,2,1,110,85141,0,0
301527,301524,2,1,110,85142,0,0
301528,301524,2,1,110,85143,0,0
301529,301524,2,1,110,85144,0,0
301530,301524,2,1,110,85145,0,0
301531,301524,2,1,110,85146,0,0
301532,301524,2,1,110,85147,0,0
301533,301524,2,1,110,85148,0,0
301534,301524,2,1,110,85149,0,0
301535,0,8,4,0,0,0,0
301536,301535,2,1,110,85140,0,0
301537,301535,2,1,110,85141,0,0
301538,301535,2,1,110,85142,0,0
301539,301535,2,1,110,85143,0,0
301540,301535,2,1,110,85144,0,0
301541,301535,2,1,110,85145,0,0
301542,301535,2,1,110,85146,0,0
301543,301535,2,1,110,85147,0,0
301544,301535,2,1,110,85148,0,0
301545,301535,2,1,110,85149,0,0
301546,0,8,5,0,0,0,0
301547,301546,2,1,110,85140,0,0
301548,301546,2,1,110,85141,0,0
301549,301546,2,1,110,85142,0,0
301550,301546,2,1,110,85143,0,0
301551,301546,2,1,110,85144,0,0
301552,301546,2,1,110,85145,0,0
301553,301546,2,1,110,85146,0,0
301554,301546,2,1,110,85147,0,0
301555,301546,2,1,110,85148,0,0
301556,301546,2,1,110,85149,0,0
302148,0,8,1,0,0,0,0
302149,302148,2,1,105,229907,1,0
302150,302148,2,1,105,231080,1,0
302151,302148,2,1,105,231081,1,0
302152,302148,2,1,105,231082,1,0
302153,302148,2,1,105,231083,1,0
302154,302148,2,1,105,231084,1,0
302155,302148,2,1,105,231085,1,0
302156,302148,2,1,105,231086,1,0
302157,302148,2,1,105,231087,1,0
302158,302148,2,1,105,231088,1,0
302173,0,4,1,0,0,0,0
302174,302233,2,1,110,85304,0,0
302176,302233,3,1,112,454658,0,0
302177,302173,4,1,0,0,0,0
302178,302177,3,1,114,229909,1,0
302179,302177,3,1,114,229971,1,0
302180,302177,3,1,114,229972,1,0
302181,0,4,1,0,0,0,0
302182,302181,8,1,0,0,0,0
302183,302182,2,1,110,85386,0,0
302184,302182,3,1,112,454689,0,0
302185,302181,4,1,0,0,0,0
302186,302185,3,1,114,229909,1,0
302187,302185,3,1,114,229971,1,0
302188,302185,3,1,114,229972,1,0
302233,302173,8,1,0,0,0,0
302467,0,4,1,0,0,0,0
302468,302467,4,1,0,0,0,0
302469,302468,3,1,114,229909,1,0
302470,302468,3,1,114,229971,1,0
302471,302468,3,1,114,229972,1,0
302472,302467,4,1,0,0,0,0
302473,302472,3,1,114,230949,1,0
302474,302472,3,1,114,230948,1,0
302475,302472,3,1,114,230946,1,0
302476,302472,3,1,114,230947,1,0
302533,0,4,40,0,0,0,0
302534,302533,2,1,110,78145,0,0
302535,302533,2,1,110,79092,0,0
302536,302533,2,1,110,78142,0,0
302537,302533,2,1,110,78149,0,0
302538,302533,2,1,110,78143,0,0
302539,302533,2,1,110,78148,0,0
302540,302533,2,1,110,79093,0,0
302541,302533,2,1,110,79095,0,0
302542,302533,2,1,110,78124,0,0
302543,302533,2,1,110,79094,0,0
302544,302533,2,1,110,79097,0,0
302545,302533,2,1,110,78146,0,0
302546,302533,2,1,110,78127,0,0
302547,302533,2,1,110,79096,0,0
302548,302533,2,1,110,78147,0,0
302549,302533,2,1,110,79091,0,0
302550,302533,2,1,110,79951,0,0
302551,302533,2,1,110,79950,0,0
302552,302533,2,1,110,79947,0,0
302553,302533,2,1,110,79953,0,0
302554,302533,2,1,110,79948,0,0
302555,302533,2,1,110,79952,0,0
302556,302533,2,1,110,79535,0,0
302557,302533,2,1,110,79949,0,0
302558,302533,2,1,110,81947,0,0
302559,302533,2,1,110,81949,0,0
302560,302533,2,1,110,81951,0,0
302561,302533,2,1,110,81952,0,0
302562,302533,2,1,110,81953,0,0
302563,302533,2,1,110,81954,0,0
302564,302533,2,1,110,81955,0,0
302565,302533,2,1,110,81956,0,0
302566,302533,2,1,110,84395,0,0
302567,302533,2,1,110,84396,0,0
302568,302533,2,1,110,84397,0,0
302569,302533,2,1,110,84398,0,0
302570,302533,2,1,110,84399,0,0
302571,302533,2,1,110,84400,0,0
302572,302533,2,1,110,84401,0,0
302573,302533,2,1,110,84402,0,0
302602,0,4,1,0,0,0,0
302603,302602,4,1,0,0,0,0
302604,302603,3,1,114,229909,1,0
302605,302603,3,1,114,229971,1,0
302606,302603,3,1,114,229972,1,0
302607,0,4,1,0,0,0,0
