ID,TraitNodeID,TraitNodeEntryID,Index
26721,23826,29928,0
26722,23827,29929,0
26723,23828,29930,0
26724,23829,29931,0
26725,23830,29933,0
26726,23831,29934,0
26727,23832,29935,0
26728,23833,29936,0
26729,23834,29937,0
26730,23835,29938,0
26731,23836,29939,0
26732,23837,29941,0
26733,23838,29942,0
26734,23839,29943,0
26735,23840,29944,0
26736,23841,29945,0
26737,23842,29946,0
26738,23843,29947,0
26739,23844,29949,0
26740,23845,29950,0
26741,23846,29951,0
26742,23847,29952,0
26743,23848,29953,0
26744,23849,29954,0
26745,23850,29955,0
26746,23851,29957,0
26747,23852,29958,0
26748,23853,29959,0
26749,23854,29960,0
26750,23855,29961,0
26751,23856,29962,0
26752,23857,29963,0
26753,23858,29965,0
26754,23859,29966,0
26755,23860,29967,0
26756,23861,29968,0
26757,23862,29969,0
26758,23863,29970,0
26759,23864,29971,0
26760,23865,29973,0
26761,23866,29974,0
26762,23867,29975,0
26763,23868,29976,0
26764,23869,29977,0
26765,23870,29978,0
26766,23871,29979,0
26767,23872,29981,0
26768,23873,29982,0
26769,23874,29983,0
26770,23875,29984,0
26771,23876,29985,0
26772,23877,29986,0
26773,23878,29987,0
26774,23879,29989,0
26775,23880,29990,0
26776,23881,29991,0
26777,23882,29992,0
26778,23883,29993,0
26779,23884,29994,0
26780,23885,29995,0
26781,23886,29997,0
26782,23887,29998,0
26783,23888,29999,0
26784,23889,30000,0
26785,23890,30001,0
26786,23891,30002,0
26787,23892,30003,0
26788,23893,30005,0
26789,23894,30006,0
26790,23895,30007,0
26791,23896,30008,0
26792,23897,30009,0
26793,23898,30010,0
26794,23899,30011,0
26795,23900,29916,1
26796,23900,30013,0
26797,23901,29924,1
26798,23901,30014,0
26799,23902,29932,1
26800,23902,30015,0
26801,23903,29940,1
26802,23903,30016,0
26803,23904,29948,1
26804,23904,30017,0
26805,23905,29956,1
26806,23905,30018,0
26807,23906,29964,1
26808,23906,30019,0
26809,23907,29972,1
26810,23907,30020,0
26811,23908,29988,1
26812,23908,30021,0
26813,23909,29980,1
26814,23909,30022,0
26815,23910,29996,1
26816,23910,30023,0
26817,23911,30004,1
26818,23911,30024,0
26819,23912,30012,1
26820,23912,30025,0
34730,28367,36132,0
34731,28368,36133,0
34732,28369,36134,0
34733,28370,36135,0
34734,28371,36136,0
34735,28372,36138,0
34736,28373,36139,0
34737,28374,36140,0
34738,28375,36141,0
34739,28376,36142,0
34740,28377,36144,0
34741,28378,36145,0
34742,28379,36146,0
34743,28380,36147,0
34744,28381,36148,0
34745,28382,36150,0
34746,28383,36151,0
34747,28384,36152,0
34748,28385,36153,0
34749,28386,36154,0
34750,28387,36156,0
34751,28388,36157,0
34752,28389,36158,0
34753,28390,36159,0
34754,28391,36160,0
34755,28392,36161,0
34756,28393,36162,0
34757,28394,36164,0
34758,28395,36165,0
34759,28396,36166,0
34760,28397,36167,0
34761,28398,36168,0
34762,28399,36170,0
34763,28400,36171,0
34764,28401,36172,0
34765,28402,36173,0
34766,28403,36174,0
34767,28404,36176,0
34768,28405,36177,0
34769,28406,36178,0
34770,28407,36179,0
34771,28408,36180,0
34772,28409,36182,0
34773,28410,36183,0
34774,28411,36184,0
34775,28412,36185,0
34776,28413,36186,0
34777,28414,36188,0
34778,28415,36189,0
34779,28416,36190,0
34780,28417,36191,0
34781,28418,36192,0
34782,28419,36193,0
34783,28420,36194,0
34784,28421,36196,0
34785,28422,36197,0
34786,28423,36198,0
34787,28424,36199,0
34788,28425,36200,0
34789,28426,36201,0
34790,28427,36202,0
34791,28428,36137,1
34792,28428,36204,0
34793,28429,36143,1
34794,28429,36205,0
34795,28430,36149,1
34796,28430,36206,0
34797,28431,36155,1
34798,28431,36207,0
34799,28432,36163,1
34800,28432,36208,0
34801,28433,36169,1
34802,28433,36209,0
34803,28434,36175,1
34804,28434,36210,0
34805,28435,36181,1
34806,28435,36211,0
34807,28436,36187,1
34808,28436,36212,0
34809,28437,36195,1
34810,28437,36213,0
34811,28438,36203,1
34812,28438,36214,0
34854,28475,36256,0
34855,28476,36257,0
34856,28477,36258,0
34857,28478,36259,0
34858,28479,36260,0
34859,28480,36262,0
34860,28481,36263,0
34861,28482,36264,0
34862,28483,36265,0
34863,28484,36266,0
34864,28485,36268,0
34865,28486,36269,0
34866,28487,36270,0
34867,28488,36271,0
34868,28489,36272,0
34869,28490,36274,0
34870,28491,36275,0
34871,28492,36276,0
34872,28493,36277,0
34873,28494,36278,0
34874,28495,36280,0
34875,28496,36281,0
34876,28497,36282,0
34877,28498,36283,0
34878,28499,36284,0
34879,28500,36285,0
34880,28501,36286,0
34881,28502,36288,0
34882,28503,36289,0
34883,28504,36290,0
34884,28505,36291,0
34885,28506,36292,0
34886,28507,36294,0
34887,28508,36295,0
34888,28509,36296,0
34889,28510,36297,0
34890,28511,36298,0
34891,28512,36300,0
34892,28513,36301,0
34893,28514,36302,0
34894,28515,36303,0
34895,28516,36304,0
34896,28517,36306,0
34897,28518,36307,0
34898,28519,36308,0
34899,28520,36309,0
34900,28521,36310,0
34901,28522,36312,0
34902,28523,36313,0
34903,28524,36314,0
34904,28525,36315,0
34905,28526,36316,0
34906,28527,36317,0
34907,28528,36318,0
34908,28529,36320,0
34909,28530,36321,0
34910,28531,36322,0
34911,28532,36323,0
34912,28533,36324,0
34913,28534,36325,0
34914,28535,36326,0
34915,28536,36261,1
34916,28536,36328,0
34917,28537,36267,1
34918,28537,36329,0
34919,28538,36273,1
34920,28538,36330,0
34921,28539,36279,1
34922,28539,36331,0
34923,28540,36287,1
34924,28540,36332,0
34925,28541,36293,1
34926,28541,36333,0
34927,28542,36299,1
34928,28542,36334,0
34929,28543,36305,1
34930,28543,36335,0
34931,28544,36311,1
34932,28544,36336,0
34933,28545,36319,1
34934,28545,36337,0
34935,28546,36327,1
34936,28546,36338,0
34971,28577,36373,0
34972,28578,36374,0
34973,28579,36375,0
34974,28580,36376,0
34975,28581,36377,0
34976,28582,36378,0
34977,28583,36379,0
34978,28584,36380,0
34979,28585,36381,0
34980,28586,36382,0
34981,28587,36384,0
34982,28588,36385,0
34983,28589,36386,0
34984,28590,36387,0
34985,28591,36388,0
34986,28592,36389,0
34987,28593,36390,0
34988,28594,36392,0
34989,28595,36393,0
34990,28596,36394,0
34991,28597,36395,0
34992,28598,36396,0
34993,28599,36397,0
34994,28600,36399,0
34995,28601,36400,0
34996,28602,36401,0
34997,28603,36402,0
34998,28604,36403,0
34999,28605,36404,0
35000,28606,36405,0
35001,28607,36383,1
35002,28607,36407,0
35003,28608,36391,1
35004,28608,36408,0
35005,28609,36398,1
35006,28609,36409,0
35007,28610,36406,1
35008,28610,36410,0
35009,28611,36411,0
35010,28612,36412,0
35011,28613,36413,0
35012,28614,36414,0
35013,28615,36415,0
35014,28616,36416,0
35015,28617,36417,0
35016,28618,36418,0
35017,28619,36419,0
35018,28620,36421,0
35019,28621,36422,0
35020,28622,36423,0
35021,28623,36424,0
35022,28624,36425,0
35023,28625,36426,0
35024,28626,36427,0
35025,28627,36428,0
35026,28628,36429,0
35027,28629,36431,0
35028,28630,36432,0
35029,28631,36433,0
35030,28632,36434,0
35031,28633,36435,0
35032,28634,36436,0
35033,28635,36437,0
35034,28636,36438,0
35035,28637,36439,0
35036,28638,36441,0
35037,28639,36442,0
35038,28640,36443,0
35039,28641,36444,0
35040,28642,36445,0
35041,28643,36446,0
35042,28644,36447,0
35043,28645,36448,0
35044,28646,36449,0
35045,28647,36451,0
35046,28648,36452,0
35047,28649,36453,0
35048,28650,36454,0
35049,28651,36455,0
35050,28652,36456,0
35051,28653,36457,0
35052,28654,36458,0
35053,28655,36459,0
35054,28656,36420,1
35055,28656,36461,0
35056,28657,36430,1
35057,28657,36462,0
35058,28658,36440,1
35059,28658,36463,0
35060,28659,36450,1
35061,28659,36464,0
35062,28660,36460,1
35063,28660,36465,0
35064,28661,36466,0
35065,28662,36467,0
35066,28663,36468,0
35068,28665,36470,0
35069,28666,36471,0
35070,28667,36472,0
35071,28668,36473,0
35072,28669,36474,0
35073,28670,36475,0
35075,28672,36477,1
35076,28672,36478,0
35077,28673,36479,0
35078,28674,36480,0
35079,28675,36481,0
35080,28676,36482,0
35081,28677,36483,0
35082,28678,36484,0
35083,28679,36485,0
35084,28680,36487,0
35085,28681,36488,0
35086,28682,36489,0
35087,28683,36490,0
35088,28684,36491,0
35089,28685,36492,0
35090,28686,36493,0
35091,28687,36495,0
35092,28688,36496,0
35093,28689,36497,0
35094,28690,36498,0
35095,28691,36499,0
35096,28692,36500,0
35097,28693,36501,0
35098,28694,36503,0
35099,28695,36504,0
35100,28696,36505,0
35101,28697,36506,0
35102,28698,36507,0
35103,28699,36508,0
35104,28700,36509,0
35105,28701,36511,0
35106,28702,36512,0
35107,28703,36513,0
35108,28704,36514,0
35109,28705,36515,0
35110,28706,36516,0
35111,28707,36517,0
35112,28708,36519,0
35113,28709,36520,0
35114,28710,36521,0
35115,28711,36522,0
35116,28712,36523,0
35117,28713,36524,0
35118,28714,36525,0
35119,28715,36527,0
35120,28716,36528,0
35121,28717,36529,0
35122,28718,36530,0
35123,28719,36531,0
35124,28720,36532,0
35125,28721,36533,0
35126,28722,36486,1
35127,28722,36535,0
35128,28723,36494,1
35129,28723,36536,0
35130,28724,36502,1
35131,28724,36537,0
35132,28725,36510,1
35133,28725,36538,0
35134,28726,36518,1
35135,28726,36539,0
35136,28727,36526,1
35137,28727,36540,0
35138,28728,36534,1
35139,28728,36541,0
37946,31117,40789,0
37947,31118,40790,0
37948,31119,40791,0
37949,31120,40792,0
37950,31121,40793,0
37951,31122,40794,0
37952,31123,40796,0
37953,31124,40797,0
37954,31125,40798,0
37955,31126,40799,0
37956,31127,40800,0
37957,31128,40801,0
37958,31129,40803,0
37959,31130,40804,0
37960,31131,40805,0
37961,31132,40806,0
37962,31133,40807,0
37963,31134,40808,0
37964,31135,40810,0
37965,31136,40811,0
37966,31137,40812,0
37967,31138,40813,0
37968,31139,40814,0
37969,31140,40815,0
37970,31141,40816,0
37971,31142,40817,0
37972,31143,40795,1
37973,31143,40819,0
37974,31144,40802,1
37975,31144,40820,0
37976,31145,40809,1
37977,31145,40821,0
37978,31146,40818,1
37979,31146,40822,0
37980,31147,40823,0
37981,31148,40824,0
37982,31149,40825,0
37983,31150,40826,0
37984,31151,40827,0
37985,31152,40828,0
37986,31153,40830,0
37987,31154,40831,0
37988,31155,40832,0
37989,31156,40833,0
37990,31157,40834,0
37991,31158,40835,0
37992,31159,40837,0
37993,31160,40838,0
37994,31161,40839,0
37995,31162,40840,0
37996,31163,40841,0
37997,31164,40842,0
37998,31165,40843,0
37999,31166,40845,0
38000,31167,40846,0
38001,31168,40847,0
38002,31169,40848,0
38003,31170,40849,0
38004,31171,40850,0
38005,31172,40851,0
38006,31173,40853,0
38007,31174,40854,0
38008,31175,40855,0
38009,31176,40856,0
38010,31177,40857,0
38011,31178,40858,0
38013,31180,40829,1
38014,31180,40861,0
38015,31181,40836,1
38016,31181,40862,0
38017,31182,40844,1
38018,31182,40863,0
38019,31183,40852,1
38020,31183,40864,0
38021,31184,40860,1
38022,31184,40865,0
41991,34660,45581,0
41992,34661,45582,0
41993,34662,45583,0
41994,34663,45584,0
41995,34664,45585,0
41996,34665,45586,0
41997,34666,45587,0
41998,34667,45588,0
41999,34668,45589,0
42000,34669,45591,0
42001,34670,45592,0
42002,34671,45593,0
42003,34672,45594,0
42004,34673,45595,0
42005,34674,45596,0
42006,34675,45597,0
42007,34676,45598,0
42008,34677,45599,0
42009,34678,45601,0
42010,34679,45602,0
42011,34680,45603,0
42012,34681,45604,0
42013,34682,45605,0
42014,34683,45606,0
42015,34684,45607,0
42016,34685,45608,0
42017,34686,45609,0
42018,34687,45590,1
42019,34687,45611,0
42020,34688,45600,1
42021,34688,45612,0
42022,34689,45610,1
42023,34689,45613,0
42024,34690,45614,0
42025,34691,45615,0
42026,34692,45616,0
42027,34693,45617,0
42028,34694,45618,0
42029,34695,45619,0
42030,34696,45620,0
42031,34697,45621,0
42032,34698,45622,0
42033,34699,45624,0
42034,34700,45625,0
42035,34701,45626,0
42036,34702,45627,0
42037,34703,45628,0
42038,34704,45629,0
42039,34705,45630,0
42040,34706,45631,0
42041,34707,45632,0
42042,34708,45634,0
42043,34709,45635,0
42044,34710,45636,0
42045,34711,45637,0
42046,34712,45638,0
42047,34713,45639,0
42048,34714,45640,0
42049,34715,45641,0
42050,34716,45642,0
42051,34717,45644,0
42052,34718,45645,0
42053,34719,45646,0
42054,34720,45647,0
42055,34721,45648,0
42056,34722,45649,0
42057,34723,45650,0
42058,34724,45651,0
42059,34725,45652,0
42060,34726,45623,1
42061,34726,45654,0
42062,34727,45633,1
42063,34727,45655,0
42064,34728,45643,1
42065,34728,45656,0
42066,34729,45653,1
42067,34729,45657,0
42068,34730,45658,0
42069,34731,45659,0
42070,34732,45660,0
42071,34733,45661,0
42072,34734,45662,0
42073,34735,45663,0
42074,34736,45664,0
42075,34737,45665,0
42076,34738,45666,0
42077,34739,45668,0
42078,34740,45669,0
42079,34741,45670,0
42080,34742,45671,0
42081,34743,45672,0
42082,34744,45673,0
42083,34745,45674,0
42084,34746,45675,0
42085,34747,45676,0
42086,34748,45678,0
42087,34749,45679,0
42088,34750,45680,0
42089,34751,45681,0
42090,34752,45682,0
42091,34753,45683,0
42092,34754,45684,0
42093,34755,45685,0
42094,34756,45686,0
42095,34757,45667,1
42096,34757,45688,0
42097,34758,45677,1
42098,34758,45689,0
42099,34759,45687,1
42100,34759,45690,0
42144,34798,45734,0
42145,34799,45735,0
42146,34800,45736,0
42147,34801,45737,0
42148,34802,45738,0
42149,34803,45740,0
42150,34804,45741,0
42151,34805,45742,0
42152,34806,45743,0
42153,34807,45744,0
42154,34808,45746,0
42155,34809,45747,0
42156,34810,45748,0
42157,34811,45749,0
42158,34812,45750,0
42159,34813,45751,0
42160,34814,45752,0
42161,34815,45754,0
42162,34816,45755,0
42163,34817,45756,0
42164,34818,45757,0
42165,34819,45758,0
42166,34820,45759,0
42167,34821,45760,0
42168,34822,45762,0
42169,34823,45763,0
42170,34824,45764,0
42171,34825,45765,0
42172,34826,45766,0
42173,34827,45767,0
42174,34828,45768,0
42175,34829,45769,0
42176,34830,45770,0
42177,34831,45739,1
42178,34831,45772,0
42179,34832,45745,1
42180,34832,45773,0
42181,34833,45753,1
42182,34833,45774,0
42183,34834,45761,1
42184,34834,45775,0
42185,34835,45771,1
42186,34835,45776,0
42187,34836,45777,0
42188,34837,45778,0
42189,34838,45779,0
42190,34839,45780,0
42191,34840,45781,0
42192,34841,45783,0
42193,34842,45784,0
42194,34843,45785,0
42195,34844,45786,0
42196,34845,45787,0
42197,34846,45789,0
42198,34847,45790,0
42199,34848,45791,0
42200,34849,45792,0
42201,34850,45793,0
42202,34851,45794,0
42203,34852,45795,0
42204,34853,45797,0
42205,34854,45798,0
42206,34855,45799,0
42207,34856,45800,0
42208,34857,45801,0
42209,34858,45802,0
42210,34859,45803,0
42211,34860,45805,0
42212,34861,45806,0
42213,34862,45807,0
42214,34863,45808,0
42215,34864,45809,0
42216,34865,45810,0
42217,34866,45811,0
42218,34867,45813,0
42219,34868,45814,0
42220,34869,45815,0
42221,34870,45816,0
42222,34871,45817,0
42223,34872,45819,0
42224,34873,45820,0
42225,34874,45821,0
42226,34875,45822,0
42227,34876,45823,0
42228,34877,45824,0
42229,34878,45825,0
42230,34879,45827,0
42231,34880,45828,0
42232,34881,45829,0
42233,34882,45830,0
42234,34883,45831,0
42235,34884,45832,0
42236,34885,45833,0
42237,34886,45782,1
42238,34886,45835,0
42239,34887,45788,1
42240,34887,45836,0
42241,34888,45796,1
42242,34888,45837,0
42243,34889,45804,1
42244,34889,45838,0
42245,34890,45812,1
42246,34890,45839,0
42247,34891,45818,1
42248,34891,45840,0
42249,34892,45826,1
42250,34892,45841,0
42251,34893,45834,1
42252,34893,45842,0
51554,39974,51721,0
51555,39975,51722,0
51556,39976,51723,0
51557,39977,51724,0
51558,39978,51725,0
51559,39979,51726,0
51560,39980,51727,0
51561,39981,51729,0
51562,39982,51730,0
51563,39983,51731,0
51564,39984,51732,0
51565,39985,51733,0
51566,39986,51734,0
51567,39987,51735,0
51568,39988,51737,0
51569,39989,51738,0
51570,39990,51739,0
51571,39991,51740,0
51572,39992,51741,0
51573,39993,51742,0
51574,39994,51743,0
51575,39995,51744,0
51576,39996,51745,0
51577,39997,51746,0
51578,39998,51747,0
51579,39999,51749,0
51580,40000,51750,0
51581,40001,51751,0
51582,40002,51752,0
51583,40003,51753,0
51584,40004,51754,0
51585,40005,51728,1
51586,40005,51756,0
51587,40006,51736,1
51588,40006,51757,0
51589,40007,51748,1
51590,40007,51758,0
51591,40008,51755,1
51592,40008,51759,0
51593,40009,51760,0
51594,40010,51761,0
51595,40011,51762,0
51596,40012,51763,0
51597,40013,51764,0
51598,40014,51765,0
51599,40015,51766,0
51600,40016,51768,0
51601,40017,51769,0
51602,40018,51770,0
51603,40019,51771,0
51604,40020,51772,0
51605,40021,51774,0
51606,40022,51775,0
51607,40023,51776,0
51608,40024,51777,0
51609,40025,51778,0
51610,40026,51779,0
51611,40027,51780,0
51612,40028,51782,0
51613,40029,51783,0
51614,40030,51784,0
51615,40031,51785,0
51616,40032,51786,0
51617,40033,51787,0
51618,40034,51788,0
51619,40035,51767,1
51620,40035,51790,0
51621,40036,51773,1
51622,40036,51791,0
51623,40037,51781,1
51624,40037,51792,0
51625,40038,51789,1
51626,40038,51793,0
51627,40039,51794,0
51628,40040,51795,0
51629,40041,51796,0
51630,40042,51797,0
51631,40043,51798,0
51632,40044,51800,0
51633,40045,51801,0
51634,40046,51802,0
51635,40047,51803,0
51636,40048,51804,0
51637,40049,51805,0
51638,40050,51806,0
51639,40051,51808,0
51640,40052,51809,0
51641,40053,51810,0
51642,40054,51811,0
51643,40055,51812,0
51644,40056,51814,0
51645,40057,51815,0
51646,40058,51816,0
51647,40059,51817,0
51648,40060,51818,0
51649,40061,51819,0
51650,40062,51820,0
51651,40063,51822,0
51652,40064,51823,0
51653,40065,51824,0
51654,40066,51825,0
51655,40067,51826,0
51656,40068,51827,0
51657,40069,51828,0
51658,40070,51799,1
51659,40070,51830,0
51660,40071,51807,1
51661,40071,51831,0
51662,40072,51813,1
51663,40072,51832,0
51664,40073,51821,1
51665,40073,51833,0
51666,40074,51829,1
51667,40074,51834,0
51757,40151,51924,0
51758,40152,51925,0
51759,40153,51926,0
51760,40154,51928,0
51761,40155,51929,0
51762,40156,51930,0
51763,40157,51932,0
51764,40158,51933,0
51765,40159,51934,0
51766,40160,51936,0
51767,40161,51937,0
51768,40162,51938,0
51769,40163,51939,0
51770,40164,51940,0
51771,40165,51941,0
51772,40166,51942,0
51773,40167,51943,0
51774,40168,51944,0
51775,40169,51946,0
51776,40170,51947,0
51777,40171,51948,0
51778,40172,51950,0
51779,40173,51951,0
51780,40174,51952,0
51781,40175,51954,0
51782,40176,51955,0
51783,40177,51956,0
51784,40178,51958,0
51785,40179,51959,0
51786,40180,51960,0
51787,40181,51962,0
51788,40182,51963,0
51789,40183,51964,0
51790,40184,51965,0
51791,40185,51966,0
51792,40186,51967,0
51793,40187,51968,0
51794,40188,51969,0
51795,40189,51970,0
51796,40190,51971,0
51797,40191,51972,0
51798,40192,51974,0
51799,40193,51975,0
51800,40194,51976,0
51801,40195,51978,0
51802,40196,51979,0
51803,40197,51980,0
51804,40198,51982,0
51805,40199,51983,0
51806,40200,51984,0
51807,40201,51985,0
51808,40202,51986,0
51809,40203,51987,0
51810,40204,51988,0
51811,40205,51989,0
51812,40206,51990,0
51813,40207,51992,0
51814,40208,51993,0
51815,40209,51994,0
51816,40210,51995,0
51817,40211,51996,0
51818,40212,51997,0
51819,40213,51998,0
51820,40214,51927,1
51821,40214,52000,0
51822,40215,51931,1
51823,40215,52001,0
51824,40216,51935,1
51825,40216,52002,0
51826,40217,51945,1
51827,40217,52003,0
51828,40218,51949,1
51829,40218,52004,0
51830,40219,51953,1
51831,40219,52005,0
51832,40220,51957,1
51833,40220,52006,0
51834,40221,51961,1
51835,40221,52007,0
51836,40222,51973,1
51837,40222,52008,0
51838,40223,51977,1
51839,40223,52009,0
51840,40224,51981,1
51841,40224,52010,0
51842,40225,51991,1
51843,40225,52011,0
51844,40226,51999,1
51845,40226,52012,0
54712,42806,54879,0
54713,42807,54880,0
54714,42808,54881,0
54715,42809,54882,0
54716,42810,54883,0
54717,42811,54884,0
54718,42812,54885,0
54719,42813,54887,0
54720,42814,54888,0
54721,42815,54889,0
54722,42816,54890,0
54723,42817,54891,0
54724,42818,54892,0
54725,42819,54893,0
54726,42820,54895,0
54727,42821,54896,0
54728,42822,54897,0
54729,42823,54898,0
54730,42824,54899,0
54731,42825,54900,0
54732,42826,54886,1
54733,42826,54902,0
54734,42827,54894,1
54735,42827,54903,0
54736,42828,54901,1
54737,42828,54904,0
55432,43440,55599,0
55433,43441,55600,0
55434,43442,55601,0
55435,43443,55603,0
55436,43444,55604,0
55437,43445,55605,0
55438,43446,55607,0
55439,43447,55608,0
55440,43448,55609,0
55441,43449,55611,0
55442,43450,55612,0
55443,43451,55613,0
55444,43452,55615,0
55445,43453,55616,0
55446,43454,55617,0
55447,43455,55619,0
55448,43456,55620,0
55449,43457,55621,0
55450,43458,55622,0
55451,43459,55623,0
55452,43460,55625,0
55453,43461,55626,0
55454,43462,55627,0
55455,43463,55628,0
55456,43464,55629,0
55457,43465,55631,0
55458,43466,55632,0
55459,43467,55633,0
55460,43468,55634,0
55461,43469,55635,0
55462,43470,55637,0
55463,43471,55638,0
