ID,X,Y,Z,QuestPOIBlobID
187026,-11096,-112,0,55352
187027,-11073,-209,0,55352
187028,-11029,-242,0,55352
187041,3987,615,0,55356
187042,4219,753,0,55356
187043,4288,921,0,55356
187044,4288,1009,0,55356
187045,4254,1108,0,55356
187046,4125,1157,0,55356
187047,3977,1024,0,55356
187048,3844,995,0,55356
187049,3588,1024,0,55356
187050,3544,852,0,55356
187051,3672,704,0,55356
187052,3845,645,0,55356
187180,4536,734,0,55354
187181,4619,734,0,55354
187182,4664,745,0,55354
187183,4702,795,0,55354
187184,4708,861,0,55354
187185,4702,944,0,55354
187186,4708,1038,0,55354
187187,4630,1093,0,55354
187188,4548,1055,0,55354
187189,4514,977,0,55354
187190,4503,867,0,55354
187191,4503,768,0,55354
187192,3460,-158,0,55398
187193,3509,-148,0,55398
187194,3564,-123,0,55398
187195,3603,-84,0,55398
187196,3667,-15,0,55398
187197,3672,34,0,55398
187198,3628,103,0,55398
187199,3534,152,0,55398
187200,3436,172,0,55398
187201,3362,127,0,55398
187202,3352,39,0,55398
187203,3396,-128,0,55398
187264,2923,-3213,0,55402
187265,3002,-3199,0,55402
187266,3041,-3144,0,55402
187267,3017,-3085,0,55402
187268,2992,-3056,0,55402
187269,2928,-3031,0,55402
187270,2879,-3031,0,55402
187271,2820,-3051,0,55402
187272,2795,-3090,0,55402
187273,2775,-3144,0,55402
187274,2795,-3174,0,55402
187275,2864,-3204,0,55402
187276,2496,1320,0,55404
187277,2567,1325,0,55404
187278,2617,1350,0,55404
187279,2657,1405,0,55404
187280,2667,1461,0,55404
187281,2647,1526,0,55404
187282,2551,1577,0,55404
187283,2481,1572,0,55404
187284,2380,1526,0,55404
187285,2350,1481,0,55404
187286,2335,1390,0,55404
187287,2405,1330,0,55404
187288,555,911,0,55406
187289,595,911,0,55406
187290,640,982,0,55406
187291,660,1042,0,55406
187292,605,1138,0,55406
187293,544,1199,0,55406
187294,449,1194,0,55406
187295,373,1148,0,55406
187296,328,1113,0,55406
187297,302,1083,0,55406
187298,262,1032,0,55406
187299,282,987,0,55406
187360,-4059,-2438,0,55410
187361,-3958,-2400,0,55410
187362,-3913,-2318,0,55410
187363,-3907,-2254,0,55410
187364,-3926,-2109,0,55410
187365,-3996,-2039,0,55410
187366,-4072,-2026,0,55410
187367,-4173,-2058,0,55410
187368,-4256,-2172,0,55410
187369,-4268,-2261,0,55410
187370,-4230,-2356,0,55410
187371,-4129,-2426,0,55410
187408,4113,-7492,0,55414
187409,4282,-7459,0,55414
187410,4353,-7407,0,55414
187411,4353,-7360,0,55414
187412,4320,-7129,0,55414
187413,4184,-7134,0,55414
187414,4131,-7068,0,55414
187415,4065,-7110,0,55414
187416,4037,-7171,0,55414
187417,4009,-7261,0,55414
187418,3990,-7369,0,55414
187419,4009,-7468,0,55414
187444,-9660,-2807,0,55416
187445,-9614,-2787,0,55416
187446,-9596,-2754,0,55416
187447,-9594,-2706,0,55416
187448,-9620,-2510,0,55416
187449,-9631,-2206,0,55416
187450,-9647,-2133,0,55416
187451,-9693,-2124,0,55416
187452,-9766,-2159,0,55416
187453,-9772,-2243,0,55416
187454,-9737,-2647,0,55416
187455,-9713,-2750,0,55416
187456,-428,2731,0,55418
187457,-374,2765,0,55418
187458,-343,2823,0,55418
187459,-339,2919,0,55418
187460,-362,2988,0,55418
187461,-431,3019,0,55418
187462,-508,2992,0,55418
187463,-547,2957,0,55418
187464,-585,2869,0,55418
187465,-597,2819,0,55418
187466,-581,2761,0,55418
187467,-512,2715,0,55418
187468,-358,2346,0,55420
187469,-278,2373,0,55420
187470,-232,2408,0,55420
187471,-185,2454,0,55420
187472,-143,2542,0,55420
187473,-155,2584,0,55420
187474,-212,2588,0,55420
187475,-274,2588,0,55420
187476,-358,2569,0,55420
187477,-485,2515,0,55420
187478,-501,2427,0,55420
187479,-458,2373,0,55420
187504,-2161,1240,0,55422
187505,-2080,1236,0,55422
187506,-2030,1251,0,55422
187507,-1984,1274,0,55422
187508,-1988,1389,0,55422
187509,-2165,1408,0,55422
187510,-2215,1566,0,55422
187511,-2295,1550,0,55422
187512,-2372,1385,0,55422
187513,-2349,1324,0,55422
187514,-2311,1289,0,55422
187515,-2222,1247,0,55422
187540,-1938,1724,0,55424
187541,-1834,1731,0,55424
187542,-1673,1762,0,55424
187543,-1627,1862,0,55424
187544,-1657,2012,0,55424
187545,-1734,2058,0,55424
187546,-1842,2089,0,55424
187547,-1888,2085,0,55424
187548,-2038,2012,0,55424
187549,-2107,1954,0,55424
187550,-2123,1812,0,55424
187551,-2038,1743,0,55424
187576,-1415,1708,0,55426
187577,-1323,1716,0,55426
187578,-1212,1762,0,55426
187579,-1162,1843,0,55426
187580,-1169,1904,0,55426
187581,-1223,1950,0,55426
187582,-1308,1981,0,55426
187583,-1381,1954,0,55426
187584,-1412,1927,0,55426
187585,-1469,1854,0,55426
187586,-1488,1777,0,55426
187587,-1465,1731,0,55426
187612,-190,744,0,55428
187613,-55,763,0,55428
187614,-47,774,0,55428
187615,-20,840,0,55428
187616,-78,943,0,55428
187617,-66,1113,0,55428
187618,-116,1090,0,55428
187619,-235,1032,0,55428
187620,-266,936,0,55428
187621,-377,958,0,55428
187622,-462,855,0,55428
187623,-305,633,0,55428
187664,-12452,-3563,0,55434
187665,-12502,-3404,0,55434
187666,-12521,-3281,0,55434
187667,-12542,-3259,0,55434
187668,-12602,-3287,0,55434
187669,-12636,-3334,0,55434
187670,-12639,-3428,0,55434
187671,-12624,-3557,0,55434
187672,-12583,-3654,0,55434
187673,-12495,-3785,0,55434
187674,-12361,-3854,0,55434
187675,-12301,-3775,0,55434
187700,-11384,-2990,0,55436
187701,-11337,-2946,0,55436
187702,-11309,-2765,0,55436
187703,-11322,-2727,0,55436
187704,-11456,-2690,0,55436
187705,-11494,-2686,0,55436
187706,-11566,-2721,0,55436
187707,-11594,-2783,0,55436
187708,-11578,-2843,0,55436
187709,-11547,-2887,0,55436
187710,-11528,-2906,0,55436
187711,-11422,-2981,0,55436
187712,-6994,-1768,0,55438
187713,-6950,-1762,0,55438
187714,-6929,-1739,0,55438
187715,-6944,-1711,0,55438
187716,-6954,-1695,0,55438
187717,-6973,-1676,0,55438
187718,-7007,-1671,0,55438
187719,-7026,-1676,0,55438
187720,-7057,-1695,0,55438
187721,-7064,-1732,0,55438
187722,-7042,-1753,0,55438
187723,-7021,-1764,0,55438
187724,-6709,-1367,0,55440
187725,-6664,-1297,0,55440
187726,-6654,-1244,0,55440
187727,-6666,-1175,0,55440
187728,-6704,-1110,0,55440
187729,-6757,-1053,0,55440
187730,-6807,-1030,0,55440
187731,-6849,-1057,0,55440
187732,-6904,-1240,0,55440
187733,-6892,-1328,0,55440
187734,-6844,-1358,0,55440
187735,-6784,-1385,0,55440
187736,-7736,-2013,0,55442
187737,-7690,-2005,0,55442
187738,-7647,-1938,0,55442
187739,-7682,-1835,0,55442
187740,-7728,-1773,0,55442
187741,-7787,-1755,0,55442
187742,-7822,-1768,0,55442
187743,-7871,-1803,0,55442
187744,-7884,-1852,0,55442
187745,-7881,-1892,0,55442
187746,-7852,-1930,0,55442
187747,-7793,-1992,0,55442
187772,-7795,-2253,0,55444
187773,-7774,-2253,0,55444
187774,-7698,-2231,0,55444
187775,-7671,-2210,0,55444
187776,-7663,-2159,0,55444
187777,-7671,-2116,0,55444
187778,-7712,-2043,0,55444
187779,-7763,-2027,0,55444
187780,-7857,-2032,0,55444
187781,-7876,-2056,0,55444
187782,-7927,-2175,0,55444
187783,-7925,-2245,0,55444
187808,-8113,-3042,0,55446
187809,-8075,-3032,0,55446
187810,-8021,-2999,0,55446
187811,-8003,-2972,0,55446
187812,-8013,-2924,0,55446
187813,-8038,-2905,0,55446
187814,-8172,-2878,0,55446
187815,-8218,-2902,0,55446
187816,-8229,-2937,0,55446
187817,-8223,-2970,0,55446
187818,-8210,-2999,0,55446
187819,-8175,-3032,0,55446
187820,3428,-5047,0,55448
187821,3497,-4947,0,55448
187822,3511,-4881,0,55448
187823,3480,-4830,0,55448
187824,3428,-4795,0,55448
187825,3387,-4788,0,55448
187826,3345,-4788,0,55448
187827,3228,-4806,0,55448
187828,3228,-4868,0,55448
187829,3276,-4999,0,55448
187830,3325,-5043,0,55448
187831,3356,-5064,0,55448
187832,3314,-4240,0,55450
187833,3386,-4330,0,55450
187834,3439,-4310,0,55450
187835,3459,-4185,0,55450
187836,3438,-4151,0,55450
187837,3400,-4123,0,55450
187838,3345,-4120,0,55450
187839,3290,-4120,0,55450
187840,3225,-4137,0,55450
187841,3204,-4196,0,55450
187842,3217,-4223,0,55450
187843,3276,-4217,0,55450
187868,2105,-4454,0,55452
187869,2164,-4437,0,55452
187870,2160,-4271,0,55452
187871,2136,-4131,0,55452
187872,2081,-4086,0,55452
187873,2026,-4051,0,55452
187874,1971,-4048,0,55452
187875,1915,-4089,0,55452
187876,1898,-4158,0,55452
187877,1919,-4347,0,55452
187878,1964,-4389,0,55452
187879,2046,-4437,0,55452
187880,-605,-1899,0,54129
187881,-539,-1909,0,54129
187882,-557,-1831,0,54129
187883,-575,-1798,0,54129
187884,-632,-1712,0,54129
187885,-667,-1682,0,54129
187886,-730,-1629,0,54129
187887,-768,-1611,0,54129
187888,-837,-1611,0,54129
187889,-816,-1685,0,54129
187890,-801,-1712,0,54129
187891,-650,-1878,0,54129
187892,-11654,499,0,55454
187893,-11584,499,0,55454
187894,-11538,506,0,55454
187895,-11489,520,0,55454
187896,-11468,552,0,55454
187897,-11468,601,0,55454
187898,-11496,650,0,55454
187899,-11654,653,0,55454
187900,-11724,639,0,55454
187901,-11752,587,0,55454
187902,-11745,534,0,55454
187903,-11714,513,0,55454
187928,-11626,608,0,55456
187929,-11573,608,0,55456
187930,-11507,643,0,55456
187931,-11493,724,0,55456
187932,-11524,790,0,55456
187933,-11583,787,0,55456
187934,-11644,818,0,55456
187935,-11714,801,0,55456
187936,-11756,731,0,55456
187937,-11763,674,0,55456
187938,-11745,625,0,55456
187939,-11685,615,0,55456
187964,-11980,215,0,55458
187965,-11941,250,0,55458
187966,-11924,306,0,55458
187967,-11941,370,0,55458
187968,-11945,426,0,55458
187969,-11938,478,0,55458
187970,-11959,520,0,55458
187971,-11994,524,0,55458
187972,-12095,447,0,55458
187973,-12134,405,0,55458
187974,-12117,338,0,55458
187975,-12043,264,0,55458
188000,-12534,-782,0,55460
188001,-12512,-782,0,55460
188002,-12477,-779,0,55460
188003,-12449,-761,0,55460
188004,-12449,-716,0,55460
188005,-12470,-670,0,55460
188006,-12512,-649,0,55460
188007,-12534,-649,0,55460
188008,-12569,-667,0,55460
188009,-12586,-684,0,55460
188010,-12600,-733,0,55460
188011,-12569,-772,0,55460
188036,-12681,-530,0,55462
188037,-12625,-530,0,55462
188038,-12593,-502,0,55462
188039,-12593,-453,0,55462
188040,-12604,-393,0,55462
188041,-12653,-393,0,55462
188042,-12695,-393,0,55462
188043,-12723,-393,0,55462
188044,-12765,-421,0,55462
188045,-12772,-460,0,55462
188046,-12758,-516,0,55462
188047,-12733,-527,0,55462
188150,-12081,138,0,55468
188151,-12043,138,0,55468
188152,-12011,198,0,55468
188153,-12018,236,0,55468
188154,-12060,275,0,55468
188155,-12113,321,0,55468
188156,-12166,345,0,55468
188157,-12250,335,0,55468
188158,-12309,306,0,55468
188159,-12330,261,0,55468
188160,-12334,198,0,55468
188161,-12257,149,0,55468
188186,-13656,-421,0,55470
188187,-13602,-410,0,55470
188188,-13565,-350,0,55470
188189,-13548,-299,0,55470
188190,-13586,-235,0,55470
188191,-13616,-218,0,55470
188192,-13680,-201,0,55470
188193,-13727,-218,0,55470
188194,-13774,-245,0,55470
188195,-13801,-326,0,55470
188196,-13778,-397,0,55470
188197,-13724,-417,0,55470
188222,-13319,-60,0,55472
188223,-13265,-29,0,55472
188224,-13252,0,0,55472
188225,-13248,44,0,55472
188226,-13316,91,0,55472
188227,-13343,105,0,55472
188228,-13383,98,0,55472
188229,-13413,74,0,55472
188230,-13424,34,0,55472
188231,-13417,0,0,55472
188232,-13400,-36,0,55472
188233,-13363,-60,0,55472
188306,-13785,347,0,55476
188307,-13761,364,0,55476
188308,-13754,408,0,55476
188309,-13751,435,0,55476
188310,-13768,462,0,55476
188311,-13825,530,0,55476
188312,-13862,533,0,55476
188313,-13903,513,0,55476
188314,-13919,496,0,55476
188315,-13946,449,0,55476
188316,-13933,401,0,55476
188317,-13818,351,0,55476
188354,1745,-1270,0,55478
188355,1775,-1248,0,55478
188356,1830,-1137,0,55478
188357,1812,-1108,0,55478
188358,1778,-1086,0,55478
188359,1727,-1075,0,55478
188360,1694,-1075,0,55478
188361,1672,-1093,0,55478
188362,1635,-1174,0,55478
188363,1642,-1211,0,55478
188364,1683,-1248,0,55478
188365,1705,-1259,0,55478
188390,2473,-1722,0,55480
188391,2469,-1648,0,55480
188392,2462,-1593,0,55480
188393,2433,-1465,0,55480
188394,2370,-1468,0,55480
188395,2293,-1487,0,55480
188396,2223,-1560,0,55480
188397,2208,-1630,0,55480
188398,2216,-1667,0,55480
188399,2275,-1700,0,55480
188400,2330,-1722,0,55480
188401,2374,-1737,0,55480
188426,1216,-1137,0,55482
188427,1271,-1093,0,55482
188428,1297,-1068,0,55482
188429,1323,-1038,0,55482
188430,1337,-998,0,55482
188431,1345,-943,0,55482
188432,1341,-884,0,55482
188433,1286,-902,0,55482
188434,1235,-943,0,55482
188435,1128,-1053,0,55482
188436,1132,-1119,0,55482
188437,1165,-1141,0,55482
189417,-4640,-3653,0,55755
189418,-4559,-3640,0,55755
189419,-4483,-3595,0,55755
189420,-4451,-3541,0,55755
189421,-4492,-3447,0,55755
189422,-4523,-3393,0,55755
189423,-4582,-3348,0,55755
189424,-4653,-3357,0,55755
189425,-4721,-3380,0,55755
189426,-4779,-3416,0,55755
189427,-4783,-3514,0,55755
189428,-4730,-3600,0,55755
189453,-3886,-3671,0,55757
189454,-3846,-3631,0,55757
189455,-3837,-3537,0,55757
189456,-3837,-3465,0,55757
189457,-3859,-3389,0,55757
189458,-3926,-3348,0,55757
189459,-4030,-3371,0,55757
189460,-4124,-3416,0,55757
189461,-4223,-3478,0,55757
189462,-4281,-3568,0,55757
189463,-4241,-3617,0,55757
189464,-3967,-3676,0,55757
191613,-4392,1063,0,56327
191614,-4350,1158,0,56327
191615,-4338,1247,0,56327
191616,-4326,1402,0,56327
191617,-4350,1497,0,56327
191618,-4481,1521,0,56327
191619,-4594,1485,0,56327
191620,-4659,1461,0,56327
191621,-4724,1384,0,56327
191622,-4754,1301,0,56327
191623,-4701,1188,0,56327
191624,-4528,1099,0,56327
191649,-3685,933,0,56329
191650,-3602,939,0,56329
191651,-3519,998,0,56329
191652,-3507,1069,0,56329
191653,-3495,1206,0,56329
191654,-3578,1265,0,56329
191655,-3940,1253,0,56329
191656,-3964,1224,0,56329
191657,-3988,1140,0,56329
191658,-3982,1045,0,56329
191659,-3905,968,0,56329
191660,-3798,944,0,56329
191685,-2764,2536,0,56331
191686,-2687,2572,0,56331
191687,-2705,2661,0,56331
191688,-2806,2786,0,56331
191689,-2865,2833,0,56331
191690,-2930,2857,0,56331
191691,-3043,2875,0,56331
191692,-3127,2822,0,56331
191693,-3150,2750,0,56331
191694,-3109,2649,0,56331
191695,-3043,2590,0,56331
191696,-2919,2548,0,56331
191757,-4843,3267,0,56335
191758,-4671,3487,0,56335
191759,-4647,3594,0,56335
191760,-4653,3724,0,56335
191761,-4707,3790,0,56335
191762,-4796,3820,0,56335
191763,-4861,3802,0,56335
191764,-4944,3754,0,56335
191765,-4998,3647,0,56335
191766,-5010,3505,0,56335
191767,-5010,3380,0,56335
191768,-4974,3291,0,56335
191793,-5158,802,0,56337
191794,-5081,814,0,56337
191795,-5033,838,0,56337
191796,-4974,885,0,56337
191797,-4938,986,0,56337
191798,-4956,1045,0,56337
191799,-5087,1051,0,56337
191800,-5164,1051,0,56337
191801,-5283,1040,0,56337
191802,-5336,992,0,56337
191803,-5342,939,0,56337
191804,-5247,849,0,56337
191829,-5514,1140,0,56339
191830,-5164,1194,0,56339
191831,-5128,1301,0,56339
191832,-5200,1384,0,56339
191833,-5443,1449,0,56339
191834,-5485,1455,0,56339
191835,-5592,1455,0,56339
191836,-5705,1426,0,56339
191837,-5764,1325,0,56339
191838,-5746,1283,0,56339
191839,-5681,1218,0,56339
191840,-5615,1170,0,56339
191865,-4909,1075,0,56341
191866,-4873,1105,0,56341
191867,-4837,1158,0,56341
191868,-4819,1224,0,56341
191869,-4867,1301,0,56341
191870,-4932,1307,0,56341
191871,-5021,1301,0,56341
191872,-5063,1295,0,56341
191873,-5116,1247,0,56341
191874,-5111,1158,0,56341
191875,-5045,1105,0,56341
191876,-4974,1063,0,56341
191901,4511,-684,0,56343
191902,4605,-632,0,56343
191903,4646,-580,0,56343
191904,4667,-538,0,56343
191905,4672,-414,0,56343
191906,4620,-357,0,56343
191907,4537,-352,0,56343
191908,4491,-373,0,56343
191909,4444,-419,0,56343
191910,4413,-476,0,56343
191911,4351,-590,0,56343
191912,4346,-663,0,56343
191937,3776,-1798,0,56345
191938,3817,-1798,0,56345
191939,3869,-1756,0,56345
191940,3890,-1694,0,56345
191941,3895,-1596,0,56345
191942,3890,-1518,0,56345
191943,3843,-1487,0,56345
191944,3750,-1502,0,56345
191945,3703,-1564,0,56345
191946,3708,-1632,0,56345
191947,3719,-1725,0,56345
191948,3739,-1772,0,56345
191973,4905,-632,0,56347
191974,4973,-632,0,56347
191975,5076,-621,0,56347
191976,5133,-601,0,56347
191977,5195,-533,0,56347
191978,4911,-471,0,56347
191979,4895,-321,0,56347
191980,4791,-321,0,56347
191981,4714,-399,0,56347
191982,4703,-476,0,56347
191983,4734,-559,0,56347
191984,4838,-627,0,56347
192009,5983,-1295,0,56349
192010,6035,-1285,0,56349
192011,6076,-1264,0,56349
192012,6113,-1233,0,56349
192013,6144,-1176,0,56349
192014,6102,-1103,0,56349
192015,6024,-1098,0,56349
192016,5973,-1098,0,56349
192017,5911,-1145,0,56349
192018,5890,-1181,0,56349
192019,5879,-1243,0,56349
192020,5905,-1285,0,56349
192045,6475,-4340,0,56351
192046,6565,-4282,0,56351
192047,6691,-4092,0,56351
192048,6712,-4045,0,56351
192049,6701,-3977,0,56351
192050,6659,-3914,0,56351
192051,6554,-3851,0,56351
192052,6444,-3824,0,56351
192053,6349,-3866,0,56351
192054,6328,-3966,0,56351
192055,6370,-4282,0,56351
192056,6396,-4324,0,56351
192082,5697,-5065,0,56354
192083,5739,-5033,0,56354
192084,5781,-4976,0,56354
192085,5808,-4902,0,56354
192086,5745,-4865,0,56354
192087,5650,-4828,0,56354
192088,5540,-4834,0,56354
192089,5487,-4849,0,56354
192090,5440,-4912,0,56354
192091,5455,-4965,0,56354
192092,5524,-5018,0,56354
192093,5592,-5054,0,56354
192118,5282,-4981,0,56356
192119,5356,-4965,0,56356
192120,5398,-4928,0,56356
192121,5455,-4529,0,56356
192122,5366,-4492,0,56356
192123,5287,-4545,0,56356
192124,5250,-4592,0,56356
192125,5224,-4644,0,56356
192126,5198,-4697,0,56356
192127,5166,-4776,0,56356
192128,5156,-4849,0,56356
192129,5193,-4923,0,56356
192154,-1930,-2115,0,56358
192155,-1886,-2109,0,56358
192156,-1829,-2045,0,56358
192157,-1804,-1957,0,56358
192158,-1835,-1931,0,56358
192159,-1987,-1855,0,56358
192160,-2057,-1862,0,56358
192161,-2101,-1925,0,56358
192162,-2108,-1976,0,56358
192163,-2108,-2045,0,56358
192164,-2076,-2077,0,56358
192165,-2000,-2109,0,56358
192214,-1677,-2381,0,56362
192215,-1620,-2337,0,56362
192216,-1601,-2305,0,56362
192217,-1563,-2166,0,56362
192218,-1601,-2115,0,56362
192219,-1652,-2083,0,56362
192220,-1728,-2102,0,56362
192221,-1753,-2134,0,56362
192222,-1791,-2204,0,56362
192223,-1797,-2223,0,56362
192224,-1785,-2305,0,56362
192225,-1734,-2375,0,56362
192251,-6868,-3083,0,56364
192252,-6837,-3064,0,56364
192253,-6806,-3033,0,56364
192254,-6720,-2910,0,56364
192255,-6763,-2842,0,56364
192256,-6812,-2793,0,56364
192257,-6843,-2768,0,56364
192258,-6905,-2793,0,56364
192259,-6917,-2842,0,56364
192260,-6923,-2885,0,56364
192261,-6929,-2984,0,56364
192262,-6929,-3046,0,56364
192287,-8014,-3964,0,56367
192288,-7928,-3964,0,56367
192289,-7854,-3946,0,56367
192290,-7805,-3909,0,56367
192291,-7798,-3829,0,56367
192292,-7817,-3779,0,56367
192293,-7897,-3742,0,56367
192294,-7959,-3736,0,56367
192295,-8039,-3761,0,56367
192296,-8119,-3829,0,56367
192297,-8144,-3872,0,56367
192298,-8131,-3939,0,56367
192323,-8883,-3594,0,56369
192324,-8797,-3570,0,56369
192325,-8754,-3514,0,56369
192326,-8742,-3409,0,56369
192327,-8772,-3311,0,56369
192328,-8809,-3261,0,56369
192329,-8890,-3231,0,56369
192330,-8939,-3286,0,56369
192331,-8964,-3342,0,56369
192332,-8976,-3391,0,56369
192333,-8988,-3477,0,56369
192334,-8976,-3545,0,56369
192359,-9173,-3181,0,56371
192360,-9075,-3113,0,56371
192361,-9044,-3046,0,56371
192362,-9044,-2978,0,56371
