ID,ModelFileDataID,BaseMissileSpeed,Scale,MinAllowedScale,MaxAllowedScale,Alpha,Flags,TextureFileDataID,EffectRadius,Type,GenericID,RibbonQualityID,DissolveEffectID,ModelPosition,Field_1_15_4_56400_014
150,166797,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
151,165891,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
152,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
153,166640,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
154,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
155,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
156,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
157,166497,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
158,166898,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
159,165433,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
160,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
161,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
162,166430,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
163,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
164,165407,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
167,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
168,165759,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
169,166993,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
170,166991,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
171,166560,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
172,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
173,166499,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
174,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
175,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
176,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
177,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
178,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
179,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
180,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
181,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
182,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
183,165404,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
184,165405,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
187,166156,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
188,166135,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
189,165711,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
190,165711,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
191,165690,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
192,165690,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
193,165710,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
194,165710,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
195,165700,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
196,165700,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
197,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
198,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
200,165421,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
201,165422,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
202,165436,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
205,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
206,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
207,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
208,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
210,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
211,166338,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
212,166115,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
213,166114,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
214,166370,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
215,167004,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
216,166371,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
217,166116,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
218,166117,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
219,166118,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
220,166119,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
221,166380,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
222,166324,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
223,165890,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
224,166331,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
225,166332,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
226,166330,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
227,166333,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
228,165737,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
229,166191,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
230,166645,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
231,166375,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
232,166376,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
233,166214,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
234,166377,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
235,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
236,166644,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
237,166159,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
238,166212,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
239,166794,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
240,165955,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
241,165918,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
242,166654,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
243,166655,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
244,166349,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
245,166452,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
246,166453,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
247,166357,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
248,166273,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
249,166292,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
251,165821,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
252,166111,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
253,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
254,165782,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
255,166891,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
256,165981,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
257,165744,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
258,165980,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
259,166214,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
260,166775,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
261,165762,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
262,165962,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
263,165961,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
264,165761,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
265,165585,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
266,167093,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
267,165816,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
268,165948,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
269,165817,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
270,166923,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
271,166538,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
272,166526,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
273,166679,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
274,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
276,165679,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
277,165824,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
278,166707,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
279,166704,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
280,166649,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
281,166496,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
282,166210,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
284,166211,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
285,166402,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
286,166551,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
287,166120,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
288,166110,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
289,166288,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
290,166550,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
291,166604,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
292,166187,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
293,166488,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
294,166354,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
296,166500,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
297,166403,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
298,166471,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
299,166902,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
300,166833,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
301,166836,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
303,165563,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
304,165564,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
305,166835,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
306,166531,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
307,165879,0,4,2,6,1,1024,0,0,0,0,0,0,-1,0
308,166834,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
309,165940,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
310,165941,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
311,165858,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
312,165853,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
313,166695,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
314,166625,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
315,166626,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
320,166732,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
321,166583,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
322,166513,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
323,167005,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
325,166060,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
326,166351,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
328,166502,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
330,166845,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
331,166844,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
332,165780,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
333,166656,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
334,166950,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
335,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
336,166733,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
337,165672,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
339,165673,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
340,165657,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
341,167112,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
342,167114,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
343,167092,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
345,165783,0,1,0.01,100,1,1024,0,0,0,0,0,0,-1,0
346,166417,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
347,166457,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
348,166545,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
349,167120,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
350,166665,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
351,167147,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
354,167143,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
355,165862,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
356,166899,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
357,166901,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
358,166900,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
360,165622,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
361,167199,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
362,137239,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
363,137241,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
365,166129,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
367,166431,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
368,166685,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
370,165822,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
371,166823,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
372,166664,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
373,166663,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
374,166702,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
375,165658,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
376,166427,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
377,165930,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
378,166985,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
379,166068,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
380,166877,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
381,166437,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
389,167151,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
392,166524,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
393,166434,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
394,165646,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
396,165645,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
397,166255,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
398,165716,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
399,165569,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
401,166525,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
402,166762,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
403,166761,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
404,165786,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
405,165570,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
406,165571,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
407,165572,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
408,165573,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
409,166650,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
410,166348,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
411,167132,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
412,166356,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
413,166832,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
414,166696,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
415,166697,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
416,240892,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
417,167090,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
420,166190,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
421,166381,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
422,166522,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
423,166463,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
424,166157,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
425,166162,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
426,166221,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
427,166774,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
428,166782,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
429,166772,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
430,166779,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
431,166781,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
432,166776,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
433,166585,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
434,166586,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
435,166293,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
436,166559,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
437,166064,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
438,166667,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
439,167141,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
440,166195,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
441,166701,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
442,166174,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
444,166175,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
445,166049,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
446,166666,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
447,166355,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
448,166677,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
449,166150,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
450,166608,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
