ID,SoundKitID,FileDataID,Frequency,Volume
8070,7077,53213,1,1
8071,7077,53214,1,1
8072,7077,53215,1,1
8075,7082,53696,1,1
8076,7082,53699,1,1
8077,7083,53747,1,1
8149,7196,53196,1,1
8213,7318,53191,1,1
8214,7319,53192,1,1
8215,7319,53194,1,1
8216,7319,53195,1,1
8224,7338,53193,1,1
8229,7341,53189,1,1
8230,7341,53190,1,1
8241,7414,53194,1,1
8242,7414,53195,1,1
8245,7474,53301,1,1
8260,7519,53194,1,1
8261,7519,53195,1,1
8301,7794,53186,1,1
8302,7795,53491,1,1
8309,7875,53427,1,1
8310,7875,53430,1,1
8526,8014,53426,1,1
8527,8014,53427,1,1
8591,8233,53685,1,1
8592,8233,53684,1,1
8593,8233,53686,1,1
8594,8233,53687,1,1
8595,8233,53688,1,1
8713,8440,53257,1,1
8733,8452,53254,1,1
8758,8471,594456,1,1
8759,8472,594528,1,1
8777,8481,566568,1,1
8778,8482,567143,1,1
8779,8483,567156,1,1
8780,8484,566847,1,1
8784,8487,553799,1,1
8785,8487,553803,1,1
8786,8487,553796,1,1
8787,8488,553804,1,1
8788,8488,553798,1,1
8789,8488,553805,1,1
8790,8489,553802,1,1
8791,8490,553797,1,1
8792,8491,553801,1,1
8793,8492,553800,1,1
8794,8493,53239,1,1
8795,8495,546080,1,1
8796,8495,546081,1,1
8797,8495,546078,1,1
8798,8496,546077,1,1
8799,8496,546083,1,1
8800,8496,546084,1,1
8801,8497,546086,1,1
8802,8498,546079,1,1
8803,8499,546085,1,1
8804,8500,546082,1,1
8814,8506,548846,1,1
8815,8507,548847,1,1
8816,8508,548848,1,1
8845,8531,53261,1,1
8846,8531,53262,1,1
8847,8531,53263,1,1
8848,8531,53264,1,1
8886,8563,53265,1,1
8887,8563,53266,1,1
8888,8563,53267,1,1
8889,8564,53269,1,1
8907,8577,53271,1,1
8908,8577,53272,1,1
8909,8577,53273,1,1
8910,8577,53274,1,1
8911,8577,53275,1,1
8912,8577,53276,1,1
8913,8577,53277,1,1
8914,8578,53270,1,1
8915,8579,53268,1,1
9048,8687,53614,1,1
9049,8687,53615,1,1
9050,8687,53616,1,1
9051,8687,53617,1,1
9052,8687,53618,1,1
9053,8687,53619,1,1
9066,8695,594402,1,1
9067,8696,594555,1,1
9081,8703,566288,1,1
9162,8748,594492,1,1
9163,8749,594483,1,1
9164,8750,594546,1,1
9165,8751,594513,1,1
9168,8754,566771,1,1
9169,8755,566965,1,1
9170,8756,565408,1,1
9171,8757,565722,1,1
9172,8758,566716,1,1
9173,8759,566839,1,1
9174,8760,565781,1,1
9175,8761,566783,1,1
9176,8762,566007,1,1
9177,8763,566538,1,1
9178,8764,567014,1,1
9179,8765,565567,1,1
9180,8766,565491,1,1
9181,8767,566705,1,1
9182,8768,566265,1,1
9183,8769,565841,1,1
9184,8770,566433,1,1
9185,8771,567030,1,1
9301,8883,53593,1,1
9302,8883,53594,1,1
9303,8883,53595,1,1
9304,8884,53611,1,1
9305,8884,53612,1,1
9306,8884,53613,1,1
9307,8885,53606,1,1
9308,8885,53607,1,1
9309,8885,53608,1,1
9310,8886,53605,1,1
9311,8886,53606,1,1
9312,8886,53607,1,1
9313,8887,53609,1,1
9314,8887,53613,1,1
9315,8887,53610,1,1
9316,8888,53591,1,1
9317,8888,53592,1,1
9318,8888,53593,1,1
9319,8889,53602,1,1
9320,8889,53603,1,1
9321,8889,53604,1,1
9322,8890,53596,1,1
9323,8890,53597,1,1
9324,8890,53598,1,1
9325,8890,53599,1,1
9378,8945,566096,1,1
9379,8945,565560,1,1
9380,8945,567117,1,1
9381,8946,566440,1,1
9382,8946,566218,1,1
9383,8946,566469,1,1
9388,8948,594414,1,1
9389,8949,594405,1,1
9390,8950,537381,1,1
9391,8951,594450,1,1
9392,8952,594480,1,1
9393,8953,539001,1,1
9394,8954,538999,1,1
9399,8956,539045,1,1
9401,8960,567478,1,1
9402,8961,556477,1,1
9403,8961,556479,1,1
9404,8961,556476,1,1
9405,8962,537338,1,1
9406,8963,537339,1,1
9407,8964,567175,1,1
9408,8964,566275,1,1
9409,8964,566505,1,1
9410,8965,565773,1,1
9411,8965,565771,1,1
9412,8965,566924,1,1
9413,8966,565771,1,1
9414,8966,565773,1,1
9415,8966,566924,1,1
9416,8967,566924,1,1
9417,8967,565773,1,1
9418,8967,565771,1,1
9419,8968,566921,1,1
9420,8968,566250,1,1
9421,8968,565748,1,1
9422,8969,566250,1,1
9423,8969,566921,1,1
9424,8969,565748,1,1
9425,8970,565748,1,1
9426,8970,566921,1,1
9427,8970,566250,1,1
9428,8971,565318,1,1
9429,8972,565859,1,1
9430,8973,565354,1,1
9432,8975,566139,1,1
9433,8976,566139,1,1
9434,8977,566899,1,1
9436,8979,565794,1,1
9437,8980,566380,1,1
9438,8981,537363,1,1
9439,8982,565834,1,1
9440,8983,565647,1,1
9441,8984,539767,1,1
9442,8984,539779,1,1
9443,8984,539777,1,1
9444,8984,539776,1,1
9445,8984,539772,1,1
9446,8984,539781,1,1
9447,8984,539785,1,1
9450,8985,539773,1,1
9451,8985,539775,1,1
9452,8985,539784,1,1
9453,8985,539782,1,1
9454,8985,539769,1,1
9455,8985,539780,1,1
9456,8985,539778,1,1
9457,8985,539786,1,1
9458,8985,539770,1,1
9460,8986,539788,1,1
9461,8986,539768,1,1
9462,8986,539789,1,1
9463,8986,539774,1,1
9464,8986,539783,1,1
9468,8987,539787,1,1
9476,8988,539766,1,1
9477,8988,539764,1,1
9478,8988,539749,1,1
9479,8988,539765,1,1
9480,8988,539758,1,1
9481,8988,539754,1,1
9482,8988,539756,1,1
9486,8989,539759,1,1
9487,8989,539757,1,1
9488,8989,539761,1,1
9489,8989,539760,1,1
9490,8989,539763,1,1
9491,8989,539752,1,1
9492,8989,539748,1,1
9496,8990,539750,1,1
9497,8990,539751,1,1
9498,8990,539762,1,1
9502,8991,539753,1,1
9511,8992,539437,1,1
9512,8992,539449,1,1
9513,8992,539447,1,1
9514,8992,539451,1,1
9515,8992,539438,1,1
9516,8993,539441,1,1
9517,8993,539446,1,1
9518,8993,539435,1,1
9519,8993,539442,1,1
9520,8993,539439,1,1
9521,8993,539448,1,1
9522,8993,539443,1,1
9524,8994,539444,1,1
9525,8994,539436,1,1
9526,8994,539445,1,1
9531,8995,539440,1,1
9541,8996,539462,1,1
9542,8996,539468,1,1
9543,8996,539463,1,1
9544,8996,539465,1,1
9545,8996,539470,1,1
9546,8996,539455,1,1
9547,8996,539474,1,1
9548,8996,539471,1,1
9549,8996,539458,1,1
9550,8997,539472,1,1
9551,8997,539469,1,1
9552,8997,539467,1,1
9553,8997,539466,1,1
9554,8997,539453,1,1
9555,8997,539460,1,1
9556,8997,539457,1,1
9557,8997,539464,1,1
9560,8998,539459,1,1
9561,8998,539456,1,1
9562,8998,539473,1,1
9567,8999,539461,1,1
9575,9000,565842,1,1
9576,9001,566992,1,1
9577,9002,53353,1,1
9578,9002,53354,1,1
9579,9002,53355,1,1
9580,9002,53356,1,1
9581,9002,53357,1,1
9582,9003,556475,1,1
9583,9003,556478,1,1
9584,9004,537385,1,1
9585,9005,537386,1,1
9586,9006,567387,1,1
9587,9007,569777,1,1
9588,9008,53233,1,1
9589,9010,594585,1,1
9590,9011,594411,1,1
9591,9012,53585,1,1
9592,9012,53586,1,1
9593,9012,53587,1,1
9594,9013,53588,1,1
9595,9013,53589,1,1
9596,9013,53590,1,1
9597,9014,537340,1,1
9598,9015,537341,1,1
9599,9016,537343,1,1
9600,9017,537344,1,1
9601,9018,565689,1,1
9602,9019,566108,1,1
9605,9022,537342,1,1
9606,9023,537345,1,1
9607,9025,537372,1,1
9608,9026,537374,1,1
9609,9027,537375,1,1
9610,9028,537378,1,1
9611,9029,537377,1,1
9612,9030,537380,1,1
9613,9031,565474,1,1
9614,9032,565820,1,1
9615,9033,537379,1,1
9616,9034,537373,1,1
9617,9035,566140,1,1
9618,9036,564217,1,1
9619,9037,566506,1,1
9620,9038,566688,1,1
9621,9039,566229,1,1
9622,9040,566355,1,1
9623,9041,566449,1,1
9624,9042,566715,1,1
9625,9043,566664,1,1
9626,9044,565893,1,1
9627,9045,566978,1,1
9628,9046,565373,1,1
9629,9047,565814,1,1
9630,9048,594534,1,1
9631,9049,594354,1,1
9632,9050,594570,1,1
9633,9051,594393,1,1
9634,9052,594468,1,1
9635,9053,565348,1,1
9636,9054,566490,1,1
9637,9054,565996,1,1
9638,9054,566731,1,1
9639,9055,565451,1,1
9640,9055,565963,1,1
9641,9055,566376,1,1
9642,9055,565482,1,1
9643,9055,566031,1,1
9644,9055,566019,1,1
9645,9055,566090,1,1
9646,9055,566523,1,1
9647,9055,565608,1,1
9648,9055,566351,1,1
9649,9056,565586,1,1
9650,9057,566790,1,1
9651,9058,565609,1,1
9657,9061,594336,1,1
9658,9062,594558,1,1
9659,9063,566544,1,1
9660,9064,565473,1,1
9661,9064,566973,1,1
9662,9064,566047,1,1
9663,9065,566973,1,1
9664,9065,565473,1,1
9665,9065,566047,1,1
9666,9066,566047,1,1
9667,9066,565473,1,1
9668,9066,566973,1,1
9669,9067,566563,1,1
9670,9068,565556,1,1
9671,9069,567073,1,1
9672,9070,566207,1,1
9673,9071,537376,1,1
9674,9072,544038,1,1
9675,9072,544045,1,1
9676,9072,544042,1,1
9677,9072,544048,1,1
9678,9073,544047,1,1
9679,9073,544046,1,1
9680,9073,544044,1,1
9681,9074,544040,1,1
9682,9075,544049,1,1
9683,9076,544039,1,1
9684,9077,544041,1,1
9685,9078,544043,1,1
9686,9082,544057,1,1
9687,9082,544051,1,1
9688,9082,544053,1,1
9689,9082,544056,1,1
9690,9083,544060,1,1
9691,9083,544061,1,1
9692,9083,544058,1,1
9693,9084,544055,1,1
9694,9085,544054,1,1
9695,9086,544052,1,1
9696,9087,544059,1,1
9700,9091,544050,1,1
9701,9092,544031,1,1
9702,9092,544032,1,1
9703,9092,544028,1,1
9704,9092,544027,1,1
9705,9092,544026,1,1
9706,9093,544024,1,1
9707,9093,544030,1,1
9708,9093,544025,1,1
9709,9093,544023,1,1
9710,9094,544022,1,1
9711,9095,544029,1,1
9769,9110,542504,1,1
9770,9112,566024,1,1
9771,9113,565578,1,1
9772,9114,566161,1,1
9773,9115,565507,1,1
9774,9116,567099,1,1
9775,9117,565941,1,1
9776,9118,566301,1,1
9777,9119,566434,1,1
9778,9120,566074,1,1
9779,9121,566676,1,1
9780,9122,566195,1,1
9781,9123,565897,1,1
9782,9124,566765,1,1
9783,9125,565316,1,1
9784,9126,594576,1,1
9785,9127,594525,1,1
9786,9128,566794,1,1
9787,9129,544950,1,1
9788,9130,544949,1,1
9789,9131,537408,1,1
9790,9132,537409,1,1
9791,9133,537358,1,1
9792,9134,567057,1,1
9793,9135,566317,1,1
9794,9136,565480,1,1
9795,9137,566070,1,1
9796,9138,566099,1,1
9797,9139,565698,1,1
9798,9140,565495,1,1
9799,9141,566714,1,1
9800,9142,565857,1,1
9801,9143,546300,1,1
9802,9144,546299,1,1
9803,9145,567186,1,1
9804,9146,565751,1,1
9805,9147,566861,1,1
9806,9147,566465,1,1
9807,9147,566734,1,1
9808,9148,594396,1,1
9809,9149,53819,1,1
9810,9149,53820,1,1
9811,9149,53821,1,1
9812,9149,53822,1,1
9813,9149,53823,1,1
9814,9149,53824,1,1
9815,9150,53803,1,1
9816,9150,53804,1,1
9817,9150,53805,1,1
9818,9151,566034,1,1
9819,9152,565436,1,1
9820,9153,566472,1,1
9821,9154,566254,1,1
9822,9155,222758,1,1
9823,9156,222756,1,1
9824,9157,548312,1,1
9825,9157,548309,1,1
9826,9157,548311,1,1
9827,9157,548308,1,1
9828,9158,548314,1,1
9829,9158,548305,1,1
9830,9158,548307,1,1
9831,9159,548315,1,1
9832,9160,548313,1,1
9833,9161,548312,1,1
9834,9161,548309,1,1
9835,9162,548306,1,1
9836,9163,548310,1,1
9837,9164,544505,1,1
9838,9164,544504,1,1
9839,9164,544503,1,1
9840,9164,544508,1,1
9841,9165,544507,1,1
9842,9166,544510,1,1
9843,9167,544511,1,1
9844,9168,544502,1,1
9845,9169,544509,1,1
9846,9170,544499,1,1
9847,9171,544501,1,1
9848,9171,544512,1,1
9849,9171,544517,1,1
9850,9172,544514,1,1
9851,9172,544506,1,1
9852,9172,544513,1,1
9853,9173,544519,1,1
9854,9174,544893,1,1
9855,9175,544898,1,1
9856,9176,544888,1,1
9857,9177,546514,1,1
9858,9177,546523,1,1
9859,9177,546517,1,1
9860,9178,546512,1,1
9861,9179,546518,1,1
9862,9180,546522,1,1
9863,9181,546520,1,1
9864,9181,546515,1,1
9865,9181,546521,1,1
9866,9182,546519,1,1
9867,9182,546511,1,1
9868,9182,546516,1,1
9869,9183,546638,1,1
9870,9184,546641,1,1
9871,9185,546645,1,1
9872,9186,546639,1,1
9873,9187,546640,1,1
9874,9188,546643,1,1
9875,9189,547367,1,1
9876,9189,547374,1,1
9877,9189,547369,1,1
9878,9190,547371,1,1
9879,9191,547373,1,1
9880,9192,547375,1,1
9881,9193,547372,1,1
9882,9193,547364,1,1
9883,9193,547376,1,1
9884,9194,547366,1,1
9885,9194,547368,1,1
9886,9194,547365,1,1
9887,9195,547370,1,1
9888,9196,552942,1,1
9889,9197,552941,1,1
9890,9197,552945,1,1
9891,9197,552949,1,1
9892,9198,552951,1,1
9893,9199,552954,1,1
9894,9200,552943,1,1
9895,9201,552946,1,1
9896,9202,552948,1,1
9897,9202,552940,1,1
9898,9202,552944,1,1
9899,9203,552953,1,1
9900,9203,552947,1,1
9901,9203,552950,1,1
9902,9204,554630,1,1
9903,9205,554624,1,1
9904,9205,554620,1,1
9905,9205,554625,1,1
9906,9205,554623,1,1
9907,9206,554622,1,1
9908,9207,554616,1,1
9909,9208,554628,1,1
9910,9209,554617,1,1
9911,9209,554618,1,1
9912,9209,554614,1,1
9913,9210,554621,1,1
9914,9210,554629,1,1
9915,9210,554627,1,1
9916,9211,555823,1,1
9917,9212,555821,1,1
9918,9212,555822,1,1
9919,9212,555824,1,1
9920,9212,555826,1,1
9921,9213,555812,1,1
9922,9214,555820,1,1
9923,9215,555814,1,1
9924,9216,555816,1,1
9925,9216,555825,1,1
9926,9216,555817,1,1
9927,9217,555813,1,1
9928,9217,555819,1,1
9929,9217,555811,1,1
9930,9218,558342,1,1
9931,9219,558344,1,1
9932,9219,558343,1,1
9933,9219,558328,1,1
9934,9219,558325,1,1
9935,9220,558327,1,1
9936,9221,558326,1,1
9937,9222,558339,1,1
9938,9223,558336,1,1
9939,9224,558337,1,1
9940,9225,558340,1,1
9941,9225,558335,1,1
9942,9225,558334,1,1
9943,9226,558333,1,1
9944,9226,558324,1,1
9945,9226,558323,1,1
9946,9227,559317,1,1
9947,9228,559316,1,1
9948,9228,559327,1,1
9949,9228,559323,1,1
9950,9229,559319,1,1
9951,9230,559326,1,1
9952,9231,559320,1,1
9953,9231,559324,1,1
9954,9231,559325,1,1
9955,9232,559322,1,1
9956,9232,559318,1,1
9957,9232,559321,1,1
9958,9233,559422,1,1
9959,9234,559426,1,1
9960,9234,559424,1,1
9961,9234,559427,1,1
9962,9234,559429,1,1
9963,9235,559425,1,1
9964,9236,559421,1,1
9965,9237,559419,1,1
9966,9238,559432,1,1
9967,9239,559428,1,1
9968,9239,559420,1,1
9969,9239,559418,1,1
9970,9240,559423,1,1
9971,9240,559431,1,1
9972,9240,559430,1,1
9973,9241,560076,1,1
9974,9242,560064,1,1
9975,9243,560061,1,1
9976,9243,560062,1,1
9977,9243,560067,1,1
9978,9243,560054,1,1
9979,9244,560072,1,1
9980,9245,560055,1,1
9981,9246,560066,1,1
9982,9247,560077,1,1
9983,9248,560075,1,1
9984,9249,560056,1,1
9985,9250,560063,1,1
9986,9251,560068,1,1
9987,9252,560074,1,1
9988,9252,560078,1,1
9989,9252,560060,1,1
9990,9253,560065,1,1
9991,9253,560059,1,1
9992,9253,560058,1,1
9993,9254,561137,1,1
9994,9255,561127,1,1
9995,9255,561129,1,1
9996,9255,561133,1,1
9997,9255,561138,1,1
9998,9256,561134,1,1
9999,9257,561135,1,1
10000,9258,561132,1,1
10001,9258,561139,1,1
10002,9258,561128,1,1
10003,9259,561136,1,1
10004,9259,561130,1,1
10005,9259,561131,1,1
10006,9260,561698,1,1
10007,9261,561701,1,1
10008,9261,561691,1,1
10009,9261,561692,1,1
10010,9261,561696,1,1
10011,9262,561687,1,1
10012,9263,561695,1,1
10013,9264,561688,1,1
10014,9265,561690,1,1
10015,9266,561702,1,1
10016,9266,561689,1,1
10017,9266,561700,1,1
10018,9267,561699,1,1
10019,9267,561694,1,1
10020,9267,561693,1,1
10021,9268,562432,1,1
10022,9269,562424,1,1
10023,9269,562422,1,1
10024,9269,562429,1,1
10025,9269,562427,1,1
10026,9270,562428,1,1
10027,9271,562433,1,1
10028,9272,562426,1,1
10029,9272,562423,1,1
10030,9272,562425,1,1
10031,9273,562421,1,1
10032,9273,562431,1,1
10033,9273,562430,1,1
10034,9274,552043,1,1
10035,9274,552036,1,1
10036,9274,552044,1,1
10037,9274,552038,1,1
10038,9275,552047,1,1
10039,9276,552045,1,1
10040,9277,552034,1,1
10041,9278,552035,1,1
10042,9279,552039,1,1
10043,9279,552046,1,1
10044,9279,552037,1,1
10045,9280,552048,1,1
10046,9280,552040,1,1
10047,9280,552041,1,1
10048,9281,53358,1,1
10049,9281,53359,1,1
10052,9284,53620,1,1
10053,9284,53621,1,1
10054,9284,53622,1,1
10055,9284,53623,1,1
10056,9284,53624,1,1
10057,9284,53625,1,1
10058,9284,53626,1,1
10059,9284,53627,1,1
10060,9284,53628,1,1
10061,9284,53629,1,1
10062,9285,53689,1,1
10063,9285,53690,1,1
10064,9285,53691,1,1
10065,9285,53692,1,1
10066,9285,53693,1,1
10067,9285,53694,1,1
10068,9286,566316,1,1
10069,9287,566022,1,1
10070,9287,566105,1,1
10071,9288,566410,1,1
10072,9289,565894,1,1
10073,9290,565683,1,1
10074,9291,566360,1,1
10075,9292,566537,1,1
10076,9293,566750,1,1
10077,9294,566752,1,1
10078,9295,565758,1,1
10079,9296,567017,1,1
10080,9297,566347,1,1
10081,9298,544518,1,1
10082,9299,544515,1,1
10083,9300,544500,1,1
10084,9304,544516,1,1
10085,9307,546513,1,1
10086,9308,546644,1,1
10087,9309,546642,1,1
10088,9310,552952,1,1
10089,9311,554619,1,1
10090,9312,554615,1,1
10091,9313,554626,1,1
10092,9314,555810,1,1
10093,9315,555815,1,1
10094,9316,555818,1,1
10095,9317,558330,1,1
10096,9318,558332,1,1
10097,9319,558341,1,1
10098,9320,558338,1,1
10099,9321,558329,1,1
10100,9322,558331,1,1
10101,9323,560073,1,1
10102,9324,560079,1,1
10103,9325,560069,1,1
10104,9326,560070,1,1
10105,9327,560071,1,1
10106,9328,560057,1,1
10107,9329,561703,1,1
10108,9330,561686,1,1
10109,9331,561697,1,1
10110,9332,544894,1,1
10111,9333,567866,1,1
10112,9333,567871,1,1
10113,9333,567868,1,1
10114,9334,567626,1,1
10115,9334,567635,1,1
10116,9334,567624,1,1
10117,9335,544883,1,1
10118,9336,544881,1,1
10119,9337,544897,1,1
10120,9338,544886,1,1
10121,9339,544899,1,1
10122,9340,544892,1,1
10123,9341,544889,1,1
10124,9342,544890,1,1
10125,9343,544882,1,1
10126,9344,565347,1,1
10127,9344,565469,1,1
10128,9344,566382,1,1
10129,9345,566714,1,1
10130,9346,565773,1,1
10131,9346,565771,1,1
10132,9346,566924,1,1
10133,9347,565399,1,1
10134,9348,567112,1,1
10135,9348,565526,1,1
10136,9349,547310,1,1
10137,9350,547307,1,1
10138,9351,547318,1,1
10139,9351,547309,1,1
10140,9351,547312,1,1
10141,9351,547308,1,1
10142,9353,547315,1,1
10143,9353,547306,1,1
10144,9354,547311,1,1
10145,9355,547313,1,1
10146,9355,547317,1,1
10147,9355,547319,1,1
10148,9355,547314,1,1
10149,9356,547316,1,1
10150,9357,599009,1,1
10151,9358,599006,1,1
10152,9359,599003,1,1
10153,9360,566610,1,1
10154,9360,566836,1,1
10155,9360,565667,1,1
10156,9361,566139,1,1
10157,9362,566978,1,1
10158,9363,543364,1,1
10160,9364,565781,1,1
10161,9365,566139,1,1
10162,9366,566139,1,1
10163,9369,546299,1,1
10164,9370,546300,1,1
10165,9371,566129,1,1
10166,9372,567434,1,1
10167,9373,567505,1,1
10168,9374,567423,1,1
10169,9375,567446,1,1
10170,9376,567408,1,1
10171,9377,567495,1,1
10172,9378,567466,1,1
10173,9379,567427,1,1
10174,9380,566236,1,1
10175,9381,565711,1,1
10176,9382,566073,1,1
10177,9383,565473,1,1
10178,9383,566973,1,1
10179,9383,566047,1,1
10180,9384,565473,1,1
10181,9384,566973,1,1
10182,9384,566047,1,1
10184,9386,566963,1,1
10185,9387,565784,1,1
10186,9388,567041,1,1
10187,9389,565598,1,1
10188,9390,566308,1,1
10189,9391,566958,1,1
10190,9392,565812,1,1
10191,9393,566420,1,1
10192,9394,565542,1,1
10193,9394,565879,1,1
10194,9394,565617,1,1
10195,9394,566525,1,1
10196,9395,566236,1,1
10197,9396,566236,1,1
10198,9397,567091,1,1
10199,9397,565350,1,1
10200,9397,566831,1,1
10201,9397,566736,1,1
10202,9397,566085,1,1
10203,9398,566236,1,1
10204,9399,566236,1,1
10205,9400,565390,1,1
10206,9401,565950,1,1
10207,9402,565950,1,1
10208,9403,565736,1,1
10209,9404,566717,1,1
10210,9405,565979,1,1
10211,9406,566573,1,1
10212,9407,566518,1,1
10213,9408,565924,1,1
10214,9409,565783,1,1
10215,9410,566346,1,1
10216,9411,594937,1,1
10217,9411,594955,1,1
10218,9411,594934,1,1
10219,9411,594940,1,1
10220,9411,594949,1,1
10221,9413,594952,1,1
10222,9413,594928,1,1
10223,9413,594925,1,1
10224,9413,594931,1,1
10225,9415,594943,1,1
10226,9416,594946,1,1
10227,9417,548880,1,1
10228,9418,594958,1,1
10229,9419,548881,1,1
10230,9420,546451,1,1
10231,9420,546454,1,1
10232,9420,546458,1,1
10233,9420,546453,1,1
10234,9420,546459,1,1
10235,9421,546457,1,1
10236,9421,546456,1,1
10237,9421,546449,1,1
10238,9421,546448,1,1
10239,9422,546450,1,1
10240,9423,546455,1,1
10241,9424,546452,1,1
10242,9425,567434,1,1
10243,9426,567505,1,1
10244,9427,567423,1,1
10245,9428,567446,1,1
10246,9429,567408,1,1
10247,9430,567495,1,1
10248,9431,567466,1,1
10249,9432,567427,1,1
10250,9433,602351,1,1
10251,9433,602342,1,1
10252,9433,602339,1,1
10253,9433,602333,1,1
10254,9433,602330,1,1
10255,9434,602345,1,1
