ID,SoundKitID,FileDataID,Frequency,Volume,PlayerConditionID
5282,4755,53437,1,1,0
5345,5035,53202,1,1,0
5346,5036,53203,1,1,0
5347,5037,53252,1,1,0
5374,5054,53204,1,1,0
5375,5055,53197,1,1,0
5382,5074,53216,1,1,0
5383,5074,53217,1,1,0
5384,5074,53218,1,1,0
5391,5174,53235,1,1,0
5392,5194,53437,1,1,0
5393,5194,53434,1,1,0
5399,5234,53744,1,1,0
5400,5234,53745,1,1,0
5404,5294,53209,1,1,0
5413,5334,53191,1,1,0
5415,5354,53188,1,1,0
5416,5355,53746,1,1,0
5427,5374,53234,1,1,0
5428,5374,53235,1,1,0
5430,5376,53495,1,1,0
5431,5376,53496,1,1,0
5432,5376,53497,1,1,0
5433,5376,53498,1,1,0
5434,5394,53435,1,1,0
5435,5394,53436,1,1,0
5436,5394,53437,1,1,0
5451,5455,53426,1,1,0
5452,5455,53428,1,1,0
5453,5456,53427,1,1,0
5454,5456,53428,1,1,0
5460,5474,53205,1,1,0
5461,5474,53206,1,1,0
5462,5494,53541,1,1,0
5463,5494,53542,1,1,0
5464,5494,53543,1,1,0
5465,5494,53544,1,1,0
5466,5494,53545,1,1,0
5467,5494,53546,1,1,0
5473,5532,53238,1,1,0
5474,5532,53237,1,1,0
6341,6045,53226,1,1,0
6342,6045,53225,1,1,0
6343,6045,53227,1,1,0
6344,6045,53228,1,1,0
6439,6065,53242,1,1,0
6440,6065,53243,1,1,0
6441,6065,53249,1,1,0
6442,6065,53244,1,1,0
6443,6065,53241,1,1,0
6444,6065,53245,1,1,0
6445,6065,53246,1,1,0
6446,6065,53247,1,1,0
6447,6065,53248,1,1,0
6448,6065,53240,1,1,0
6449,6066,53429,1,1,0
6450,6066,53430,1,1,0
6451,6066,53431,1,1,0
6452,6074,53231,1,1,0
6453,6075,53232,1,1,0
6454,6076,53251,1,1,0
6455,6077,53225,1,1,0
6456,6078,53227,1,1,0
6457,6079,53228,1,1,0
6458,6080,53219,1,1,0
6459,6081,53199,1,1,0
6645,6146,53200,1,1,0
6824,6253,53229,1,1,0
6832,6262,53226,1,1,0
6919,6350,53230,1,1,0
7212,6454,565886,1,1,0
7213,6454,566909,1,1,0
7214,6454,567132,1,1,0
7215,6454,567148,1,1,0
7216,6454,565455,1,1,0
7369,6554,568757,1,1,0
7370,6554,568381,1,1,0
7371,6554,568966,1,1,0
7372,6554,569662,1,1,0
7373,6554,569331,1,1,0
7807,6669,53236,1,1,0
7836,6734,53197,1,1,0
7837,6734,53199,1,1,0
7848,6794,53208,1,1,0
7863,6836,53695,1,1,0
7864,6836,53697,1,1,0
7865,6836,53698,1,1,0
7866,6837,53210,1,1,0
8069,7076,53212,1,1,0
8070,7077,53213,1,1,0
8071,7077,53214,1,1,0
8072,7077,53215,1,1,0
8075,7082,53696,1,1,0
8076,7082,53699,1,1,0
8077,7083,53747,1,1,0
8149,7196,53196,1,1,0
8213,7318,53191,1,1,0
8214,7319,53192,1,1,0
8215,7319,53194,1,1,0
8216,7319,53195,1,1,0
8224,7338,53193,1,1,0
8229,7341,53189,1,1,0
8230,7341,53190,1,1,0
8241,7414,53194,1,1,0
8242,7414,53195,1,1,0
8245,7474,53301,1,1,0
8260,7519,53194,1,1,0
8261,7519,53195,1,1,0
8301,7794,53186,1,1,0
8302,7795,53491,1,1,0
8309,7875,53427,1,1,0
8310,7875,53430,1,1,0
8526,8014,53426,1,1,0
8527,8014,53427,1,1,0
8591,8233,53685,1,1,0
8592,8233,53684,1,1,0
8593,8233,53686,1,1,0
8594,8233,53687,1,1,0
8595,8233,53688,1,1,0
8596,8233,521021,1,1,0
8597,8233,521030,1,1,0
8598,8233,521031,1,1,0
8599,8233,521027,1,1,0
8600,8233,521025,1,1,0
8713,8440,53257,1,1,0
8733,8452,53254,1,1,0
8758,8471,594456,1,1,0
8759,8472,594528,1,1,0
8765,8475,657598,1,1,0
8766,8475,657596,1,1,0
8767,8475,657594,1,1,0
8768,8475,657592,1,1,0
8769,8475,657590,1,1,0
8770,8475,657588,1,1,0
8771,8475,657586,1,1,0
8777,8481,566568,1,1,0
8778,8482,567143,1,1,0
8779,8483,567156,1,1,0
8780,8484,566847,1,1,0
8782,8485,657572,1,1,0
8784,8487,553799,1,1,0
8785,8487,553803,1,1,0
8786,8487,553796,1,1,0
8787,8488,553804,1,1,0
8788,8488,553798,1,1,0
8789,8488,553805,1,1,0
8790,8489,553802,1,1,0
8791,8490,553797,1,1,0
8792,8491,553801,1,1,0
8793,8492,553800,1,1,0
8794,8493,53239,1,1,0
8795,8495,546080,1,1,0
8796,8495,546081,1,1,0
8797,8495,546078,1,1,0
8798,8496,546077,1,1,0
8799,8496,546083,1,1,0
8800,8496,546084,1,1,0
8801,8497,546086,1,1,0
8802,8498,546079,1,1,0
8803,8499,546085,1,1,0
8804,8500,546082,1,1,0
8814,8506,548846,1,1,0
8815,8507,548847,1,1,0
8816,8508,548848,1,1,0
8845,8531,53261,1,1,0
8846,8531,53262,1,1,0
8847,8531,53263,1,1,0
8848,8531,53264,1,1,0
8871,8550,558749,1,1,0
8886,8563,53265,1,1,0
8887,8563,53266,1,1,0
8888,8563,53267,1,1,0
8889,8564,53269,1,1,0
8907,8577,53271,1,1,0
8908,8577,53272,1,1,0
8909,8577,53273,1,1,0
8910,8577,53274,1,1,0
8911,8577,53275,1,1,0
8912,8577,53276,1,1,0
8913,8577,53277,1,1,0
8914,8578,53270,1,1,0
8915,8579,53268,1,1,0
9048,8687,53614,1,1,0
9049,8687,53615,1,1,0
9050,8687,53616,1,1,0
9051,8687,53617,1,1,0
9052,8687,53618,1,1,0
9053,8687,53619,1,1,0
9066,8695,594402,1,1,0
9067,8696,594555,1,1,0
9081,8703,566288,1,1,0
9162,8748,594492,1,1,0
9163,8749,594483,1,1,0
9164,8750,594546,1,1,0
9165,8751,594513,1,1,0
9168,8754,566771,1,1,0
9169,8755,566965,1,1,0
9170,8756,565408,1,1,0
9171,8757,565722,1,1,0
9172,8758,566716,1,1,0
9173,8759,566839,1,1,0
9174,8760,565781,1,1,0
9175,8761,566783,1,1,0
9176,8762,566007,1,1,0
9177,8763,566538,1,1,0
9178,8764,567014,1,1,0
9179,8765,565567,1,1,0
9180,8766,565491,1,1,0
9181,8767,566705,1,1,0
9182,8768,566265,1,1,0
9183,8769,565841,1,1,0
9184,8770,566433,1,1,0
9185,8771,567030,1,1,0
9301,8883,53593,1,1,0
9302,8883,53594,1,1,0
9303,8883,53595,1,1,0
9304,8884,53611,1,1,0
9305,8884,53612,1,1,0
9306,8884,53613,1,1,0
9307,8885,53606,1,1,0
9308,8885,53607,1,1,0
9309,8885,53608,1,1,0
9310,8886,53605,1,1,0
9311,8886,53606,1,1,0
9312,8886,53607,1,1,0
9313,8887,53609,1,1,0
9314,8887,53613,1,1,0
9315,8887,53610,1,1,0
9316,8888,53591,1,1,0
9317,8888,53592,1,1,0
9318,8888,53593,1,1,0
9319,8889,53602,1,1,0
9320,8889,53603,1,1,0
9321,8889,53604,1,1,0
9322,8890,53596,1,1,0
9323,8890,53597,1,1,0
9324,8890,53598,1,1,0
9325,8890,53599,1,1,0
9378,8945,566096,1,1,0
9379,8945,565560,1,1,0
9380,8945,567117,1,1,0
9381,8946,566440,1,1,0
9382,8946,566218,1,1,0
9383,8946,566469,1,1,0
9388,8948,594414,1,1,0
9389,8949,594405,1,1,0
9390,8950,537381,1,1,0
9391,8951,594450,1,1,0
9392,8952,594480,1,1,0
9393,8953,539001,1,1,0
9394,8954,538999,1,1,0
9399,8956,539045,1,1,0
9401,8960,567478,1,1,0
9402,8961,556477,1,1,0
9403,8961,556479,1,1,0
9404,8961,556476,1,1,0
9405,8962,537338,1,1,0
9406,8963,537339,1,1,0
9407,8964,567175,1,1,0
9408,8964,566275,1,1,0
9409,8964,566505,1,1,0
9410,8965,565773,1,1,0
9411,8965,565771,1,1,0
9412,8965,566924,1,1,0
9413,8966,565771,1,1,0
9414,8966,565773,1,1,0
9415,8966,566924,1,1,0
9416,8967,566924,1,1,0
9417,8967,565773,1,1,0
9418,8967,565771,1,1,0
9419,8968,566921,1,1,0
9420,8968,566250,1,1,0
9421,8968,565748,1,1,0
9422,8969,566250,1,1,0
9423,8969,566921,1,1,0
9424,8969,565748,1,1,0
9425,8970,565748,1,1,0
9426,8970,566921,1,1,0
9427,8970,566250,1,1,0
9428,8971,565318,1,1,0
9429,8972,565859,1,1,0
9430,8973,565354,1,1,0
9432,8975,566139,1,1,0
9433,8976,566139,1,1,0
9434,8977,566899,1,1,0
9436,8979,565794,1,1,0
9437,8980,566380,1,1,0
9438,8981,537363,1,1,0
9439,8982,565834,1,1,0
9440,8983,565647,1,1,0
9441,8984,539767,1,1,0
9442,8984,539779,1,1,0
9443,8984,539777,1,1,0
9444,8984,539776,1,1,0
9445,8984,539772,1,1,0
9446,8984,539781,1,1,0
9447,8984,539785,1,1,0
9450,8985,539773,1,1,0
9451,8985,539775,1,1,0
9452,8985,539784,1,1,0
9453,8985,539782,1,1,0
9454,8985,539769,1,1,0
9455,8985,539780,1,1,0
9456,8985,539778,1,1,0
9457,8985,539786,1,1,0
9458,8985,539770,1,1,0
9460,8986,539788,1,1,0
9461,8986,539768,1,1,0
9462,8986,539789,1,1,0
9463,8986,539774,1,1,0
9464,8986,539783,1,1,0
9468,8987,539787,1,1,0
9476,8988,539766,1,1,0
9477,8988,539764,1,1,0
9478,8988,539749,1,1,0
9479,8988,539765,1,1,0
9480,8988,539758,1,1,0
9481,8988,539754,1,1,0
9482,8988,539756,1,1,0
9486,8989,539759,1,1,0
9487,8989,539757,1,1,0
9488,8989,539761,1,1,0
9489,8989,539760,1,1,0
9490,8989,539763,1,1,0
9491,8989,539752,1,1,0
9492,8989,539748,1,1,0
9496,8990,539750,1,1,0
9497,8990,539751,1,1,0
9498,8990,539762,1,1,0
9502,8991,539753,1,1,0
9511,8992,539437,1,1,0
9512,8992,539449,1,1,0
9513,8992,539447,1,1,0
9514,8992,539451,1,1,0
9515,8992,539438,1,1,0
9516,8993,539441,1,1,0
9517,8993,539446,1,1,0
9518,8993,539435,1,1,0
9519,8993,539442,1,1,0
9520,8993,539439,1,1,0
9521,8993,539448,1,1,0
9522,8993,539443,1,1,0
9524,8994,539444,1,1,0
9525,8994,539436,1,1,0
9526,8994,539445,1,1,0
9531,8995,539440,1,1,0
9541,8996,539462,1,1,0
9542,8996,539468,1,1,0
9543,8996,539463,1,1,0
9544,8996,539465,1,1,0
9545,8996,539470,1,1,0
9546,8996,539455,1,1,0
9547,8996,539474,1,1,0
9548,8996,539471,1,1,0
9549,8996,539458,1,1,0
9550,8997,539472,1,1,0
9551,8997,539469,1,1,0
9552,8997,539467,1,1,0
9553,8997,539466,1,1,0
9554,8997,539453,1,1,0
9555,8997,539460,1,1,0
9556,8997,539457,1,1,0
9557,8997,539464,1,1,0
9560,8998,539459,1,1,0
9561,8998,539456,1,1,0
9562,8998,539473,1,1,0
9567,8999,539461,1,1,0
9575,9000,565842,1,1,0
9576,9001,566992,1,1,0
9577,9002,53353,1,1,0
9578,9002,53354,1,1,0
9579,9002,53355,1,1,0
9580,9002,53356,1,1,0
9581,9002,53357,1,1,0
9582,9003,556475,1,1,0
9583,9003,556478,1,1,0
9584,9004,537385,1,1,0
9585,9005,537386,1,1,0
9586,9006,567387,1,1,0
9587,9007,569777,1,1,0
9588,9008,53233,1,1,0
9589,9010,594585,1,1,0
9590,9011,594411,1,1,0
9591,9012,53585,1,1,0
9592,9012,53586,1,1,0
9593,9012,53587,1,1,0
9594,9013,53588,1,1,0
9595,9013,53589,1,1,0
9596,9013,53590,1,1,0
9597,9014,537340,1,1,0
9598,9015,537341,1,1,0
9599,9016,537343,1,1,0
9600,9017,537344,1,1,0
9601,9018,565689,1,1,0
9602,9019,566108,1,1,0
9605,9022,537342,1,1,0
9606,9023,537345,1,1,0
9607,9025,537372,1,1,0
9608,9026,537374,1,1,0
9609,9027,537375,1,1,0
9610,9028,537378,1,1,0
9611,9029,537377,1,1,0
9612,9030,537380,1,1,0
9613,9031,565474,1,1,0
9614,9032,565820,1,1,0
9615,9033,537379,1,1,0
9616,9034,537373,1,1,0
9617,9035,566140,1,1,0
9618,9036,564217,1,1,0
9619,9037,566506,1,1,0
9620,9038,566688,1,1,0
9621,9039,566229,1,1,0
9622,9040,566355,1,1,0
9623,9041,566449,1,1,0
9624,9042,566715,1,1,0
9625,9043,566664,1,1,0
9626,9044,565893,1,1,0
9627,9045,566978,1,1,0
9628,9046,565373,1,1,0
9629,9047,565814,1,1,0
9630,9048,594534,1,1,0
9631,9049,594354,1,1,0
9632,9050,594570,1,1,0
9633,9051,594393,1,1,0
9634,9052,594468,1,1,0
9635,9053,565348,1,1,0
9636,9054,566490,1,1,0
9637,9054,565996,1,1,0
9638,9054,566731,1,1,0
9639,9055,565451,1,1,0
9640,9055,565963,1,1,0
9641,9055,566376,1,1,0
9642,9055,565482,1,1,0
9643,9055,566031,1,1,0
9644,9055,566019,1,1,0
9645,9055,566090,1,1,0
9646,9055,566523,1,1,0
9647,9055,565608,1,1,0
9648,9055,566351,1,1,0
9649,9056,565586,1,1,0
9650,9057,566790,1,1,0
9651,9058,565609,1,1,0
9657,9061,594336,1,1,0
9658,9062,594558,1,1,0
9659,9063,566544,1,1,0
9660,9064,565473,1,1,0
9661,9064,566973,1,1,0
9662,9064,566047,1,1,0
9663,9065,566973,1,1,0
9664,9065,565473,1,1,0
9665,9065,566047,1,1,0
9666,9066,566047,1,1,0
9667,9066,565473,1,1,0
9668,9066,566973,1,1,0
9669,9067,566563,1,1,0
9670,9068,565556,1,1,0
9671,9069,567073,1,1,0
9672,9070,566207,1,1,0
9673,9071,537376,1,1,0
9674,9072,544038,1,1,0
9675,9072,544045,1,1,0
9676,9072,544042,1,1,0
9677,9072,544048,1,1,0
9678,9073,544047,1,1,0
9679,9073,544046,1,1,0
9680,9073,544044,1,1,0
9681,9074,544040,1,1,0
9682,9075,544049,1,1,0
9683,9076,544039,1,1,0
9684,9077,544041,1,1,0
9685,9078,544043,1,1,0
9686,9082,544057,1,1,0
9687,9082,544051,1,1,0
9688,9082,544053,1,1,0
9689,9082,544056,1,1,0
9690,9083,544060,1,1,0
9691,9083,544061,1,1,0
9692,9083,544058,1,1,0
9693,9084,544055,1,1,0
9694,9085,544054,1,1,0
9695,9086,544052,1,1,0
9696,9087,544059,1,1,0
9700,9091,544050,1,1,0
9701,9092,544031,1,1,0
9702,9092,544032,1,1,0
9703,9092,544028,1,1,0
9704,9092,544027,1,1,0
9705,9092,544026,1,1,0
9706,9093,544024,1,1,0
9707,9093,544030,1,1,0
9708,9093,544025,1,1,0
9709,9093,544023,1,1,0
9710,9094,544022,1,1,0
9711,9095,544029,1,1,0
9769,9110,542504,1,1,0
9770,9112,566024,1,1,0
9771,9113,565578,1,1,0
9772,9114,566161,1,1,0
9773,9115,565507,1,1,0
9774,9116,567099,1,1,0
9775,9117,565941,1,1,0
9776,9118,566301,1,1,0
9777,9119,566434,1,1,0
9778,9120,566074,1,1,0
9779,9121,566676,1,1,0
9780,9122,566195,1,1,0
9781,9123,565897,1,1,0
9782,9124,566765,1,1,0
9783,9125,565316,1,1,0
9784,9126,594576,1,1,0
9785,9127,594525,1,1,0
9786,9128,566794,1,1,0
9787,9129,544950,1,1,0
9788,9130,544949,1,1,0
9789,9131,537408,1,1,0
9790,9132,537409,1,1,0
9791,9133,537358,1,1,0
9792,9134,567057,1,1,0
9793,9135,566317,1,1,0
9794,9136,565480,1,1,0
9795,9137,566070,1,1,0
9796,9138,566099,1,1,0
9797,9139,565698,1,1,0
9798,9140,565495,1,1,0
9799,9141,566714,1,1,0
9800,9142,565857,1,1,0
9801,9143,546300,1,1,0
9802,9144,546299,1,1,0
9803,9145,567186,1,1,0
9804,9146,565751,1,1,0
9805,9147,566861,1,1,0
9806,9147,566465,1,1,0
9807,9147,566734,1,1,0
9808,9148,594396,1,1,0
9809,9149,53819,1,1,0
9810,9149,53820,1,1,0
9811,9149,53821,1,1,0
9812,9149,53822,1,1,0
9813,9149,53823,1,1,0
9814,9149,53824,1,1,0
9815,9150,53803,1,1,0
9816,9150,53804,1,1,0
9817,9150,53805,1,1,0
9818,9151,566034,1,1,0
9819,9152,565436,1,1,0
9820,9153,566472,1,1,0
9821,9154,566254,1,1,0
9822,9155,222758,1,1,0
9823,9156,222756,1,1,0
9824,9157,548312,1,1,0
9825,9157,548309,1,1,0
9826,9157,548311,1,1,0
9827,9157,548308,1,1,0
9828,9158,548314,1,1,0
9829,9158,548305,1,1,0
9830,9158,548307,1,1,0
9831,9159,548315,1,1,0
9832,9160,548313,1,1,0
9833,9161,548312,1,1,0
9834,9161,548309,1,1,0
9835,9162,548306,1,1,0
9836,9163,548310,1,1,0
9837,9164,544505,1,1,0
9838,9164,544504,1,1,0
9839,9164,544503,1,1,0
9840,9164,544508,1,1,0
9841,9165,544507,1,1,0
9842,9166,544510,1,1,0
9843,9167,544511,1,1,0
9844,9168,544502,1,1,0
9845,9169,544509,1,1,0
9846,9170,544499,1,1,0
9847,9171,544501,1,1,0
9848,9171,544512,1,1,0
9849,9171,544517,1,1,0
9850,9172,544514,1,1,0
9851,9172,544506,1,1,0
9852,9172,544513,1,1,0
9853,9173,544519,1,1,0
9854,9174,544893,1,1,0
9855,9175,544898,1,1,0
9856,9176,544888,1,1,0
9857,9177,546514,1,1,0
9858,9177,546523,1,1,0
9859,9177,546517,1,1,0
9860,9178,546512,1,1,0
9861,9179,546518,1,1,0
9862,9180,546522,1,1,0
9863,9181,546520,1,1,0
9864,9181,546515,1,1,0
9865,9181,546521,1,1,0
9866,9182,546519,1,1,0
9867,9182,546511,1,1,0
9868,9182,546516,1,1,0
9869,9183,546638,1,1,0
9870,9184,546641,1,1,0
9871,9185,546645,1,1,0
9872,9186,546639,1,1,0
9873,9187,546640,1,1,0
9874,9188,546643,1,1,0
9875,9189,547367,1,1,0
9876,9189,547374,1,1,0
9877,9189,547369,1,1,0
9878,9190,547371,1,1,0
9879,9191,547373,1,1,0
9880,9192,547375,1,1,0
9881,9193,547372,1,1,0
9882,9193,547364,1,1,0
9883,9193,547376,1,1,0
9884,9194,547366,1,1,0
9885,9194,547368,1,1,0
9886,9194,547365,1,1,0
9887,9195,547370,1,1,0
9888,9196,552942,1,1,0
9889,9197,552941,1,1,0
9890,9197,552945,1,1,0
9891,9197,552949,1,1,0
9892,9198,552951,1,1,0
9893,9199,552954,1,1,0
9894,9200,552943,1,1,0
9895,9201,552946,1,1,0
9896,9202,552948,1,1,0
9897,9202,552940,1,1,0
9898,9202,552944,1,1,0
9899,9203,552953,1,1,0
9900,9203,552947,1,1,0
9901,9203,552950,1,1,0
9902,9204,554630,1,1,0
9903,9205,554624,1,1,0
9904,9205,554620,1,1,0
9905,9205,554625,1,1,0
9906,9205,554623,1,1,0
9907,9206,554622,1,1,0
9908,9207,554616,1,1,0
9909,9208,554628,1,1,0
9910,9209,554617,1,1,0
9911,9209,554618,1,1,0
9912,9209,554614,1,1,0
9913,9210,554621,1,1,0
9914,9210,554629,1,1,0
9915,9210,554627,1,1,0
9916,9211,555823,1,1,0
9917,9212,555821,1,1,0
9918,9212,555822,1,1,0
9919,9212,555824,1,1,0
9920,9212,555826,1,1,0
9921,9213,555812,1,1,0
9922,9214,555820,1,1,0
9923,9215,555814,1,1,0
9924,9216,555816,1,1,0
9925,9216,555825,1,1,0
9926,9216,555817,1,1,0
9927,9217,555813,1,1,0
9928,9217,555819,1,1,0
9929,9217,555811,1,1,0
9930,9218,558342,1,1,0
9931,9219,558344,1,1,0
9932,9219,558343,1,1,0
9933,9219,558328,1,1,0
9934,9219,558325,1,1,0
9935,9220,558327,1,1,0
9936,9221,558326,1,1,0
9937,9222,558339,1,1,0
9938,9223,558336,1,1,0
9939,9224,558337,1,1,0
9940,9225,558340,1,1,0
9941,9225,558335,1,1,0
9942,9225,558334,1,1,0
9943,9226,558333,1,1,0
9944,9226,558324,1,1,0
9945,9226,558323,1,1,0
9946,9227,559317,1,1,0
9947,9228,559316,1,1,0
9948,9228,559327,1,1,0
9949,9228,559323,1,1,0
9950,9229,559319,1,1,0
9951,9230,559326,1,1,0
9952,9231,559320,1,1,0
9953,9231,559324,1,1,0
9954,9231,559325,1,1,0
9955,9232,559322,1,1,0
9956,9232,559318,1,1,0
9957,9232,559321,1,1,0
9958,9233,559422,1,1,0
9959,9234,559426,1,1,0
9960,9234,559424,1,1,0
9961,9234,559427,1,1,0
9962,9234,559429,1,1,0
9963,9235,559425,1,1,0
9964,9236,559421,1,1,0
9965,9237,559419,1,1,0
9966,9238,559432,1,1,0
9967,9239,559428,1,1,0
9968,9239,559420,1,1,0
9969,9239,559418,1,1,0
9970,9240,559423,1,1,0
9971,9240,559431,1,1,0
9972,9240,559430,1,1,0
9973,9241,560076,1,1,0
9974,9242,560064,1,1,0
9975,9243,560061,1,1,0
9976,9243,560062,1,1,0
9977,9243,560067,1,1,0
9978,9243,560054,1,1,0
9979,9244,560072,1,1,0
9980,9245,560055,1,1,0
9981,9246,560066,1,1,0
9982,9247,560077,1,1,0
9983,9248,560075,1,1,0
9984,9249,560056,1,1,0
9985,9250,560063,1,1,0
9986,9251,560068,1,1,0
9987,9252,560074,1,1,0
9988,9252,560078,1,1,0
9989,9252,560060,1,1,0
9990,9253,560065,1,1,0
9991,9253,560059,1,1,0
9992,9253,560058,1,1,0
9993,9254,561137,1,1,0
9994,9255,561127,1,1,0
9995,9255,561129,1,1,0
9996,9255,561133,1,1,0
9997,9255,561138,1,1,0
9998,9256,561134,1,1,0
9999,9257,561135,1,1,0
10000,9258,561132,1,1,0
10001,9258,561139,1,1,0
10002,9258,561128,1,1,0
10003,9259,561136,1,1,0
10004,9259,561130,1,1,0
10005,9259,561131,1,1,0
10006,9260,561698,1,1,0
10007,9261,561701,1,1,0
10008,9261,561691,1,1,0
10009,9261,561692,1,1,0
10010,9261,561696,1,1,0
10011,9262,561687,1,1,0
10012,9263,561695,1,1,0
10013,9264,561688,1,1,0
10014,9265,561690,1,1,0
10015,9266,561702,1,1,0
10016,9266,561689,1,1,0
10017,9266,561700,1,1,0
10018,9267,561699,1,1,0
10019,9267,561694,1,1,0
10020,9267,561693,1,1,0
10021,9268,562432,1,1,0
10022,9269,562424,1,1,0
10023,9269,562422,1,1,0
10024,9269,562429,1,1,0
10025,9269,562427,1,1,0
10026,9270,562428,1,1,0
10027,9271,562433,1,1,0
10028,9272,562426,1,1,0
10029,9272,562423,1,1,0
10030,9272,562425,1,1,0
10031,9273,562421,1,1,0
10032,9273,562431,1,1,0
10033,9273,562430,1,1,0
10034,9274,552043,1,1,0
10035,9274,552036,1,1,0
10036,9274,552044,1,1,0
10037,9274,552038,1,1,0
10038,9275,552047,1,1,0
10039,9276,552045,1,1,0
10040,9277,552034,1,1,0
10041,9278,552035,1,1,0
10042,9279,552039,1,1,0
10043,9279,552046,1,1,0
10044,9279,552037,1,1,0
10045,9280,552048,1,1,0
10046,9280,552040,1,1,0
10047,9280,552041,1,1,0
10048,9281,53358,1,1,0
10049,9281,53359,1,1,0
10052,9284,53620,1,1,0
10053,9284,53621,1,1,0
10054,9284,53622,1,1,0
10055,9284,53623,1,1,0
10056,9284,53624,1,1,0
10057,9284,53625,1,1,0
10058,9284,53626,1,1,0
10059,9284,53627,1,1,0
10060,9284,53628,1,1,0
10061,9284,53629,1,1,0
10062,9285,53689,1,1,0
10063,9285,53690,1,1,0
10064,9285,53691,1,1,0
