ID,ModelFileID,Flags,Animscale,Pushscale,Size_variation_min,Size_variation_max,Rotation_variation_min,Rotation_variation_max,TerrainColorGradingRampID
48,218997,0,1,1,0.67,1.33,0,360,0
49,218995,0,1,1,0.67,1.33,0,360,0
50,219076,0,1,1,0.67,1.33,0,360,0
51,219075,0,1,1,0.67,1.33,0,360,0
52,219074,0,1,1,0.67,1.33,0,360,0
53,219069,0,1,1,0.67,1.33,0,360,0
54,219071,0,1,1,0.67,1.33,0,360,0
55,219070,0,1,1,0.67,1.33,0,360,0
56,219073,0,1,1,0.67,1.33,0,360,0
57,219072,0,1,1,0.67,1.33,0,360,0
58,219068,0,1,1,0.67,1.33,0,360,0
59,219067,0,1,1,0.67,1.33,0,360,0
60,219066,0,1,1,0.67,1.33,0,360,0
61,219077,0,0,0,0.67,1.33,0,360,0
62,219078,0,0,0,0.67,1.33,0,360,0
63,218637,0,0,0,0.67,1.33,0,360,0
64,218638,0,0,0,0.67,1.33,0,360,0
65,218639,0,0,0,0.67,1.33,0,360,0
66,218640,0,0,0,0.67,1.33,0,360,0
67,218647,0,0,0,0.67,1.33,0,360,0
68,218648,0,0,0,0.67,1.33,0,360,0
69,218649,0,0,0,0.67,1.33,0,360,0
70,218641,0,0,0,0.67,1.33,0,360,0
71,218642,0,0,0,0.67,1.33,0,360,0
72,218643,0,0,0,0.67,1.33,0,360,0
73,218644,0,0,0,0.67,1.33,0,360,0
74,219052,0,1,1,0.67,1.33,0,360,0
75,219055,0,1,1,0.67,1.33,0,360,0
76,219053,0,1,1,0.67,1.33,0,360,0
77,219058,0,1,1,0.67,1.33,0,360,0
78,219057,0,1,1,0.67,1.33,0,360,0
79,219056,0,1,1,0.67,1.33,0,360,0
80,219065,0,1,1,0.67,1.33,0,360,0
81,219063,0,1,1,0.67,1.33,0,360,0
82,219062,0,1,1,0.67,1.33,0,360,0
83,219060,0,1,1,0.67,1.33,0,360,0
84,219051,0,1,1,0.67,1.33,0,360,0
85,219059,0,1,1,0.67,1.33,0,360,0
86,218603,0,1,1,0.67,1.33,0,360,0
87,218604,0,1,1,0.67,1.33,0,360,0
88,218605,0,1,1,0.67,1.33,0,360,0
89,218606,0,1,1,0.67,1.33,0,360,0
90,218607,0,1,1,0.67,1.33,0,360,0
91,218608,0,1,1,0.67,1.33,0,360,0
92,218609,0,1,1,0.67,1.33,0,360,0
93,218610,0,1,1,0.67,1.33,0,360,0
94,218611,0,1,1,0.67,1.33,0,360,0
95,218612,0,1,1,0.67,1.33,0,360,0
96,218614,0,0,0,0.67,1.33,0,360,0
97,218615,0,0,0,0.67,1.33,0,360,0
98,218616,0,0,0,0.67,1.33,0,360,0
99,218673,0,1,1,0.67,1.33,0,360,0
100,218674,0,1,1,0.67,1.33,0,360,0
101,218675,0,1,1,0.67,1.33,0,360,0
102,218676,0,1,1,0.67,1.33,0,360,0
103,218677,0,1,1,0.67,1.33,0,360,0
104,218678,0,1,1,0.67,1.33,0,360,0
105,218679,0,1,1,0.67,1.33,0,360,0
106,218680,0,1,1,0.67,1.33,0,360,0
107,218681,0,0,0,0.67,1.33,0,360,0
108,218682,0,0,0,0.67,1.33,0,360,0
109,218683,0,0,0,0.67,1.33,0,360,0
110,218684,0,0,0,0.67,1.33,0,360,0
111,218685,0,0,0,0.67,1.33,0,360,0
112,218749,0,1,1,0.67,1.33,0,360,0
113,218748,0,1,1,0.67,1.33,0,360,0
114,218747,0,1,1,0.67,1.33,0,360,0
115,218746,0,1,1,0.67,1.33,0,360,0
116,218743,0,1,1,0.67,1.33,0,360,0
117,218744,0,1,1,0.67,1.33,0,360,0
118,218745,0,1,1,0.67,1.33,0,360,0
119,218742,0,1,1,0.67,1.33,0,360,0
120,218807,0,1,1,0.67,1.33,0,360,0
121,218806,0,1,1,0.67,1.33,0,360,0
122,218805,0,1,1,0.67,1.33,0,360,0
123,218804,0,1,1,0.67,1.33,0,360,0
124,218803,0,0,0,0.67,1.33,0,360,0
125,218802,0,0,0,0.67,1.33,0,360,0
126,218801,0,0,0,0.67,1.33,0,360,0
127,218800,0,1,1,0.67,1.33,0,360,0
128,218799,0,1,1,0.67,1.33,0,360,0
129,218798,0,1,1,0.67,1.33,0,360,0
130,218797,0,1,1,0.67,1.33,0,360,0
131,218796,0,1,1,0.67,1.33,0,360,0
132,218795,0,1,1,0.67,1.33,0,360,0
133,219180,0,1,1,0.67,1.33,0,360,0
134,219179,0,1,1,0.67,1.33,0,360,0
135,219178,0,1,1,0.67,1.33,0,360,0
136,219176,0,1,1,0.67,1.33,0,360,0
137,219175,0,1,1,0.67,1.33,0,360,0
138,219174,0,1,1,0.67,1.33,0,360,0
139,219172,0,1,1,0.67,1.33,0,360,0
140,219171,0,1,1,0.67,1.33,0,360,0
141,219170,0,1,1,0.67,1.33,0,360,0
142,219177,0,1,1,0.67,1.33,0,360,0
143,218940,0,1,1,0.67,1.33,0,360,0
144,218941,0,1,1,0.67,1.33,0,360,0
145,218942,0,1,1,0.67,1.33,0,360,0
146,218943,0,1,1,0.67,1.33,0,360,0
147,218944,0,1,1,0.67,1.33,0,360,0
148,218945,0,1,1,0.67,1.33,0,360,0
149,218946,0,1,1,0.67,1.33,0,360,0
150,218782,0,1,1,0.67,1.33,0,360,0
151,218783,0,1,1,0.67,1.33,0,360,0
152,218784,0,1,1,0.67,1.33,0,360,0
153,218785,0,1,1,0.67,1.33,0,360,0
154,218786,0,1,1,0.67,1.33,0,360,0
155,218787,0,1,1,0.67,1.33,0,360,0
156,218788,0,1,1,0.67,1.33,0,360,0
157,218789,0,1,1,0.67,1.33,0,360,0
158,218790,0,1,1,0.67,1.33,0,360,0
159,218791,0,1,1,0.67,1.33,0,360,0
160,218792,0,1,1,0.67,1.33,0,360,0
161,218793,0,0,0,0.67,1.33,0,360,0
162,218794,0,0,0,0.67,1.33,0,360,0
174,218955,0,0,0,0.67,1.33,0,360,0
175,218954,0,0,0,0.67,1.33,0,360,0
176,218953,0,0,0,0.67,1.33,0,360,0
177,218952,0,0,0,0.67,1.33,0,360,0
181,1719976,0,0,0,0.67,1.33,0,360,0
186,218927,0,1,1,0.67,1.33,0,360,0
187,218926,0,1,1,0.67,1.33,0,360,0
188,218925,0,1,1,0.67,1.33,0,360,0
189,218924,0,1,1,0.67,1.33,0,360,0
190,218923,0,1,1,0.67,1.33,0,360,0
191,218920,0,1,1,0.67,1.33,0,360,0
192,218918,0,1,1,0.67,1.33,0,360,0
193,218708,0,1,1,0.67,1.33,0,360,0
194,218708,0,1,1,0.67,1.33,0,360,0
195,218709,0,1,1,0.67,1.33,0,360,0
196,218710,0,1,1,0.67,1.33,0,360,0
197,218711,0,1,1,0.67,1.33,0,360,0
198,218712,0,1,1,0.67,1.33,0,360,0
199,218713,0,1,1,0.67,1.33,0,360,0
200,218714,0,1,1,0.67,1.33,0,360,0
201,218715,0,1,1,0.67,1.33,0,360,0
202,218716,0,1,1,0.67,1.33,0,360,0
203,218717,0,1,1,0.67,1.33,0,360,0
204,218718,0,1,1,0.67,1.33,0,360,0
205,218719,0,1,1,0.67,1.33,0,360,0
206,218720,0,1,1,0.67,1.33,0,360,0
207,218760,0,1,1,0.67,1.33,0,360,0
208,218759,0,1,1,0.67,1.33,0,360,0
209,218758,0,1,1,0.67,1.33,0,360,0
210,218757,0,1,1,0.67,1.33,0,360,0
211,218756,0,1,1,0.67,1.33,0,360,0
212,218755,0,1,1,0.67,1.33,0,360,0
213,218754,0,1,1,0.67,1.33,0,360,0
214,218753,0,1,1,0.67,1.33,0,360,0
215,218752,0,1,1,0.67,1.33,0,360,0
216,218563,0,1,1,0.67,1.33,0,360,0
217,218588,0,1,1,0.67,1.33,0,360,0
218,218587,0,1,1,0.67,1.33,0,360,0
219,218586,0,1,1,0.67,1.33,0,360,0
220,218585,0,1,1,0.67,1.33,0,360,0
221,218582,0,1,1,0.67,1.33,0,360,0
222,218581,0,1,1,0.67,1.33,0,360,0
223,218580,0,1,1,0.67,1.33,0,360,0
224,218579,0,1,1,0.67,1.33,0,360,0
225,218578,0,1,1,0.67,1.33,0,360,0
226,218577,0,1,1,0.67,1.33,0,360,0
227,218550,0,1,1,0.67,1.33,0,360,0
228,218551,0,1,1,0.67,1.33,0,360,0
229,218552,0,1,1,0.67,1.33,0,360,0
230,218553,0,1,1,0.67,1.33,0,360,0
231,218554,0,1,1,0.67,1.33,0,360,0
232,218555,0,1,1,0.67,1.33,0,360,0
233,218556,0,1,1,0.67,1.33,0,360,0
234,218557,0,1,1,0.67,1.33,0,360,0
235,218558,0,1,1,0.67,1.33,0,360,0
236,218559,0,1,1,0.67,1.33,0,360,0
237,218560,0,1,1,0.67,1.33,0,360,0
238,218561,0,1,1,0.67,1.33,0,360,0
239,218957,0,1,1,0.67,1.33,0,360,0
240,218958,0,1,1,0.67,1.33,0,360,0
241,218961,0,1,1,0.67,1.33,0,360,0
242,218962,0,1,1,0.67,1.33,0,360,0
243,218963,0,1,1,0.67,1.33,0,360,0
244,218964,0,1,1,0.67,1.33,0,360,0
245,218965,0,1,1,0.67,1.33,0,360,0
246,218966,0,1,1,0.67,1.33,0,360,0
247,218967,0,1,1,0.67,1.33,0,360,0
248,218939,0,1,1,0.67,1.33,0,360,0
249,218949,0,1,1,0.67,1.33,0,360,0
250,218948,0,1,1,0.67,1.33,0,360,0
251,218947,0,1,1,0.67,1.33,0,360,0
252,219173,0,1,1,0.67,1.33,0,360,0
266,218623,0,1,1,0.67,1.33,0,360,0
267,218624,0,1,1,0.67,1.33,0,360,0
268,218625,0,1,1,0.67,1.33,0,360,0
269,218626,0,1,1,0.67,1.33,0,360,0
270,218627,0,1,1,0.67,1.33,0,360,0
271,218617,0,1,1,0.67,1.33,0,360,0
272,218618,0,1,1,0.67,1.33,0,360,0
273,218641,0,0,0,0.67,1.33,0,360,0
274,218634,0,0,0,0.67,1.33,0,360,0
275,218631,0,0,0,0.67,1.33,0,360,0
276,218630,0,0,0,0.67,1.33,0,360,0
277,218838,0,1,1,0.67,1.33,0,360,0
278,218839,0,1,1,0.67,1.33,0,360,0
279,218840,0,1,1,0.67,1.33,0,360,0
280,218841,0,1,1,0.67,1.33,0,360,0
281,218842,0,1,1,0.67,1.33,0,360,0
282,218843,0,1,1,0.67,1.33,0,360,0
283,218844,0,1,1,0.67,1.33,0,360,0
284,218845,0,1,1,0.67,1.33,0,360,0
285,218846,0,1,1,0.67,1.33,0,360,0
286,218847,0,1,1,0.67,1.33,0,360,0
287,218848,0,1,1,0.67,1.33,0,360,0
288,218849,0,1,1,0.67,1.33,0,360,0
289,218850,0,1,1,0.67,1.33,0,360,0
290,218851,0,1,1,0.67,1.33,0,360,0
291,218852,0,1,1,0.67,1.33,0,360,0
292,218853,0,1,1,0.67,1.33,0,360,0
293,218854,0,1,1,0.67,1.33,0,360,0
294,218855,0,1,1,0.67,1.33,0,360,0
295,218779,0,0,0,0.67,1.33,0,360,0
296,218778,0,0,0,0.67,1.33,0,360,0
297,218777,0,0,0,0.67,1.33,0,360,0
298,218776,0,0,0,0.67,1.33,0,360,0
299,218628,0,1,1,0.67,1.33,0,360,0
300,219093,0,1,1,0.67,1.33,0,360,0
301,219094,0,1,1,0.67,1.33,0,360,0
302,219095,0,1,1,0.67,1.33,0,360,0
303,219096,0,1,1,0.67,1.33,0,360,0
304,219097,0,1,1,0.67,1.33,0,360,0
305,219098,0,1,1,0.67,1.33,0,360,0
306,219099,0,0,0,0.67,1.33,0,360,0
307,219100,0,0,0,0.67,1.33,0,360,0
308,219101,0,1,1,0.67,1.33,0,360,0
309,219105,0,1,1,0.67,1.33,0,360,0
310,219106,0,1,1,0.67,1.33,0,360,0
311,219108,0,1,1,0.67,1.33,0,360,0
312,219107,0,1,1,0.67,1.33,0,360,0
313,219102,0,0,0,0.67,1.33,0,360,0
314,219103,0,0,0,0.67,1.33,0,360,0
315,219104,0,0,0,0.67,1.33,0,360,0
316,218865,0,1,1,0.67,1.33,0,360,0
317,218864,0,1,1,0.67,1.33,0,360,0
318,218863,0,1,1,0.67,1.33,0,360,0
319,218862,0,1,1,0.67,1.33,0,360,0
320,218861,0,1,1,0.67,1.33,0,360,0
321,218860,0,1,1,0.67,1.33,0,360,0
322,218859,0,1,1,0.67,1.33,0,360,0
323,218858,0,1,1,0.67,1.33,0,360,0
324,218857,0,1,1,0.67,1.33,0,360,0
325,218856,0,1,1,0.67,1.33,0,360,0
326,218960,0,1,1,0.67,1.33,0,360,0
327,218969,0,0,0,0.67,1.33,0,360,0
328,218970,0,0,0,0.67,1.33,0,360,0
329,218774,0,1,1,0.67,1.33,0,360,0
330,218773,0,1,1,0.67,1.33,0,360,0
331,218772,0,1,1,0.67,1.33,0,360,0
332,218771,0,1,1,0.67,1.33,0,360,0
333,218770,0,1,1,0.67,1.33,0,360,0
334,218769,0,1,1,0.67,1.33,0,360,0
335,218768,0,1,1,0.67,1.33,0,360,0
336,218767,0,1,1,0.67,1.33,0,360,0
337,218766,0,1,1,0.67,1.33,0,360,0
338,218765,0,1,1,0.67,1.33,0,360,0
339,218764,0,1,1,0.67,1.33,0,360,0
340,218763,0,1,1,0.67,1.33,0,360,0
341,218762,0,1,1,0.67,1.33,0,360,0
342,218761,0,1,1,0.67,1.33,0,360,0
343,219018,0,1,1,0.67,1.33,0,360,0
344,219019,0,1,1,0.67,1.33,0,360,0
345,219024,0,1,1,0.67,1.33,0,360,0
346,219023,0,1,1,0.67,1.33,0,360,0
347,219022,0,1,1,0.67,1.33,0,360,0
348,219028,0,1,1,0.67,1.33,0,360,0
349,219034,0,1,1,0.67,1.33,0,360,0
350,218738,0,0,0,0.67,1.33,0,360,0
351,218737,0,0,0,0.67,1.33,0,360,0
352,218576,0,1,1,0.67,1.33,0,360,0
353,218575,0,1,1,0.67,1.33,0,360,0
354,218574,0,0,0,0.67,1.33,0,360,0
355,218573,0,0,0,0.67,1.33,0,360,0
356,218572,0,1,1,0.67,1.33,0,360,0
357,218571,0,1,1,0.67,1.33,0,360,0
358,218570,0,1,1,0.67,1.33,0,360,0
359,218569,0,1,1,0.67,1.33,0,360,0
360,218568,0,1,1,0.67,1.33,0,360,0
361,218567,0,1,1,0.67,1.33,0,360,0
362,218566,0,1,1,0.67,1.33,0,360,0
363,218565,0,1,1,0.67,1.33,0,360,0
364,218564,0,1,1,0.67,1.33,0,360,0
365,218563,0,1,1,0.67,1.33,0,360,0
366,218563,0,1,1,0.67,1.33,0,360,0
367,218733,0,1,1,0.67,1.33,0,360,0
368,218734,0,1,1,0.67,1.33,0,360,0
369,218729,0,1,1,0.67,1.33,0,360,0
370,218589,0,1,1,0.67,1.33,0,360,0
371,218590,0,1,1,0.67,1.33,0,360,0
372,218591,0,1,1,0.67,1.33,0,360,0
373,218592,0,1,1,0.67,1.33,0,360,0
374,218593,0,1,1,0.67,1.33,0,360,0
375,218594,0,1,1,0.67,1.33,0,360,0
376,218595,0,1,1,0.67,1.33,0,360,0
377,218596,0,1,1,0.67,1.33,0,360,0
378,218597,0,1,1,0.67,1.33,0,360,0
379,218598,0,1,1,0.67,1.33,0,360,0
390,219138,0,1,1,0.67,1.33,0,360,0
391,219139,0,1,1,0.67,1.33,0,360,0
392,219140,0,1,1,0.67,1.33,0,360,0
393,219141,0,1,1,0.67,1.33,0,360,0
410,218599,0,0,0,0.67,1.33,0,360,0
411,218600,0,0,0,0.67,1.33,0,360,0
412,218601,0,0,0,0.67,1.33,0,360,0
430,219142,0,1,1,0.67,1.33,0,360,0
431,219143,0,1,1,0.67,1.33,0,360,0
432,219144,0,1,1,0.67,1.33,0,360,0
433,219145,0,1,1,0.67,1.33,0,360,0
434,219146,0,1,1,0.67,1.33,0,360,0
435,219147,0,1,1,0.67,1.33,0,360,0
436,219148,0,1,1,0.67,1.33,0,360,0
437,219149,0,1,1,0.67,1.33,0,360,0
438,218951,0,1,1,0.67,1.33,0,360,0
439,218950,0,1,1,0.67,1.33,0,360,0
450,218938,0,1,1,0.67,1.33,0,360,0
451,218937,0,1,1,0.67,1.33,0,360,0
452,218935,0,1,1,0.67,1.33,0,360,0
453,218937,0,1,1,0.67,1.33,0,360,0
454,218936,0,1,1,0.67,1.33,0,360,0
455,218935,0,1,1,0.67,1.33,0,360,0
456,218934,0,1,1,0.67,1.33,0,360,0
457,218933,0,1,1,0.67,1.33,0,360,0
458,218932,0,1,1,0.67,1.33,0,360,0
470,219021,0,1,1,0.67,1.33,0,360,0
471,219020,0,1,1,0.67,1.33,0,360,0
490,218903,0,1,1,0.67,1.33,0,360,0
491,218902,0,1,1,0.67,1.33,0,360,0
492,218901,0,1,1,0.67,1.33,0,360,0
493,218900,0,1,1,0.67,1.33,0,360,0
494,218899,0,1,1,0.67,1.33,0,360,0
510,219079,0,1,1,0.67,1.33,0,360,0
511,219080,0,1,1,0.67,1.33,0,360,0
512,219081,0,1,1,0.67,1.33,0,360,0
513,219082,0,1,1,0.67,1.33,0,360,0
514,219083,0,1,1,0.67,1.33,0,360,0
515,219084,0,1,1,0.67,1.33,0,360,0
516,219085,0,1,1,0.67,1.33,0,360,0
517,219086,0,1,1,0.67,1.33,0,360,0
518,219087,0,1,1,0.67,1.33,0,360,0
519,218906,0,1,1,0.67,1.33,0,360,0
520,218905,0,1,1,0.67,1.33,0,360,0
521,218904,0,1,1,0.67,1.33,0,360,0
530,218835,0,1,1,0.67,1.33,0,360,0
531,218834,0,1,1,0.67,1.33,0,360,0
532,218833,0,1,1,0.67,1.33,0,360,0
533,218833,0,1,1,0.67,1.33,0,360,0
534,218832,0,1,1,0.67,1.33,0,360,0
535,218831,0,1,1,0.67,1.33,0,360,0
536,218830,0,1,1,0.67,1.33,0,360,0
537,218829,0,1,1,0.67,1.33,0,360,0
538,218828,0,1,1,0.67,1.33,0,360,0
550,218822,0,1,1,0.67,1.33,0,360,0
551,218823,0,1,1,0.67,1.33,0,360,0
552,218824,0,1,1,0.67,1.33,0,360,0
553,218825,0,1,1,0.67,1.33,0,360,0
554,218826,0,1,1,0.67,1.33,0,360,0
555,218827,0,1,1,0.67,1.33,0,360,0
570,218993,0,1,1,0.67,1.33,0,360,0
571,218989,0,1,1,0.67,1.33,0,360,0
572,218985,0,1,1,0.67,1.33,0,360,0
573,218984,0,1,1,0.67,1.33,0,360,0
5127,218899,1,1,1,0.67,1.33,0,360,0
5128,218900,1,1,1,0.67,1.33,0,360,0
5129,218901,1,1,1,0.67,1.33,0,360,0
5130,218902,1,1,1,0.67,1.33,0,360,0
5131,218903,1,1,1,0.67,1.33,0,360,0
5133,322151,1,1,1,0.67,1.33,0,360,0
5134,322152,1,1,1,0.67,1.33,0,360,0
5135,322145,0,1,1,0.67,1.33,0,360,0
5136,322146,0,1,1,0.67,1.33,0,360,0
5137,322147,0,1,1,0.67,1.33,0,360,0
5138,363278,0,1,1,0.67,1.33,0,360,0
5139,363279,0,1,1,0.67,1.33,0,360,0
5140,363280,0,1,1,0.67,1.33,0,360,0
5141,363281,0,1,1,0.67,1.33,0,360,0
5142,363282,0,1,1,0.67,1.33,0,360,0
5143,218888,0,1,1,0.67,1.33,0,360,0
5144,218889,0,1,1,0.67,1.33,0,360,0
5145,218890,0,1,1,0.67,1.33,0,360,0
5146,218891,0,1,1,0.67,1.33,0,360,0
5147,218892,0,1,1,0.67,1.33,0,360,0
5148,218893,0,1,1,0.67,1.33,0,360,0
5149,218894,0,1,1,0.67,1.33,0,360,0
5150,218895,0,1,1,0.67,1.33,0,360,0
5151,8164375,1,1,1,0.67,1.33,0,360,0
