ID,ExpectedStatModID,MinMythicPlusSeasonID,MaxMythicPlusSeasonID,ContentTuningID
155,143,0,0,703
156,155,0,0,703
157,127,0,0,773
158,137,0,0,778
159,128,0,0,781
160,167,0,0,781
163,167,0,0,784
164,143,0,0,784
165,15,0,0,784
166,167,0,0,785
167,151,0,0,785
168,16,0,0,785
169,167,0,0,786
170,152,0,0,786
171,17,0,0,786
172,167,0,0,787
173,158,0,0,787
174,18,0,0,787
175,134,0,0,789
176,128,0,0,771
177,155,0,0,771
184,128,0,0,836
185,155,0,0,836
187,144,0,0,840
188,135,0,0,843
189,134,0,0,845
190,165,0,0,832
191,151,0,0,853
192,167,0,0,853
193,175,0,0,742
194,168,0,0,853
195,169,0,0,424
197,142,0,0,957
199,11,0,0,501
201,171,0,0,502
223,137,0,0,1080
224,137,0,0,1081
225,137,0,0,1082
226,137,0,0,1083
227,137,0,0,1084
228,137,0,0,1085
229,141,0,0,1102
230,141,0,0,1103
231,141,0,0,1104
232,141,0,0,1105
233,141,0,0,1106
234,141,0,0,1107
235,127,0,0,1152
236,127,0,0,1153
237,127,0,0,1154
238,127,0,0,1155
239,127,0,0,1156
240,127,0,0,1157
241,127,0,0,1158
242,127,0,0,1159
243,125,0,0,1160
244,125,0,0,1161
245,125,0,0,1162
246,125,0,0,1163
247,125,0,0,1164
248,125,0,0,1165
249,125,0,0,1166
250,125,0,0,1167
251,125,0,0,1168
252,125,0,0,1169
253,125,0,0,1170
254,125,0,0,1171
255,119,0,0,1172
256,119,0,0,1173
257,119,0,0,1174
258,119,0,0,1175
259,119,0,0,1176
260,119,0,0,1177
261,119,0,0,1178
262,119,0,0,1179
263,119,0,0,1180
264,119,0,0,1181
265,119,0,0,1182
266,119,0,0,1183
267,127,0,0,1196
268,125,0,0,1197
269,119,0,0,1198
270,127,0,0,1207
272,5,0,0,1220
273,12,0,0,1220
274,12,0,0,1222
275,5,0,0,1222
276,12,0,0,1223
277,5,0,0,1223
278,12,0,0,1224
279,5,0,0,1224
280,12,0,0,1225
281,5,0,0,1225
282,12,0,0,1226
283,5,0,0,1226
284,12,0,0,1227
285,5,0,0,1227
286,12,0,0,1228
287,5,0,0,1228
288,12,0,0,1241
289,5,0,0,1241
290,12,0,0,1242
291,5,0,0,1242
293,13,0,0,1243
295,11,56,0,1243
297,13,0,0,1244
299,11,56,0,1244
301,13,0,0,1245
303,11,56,0,1245
305,13,0,0,1246
307,11,56,0,1246
309,13,0,0,1247
311,11,56,0,1247
313,13,0,0,1248
315,11,56,0,1248
317,13,0,0,1249
319,11,56,0,1249
321,13,0,0,1250
323,11,56,0,1250
325,13,0,0,1251
327,11,56,0,1251
329,13,0,0,1252
331,11,56,0,1252
333,13,0,0,1253
335,11,0,0,1253
337,14,0,0,1254
339,171,56,0,1254
341,14,0,0,1255
343,171,56,0,1255
345,14,0,0,1256
347,171,56,0,1256
349,14,0,0,1257
351,171,56,0,1257
353,14,0,0,1258
355,171,56,0,1258
357,14,0,0,1259
359,171,56,0,1259
361,14,0,0,1260
363,171,56,0,1260
365,14,0,0,1261
367,171,56,0,1261
369,14,0,0,1262
371,171,56,0,1262
373,14,0,0,1263
375,171,56,0,1263
376,155,0,0,1264
377,128,0,0,1264
378,14,0,0,1264
382,137,0,0,1286
383,145,0,0,1287
384,141,0,0,1288
385,144,0,0,1290
388,169,0,0,1368
389,169,0,0,1369
391,143,0,0,1400
392,155,0,0,1400
393,128,0,0,1401
394,155,0,0,1401
396,7,0,0,1422
397,124,0,0,1422
417,127,0,0,1705
418,132,0,0,1708
419,166,0,0,742
420,181,0,0,750
421,15,0,0,750
422,177,0,0,751
423,16,0,0,751
426,179,0,0,753
427,18,0,0,753
428,127,0,0,1822
429,127,0,0,1855
430,127,0,0,1856
431,127,0,0,1857
432,127,0,0,1858
433,127,0,0,1859
434,127,0,0,1860
435,127,0,0,1861
436,127,0,0,1862
437,127,0,0,1863
438,127,0,0,1864
439,127,0,0,1865
440,127,0,0,1866
441,127,0,0,1867
442,175,0,76,748
443,176,0,76,749
444,174,0,0,747
445,12,0,0,747
446,13,0,0,748
447,14,0,0,749
449,14,0,0,1279
452,180,0,0,748
453,180,0,0,742
454,180,0,0,749
455,180,0,0,750
456,180,0,93,1279
457,180,0,0,751
459,180,0,0,753
460,180,0,0,709
461,128,0,0,2022
462,155,0,0,2022
463,182,0,0,709
464,119,0,0,1944
465,119,0,0,2040
466,174,0,0,709
467,12,0,0,2044
468,174,0,0,2044
469,125,0,0,2045
470,175,0,0,2098
471,180,0,0,2098
472,183,0,0,2086
473,184,0,0,2087
474,185,0,0,2088
475,186,0,0,2089
476,179,0,0,2042
478,180,0,0,2042
479,179,0,0,2104
480,16,0,0,2104
481,180,0,0,2104
482,189,0,0,2105
483,17,0,0,2105
484,180,0,0,2105
485,190,0,0,2106
486,18,0,0,2106
487,180,0,0,2106
488,178,0,0,2107
489,15,0,0,2107
490,180,0,0,2107
492,12,0,0,2120
493,5,0,0,2120
494,187,0,0,787
495,175,0,0,2125
496,166,0,0,2125
497,180,0,0,2125
498,12,0,0,1712
499,12,0,0,1711
500,12,0,0,1710
501,12,0,0,1709
502,141,0,0,1020
511,188,0,0,1014
512,191,0,0,2106
513,191,0,0,2042
514,191,0,0,2107
515,191,0,0,2104
516,191,0,0,2105
517,192,76,80,749
519,181,76,80,748
520,191,76,93,1279
522,196,0,0,2043
523,180,0,0,2043
524,193,0,0,2107
525,193,0,0,2104
526,193,0,0,2105
527,193,0,0,2106
528,194,0,0,2042
529,195,0,0,2144
530,189,0,0,2139
531,197,0,0,1400
532,174,0,0,2149
533,180,0,0,2149
534,182,0,0,2149
536,14,0,0,715
538,190,0,0,2165
539,16,0,0,2165
540,180,0,0,2165
541,191,0,0,2165
542,198,0,0,2166
543,17,0,0,2166
544,180,0,0,2166
545,191,0,0,2166
546,199,0,0,2167
547,18,0,0,2167
548,180,0,0,2167
549,191,0,0,2167
550,189,0,0,2168
551,15,0,0,2168
552,180,0,0,2168
553,191,0,0,2168
554,190,0,0,2169
555,180,0,0,2169
556,191,0,0,2169
557,180,0,0,2170
558,191,0,0,2170
559,199,0,0,2170
560,190,0,0,2171
561,191,0,0,2171
562,180,0,0,2171
563,199,0,0,2172
564,191,0,0,2172
565,180,0,0,2172
568,144,0,0,2173
569,190,0,0,2057
570,180,0,0,2057
571,191,0,0,2057
572,12,0,0,1699
573,12,0,0,485
574,13,0,0,628
575,14,0,0,629
576,193,0,0,2165
577,200,0,0,2165
578,193,0,0,2166
579,200,0,0,2166
580,202,0,0,2167
581,200,0,0,2167
582,193,0,0,2168
583,200,0,0,2168
586,192,80,91,748
587,189,80,91,749
589,202,80,93,1279
591,199,0,0,2182
592,191,0,0,2182
593,180,0,0,2182
594,191,0,0,749
595,200,80,0,749
596,202,80,0,749
597,191,0,0,2215
598,202,0,0,2215
600,180,0,0,2215
601,198,0,0,2215
603,191,0,0,2421
604,202,0,0,2421
606,180,0,0,2421
608,191,0,0,2422
609,202,0,0,2422
611,180,0,0,2422
618,15,0,0,2161
623,16,0,0,2158
628,17,0,0,2159
633,18,0,0,2160
634,191,0,0,2426
635,202,0,0,2426
637,180,0,0,2426
639,17,0,0,2421
640,18,0,0,2422
641,16,0,0,2215
642,15,0,0,2426
647,193,0,0,2428
648,200,0,0,2428
649,190,0,0,2428
650,16,0,0,2428
651,180,0,0,2428
652,191,0,0,2428
653,178,0,0,752
654,17,0,0,752
655,180,0,0,752
656,191,0,0,2430
657,202,0,0,2430
659,180,0,0,2430
661,15,0,0,2430
662,196,0,0,2432
663,180,0,0,2432
664,190,0,0,2433
665,180,0,0,2433
666,191,0,0,2433
670,199,0,0,2421
671,206,0,0,2422
672,190,0,0,2426
673,190,0,0,2430
674,213,0,0,2158
675,215,0,0,2160
676,214,0,0,2159
677,212,0,0,2161
678,12,0,0,2155
679,208,0,0,2155
680,14,0,0,2157
681,216,0,97,2157
682,13,0,0,2156
683,209,0,97,2156
685,198,91,0,749
686,179,91,0,748
687,198,91,93,1279
705,217,0,0,2430
793,219,0,0,2421
794,220,0,0,2422
795,218,0,0,2215
796,221,0,0,2426
806,12,0,0,2547
807,12,0,0,2548
808,12,0,0,2549
809,12,0,0,2550
810,12,0,0,2551
811,12,0,0,2554
812,12,0,0,2555
814,12,0,0,2574
815,174,0,0,2574
816,12,0,0,2575
817,12,0,0,2576
818,12,0,0,2577
819,12,0,0,2578
820,12,0,0,2587
821,208,0,0,2587
824,216,93,97,1279
825,190,0,0,2547
835,12,0,0,2636
836,224,0,0,2642
837,225,0,0,2644
838,226,0,0,2158
839,226,0,0,2159
840,226,0,0,2160
841,226,0,0,2161
842,226,0,0,2645
843,16,0,0,2645
844,215,0,0,2645
845,226,0,0,2646
846,227,0,0,2646
847,17,0,0,2646
848,226,0,0,2647
849,18,0,0,2647
850,228,0,0,2647
851,226,0,0,2648
852,15,0,0,2648
853,214,0,0,2648
854,227,0,0,715
857,193,0,0,2670
858,200,0,0,2670
859,190,0,0,2670
860,16,0,0,2670
861,180,0,0,2670
862,191,0,0,2670
863,193,0,0,2674
864,200,0,0,2674
865,190,0,0,2674
866,16,0,0,2674
867,180,0,0,2674
868,191,0,0,2674
869,193,0,0,2675
870,200,0,0,2675
871,190,0,0,2675
872,16,0,0,2675
873,180,0,0,2675
874,191,0,0,2675
877,120,0,0,2679
879,234,0,0,2681
880,223,97,0,1279
881,234,97,0,1279
882,213,97,0,2156
883,234,97,0,2157
894,223,0,0,2645
895,223,0,0,2646
896,223,0,0,2647
897,223,0,0,2648
899,18,0,0,2703
900,215,0,0,2703
901,18,0,0,2704
902,228,0,0,2704
903,226,0,0,2706
904,226,0,0,2708
931,234,0,0,2731
932,223,0,0,2731
933,235,0,0,2731
934,14,0,0,2731
935,14,0,0,2681
946,181,0,0,2735
947,180,0,0,2735
948,15,0,0,2735
950,145,0,0,2761
