ID,Expression
1050,010222030000000601040000000000
1051,010222030000000601070000000000
1052,010223030000000101010000000000
1056,010221030000000201000000000000
1057,010224030000000101020000000000
1058,010224030000000101010000000000
1059,010224030000000101000000000000
1060,010224030000000201000000000000
1061,010225030000000101010000000000
1081,010235030000000401000000000000
1082,010235030000000101010000000000
1083,010235030000000101020000000000
1087,010236030000000101010000000000
1088,010236030000000101020000000000
1092,010237030000000101010000000000
1093,010237030000000101020000000000
1117,010254030000000101010000000000
1118,010253030000000101010000000000
1119,010258030000000101010000000000
1120,010256030000000101010000000000
1121,010257030000000101010000000000
1122,010255030000000101010000000000
1123,01024D030000000101010000000000
1124,01024E030000000101010000000000
1125,010250030000000101010000000000
1126,0102E5020000000101010000000000
1127,01024F030000000101010000000000
1128,010252030000000101010000000000
1129,0102520300000001010100000000010255030000000101000000000000
1133,01024D0300000001010100000000010254030000000101000000000000
1134,01024E0300000001010100000000010253030000000101000000000000
1141,01025D0300000101010000000000
1143,01025D0300000006025E0300000000
1144,01025D030000000501000000000000
1145,01025D0300000006025E03000004010200000000
1161,0102500300000001010100000000010258030000000101000000000000
1163,0102E50200000001010100000000010256030000000101000000000000
1165,01024F0300000001010100000000010257030000000101000000000000
1181,0102F902000000010101000000000102FA020000000101000000000000
1201,01025D0300000003025E0300000000
1221,0102710300000101010000000000
1222,0102710300000006025E0300000000
1223,0102710300000003025E0300000000
1224,010271030000000501000000000000
1225,0102710300000006025E03000004010200000000
1243,010285030000000101000000000000
1244,01029B0300000006029A0300000000
1245,01029B0300000101010000000000
1249,01029B030000000601010000000001029B030000000401640000000000
1250,01029B030000000601650000000001029B030000000401A00000000000
1251,01029B030000000601A10000000001029B030000000301C80000000000
1253,01029B0300000101630000000000
1261,0102AD0300000101010000000000
1264,0102AD030000000602AE0300000000
1265,0102AD0300000101630000000000
1267,0102AF030000000602B00300000000
1268,0102AF0300000101010000000000
1269,0102AF0300000101310000000000
1273,0102B10300000101010000000000
1274,0102B1030000000602B20300000000
1275,0102B10300000101180000000000
1285,0102B60300000101010000000000
1287,0102B60300000201010000000000
1289,0102B6030000000501000000000000
1290,0102B7030000000101010000000000
1301,0102C20300000101010000000000
1302,0102C20300000201010000000000
1303,0102C2030000000501000000000000
1304,0102C3030000000101010000000000
1307,0102C40300000101010000000000
1308,0102C40300000201010000000000
1309,0102C4030000000501000000000000
1310,0102C5030000000101010000000000
1313,0102C60300000101010000000000
1314,0102C60300000201010000000000
1315,0102C6030000000501000000000000
1316,0102C7030000000101010000000000
1321,0102D50300000101080000000000
1323,0102D50300000201010000000000
1325,0102D5030000000101000000000000
1326,0102D5030000000501000000000000
1341,0102E9030000000201010000000000
1344,0102EA030000000201010000000000
1347,0102EA030000000101010000000000
1348,0102E9030000000101010000000000
1349,01027103000002025E0300000000
1350,0102FD030000000501000000000000
1352,0102FD030000000501010000000000
1353,0102710300000003025E03000004010200000000
1354,010271030000000301010000000000
1356,0102710300000006025E030000000102FD030000000101000000000000
1357,01027103000000060211040000000102FD030000000101010000000000
1360,0102FD030000000501020000000000
1364,0102FD030000000101000000000000
1365,0102FD030000000101010000000000
1366,0102FD030000000101020000000000
1368,010249030000000101010000000000
1369,01024A030000000101010000000000
1372,0102FD030000000101030000000000
1373,01027103000000060212040000000102FD030000000101020000000000
1376,0102FE030000000501010000000000
1378,0102FE030000000101000000000000
1379,01025D03000002025E0300000000
1381,0102FE030000000501020000000000
1383,0102FE030000000101010000000000
1385,0102FE030000000101020000000000
1388,01025D0300000003025E03000004010200000000
1389,01025D030000000301010000000000
1391,01025D0300000006025E030000000102FE030000000101000000000000
1392,01025D03000000060211040000000102FE030000000101010000000000
1393,01025D03000000060212040000000102FE030000000101020000000000
1394,0102FE030000000101030000000000
1401,0102710300000202110400000000
1402,0102710300000202120400000000
1403,01025D0300000202110400000000
1404,01025D0300000202120400000000
1405,010271030000000602110400000000
1406,010271030000000602120400000000
1407,010271030000000302110400000000
1408,010271030000000302120400000000
1409,01025D030000000602110400000000
1410,01025D030000000602120400000000
1411,01025D030000000302110400000000
1412,01025D030000000302120400000000
1413,0102130400000101010000000000
1414,010213040000000602140400000000
1418,0102130400000006010100000000010213040000000401640000000000
1419,0102130400000006016500000000010213040000000401A00000000000
1420,010213040000000601A100000000010213040000000401C80000000000
1421,010225040000000602260400000000
1422,0102250400000101010000000000
1423,010227040000000602280400000000
1424,0102270400000101010000000000
1425,0102290400000006022A0400000000
1426,0102290400000101010000000000
1433,0102250400000101180000000000
1434,0102270400000101630000000000
1435,0102290400000101310000000000
1439,0102710300000003022B0400000000
1440,0102710300000003022C0400000000
1441,0102710300000003022D0400000000
1442,0102710300000003022E0400000000
1443,0102710300000003022F0400000000
1444,010271030000000302300400000000
1445,01025D0300000003022B0400000000
1446,01025D0300000003022C0400000000
1447,01025D0300000003022D0400000000
1448,01025D0300000003022E0400000000
1449,01025D0300000003022F0400000000
1450,01025D030000000302300400000000
1451,0102710300000006022B0400000000
1452,0102710300000006022C0400000000
1453,0102710300000006022D0400000000
1454,0102710300000006022E0400000000
1455,0102710300000006022F0400000000
1456,010271030000000602300400000000
1457,01025D0300000006022B0400000000
1458,01025D0300000006022C0400000000
1459,01025D0300000006022D0400000000
1460,01025D0300000006022E0400000000
1461,01025D0300000006022F0400000000
1462,01025D030000000602300400000000
1463,010271030000000602310400000000
1464,01025D030000000602310400000000
1465,0102710300000003025E030000000102FD030000000101000000000000
1466,01027103000000030211040000000102FD030000000101010000000000
1467,01027103000000030212040000000102FD030000000101020000000000
1469,0102FD0300000001010300000000010271030000000302310400000000
1481,0102390400000101010000000000
1483,0102390400000201010000000000
1485,010239040000000101000000000000
1501,01024D0400000101010000000000
1502,01024D0400000006024E0400000000
1504,01024D0400000006024F0400000000
1505,01024D040000000602500400000000
1506,01024D040000000602510400000000
1507,01024D040000000602520400000000
1508,01024D040000000602530400000000
1523,0102610400000101010000000000
1524,010261040000000602630400000000
1525,010261040000000602640400000000
1526,010261040000000602650400000000
1527,0102610400000202790400000000
1528,010261040000000401000000000000
1529,010261040000000602620400000000
1532,0102610400000006026304000002026604000000
1533,0102610400000006026404000002026604000000
1534,0102610400000006026504000002026604000000
1535,0102670400000101010000000000
1536,01026704000002028D0400000000
1537,010267040000000401000000000000
1538,0102670400000006026A04000002026904000000
1539,0102670400000006026B04000002026904000000
1540,0102670400000006026C04000002026904000000
1541,010267040000000602680400000000
1542,0102670400000006026A0400000000
1543,0102670400000006026B0400000000
1544,0102670400000006026C0400000000
1545,01026D0400000101010000000000
1546,01026D0400000006026F0400000000
1547,01026D040000000602700400000000
1548,01026D040000000602710400000000
1549,01026D040000000602720400000000
1550,01026D040000000602730400000000
1551,01026D0400000006026E0400000000
1581,0102750400000101010000000000
1582,0102770400000101010000000000
1583,010275040000000602760400000000
1584,010277040000000602780400000000
1589,010261040000000302650400000000
1590,0102770400000006011900000000010275040000000601190000000000
1591,010261040000000601000000000000
1592,0102770400000101180000000000
1593,0102750400000101180000000000
1601,010289040000000601190000000001028B040000000601190000000000
1602,0102890400000101010000000000
1603,0102890400000101180000000000
1604,0102890400000006028A0400000000
1605,01028B0400000101010000000000
1606,01028B0400000101180000000000
1607,01028B0400000006028C0400000000
1614,010267040000000601000000000000
1621,01029D040000000101010000000000
1622,01029D040000000101020000000000
1625,01029E040000000101010000000000
1626,01029E040000000101020000000000
1629,01029F040000000101010000000000
1630,0102A0040000000101010000000000
1631,01029F040000000101020000000000
1632,0102A0040000000101020000000000
1633,0102A1040000000101010000000000
1634,0102A2040000000101010000000000
1635,0102A3040000000101010000000000
1636,0102A4040000000101010000000000
1637,0102A1040000000101020000000000
1638,0102A2040000000101020000000000
1639,0102A3040000000101020000000000
1640,0102A4040000000101020000000000
1653,0102A5040000000101010000000000
1654,0102A5040000000101020000000000
1661,0102670400000003026C0400000000
1684,0102B1040000000101000000000000
1701,0102C5040000000101010000000000
1705,0102C6040000000101010000000000
1721,0102D9040000000101010000000000
1801,010201050000000101010000000000
1802,010201050000000101020000000000
1805,010236030000000401000000000000
1810,010237030000000401000000000000
1821,010201050000000401000000000000
1841,010259020000000601000000000000
1842,01025A020000000601000000000000
1843,0102FD03000000010100000000000102710300000005025E03000004010200000000
1844,0102FD030000000101010000000001027103000003010300000006021104000003010200000000
1845,0102FD030000000101010000000001027103000003010300000006021104000000010271030000030103000000040211040000030102000000
1846,0102FD03000000010101000000000102710300000301030000000402110400000000
1847,01029B0300000101050000000000
1849,0102130400000101050000000000
1861,01025D0300000003025E030000000102FE030000000101000000000000
1862,0102FD03000000010102000000000102710300000003021204000000010271030000030103000000060212040000030102000000
1863,0102FD030000000101020000000001027103000003010300000004021204000003010200000001027103000003010300000006021204000000
1864,0102FE030000000101000000000001025D0300000006025E03000004010200000000
1865,0102FE030000000101010000000001025D030000000302110400000000
1866,0102FE030000000101010000000001025D03000003010300000006021104000003010200000000
1867,0102FE030000000101010000000001025D0300000301030000000602110400000001025D030000030103000000040211040000030102000000
1868,0102FE030000000101020000000001025D030000000302120400000000
1869,0102FE030000000101020000000001025D030000000302120400000001025D030000030103000000060212040000030102000000
1870,0102FE030000000101020000000001025D03000003010300000004021204000003010200000001025D03000003010300000006021204000000
1871,01029D040000000401000000000000
1872,01029E040000000401000000000000
1873,01029F040000000401000000000000
1874,0102A0040000000401000000000000
1888,01029D040000000101FFFFFFFF0000
1889,01029D040000000101FEFFFFFF0000
1891,01022A050000000501280000000000
1892,01029E040000000101FFFFFFFF0000
1893,01029E040000000101FEFFFFFF0000
1898,01029F040000000101FFFFFFFF0000
1899,01029F040000000101FEFFFFFF0000
1904,0102A0040000000101FFFFFFFF0000
1905,0102A0040000000101FEFFFFFF0000
1910,0102A1040000000401000000000000
1911,0102A1040000000101FFFFFFFF0000
1912,0102A1040000000101FEFFFFFF0000
1915,01022A0500000101010000000000
1919,0102290500000101010000000000
1921,0102290500000201010000000000
1924,0102A2040000000401000000000000
1925,0102A2040000000101FFFFFFFF0000
1926,0102A2040000000101FEFFFFFF0000
1933,0102A3040000000101FFFFFFFF0000
1934,0102A3040000000101FEFFFFFF0000
1935,0102A3040000000401000000000000
1948,0102A4040000000401000000000000
1949,0102A4040000000101FFFFFFFF0000
1950,0102A4040000000101FEFFFFFF0000
1951,0102A5040000000401000000000000
1952,0102A5040000000101FFFFFFFF0000
1953,0102A5040000000101FEFFFFFF0000
1969,010201050000000101FFFFFFFF0000
1970,010201050000000101FEFFFFFF0000
1971,010236030000000101FFFFFFFF0000
1972,010236030000000101FEFFFFFF0000
1973,010237030000000101FFFFFFFF0000
1974,010237030000000101FEFFFFFF0000
1975,010235030000000101FFFFFFFF0000
1976,010235030000000101FEFFFFFF0000
1977,01022B050000000101010000000000
1978,01022B050000000101020000000000
1979,01022B050000000101FFFFFFFF0000
1980,01022B050000000101FEFFFFFF0000
1981,01022B050000000401000000000000
1990,01022C050000000101010000000000
1991,01022C050000000101020000000000
1992,01022C050000000101FEFFFFFF0000
1993,01022C050000000101FFFFFFFF0000
1994,01022C050000000401000000000000
2003,010241050000000101010000000000
2004,010241050000000101020000000000
2005,010241050000000101FFFFFFFF0000
2006,010241050000000101FEFFFFFF0000
2016,010246050000000101010000000000
2019,010247050000000301000000000000
2020,010248050000000301000000000000
2021,010247050000000501000000000000
2022,010248050000000501000000000000
2023,0102470500000003010000000000010248050000000301000000000000
2024,0102470500000005010000000000010248050000000501000000000000
2025,0102490500000101010000000000
2027,010249050000000101000000000000
2028,010249050000000401010000000000
2029,010249050000000401020000000000
2030,010249050000000401030000000000
2031,010249050000000401040000000000
2032,010249050000000401050000000000
2033,010249050000000101060000000000
2038,01024A050000000101010000000000
2039,01024A050000000101000000000000
2041,01024A050000000101020000000000
2061,010279050000000101010000000000
2082,0102490500000201010000000000
2083,01028D050000000101010000000000
2102,0102A2050000000101010000000000
2104,0102A3050000000101010000000000
2121,0102B5050000000101010000000000
2125,0102B805000000050100000000000102B905000000050100000000000102B70500000005010000000000
2126,0102BA050000000501000000000000
2133,0102BB0500000101010000000000
2135,0102BB050000000601010000000000
2136,0102BB050000000601020000000000
2137,0102BB050000000601030000000000
2138,0102BB050000000602BC0500000000
2139,01030100000001010000000103000000000000
2141,0102B8050000000501000000000000
2142,0102B9050000000501000000000000
2143,0102B7050000000501000000000000
2144,0102BD050000000101020000000000
2145,0102BD050000000101010000000000
2146,0102BD050000000101030000000000
2150,0102B805000000050100000000000202B905000000050100000000000202B70500000005010000000000
2155,0102BB050000000601040000000000
2156,0102BB050000000601050000000000
2157,0102BB050000000601060000000000
2158,0102B8050000000301000000000000
2159,0102B9050000000301000000000000
2160,0102B7050000000301000000000000
2161,0102BB050000000601070000000000
2162,0102BB050000000601080000000000
2163,0102BB050000000601090000000000
2166,0102BE050000000101010000000000
2169,0102BF050000000101010000000000
2172,0102C1050000000101010000000000
2173,0102BA050000000101010000000000
2174,0102C0050000000101010000000000
2182,0102C40500000101010000000000
2183,0102C4050000000602C50500000000
2184,0102C60500000101010000000000
2185,0102C6050000000602C70500000000
2189,0102C40500000001010A0000000000
2192,0102C4050000000101140000000000
2193,0102C40500000001011E0000000000
2194,0102C4050000000101280000000000
2195,0102C4050000000101320000000000
2199,0102C6050000000101010000000000
2200,0102C6050000000101020000000000
2201,0102C6050000000101030000000000
2202,0102C6050000000101040000000000
2203,0102C6050000000101050000000000
2204,0102C6050000000101060000000000
2205,0102C6050000000101070000000000
2206,0102C6050000000101080000000000
2207,0102C6050000000101090000000000
2208,0102C60500000001010A0000000000
2209,0102C60500000001010B0000000000
2210,0102C60500000001010C0000000000
2211,0102C60500000001010D0000000000
2212,0102C60500000001010E0000000000
2213,0102C60500000001010F0000000000
2214,0102C405000000060132000000000202C60500000006010F0000000000
2215,0102DE050000000101010000000000
2228,0102BB050000000602BC050000000102E2050000000101000000000000
2261,0102BA05000000050100000000000102BB05000000060103000000000102BB050000000302BC05000000
2262,0102BA05000000050100000000000102BB05000000060105000000000102BB050000000302BC05000000
2263,0102BA05000000050100000000000102BB05000000060107000000000102BB050000000302BC05000000
2265,0102F4050000000101010000000000
2266,0102BA050000000101000000000000
2267,0102BA050000000101020000000000
2268,0102BA05000000050100000000000102BB05000000060101000000000102BB050000000302BC05000000
2269,0102BA050000000101000000000000
2281,0102BA05000000050100000000000102E2050000000201010000000000
2282,010205060000000101000000000000
2283,010205060000000101010000000000
2288,010207060000000201010000000000
2291,0102F1050000000101050000000000
2292,0102F1050000000101040000000000
2293,0102F1050000000101030000000000
2294,0102F1050000000101020000000000
2295,0102F1050000000101010000000000
2296,0102F2050000000101050000000000
2297,0102F2050000000101040000000000
2298,0102F2050000000101030000000000
2299,0102F2050000000101020000000000
2300,0102F2050000000101010000000000
2301,010208060000000201010000000000
2303,010209060000000101000000000001020B06000000010100000000000102800600000005010000000000
2304,01020A060000000101000000000001020B06000000010100000000000102800600000005010000000000
2305,010209060000000101010000000000
2306,01020A060000000101010000000000
2307,010209060000000101FFFFFFFF0000
2308,01020A060000000101FFFFFFFF0000
2317,010209060000000101FEFFFFFF0000
2318,01020A060000000101FEFFFFFF0000
2319,01020B060000000101010000000000
2320,01020B060000000101FFFFFFFF0000
2341,010219060000000101010000000000
2342,010219060000000101020000000000
2343,010219060000000101030000000000
2344,010219060000000101040000000000
2345,010219060000000101050000000000
2346,01021A060000000101010000000000
2347,01021A060000000101020000000000
2348,01021A060000000101030000000000
2349,01021A060000000101040000000000
2350,01021A060000000101050000000000
2361,01022D0600000101010000000000
2362,01022E0600000101010000000000
2383,01022D060000000602410600000000
2384,01022E060000000602410600000000
2385,01022D060000000602410600000002022E060000000602410600000000
2403,010255060000000101000000000000
2404,010255060000000601010000000000
2405,010256060000000101010000000000
2406,010256060000000101000000000000
2410,010257060000000101000000000000
2414,010257060000000101020000000000
2415,010269060000000101000000000000
2417,01026A060000000101000000000000
2419,01026B0600000101010000000000
2441,010255060000000401010000000000
2443,0100000000
2444,01026B0600000003011E0000000000
2450,01027D060000000401000000000000
2451,01027D0600000201010000000000
2454,01027E060000000401000000000000
2455,01027E0600000201010000000000
2456,01026B0600000201010000000000
2468,01027F0600000101010000000000
2469,01027F0600000201010000000000
2480,010229050000000301280000000000
2481,010280060000000501000000000000
2485,010282060000000101000000000000
2487,010282060000000101010000000000
2488,010280060000000101000000000000
2491,010283060000000101000000000000
2492,010283060000000101010000000000
2493,010283060000000601020000000000
2529,010284060000000101010000000000
2541,0102B9060000000101010000000000
2542,0102BA060000000101010000000000
2547,0102BB060000000101010000000000
2548,0102BC060000000101010000000000
2561,0102A50600000005010000000000010100000000000101010000000000
2601,0102B906000000010100000000000102BC060000000101000000000000
2605,0102BA06000000010100000000000102BB060000000101000000000000
2606,0102BB06000000010101000000000202BC060000000101010000000000
2607,0102BA06000000010101000000000202B9060000000101010000000000
2621,0102CD060000000101000000000000
2622,0102CD060000000101010000000000
2626,0102E6060000000101010000000000
2627,0102E6060000000101020000000000
2628,0102E6060000000401000000000000
2629,0102E6060000000101FFFFFFFF0000
2630,0102E6060000000101FEFFFFFF0000
2639,0102EB060000000101010000000000
2640,0102EB060000000101020000000000
2641,0102EB060000000401000000000000
2642,0102EB060000000101FFFFFFFF0000
2643,0102EB060000000101FEFFFFFF0000
2661,0102F5060000000101010000000000
2662,0102F5060000000101020000000000
2663,0102F5060000000401000000000000
2664,0102F5060000000101FEFFFFFF0000
2665,0102F5060000000101FFFFFFFF0000
2674,0102FF060000000101010000000000
2675,0102FF060000000101020000000000
2676,0102FF060000000401000000000000
2677,0102FF060000000101FFFFFFFF0000
2678,0102FF060000000101FEFFFFFF0000
2679,0102FA060000000101010000000000
2680,0102FA060000000101020000000000
2681,0102FA060000000401000000000000
2682,0102FA060000000101FFFFFFFF0000
2683,0102FA060000000101FEFFFFFF0000
2700,0102F30600000101010000000000
2703,0102F20600000101010000000000
2708,0102F006000001010A0000000000
2710,0102F0060000000602F40600000000
2712,0102F3060000000102040700000000
2714,0102F3060000000102050700000000
2716,0102F3060000000102060700000000
2717,0102F3060000000102070700000000
2720,0102F106000001010A0000000000
2722,0102F1060000000602F40600000000
2724,0102F2060000000102040700000000
2725,0102F2060000000102050700000000
2726,0102F2060000000102060700000000
2727,0102F2060000000102070700000000
2728,01020807000000010101000000000202AC070000000101010000000000
2730,0102F3060000000602090700000000
2731,0102F2060000000602090700000000
2732,010208070000000101FFFFFFFF0000
2741,010237070000000101010000000000
2744,01021D070000000101010000000000
2747,010238070000000101010000000000
2748,010239070000000101010000000000
2749,01023B070000000101010000000000
2750,01023A070000000101010000000000
2751,0102F30600000001021F0700000000
2752,0102F20600000001021F0700000000
2754,01021E070000000101010000000000
2755,01021E070000000101020000000000
2756,01021E070000000101030000000000
2757,01021E070000000101040000000000
2762,010220070000000101010000000000
2763,010220070000000101020000000000
2764,010220070000000101030000000000
2765,010220070000000101040000000000
2766,010221070000000101010000000000
2767,010221070000000101020000000000
2768,010221070000000101030000000000
2769,010221070000000101040000000000
2770,010222070000000101010000000000
2771,010222070000000101020000000000
2772,010222070000000101030000000000
2773,010222070000000101040000000000
2781,010231070000000501000000000000
2788,010237070000000101FFFFFFFF0000
2789,010237070000000101FEFFFFFF0000
2791,010238070000000101FFFFFFFF0000
2792,010238070000000101FEFFFFFF0000
2809,01023B070000000101FFFFFFFF0000
2810,01023B070000000101FEFFFFFF0000
2811,01023A070000000101FFFFFFFF0000
2812,01023A070000000101FEFFFFFF0000
2813,010239070000000101FFFFFFFF0000
2814,010239070000000101FEFFFFFF0000
2815,0102F006000005023C070000010100000000000102F0060000000501000000000000
2816,0102F106000005023C070000010100000000000102F1060000000501000000000000
2841,010259070000000101010000000000
2842,01025A070000000000
2843,01025A07000001025B0700000000
2844,01025C070000000000
2845,01025E070000000201010000000000
2846,01025D070000000201010000000000
2847,01025F070000000201010000000000
2848,010260070000000201010000000000
2883,0102F3060000000601040000000000
2884,0102F2060000000601040000000000
2885,0102F3060000000601050000000000
2886,0102F2060000000601050000000000
2901,01026D0700000101010000000000
2903,01026D0700000201010000000000
2906,01026D070000000501000000000000
2907,01026D070000000101000000000000
2923,0102DB540000000101010000000000
2924,0102DA5400000001010100000000010281070000000101000000000000
2925,0102DA5400000001010100000000010281070000000101010000000000
2931,0102950700000001010100000000010248430000000601010000000000
2932,0102960700000001010100000000010249430000000601010000000000
2933,010297070000000101010000000001024B430000000601010000000000
2934,0102980700000101010000000000
2936,0102980700000201010000000000
2938,0102980700000003011E0000000000
2941,010299070000000101010000000000
2942,01029B070000000201000000000000
2943,01029B070000000101FFFFFFFF0000
2944,01029C0700000201010000000000
2945,01029C0700000101010000000000
2946,01029C0700000003010B0000000000
2947,01025D070000000101010000000000
2948,01025E070000000101010000000000
2949,01025F070000000101010000000000
2950,010260070000000101010000000000
2951,01029D070000000101010000000000
2952,010295070000000201010000000000
2953,010297070000000201010000000000
2954,010296070000000201010000000000
2955,01029E070000000101000000000000
2956,01029F070000000101000000000000
2957,0102DC540000000101010000000000
2958,0102A0070000000101000000000000
2959,010255060000000101020000000000
2960,0102A10700000101010000000000
2961,0102A1070000000301040000000000
2962,0102A20700000201010000000000
2963,0102A20700000101010000000000
2964,0102A20700000003010A0000000000
2965,0102F0060000000602A30700000000
2966,0102F40600000301090000000000
2967,0102A307000004010A0000000000
2968,0102F1060000000602A30700000000
2970,0102A4070000000501960000000000
2971,0102A40700000101010000000000
2972,0102A5070000000101010000000000
2973,0102A6070000000201010000000000
2974,0102AA070000000101000000000000
2975,0102AA070000000101010000000000
2976,0102AC070000000201010000000000
2977,0102AC0700000001010000000000010208070000000101010000000000
2978,0102AB070000000101010000000000
2979,0102AD070000000101FFFFFFFF0000
2980,0102AD070000000101FEFFFFFF0000
2981,0102AD070000000101010000000000
2982,0102B3070000000101000000000000
2983,0102AF070000000101000000000000
2984,0102B0070000000101000000000000
2985,0102B1070000000101000000000000
2986,0102B2070000000101000000000000
2987,01029D070000000101FFFFFFFF0000
2988,01029D070000000201FFFFFFFF0000
2989,0103040000000000000000
2990,0103030000000000000000
2991,0103030000000000000202B5070000000103040000000000000502B40700000201D002000000
2992,0100000000
2993,0102B40700000101D00200000000
2994,0103040000000000000602B60700000000
2995,0102B7070000000501000000000000
2996,01030100000001010000000104000000000000
2997,0102B7070000000102C50700000000
2998,0102B7070000000102C60700000000
2999,0102B7070000000102C70700000000
3000,0102B7070000000102C80700000000
3001,0102B8070000000102C50700000000
3002,0102B8070000000102C60700000000
3003,0102B8070000000102C70700000000
3004,0102B8070000000102C80700000000
3005,01030100000001010000000104000000000000
3006,0102B8070000000501000000000000
3007,01030100000001010000000104000000000000
3008,0102B9070000000102C50700000000
3009,0102B9070000000102C60700000000
3010,0102B9070000000102C70700000000
3011,0102B9070000000102C80700000000
3012,0102B9070000000501000000000000
3014,0102BA0700000001010100000000010100000000000101010000000000
3015,010208070000000201010000000000
