ID,ChrModelTextureTargetID,MaterialResourcesID
709,10,159737
710,11,159854
711,10,159738
712,11,159855
713,10,159739
714,11,159856
716,7,159740
717,7,159753
718,7,159766
719,7,159779
720,7,159792
721,7,159805
722,7,159818
723,7,159831
724,7,159741
725,7,159754
726,7,159767
727,7,159780
728,7,159793
729,7,159806
730,7,159819
731,7,159832
732,7,159742
733,7,159755
734,7,159768
735,7,159781
736,7,159794
737,7,159807
738,7,159820
739,7,159833
740,7,159743
741,7,159756
742,7,159769
743,7,159782
744,7,159795
745,7,159808
746,7,159821
747,7,159834
748,7,159744
749,7,159757
750,7,159770
751,7,159783
752,7,159796
753,7,159809
754,7,159822
755,7,159835
756,7,159745
757,7,159758
758,7,159771
759,7,159784
760,7,159797
761,7,159810
762,7,159823
763,7,159836
764,7,159746
765,7,159759
766,7,159772
767,7,159785
768,7,159798
769,7,159811
770,7,159824
771,7,159837
772,7,159747
773,7,159760
774,7,159773
775,7,159786
776,7,159799
777,7,159812
778,7,159825
779,7,159838
780,7,159748
781,7,159761
782,7,159774
783,7,159787
784,7,159800
785,7,159813
786,7,159826
787,7,159839
788,7,159749
789,7,159762
790,7,159775
791,7,159788
792,7,159801
793,7,159814
794,7,159827
795,7,159840
796,7,159750
797,7,159763
798,7,159776
799,7,159789
800,7,159802
801,7,159815
802,7,159828
803,7,159841
804,7,159751
805,7,159764
806,7,159777
807,7,159790
808,7,159803
809,7,159816
810,7,159829
811,7,159842
812,7,159752
813,7,159765
814,7,159778
815,7,159791
816,7,159804
817,7,159817
818,7,159830
819,7,159843
820,7,271450
823,1,128773
824,13,128747
825,14,128760
826,1,128774
827,13,128748
828,14,128761
829,1,128775
830,13,128749
831,14,128762
832,1,128776
833,13,128750
834,14,128763
835,1,128777
836,13,128751
837,14,128764
838,1,128778
839,13,128752
840,14,128765
841,1,128779
842,13,128753
843,14,128766
844,1,128780
845,13,128754
846,14,128767
847,1,128781
848,13,128755
849,14,128768
850,1,128782
851,13,128756
852,14,128769
853,1,128783
854,1,128784
855,1,128785
856,13,128757
857,14,128770
858,1,128786
859,13,128758
860,14,128771
861,1,128787
862,13,128759
863,14,128772
864,1,262337
865,13,262333
866,14,262335
867,1,343736
868,13,343732
869,14,343734
870,5,128587
871,5,128588
872,5,128589
873,5,128590
874,5,128591
875,5,128592
876,5,128593
877,5,128594
878,5,128595
879,5,128596
880,5,128598
881,5,128599
882,5,128600
883,5,262331
884,5,343730
885,5,128601
886,5,128602
887,5,128603
888,5,128604
889,5,128605
890,5,128606
891,5,128607
892,5,128608
893,5,128609
894,5,128610
895,5,128611
896,5,128612
897,5,128613
898,5,128614
899,5,128615
900,5,128616
901,5,128617
902,5,128618
903,5,128619
904,5,128620
905,5,128621
906,5,128622
907,5,128623
908,5,128624
909,5,128625
910,5,128626
911,5,128627
912,5,128628
913,5,128629
914,5,128630
915,5,128631
916,5,128632
917,5,128633
918,5,128634
919,5,128635
920,5,128636
921,5,128637
922,5,128638
923,5,128639
924,5,128640
925,5,128641
926,5,128642
927,5,128643
928,5,128644
929,5,128645
930,5,128646
931,5,128647
932,5,128648
933,5,128649
934,5,128650
935,5,128651
936,5,128652
937,5,128653
938,5,128654
939,5,128655
940,5,128656
941,5,128657
942,5,128658
943,5,128659
944,5,128660
945,5,128661
946,5,128662
947,5,128663
948,5,128664
949,5,128665
950,5,128666
951,5,128667
952,5,128668
953,5,128669
954,5,128670
955,5,128671
956,5,128672
957,5,128673
958,5,128674
959,5,128675
960,5,128676
961,5,128677
962,5,128678
963,5,128679
964,5,128680
965,5,128681
966,5,128682
967,5,128683
968,5,128684
969,5,128685
970,5,128686
971,5,128687
972,5,128688
973,5,128689
974,5,128690
975,5,128691
976,5,128692
977,5,128693
978,5,128694
979,5,128695
980,5,128696
981,5,128697
982,5,128698
983,5,128699
984,5,128700
985,5,128701
986,5,128702
987,5,128703
988,5,128704
989,5,128705
990,5,128706
991,5,128707
992,5,128708
993,5,128709
994,5,128710
995,5,128711
996,5,128712
997,5,128713
998,5,128714
999,5,128715
1000,5,128716
1001,5,128717
1002,5,128718
1003,5,128719
1004,5,128720
1005,5,128721
1006,5,128722
1007,5,128723
1008,5,128724
1009,5,128725
1010,5,128726
1011,5,128727
1012,5,128728
1013,5,128729
1014,5,128730
1015,5,128731
1016,5,128732
1017,5,128733
1018,5,128734
1019,5,128735
1020,5,128736
1021,5,128737
1022,5,128738
1023,5,128739
1024,5,128740
1025,5,128741
1026,5,128742
1027,5,128743
1028,5,128744
1029,5,128745
1030,5,128746
1031,5,149150
1032,5,149151
1033,5,149152
1034,5,149153
1035,5,149154
1036,5,149155
1037,5,149156
1038,5,149157
1039,5,149158
1040,5,149159
1041,5,149160
1042,5,149161
1043,5,149162
1044,5,149163
1045,5,149164
1046,5,149165
1047,5,149166
1048,5,149167
1049,5,149168
1050,5,149169
1051,5,149170
1052,5,149171
1053,5,149172
1054,5,149173
1055,5,149174
1056,5,149175
1057,5,149176
1058,5,149177
1059,5,149178
1060,5,149179
1061,5,149180
1062,5,149181
1063,5,149182
1064,5,149183
1065,5,149184
1066,5,149185
1067,5,149186
1068,5,149187
1069,5,149188
1070,5,149189
1071,5,149190
1072,5,149191
1073,5,149192
1074,5,149193
1075,5,149194
1076,5,149195
1077,5,149196
1078,5,149197
1079,5,149198
1080,5,149199
1081,5,149200
1082,5,149201
1083,5,149202
1084,5,149203
1085,5,149204
1086,5,149205
1087,5,149206
1088,5,149207
1089,5,149208
1090,5,149209
1091,5,149210
1092,5,149211
1093,5,149212
1094,5,149213
1095,5,149214
1096,5,149215
1097,5,149216
1098,5,149217
1099,5,149218
1100,5,149219
1101,5,149220
1102,5,149221
1103,5,149222
1104,5,149223
1105,5,149224
1106,5,149225
1107,5,149226
1108,5,149227
1109,5,149228
1110,5,149229
1111,5,149230
1112,5,149231
1113,5,149232
1114,5,149233
1115,5,149234
1116,5,149235
1117,5,149236
1118,5,149237
1119,5,149238
1120,5,149239
1121,5,149240
1122,5,149241
1123,5,149242
1124,5,149243
1125,5,149244
1126,5,149245
1127,5,149246
1128,5,149247
1129,5,149248
1130,5,149249
1131,5,149250
1132,5,149251
1133,5,149252
1134,5,149253
1135,5,149254
1136,5,149255
1137,5,149256
1138,5,149257
1139,5,149258
1140,5,149259
1141,5,149260
1142,5,149261
1143,5,149262
1144,5,149263
1145,5,149264
1146,5,149265
1147,5,149266
1148,5,149267
1149,5,149268
1150,5,149269
1151,5,149270
1152,5,149271
1153,5,149272
1154,5,149273
1155,5,149274
1156,5,149275
1157,5,149276
1158,5,149277
1159,5,149278
1160,5,149279
1161,5,149280
1162,5,149281
1163,5,149282
1164,5,149283
1165,5,149284
1166,5,149285
1167,5,149286
1168,5,149287
1169,5,149288
1170,5,149289
1171,5,149290
1172,5,149291
1173,5,149292
1174,5,149293
1175,5,149294
1176,5,149295
1177,5,149296
1178,5,149297
1179,5,149298
1180,5,149299
1181,10,271446
1182,12,271458
1183,10,128788
1184,12,128801
1185,10,128789
1186,12,128802
1187,10,128790
1188,12,128803
1189,10,128791
1190,12,128804
1191,10,128792
1192,12,128805
1193,10,128793
1194,12,128806
1195,10,128794
1196,12,128807
1197,10,128795
1198,12,128808
1199,10,128796
1200,12,128809
1201,10,128797
1202,12,128810
1203,10,128798
1204,12,128811
1205,10,128799
1206,12,128812
1207,10,128800
1208,12,128813
1209,1,108553
1210,13,108497
1211,1,108554
1212,13,108498
1213,1,108555
1214,13,108499
1215,1,108556
1216,13,108500
1217,1,108557
1218,13,108501
1219,1,108558
1220,13,108502
1221,1,108559
1222,13,108503
1223,1,108560
1224,13,108504
1225,1,108561
1226,13,108505
1227,1,108563
1228,1,108564
1229,1,161232
1230,1,108565
1231,1,108566
1232,1,108567
1233,1,108562
1234,13,108506
1235,1,108572
1236,13,108516
1237,1,108581
1238,13,108523
1239,1,108568
1240,1,108569
1241,1,108570
1242,1,108571
1243,1,108573
1244,1,108574
1245,1,108575
1246,1,108576
1247,1,108577
1248,1,108578
1249,1,108579
1250,1,108580
1251,1,265618
1252,13,265616
1253,5,108233
1254,5,108234
1255,5,108235
1256,5,108236
1257,5,108237
1258,5,108238
1259,5,108239
1260,5,108240
1261,5,108241
1262,5,108242
1263,5,108253
1264,5,108262
1265,5,265615
1266,5,108263
1267,5,108264
1268,5,108265
1269,5,108266
1270,5,108267
1271,5,108268
1272,5,108269
1273,5,108270
1274,5,108271
1275,5,108272
1276,5,108280
1277,5,108281
1278,5,108282
1279,5,108283
1280,5,108284
1281,5,108285
1282,5,108286
1283,5,108287
1284,5,108288
1285,5,108289
1286,5,108290
1287,5,108301
1288,5,108302
1289,5,108303
1290,5,108304
1291,5,108305
1292,5,108306
1293,5,108307
1294,5,108308
1295,5,108309
1296,5,108320
1297,5,108321
1298,5,108322
1299,5,108323
1300,5,108324
1301,5,108325
1302,5,108326
1303,5,108327
1304,5,108328
1305,5,108339
1306,5,108340
1307,5,108341
1308,5,108342
1309,5,108343
1310,5,108344
1311,5,108345
1312,5,108346
1313,5,108347
1314,5,108348
1315,5,108356
1316,5,108357
1317,5,108358
1318,5,108359
1319,5,108360
1320,5,108361
1321,5,108362
1322,5,108363
1323,5,108364
1324,5,108365
1325,5,108366
1326,5,108377
1327,5,108378
1328,5,108379
1329,5,108380
1330,5,108381
1331,5,108382
1332,5,108383
1333,5,108384
1334,5,108385
1335,5,108396
1336,5,108397
1337,5,108398
1338,5,108399
1339,5,108400
1340,5,108401
1341,5,108402
1342,5,108403
1343,5,108404
1344,5,108415
1345,5,108416
1346,5,108417
1347,5,108418
1348,5,108419
1349,5,108420
1350,5,108421
1351,5,108422
1352,5,108423
1353,5,108424
1354,5,108425
1355,5,108426
1356,5,108427
1357,5,108428
1358,5,108429
1359,5,108430
1360,5,108431
1361,5,108432
1362,5,108433
1363,5,108434
1364,5,108435
1365,5,108436
1366,5,108437
1367,5,108438
1368,5,108439
1369,5,108440
1370,5,108441
1371,5,108442
1372,5,108443
1373,5,108444
1374,5,108445
1375,5,108446
1376,5,108447
1377,5,108448
1378,5,108449
1379,5,108450
1380,5,108451
1381,5,108452
1382,5,108453
1383,5,108454
1384,5,108455
1385,5,108456
1386,5,108457
1387,5,108458
1388,5,108459
1389,5,108460
1390,5,108461
1391,5,108462
1392,5,108463
1393,5,108464
1394,5,108465
1395,5,108466
1396,5,108467
1397,5,108468
1398,5,108469
1399,5,108470
1400,5,108471
1401,5,108472
1402,5,108473
1403,5,108474
1404,5,108475
1405,5,108476
1406,5,108477
1407,5,108478
1408,5,108479
1409,5,108480
1410,5,108481
1411,5,108482
1412,5,108483
1413,5,108484
1414,5,108485
1415,5,108486
1416,5,108487
1417,5,108488
1418,5,108489
1419,5,108490
1420,5,108491
1421,5,108492
1422,5,108493
1423,5,108494
1424,5,108495
1425,10,168583
1426,10,168584
1427,10,168585
1428,10,168586
1429,10,168587
1430,10,168588
1431,10,168589
1432,10,168590
1433,10,168591
1434,10,168592
1435,10,168593
1436,10,105788
1437,11,168583
1438,10,105789
1439,11,168584
1440,10,105790
1441,11,168585
1442,10,105791
1443,11,168586
1444,10,105792
1445,11,168587
1446,10,105793
1447,11,168588
1448,10,105794
1449,11,168589
1450,10,105795
1451,11,168590
1452,10,105796
1453,11,168591
1454,10,105797
1455,11,168592
1456,10,105798
1457,11,168593
1458,10,271502
1459,11,271492
1460,10,105788
1461,11,168583
1462,10,105789
1463,11,168584
1464,10,105790
1465,11,168585
1466,10,105791
1467,11,168586
1468,10,105792
1469,11,168587
1470,10,105793
1471,11,168588
1472,10,105794
1473,11,168589
1474,10,105795
1475,11,168590
1476,10,105796
1477,11,168591
1478,10,105797
1479,11,168592
1480,10,105798
1481,11,168593
1482,10,105788
1483,11,168594
1484,10,105789
1485,11,168595
1486,10,105790
1487,11,168596
1488,10,105791
1489,11,168597
1490,10,105792
1491,11,168598
1492,10,105793
1493,11,168599
1494,10,105794
1495,11,168600
1496,10,105795
1497,11,168601
1498,10,105796
1499,11,168602
1500,10,105797
1501,11,168603
1502,10,105798
1503,11,168604
1504,10,105788
1505,11,168605
1506,10,105789
1507,11,168606
1508,10,105790
1509,11,168607
1510,10,105791
1511,11,168608
1512,10,105792
1513,11,168609
1514,10,105793
1515,11,168610
1516,10,105794
1517,11,168611
1518,10,105795
1519,11,168612
1520,10,105796
1521,11,168613
1522,10,105797
1523,11,168614
1524,10,105798
1525,11,168615
1526,10,105788
1527,11,168616
1528,10,105789
1529,11,168617
1530,10,105790
1531,11,168618
1532,10,105791
1533,11,168619
1534,10,105792
1535,11,168620
1536,10,105793
1537,11,168621
1538,10,105794
1539,11,168622
1540,10,105795
1541,11,168623
1542,10,105796
1543,11,168624
1544,10,105797
1545,11,168625
1546,10,105798
1547,11,168626
1548,10,105788
1549,11,168627
1550,10,105789
1551,11,168628
1552,10,105790
1553,11,168629
1554,10,105791
1555,11,168630
1556,10,105792
1557,11,168631
1558,10,105793
1559,11,168632
1560,10,105794
1561,11,168633
1562,10,105795
1563,11,168634
1564,10,105796
1565,11,168635
1566,10,105797
1567,11,168636
1568,10,105798
1569,11,168637
1570,10,105788
1571,11,168638
1572,10,105789
1573,11,168639
1574,10,105790
1575,11,168640
1576,10,105791
1577,11,168641
1578,10,105792
1579,11,168642
1580,10,105793
1581,11,168643
1582,10,105794
1583,11,168644
1584,10,105795
1585,11,168645
1586,10,105796
1587,11,168646
1588,10,105797
1589,11,168647
1590,10,105798
1591,11,168648
1592,10,105788
1593,11,168594
1594,10,105789
1595,11,168595
1596,10,105790
1597,11,168596
1598,10,105791
1599,11,168597
1600,10,105792
1601,11,168598
1602,10,105793
1603,11,168599
1604,10,105794
1605,11,168600
1606,10,105795
1607,11,168601
1608,10,105796
1609,11,168602
1610,10,105797
1611,11,168603
1612,10,105798
1613,11,168604
1614,10,105788
1615,11,168583
1616,10,105789
1617,11,168584
1618,10,105790
1619,11,168585
1620,10,105791
1621,11,168586
1622,10,105792
1623,11,168587
1624,10,105793
1625,11,168588
1626,10,105794
1627,11,168589
1628,10,105795
1629,11,168590
1630,10,105796
1631,11,168591
1632,10,105797
1633,11,168592
1634,10,105798
1635,11,168593
1636,10,105788
1637,11,168649
1638,10,105789
1639,11,168650
1640,10,105790
1641,11,168651
1642,10,105791
1643,11,168652
1644,10,105792
1645,11,168653
1646,10,105793
1647,11,168654
1648,10,105794
1649,11,168655
1650,10,105795
1651,11,168656
1652,10,105796
1653,11,168657
1654,10,105797
1655,11,168658
1656,10,105798
1657,11,168659
1658,10,105788
1659,11,168660
1660,10,105789
1661,11,168661
1662,10,105790
1663,11,168662
1664,10,105791
1665,11,168663
1666,10,105792
1667,11,168664
1668,10,105793
1669,11,168665
1670,10,105794
1671,11,168666
1672,10,105795
1673,11,168667
1674,10,105796
1675,11,168668
1676,10,105797
1677,11,168669
1678,10,105798
1679,11,168670
1680,10,105788
1681,10,105789
1682,10,105790
1683,10,105791
1684,10,105792
1685,10,105793
1686,10,105794
1687,10,105795
1688,10,105796
1689,10,105797
1690,10,105798
1691,8,168517
1692,8,168528
1693,8,168539
1694,7,168528
1695,7,168539
1696,7,168539
1697,7,168539
1698,7,168550
1699,7,168561
1700,7,168572
1701,8,168518
1702,8,168529
1703,8,168540
1704,7,168529
1705,7,168540
1706,7,168540
1707,7,168540
1708,7,168551
1709,7,168562
1710,7,168573
1711,8,168519
1712,8,168530
1713,8,168541
1714,7,168530
1715,7,168541
1716,7,168541
1717,7,168541
1718,7,168552
1719,7,168563
1720,7,168574
1721,8,168520
1722,8,168531
1723,8,168542
1724,7,168531
1725,7,168542
1726,7,168542
1727,7,168542
1728,7,168553
1729,7,168564
1730,7,168575
1731,8,168521
1732,8,168532
1733,8,168543
1734,7,168532
1735,7,168543
1736,7,168543
1737,7,168543
1738,7,168554
1739,7,168565
1740,7,168576
1741,8,168522
1742,8,168533
1743,8,168544
1744,7,168533
1745,7,168544
1746,7,168544
1747,7,168544
1748,7,168555
1749,7,168566
1750,7,168577
1751,8,168523
1752,8,168534
1753,8,168545
1754,7,168534
1755,7,168545
1756,7,168545
1757,7,168545
1758,7,168556
1759,7,168567
1760,7,168578
1761,8,168524
1762,8,168535
1763,8,168546
1764,7,168535
1765,7,168546
1766,7,168546
1767,7,168546
1768,7,168557
1769,7,168568
1770,7,168579
1771,8,168525
1772,8,168536
1773,8,168547
1774,7,168536
1775,7,168547
1776,7,168547
1777,7,168547
1778,7,168558
1779,7,168569
1780,7,168580
1781,8,168526
1782,8,168537
1783,8,168548
1784,7,168537
1785,7,168548
1786,7,168548
1787,7,168548
1788,7,168559
1789,7,168570
1790,7,168581
1791,8,168527
1792,8,168538
1793,8,168549
1794,7,168538
1795,7,168549
1796,7,168549
1797,7,168549
1798,7,168560
1799,7,168571
1800,7,168582
1801,8,272026
1802,1,112395
1803,13,112353
1804,14,112374
1805,1,112396
1806,13,112354
1807,14,112375
1808,1,112397
1809,13,112355
1810,14,112376
1811,1,112398
1812,13,112356
1813,14,112377
1814,1,112399
1815,13,112357
1816,14,112378
1817,1,112400
1818,13,112358
1819,14,112379
1820,1,112401
1821,13,112359
1822,14,112380
1823,1,112402
1824,13,112360
1825,14,112381
1826,1,112403
1827,13,112361
1828,14,112382
1829,1,112405
1830,1,112406
1831,1,112404
1832,13,112362
1833,14,112383
1834,1,112413
1835,13,112371
1836,14,112392
1837,1,112414
1838,13,112372
1839,14,112393
1840,1,112407
1841,1,112408
1842,1,112409
1843,1,112410
1844,1,112411
1845,1,112412
1846,1,148767
1847,1,148768
1848,1,148769
1849,1,148770
1850,1,148771
1851,1,148772
1852,1,148773
1853,1,148774
1854,1,148775
1855,1,148776
1856,1,206865
1857,13,206863
1858,14,206864
1859,1,262373
1860,13,262369
1861,14,262371
1862,5,112088
1863,5,112089
1864,5,112090
1865,5,112091
1866,5,112092
1867,5,112093
1868,5,112094
1869,5,112095
1870,5,112096
1871,5,112097
1872,5,112106
1873,5,112107
1874,5,262367
1875,5,112108
1876,5,112109
1877,5,112110
1878,5,112111
1879,5,112112
1880,5,112113
1881,5,112114
1882,5,112115
1883,5,112116
1884,5,112128
1885,5,112129
1886,5,112130
1887,5,112131
1888,5,112132
