ID,ItemID,ItemAppearanceModifierID,ItemAppearanceID,OrderIndex,TransmogSourceTypeEnum
116938,287,0,45755,0,3
116944,647,0,45756,0,4
116945,710,0,45757,0,5
116946,711,0,45758,0,3
116947,714,0,45759,0,3
116948,718,0,45760,0,3
116949,719,0,45761,0,5
116950,720,0,45762,0,4
116954,727,0,45763,0,4
116970,746,0,45764,0,9
116974,753,0,45765,0,4
116975,754,0,45766,0,4
116977,756,0,45767,0,4
116979,763,0,45768,0,4
116981,766,0,45769,0,4
116982,767,0,45770,0,4
116983,768,0,45771,0,4
116990,776,0,45772,0,4
116992,778,0,45773,0,9
116995,781,0,45774,0,4
117000,788,0,45775,0,9
117001,789,0,45776,0,4
117002,790,0,45777,0,4
117003,791,0,45778,0,4
117004,792,0,45779,0,3
117005,793,0,45780,0,3
117006,794,0,45781,0,3
117007,795,0,45782,0,3
117008,796,0,45783,0,3
117009,797,0,45784,0,3
117010,798,0,45785,0,3
117011,799,0,45786,0,3
117014,809,0,45787,0,4
117015,810,0,45788,0,4
117016,811,0,45789,0,4
117017,812,0,45790,0,4
117020,816,0,45791,0,4
117022,820,0,45792,0,4
117024,826,0,45794,0,4
117025,827,0,45795,0,4
117028,832,0,45796,0,4
117031,837,0,45797,0,3
117032,838,0,45798,0,3
117034,840,0,45800,0,3
117036,843,0,45801,0,3
117037,844,0,45802,0,3
117038,845,0,45803,0,3
117039,846,0,45804,0,3
117040,847,0,45805,0,3
117041,848,0,45806,0,3
117042,849,0,45807,0,3
117043,850,0,45808,0,3
117044,851,0,45809,0,3
117045,852,0,45810,0,3
117046,853,0,45811,0,3
117047,854,0,45812,0,3
117051,859,0,45813,0,5
117052,860,0,45814,0,5
117054,863,0,45815,0,4
117055,864,0,45816,0,4
117056,865,0,45817,0,4
117057,866,0,45818,0,4
117058,867,0,45819,0,4
117059,868,0,45820,0,4
117060,869,0,45821,0,4
117061,870,0,45822,0,4
117062,871,0,45823,0,4
117063,872,0,45824,0,1
117064,873,0,45825,0,4
117066,876,0,45826,0,5
117068,880,0,45827,0,4
117070,885,0,45828,0,4
117071,886,0,45829,0,4
117073,888,0,45830,0,1
117075,890,0,45831,0,4
117076,892,0,45832,0,4
117080,897,0,45833,0,4
117081,899,0,45834,0,4
117082,905,0,45835,0,0
117083,906,0,45836,0,9
117084,907,0,45837,0,9
117085,908,0,45838,0,9
117086,909,0,45839,0,9
117088,911,0,45840,0,4
117089,913,0,45841,0,9
117090,914,0,45842,0,4
117094,920,0,45843,0,4
117096,922,0,45844,0,3
117097,923,0,45845,0,3
117098,924,0,45846,0,3
117099,925,0,45847,0,3
117100,926,0,45848,0,3
117101,927,0,45777,0,3
117102,928,0,45849,0,3
117106,934,0,45850,0,4
117107,935,0,45851,0,4
117108,936,0,45852,0,4
117109,937,0,45853,0,4
117112,940,0,45854,0,4
117114,943,0,45855,0,4
117115,944,0,45856,0,4
117116,945,0,45857,0,9
117117,948,0,45857,0,9
117124,983,0,45858,0,2
117127,1008,0,45859,0,0
117128,1009,0,45860,0,5
117134,1018,0,45863,0,9
117148,1117,0,45864,0,9
117149,1121,0,45865,0,4
117153,1131,0,45866,0,5
117157,1154,0,45796,0,5
117158,1155,0,45867,0,1
117160,1158,0,45868,0,2
117161,1159,0,45869,0,5
117162,1161,0,45870,0,5
117163,1162,0,45871,0,9
117164,1163,0,45872,0,9
117167,1168,0,45873,0,4
117168,1169,0,45874,0,4
117170,1172,0,45876,0,2
117171,1173,0,45877,0,2
117178,1182,0,45878,0,2
117179,1183,0,45879,0,2
117182,1190,0,45880,0,4
117184,1194,0,45881,0,3
117185,1195,0,45882,0,4
117186,1196,0,45883,0,3
117187,1197,0,45884,0,3
117188,1198,0,45885,0,3
117189,1200,0,45886,0,3
117190,1201,0,45887,0,3
117191,1202,0,45888,0,3
117192,1203,0,45889,0,4
117193,1204,0,45890,0,4
117196,1207,0,45891,0,4
117199,1211,0,45892,0,4
117201,1213,0,45893,0,4
117202,1214,0,45894,0,4
117203,1215,0,45895,0,4
117204,1216,0,45896,0,9
117206,1218,0,45897,0,4
117207,1219,0,45898,0,4
117208,1220,0,45899,0,4
117217,1259,0,45901,0,9
117221,1263,0,45902,0,4
117222,1264,0,45903,0,5
117223,1265,0,45904,0,4
117225,1273,0,45906,0,5
117227,1275,0,45805,0,5
117228,1276,0,45907,0,5
117229,1280,0,45908,0,4
117230,1282,0,45909,0,5
117233,1287,0,45910,0,4
117235,1292,0,45911,0,1
117238,1296,0,45912,0,4
117239,1297,0,45913,0,4
117240,1299,0,45914,0,4
117241,1300,0,45915,0,4
117242,1302,0,45916,0,5
117243,1303,0,45808,0,5
117244,1304,0,45917,0,5
117245,1306,0,45918,0,5
117248,1310,0,45919,0,5
117249,1314,0,45920,0,4
117251,1317,0,45921,0,5
117252,1318,0,45922,0,4
117259,1351,0,45923,0,4
117262,1355,0,45924,0,4
117266,1359,0,45925,0,2
117267,1360,0,45926,0,2
117270,1364,0,45927,0,3
117271,1366,0,45928,0,3
117272,1367,0,45929,0,3
117273,1368,0,45930,0,3
117274,1369,0,45931,0,3
117275,1370,0,45932,0,3
117276,1372,0,45924,0,3
117277,1374,0,45933,0,3
117279,1377,0,45935,0,3
117280,1378,0,45936,0,3
117281,1380,0,45937,0,3
117283,1382,0,45938,0,5
117284,1383,0,45939,0,5
117285,1384,0,45940,0,4
117286,1386,0,45941,0,0
117287,1387,0,45942,0,4
117288,1388,0,45943,0,4
117289,1389,0,45944,0,4
117290,1391,0,45945,0,4
117291,1394,0,45946,0,4
117292,1395,0,45710,0,3
117293,1396,0,45947,0,3
117297,1405,0,45948,0,4
117298,1406,0,45949,0,4
117303,1411,0,45950,0,4
117304,1412,0,45951,0,4
117305,1413,0,45952,0,4
117306,1414,0,45953,0,4
117307,1415,0,45954,0,4
117308,1416,0,45939,0,4
117309,1417,0,45955,0,4
117310,1418,0,45956,0,4
117311,1419,0,45957,0,4
117312,1420,0,45958,0,4
117314,1422,0,45960,0,4
117315,1423,0,45961,0,4
117316,1425,0,45962,0,4
117317,1427,0,45963,0,4
117319,1430,0,45964,0,4
117320,1431,0,45965,0,4
117321,1433,0,45966,0,4
117323,1436,0,45967,0,5
117324,1438,0,45968,0,4
117325,1440,0,45969,0,4
117327,1445,0,45970,0,4
117335,1454,0,45973,0,4
117336,1455,0,45974,0,4
117337,1457,0,45975,0,4
117338,1458,0,45976,0,4
117339,1459,0,45977,0,4
117340,1460,0,45978,0,4
117341,1461,0,45979,0,4
117344,1465,0,45980,0,4
117347,1469,0,45981,0,4
117349,1473,0,45982,0,4
117354,1479,0,45983,0,5
117355,1480,0,45984,0,5
117356,1481,0,45985,0,4
117357,1482,0,45986,0,4
117358,1483,0,45987,0,4
117359,1484,0,45988,0,4
117360,1485,0,45989,0,4
117361,1486,0,45990,0,4
117363,1488,0,45991,0,4
117364,1489,0,45992,0,4
117367,1493,0,45993,0,4
117368,1495,0,45994,0,4
117370,1498,0,45996,0,4
117371,1499,0,45997,0,4
117373,1501,0,45998,0,4
117374,1502,0,45999,0,4
117375,1503,0,46000,0,4
117376,1504,0,46001,0,4
117377,1505,0,46002,0,0
117378,1506,0,46003,0,4
117379,1507,0,46004,0,4
117380,1509,0,46005,0,4
117381,1510,0,46006,0,4
117382,1511,0,46007,0,4
117383,1512,0,46008,0,4
117384,1513,0,46009,0,4
117385,1514,0,46010,0,4
117386,1515,0,46011,0,3
117387,1516,0,46012,0,4
117391,1521,0,46013,0,4
117392,1522,0,46014,0,4
117393,1523,0,46015,0,4
117399,1539,0,46016,0,4
117400,1547,0,46017,0,5
117401,1557,0,46018,0,2
117402,1560,0,46019,0,4
117404,1566,0,46021,0,5
117407,1602,0,46022,0,4
117408,1604,0,46023,0,5
117409,1607,0,46024,0,4
117410,1608,0,46025,0,4
117411,1613,0,46026,0,4
117412,1624,0,46027,0,4
117413,1625,0,46028,0,4
117416,1639,0,46029,0,4
117417,1640,0,46030,0,4
117421,1659,0,46031,0,4
117422,1664,0,46032,0,4
117424,1678,0,46034,0,4
117425,1679,0,46035,0,4
117426,1680,0,46036,0,4
117446,1716,0,46037,0,4
117447,1717,0,45991,0,4
117448,1718,0,46038,0,4
117449,1720,0,46039,0,4
117450,1721,0,46040,0,4
117451,1722,0,46041,0,4
117453,1726,0,46042,0,4
117454,1727,0,46043,0,4
117455,1728,0,46044,0,4
117457,1730,0,46045,0,4
117458,1731,0,46046,0,4
117459,1732,0,46047,0,4
117461,1734,0,46049,0,4
117462,1735,0,46050,0,4
117463,1737,0,46051,0,4
117464,1738,0,46045,0,4
117465,1739,0,46046,0,4
117466,1740,0,46047,0,4
117468,1742,0,46049,0,4
117469,1743,0,46050,0,4
117470,1744,0,46053,0,4
117471,1745,0,46051,0,4
117472,1746,0,46045,0,4
117473,1747,0,46046,0,4
117474,1748,0,46047,0,4
117475,1749,0,46054,0,4
117476,1750,0,46049,0,4
117477,1751,0,46050,0,4
117478,1752,0,46053,0,4
117479,1753,0,46051,0,4
117480,1754,0,46045,0,4
117481,1755,0,46046,0,4
117482,1756,0,46047,0,4
117483,1757,0,46055,0,4
117484,1758,0,46049,0,4
117485,1759,0,46050,0,4
117486,1760,0,46053,0,4
117487,1761,0,46051,0,4
117488,1764,0,46056,0,4
117490,1767,0,46058,0,4
117491,1768,0,46059,0,3
117492,1769,0,46060,0,4
117493,1770,0,46061,0,4
117494,1772,0,46062,0,4
117496,1775,0,46064,0,4
117497,1776,0,46065,0,3
117498,1777,0,46066,0,4
117499,1778,0,46067,0,4
117500,1780,0,46068,0,4
117502,1783,0,46070,0,4
117503,1784,0,46071,0,4
117504,1785,0,46072,0,4
117505,1786,0,46073,0,4
117506,1787,0,46074,0,4
117508,1789,0,46076,0,4
117509,1790,0,46077,0,0
117510,1791,0,46078,0,4
117511,1792,0,46079,0,4
117512,1793,0,45836,0,4
117513,1794,0,46080,0,4
117515,1796,0,46082,0,4
117516,1797,0,46083,0,4
117518,1799,0,46084,0,4
117519,1800,0,46085,0,4
117520,1801,0,46086,0,4
117522,1803,0,46088,0,4
117523,1804,0,46089,0,4
117524,1805,0,46090,0,4
117526,1807,0,46092,0,4
117527,1808,0,46093,0,4
117528,1809,0,46094,0,4
117529,1810,0,46095,0,4
117530,1811,0,46096,0,4
117531,1812,0,46097,0,4
117532,1813,0,46098,0,4
117533,1814,0,46099,0,4
117534,1815,0,45704,0,4
117535,1816,0,45939,0,4
117536,1817,0,46100,0,4
117537,1818,0,46101,0,4
117538,1819,0,45773,0,9
117539,1820,0,46102,0,4
117540,1821,0,46103,0,4
117541,1822,0,46104,0,4
117542,1823,0,46105,0,4
117543,1824,0,46106,0,4
117544,1825,0,46107,0,4
117545,1826,0,46108,0,4
117546,1827,0,45911,0,4
117547,1828,0,46109,0,4
117548,1829,0,46110,0,4
117549,1830,0,46111,0,4
117550,1831,0,46112,0,4
117551,1832,0,46113,0,5
117552,1835,0,46114,0,3
117553,1836,0,46115,0,3
117554,1839,0,46116,0,3
117555,1840,0,46117,0,3
117556,1843,0,46118,0,3
117557,1844,0,46119,0,3
117558,1845,0,46045,0,3
117559,1846,0,46120,0,3
117560,1849,0,46121,0,3
117561,1850,0,46122,0,3
117563,1852,0,46123,0,3
117564,1853,0,45796,0,3
117566,1893,0,45773,0,5
117568,1895,0,45940,0,9
117569,1896,0,46124,0,9
117570,1897,0,46125,0,9
117571,1899,0,45859,0,9
117572,1900,0,45809,0,9
117573,1901,0,45944,0,9
117574,1902,0,46126,0,9
117575,1903,0,46127,0,9
117576,1904,0,45939,0,9
117577,1905,0,46128,0,9
117578,1906,0,45876,0,9
117579,1907,0,46129,0,9
117580,1908,0,45703,0,9
117581,1909,0,46130,0,9
117582,1910,0,45773,0,9
117583,1911,0,46131,0,9
117584,1913,0,46132,0,4
117585,1917,0,46133,0,4
117588,1925,0,46134,0,4
117589,1926,0,46135,0,4
117590,1927,0,46136,0,4
117591,1928,0,46137,0,4
117592,1929,0,46138,0,1
117593,1930,0,46139,0,4
117595,1933,0,46140,0,4
117596,1934,0,46141,0,1
117597,1935,0,46142,0,4
117598,1936,0,46143,0,4
117599,1937,0,46144,0,1
117600,1938,0,46145,0,4
117604,1943,0,45806,0,4
117605,1944,0,46146,0,4
117606,1945,0,46147,0,4
117608,1951,0,46148,0,4
117609,1955,0,46149,0,4
117611,1957,0,46150,0,9
117612,1958,0,46151,0,4
117613,1959,0,45773,0,1
117614,1961,0,46152,0,9
117616,1965,0,46153,0,4
117622,1974,0,46154,0,4
117623,1975,0,46155,0,4
117624,1976,0,46156,0,4
117625,1978,0,46157,0,4
117626,1979,0,46158,0,4
117628,1981,0,46159,0,4
117629,1982,0,46160,0,4
117630,1983,0,46161,0,9
117631,1984,0,45887,0,9
117632,1985,0,46162,0,9
117633,1986,0,46163,0,5
117635,1988,0,46164,0,4
117636,1990,0,46165,0,4
117637,1991,0,45882,0,4
117638,1992,0,46166,0,5
117640,1994,0,46167,0,4
117642,1997,0,46168,0,4
117643,1998,0,46169,0,4
117644,2000,0,46170,0,5
117650,2011,0,46171,0,4
117651,2013,0,46172,0,4
117652,2014,0,46173,0,4
117653,2015,0,46174,0,4
117654,2016,0,45842,0,4
117655,2017,0,46175,0,4
117656,2018,0,46176,0,4
117657,2020,0,45834,0,4
117658,2021,0,46177,0,4
117659,2023,0,46178,0,9
117660,2024,0,46179,0,3
117661,2025,0,46180,0,3
117662,2026,0,46181,0,3
117663,2027,0,46110,0,3
117664,2028,0,46182,0,3
117665,2029,0,46183,0,3
117666,2030,0,46184,0,3
117667,2032,0,46185,0,5
117668,2033,0,46186,0,5
117670,2035,0,46188,0,4
117671,2036,0,46189,0,5
117672,2037,0,46190,0,5
117674,2040,0,46191,0,4
117675,2041,0,46192,0,5
117676,2042,0,46193,0,5
117678,2044,0,46194,0,5
117679,2046,0,45857,0,4
117680,2047,0,46195,0,2
117681,2048,0,46196,0,4
117682,2051,0,46197,0,9
117683,2052,0,46197,0,9
117684,2053,0,46198,0,9
117685,2054,0,46199,0,4
117686,2055,0,46126,0,4
117687,2056,0,46196,0,9
117688,2057,0,46200,0,4
117689,2058,0,46201,0,4
117690,2059,0,46202,0,4
117691,2064,0,46203,0,4
117692,2065,0,46204,0,4
117693,2066,0,46205,0,4
117694,2067,0,46206,0,4
117695,2069,0,46207,0,4
117697,2072,0,46208,0,4
117698,2073,0,46209,0,4
117699,2074,0,46210,0,5
117700,2075,0,46135,0,4
117701,2077,0,46211,0,4
117702,2078,0,46212,0,4
117703,2079,0,46213,0,4
117704,2080,0,46214,0,4
117705,2081,0,45876,0,9
117707,2084,0,46215,0,4
117709,2087,0,46216,0,4
117710,2088,0,46217,0,4
117711,2089,0,46218,0,5
117713,2092,0,46219,0,5
117714,2098,0,46220,0,4
117715,2099,0,46221,0,4
117716,2100,0,46222,0,4
117719,2105,0,46224,0,5
117720,2108,0,46225,0,4
117721,2109,0,46051,0,4
117723,2112,0,46227,0,4
117726,2117,0,46229,0,3
117727,2119,0,46230,0,3
117728,2120,0,46231,0,3
117729,2121,0,46232,0,3
117730,2122,0,46233,0,3
117731,2123,0,46234,0,3
117732,2124,0,46235,0,3
117733,2125,0,46236,0,3
117734,2126,0,46237,0,3
117735,2127,0,46238,0,3
117736,2129,0,46239,0,3
117737,2130,0,45946,0,3
117738,2131,0,46240,0,3
117739,2132,0,46241,0,3
117740,2134,0,46242,0,3
117742,2137,0,46243,0,5
117743,2138,0,46244,0,4
117744,2139,0,46245,0,3
117745,2140,0,46246,0,4
117746,2141,0,46247,0,3
117747,2142,0,46248,0,3
117748,2143,0,46249,0,3
117750,2145,0,46251,0,3
117751,2146,0,46252,0,3
117752,2147,0,46253,0,9
117753,2148,0,46254,0,3
117754,2149,0,46255,0,3
117755,2150,0,46256,0,3
117756,2151,0,46257,0,3
117757,2152,0,46258,0,3
117760,2156,0,46259,0,3
117761,2158,0,46260,0,3
117762,2159,0,46261,0,3
117763,2160,0,46262,0,3
117766,2163,0,46263,0,4
117767,2164,0,46264,0,4
117768,2165,0,45924,0,5
117769,2166,0,46265,0,4
117771,2168,0,46267,0,1
117772,2169,0,46268,0,1
117773,2172,0,46269,0,5
117774,2173,0,45956,0,2
117775,2175,0,46270,0,4
117776,2176,0,46271,0,9
117777,2177,0,46272,0,9
117778,2178,0,46273,0,9
117779,2179,0,46274,0,9
117780,2180,0,46275,0,9
117781,2181,0,46276,0,9
117782,2182,0,46277,0,9
117783,2183,0,46278,0,9
117784,2184,0,46219,0,9
117785,2186,0,46116,0,2
117788,2189,0,46279,0,9
117789,2194,0,46280,0,4
117790,2195,0,46281,0,2
117791,2196,0,46282,0,9
117792,2197,0,46283,0,9
117793,2198,0,46284,0,9
117794,2199,0,46285,0,9
117795,2200,0,46286,0,9
117796,2201,0,46287,0,9
117797,2202,0,46288,0,9
117798,2203,0,46289,0,4
117799,2204,0,46290,0,4
117800,2205,0,46291,0,4
117801,2207,0,46292,0,3
117802,2208,0,46293,0,3
117803,2209,0,46294,0,3
117804,2210,0,46295,0,4
117805,2211,0,46296,0,4
117806,2212,0,46297,0,4
117807,2213,0,46197,0,4
117808,2214,0,46298,0,4
117809,2215,0,46299,0,4
117810,2216,0,46300,0,4
117811,2217,0,46301,0,4
117812,2218,0,46302,0,5
117813,2219,0,46303,0,4
117814,2220,0,46304,0,4
117815,2221,0,46305,0,4
117816,2222,0,46162,0,4
117818,2224,0,46281,0,5
117819,2225,0,46306,0,5
117820,2226,0,46307,0,4
117821,2227,0,46308,0,4
117823,2231,0,46310,0,5
117824,2232,0,46311,0,4
117825,2233,0,46312,0,4
117826,2234,0,46313,0,4
117827,2235,0,46314,0,4
117828,2236,0,46315,0,4
117829,2237,0,46316,0,2
117830,2238,0,46317,0,2
117833,2241,0,46319,0,4
117834,2243,0,46320,0,4
117835,2244,0,46321,0,4
117836,2245,0,46322,0,4
117839,2249,0,46152,0,5
117843,2254,0,46324,0,4
117844,2256,0,46325,0,4
117845,2257,0,46326,0,4
117846,2258,0,45870,0,4
117847,2259,0,46327,0,4
117848,2260,0,46328,0,4
117850,2263,0,46329,0,5
117851,2264,0,46330,0,4
117852,2265,0,46331,0,4
117853,2266,0,46332,0,4
117854,2267,0,45810,0,4
117855,2268,0,46333,0,4
117856,2271,0,46334,0,4
117857,2273,0,46335,0,4
117858,2274,0,45760,0,4
117859,2276,0,46336,0,4
117860,2277,0,46337,0,4
117861,2278,0,46338,0,4
117862,2280,0,46339,0,4
117863,2281,0,46331,0,4
117864,2282,0,46340,0,4
117865,2283,0,46341,0,4
117871,2291,0,46342,0,4
117875,2299,0,46344,0,4
117876,2300,0,46345,0,8
117878,2302,0,45801,0,8
117879,2303,0,45803,0,8
117883,2309,0,46349,0,8
117885,2311,0,46351,0,8
117886,2312,0,46352,0,8
117888,2314,0,46353,0,8
117889,2315,0,46354,0,8
117891,2317,0,46355,0,8
117898,2326,0,46356,0,2
117900,2361,0,46358,0,5
117901,2362,0,46359,0,5
117902,2364,0,46360,0,3
117903,2366,0,46361,0,3
117904,2367,0,46362,0,3
117905,2369,0,46363,0,3
117906,2370,0,46364,0,3
117907,2371,0,46365,0,3
117909,2373,0,46367,0,3
117910,2374,0,46368,0,3
117911,2375,0,46369,0,3
117912,2376,0,46370,0,3
117914,2379,0,46051,0,3
117915,2380,0,46045,0,3
117916,2381,0,46050,0,3
117918,2383,0,46046,0,3
117919,2384,0,46047,0,3
117920,2385,0,46049,0,3
117921,2386,0,46371,0,3
117922,2387,0,46045,0,3
117923,2388,0,46265,0,3
117924,2389,0,46372,0,3
117925,2390,0,46373,0,3
117927,2392,0,46374,0,3
117928,2393,0,46045,0,3
117929,2394,0,46050,0,3
117930,2395,0,46046,0,3
117931,2396,0,46047,0,3
117933,2398,0,45842,0,3
117934,2399,0,46045,0,3
117935,2400,0,46265,0,3
117936,2401,0,46372,0,3
117937,2402,0,46373,0,3
117943,2410,0,45876,0,9
117946,2417,0,46376,0,3
117947,2418,0,46377,0,3
117948,2419,0,46378,0,3
117949,2420,0,46379,0,3
117951,2422,0,46381,0,3
117954,2425,0,46384,0,3
117955,2426,0,46385,0,3
117958,2429,0,46388,0,3
117959,2431,0,46389,0,3
117960,2432,0,46390,0,3
117961,2434,0,46391,0,3
117962,2435,0,46392,0,3
117963,2437,0,46393,0,3
117964,2438,0,46394,0,3
117965,2440,0,46395,0,3
117966,2445,0,46396,0,3
117967,2446,0,46397,0,3
117969,2448,0,46398,0,3
117972,2451,0,46399,0,3
117982,2463,0,46400,0,3
117983,2464,0,46401,0,3
117984,2465,0,46402,0,3
117986,2467,0,46403,0,3
117987,2468,0,46404,0,3
117988,2469,0,46405,0,3
117989,2470,0,46406,0,3
117990,2471,0,46407,0,3
117991,2472,0,46408,0,3
117992,2473,0,46409,0,3
117993,2474,0,46410,0,3
117994,2475,0,46411,0,3
117997,2479,0,46412,0,3
117998,2480,0,46413,0,3
117999,2488,0,45702,0,3
118000,2489,0,46161,0,3
118001,2490,0,45939,0,3
118002,2491,0,46414,0,3
118003,2492,0,46415,0,3
118004,2493,0,46416,0,3
118005,2494,0,46417,0,3
118006,2495,0,46418,0,3
118007,2504,0,46419,0,5
118008,2505,0,46420,0,3
118009,2506,0,46421,0,3
118010,2507,0,46422,0,3
118011,2508,0,46423,0,5
118012,2509,0,46424,0,3
118013,2510,0,46423,0,3
118014,2511,0,46425,0,3
118015,2512,0,46426,0,9
118016,2515,0,46426,0,9
118017,2516,0,46427,0,9
118018,2519,0,46427,0,9
118019,2520,0,46428,0,3
118020,2521,0,46429,0,3
118021,2522,0,46430,0,3
118022,2523,0,46431,0,3
118023,2524,0,46432,0,3
118024,2525,0,46433,0,3
118025,2526,0,46434,0,3
118026,2527,0,46435,0,3
118027,2528,0,46253,0,3
118028,2529,0,46436,0,3
118029,2530,0,46437,0,3
118030,2531,0,46438,0,3
118031,2532,0,46439,0,3
118032,2533,0,46440,0,3
118033,2534,0,46441,0,3
118034,2535,0,46442,0,3
118037,2545,0,46443,0,5
118038,2546,0,46444,0,4
118039,2547,0,46049,0,5
118041,2549,0,46445,0,4
118042,2550,0,46419,0,9
118043,2551,0,46446,0,9
118044,2552,0,46424,0,9
118048,2557,0,46447,0,9
118049,2558,0,46448,0,9
118050,2559,0,46449,0,9
118053,2562,0,46450,0,2
118055,2564,0,46451,0,4
118056,2565,0,46452,0,4
118057,2566,0,46453,0,4
118058,2567,0,46454,0,4
118059,2568,0,46455,0,8
118060,2569,0,46456,0,8
118062,2571,0,46457,0,2
118064,2575,0,46459,0,2
118065,2576,0,46460,0,8
118066,2577,0,46461,0,8
118067,2578,0,46462,0,8
118068,2579,0,46463,0,8
118071,2582,0,46465,0,8
118072,2583,0,46466,0,8
118075,2586,0,46469,0,0
118076,2587,0,46470,0,8
118097,2614,0,46473,0,3
118103,2620,0,46478,0,4
118104,2621,0,46479,0,4
118105,2622,0,46480,0,4
118106,2623,0,46481,0,4
118107,2624,0,46482,0,4
118111,2632,0,46483,0,4
118114,2635,0,46045,0,4
118119,2642,0,46046,0,4
118120,2643,0,46047,0,4
118122,2645,0,46049,0,4
118123,2646,0,46050,0,4
118124,2648,0,46051,0,4
118125,2649,0,46045,0,4
118126,2650,0,46046,0,4
118127,2651,0,46047,0,4
118129,2653,0,46049,0,4
118130,2654,0,46050,0,4
118131,2656,0,46051,0,4
118139,2664,0,46487,0,4
118163,2690,0,46488,0,0
118164,2691,0,46046,0,2
118166,2694,0,46489,0,5
118167,2695,0,45946,0,9
118175,2703,0,46490,0,9
118176,2704,0,46491,0,9
118177,2705,0,46492,0,9
118178,2706,0,46493,0,9
118179,2707,0,46494,0,9
118180,2708,0,46495,0,9
118181,2709,0,46496,0,9
118182,2710,0,46450,0,9
118183,2711,0,45772,0,9
118186,2714,0,46497,0,9
118187,2715,0,46498,0,9
118188,2716,0,46499,0,9
118189,2717,0,46500,0,9
118190,2718,0,46501,0,9
118193,2721,0,46502,0,4
118212,2754,0,46503,0,4
118221,2763,0,46243,0,4
118222,2764,0,46133,0,4
118223,2765,0,46504,0,4
118224,2766,0,46505,0,4
118229,2773,0,46506,0,4
118230,2774,0,46507,0,4
118233,2777,0,46508,0,4
118234,2778,0,46507,0,4
118236,2780,0,46509,0,4
118237,2781,0,46510,0,4
118238,2782,0,46511,0,4
118239,2783,0,46512,0,4
118241,2785,0,46513,0,4
118242,2786,0,46514,0,4
118243,2787,0,46515,0,4
118251,2801,0,46517,0,4
118253,2805,0,46518,0,5
118255,2807,0,46519,0,4
118256,2809,0,46132,0,9
