ID,RTPCID,Field_9_0_1_33978_001,CreatureID,SpellID,Field_9_0_1_33978_004
416,744,0,177972,0,0
417,745,0,177972,0,0
419,747,0,180347,0,0
421,749,0,180347,0,0
422,756,0,0,342837,0
423,767,0,177979,0,0
424,768,0,177979,0,0
425,770,0,177980,0,0
426,771,0,177980,0,0
427,772,0,177981,0,0
428,773,0,177981,0,0
429,775,0,178002,0,0
430,776,0,178002,0,0
431,777,0,177427,0,0
432,778,0,177427,0,0
433,779,0,178898,0,0
434,780,0,178898,0,0
435,781,0,178899,0,0
436,782,0,178899,0,0
437,839,0,0,357175,0
438,840,0,0,357175,0
439,841,0,0,357175,0
440,842,0,0,357175,0
441,843,0,0,353249,0
442,844,0,0,353249,0
443,845,0,177972,0,0
444,846,0,177972,0,0
445,847,0,177972,0,0
446,848,0,177972,0,0
448,851,0,0,357292,0
449,853,0,178899,0,0
450,854,0,177981,0,0
451,861,0,0,356252,0
452,862,0,178899,0,0
453,864,0,0,351309,0
454,865,0,0,351309,0
455,866,0,0,342837,0
456,867,0,0,342837,0
457,870,0,0,355372,0
458,871,0,0,355158,0
459,872,0,175727,0,0
460,873,0,175727,0,0
461,874,0,175727,0,0
462,875,0,175727,0,0
463,876,0,176523,0,0
464,877,0,176523,0,0
465,878,0,176523,0,0
466,879,0,0,351309,0
468,881,0,0,351309,0
469,882,0,0,351309,0
470,883,0,0,344937,0
473,886,0,0,344937,0
474,887,0,0,344937,0
475,888,0,0,344937,0
476,889,0,0,344937,0
477,890,0,0,344937,0
478,891,0,0,344937,0
479,892,0,0,356252,0
480,893,0,175727,0,0
481,894,0,0,356252,0
482,895,0,0,351309,0
483,896,0,0,351309,0
484,897,0,0,351309,0
486,899,0,0,351309,0
487,900,0,0,350878,0
488,901,0,0,350878,0
489,902,0,0,351310,0
490,903,0,0,351310,0
538,967,0,178899,0,0
539,970,0,176523,0,0
540,971,0,0,344937,0
548,986,0,0,366079,0
549,987,0,0,366079,0
550,988,0,0,366079,0
551,989,0,0,366079,0
552,998,0,0,366219,0
553,999,0,0,366219,0
554,1006,0,0,342837,0
555,1007,0,0,342837,0
556,1008,0,0,342837,0
557,1009,0,0,342837,0
558,1039,0,0,342837,0
559,1040,0,0,342837,0
560,1041,0,0,342837,0
561,1042,0,0,342837,0
562,1043,0,0,342837,0
563,1044,0,0,342837,0
564,1045,0,0,342837,0
565,1046,0,0,342837,0
566,1049,0,0,375364,0
567,1050,0,0,375364,0
568,1051,0,0,375362,0
569,1052,0,0,375362,0
570,1053,0,0,375362,0
571,1054,0,0,375362,0
572,1055,0,0,375362,0
573,1056,0,0,375362,0
574,1057,0,0,375362,0
575,1058,0,0,375362,0
576,1059,0,0,375362,0
577,1060,0,0,375362,0
578,1061,0,0,375362,0
579,1062,0,0,375362,0
580,1063,0,0,375362,0
581,1064,0,0,375362,0
582,1065,0,0,375362,0
583,1066,0,0,375362,0
584,1067,0,0,375362,0
585,1068,0,0,375362,0
586,1069,0,0,375362,0
587,1070,0,0,375362,0
588,1071,0,0,375362,0
589,1072,0,0,375362,0
590,1073,0,0,375362,0
591,1074,0,0,375362,0
592,1075,0,0,375362,0
593,1076,0,0,375362,0
594,1077,0,0,375880,0
595,1078,0,0,375880,0
596,1079,0,0,375880,0
597,1080,0,0,375880,0
598,1081,0,0,375880,0
599,1082,0,0,375880,0
600,1083,0,0,375362,0
601,1084,0,0,375362,0
602,1085,0,0,375362,0
603,1086,0,0,375362,0
604,1087,0,0,375362,0
605,1088,0,0,375362,0
606,1089,0,0,375362,0
607,1090,0,0,375362,0
608,1091,0,0,375362,0
609,1092,0,0,375362,0
610,1093,0,0,375362,0
611,1094,0,0,375362,0
612,1095,0,0,375362,0
613,1096,0,0,375362,0
614,1097,0,0,375362,0
615,1098,0,0,375362,0
616,1099,0,0,375364,0
617,1100,0,0,375364,0
618,1101,0,0,375364,0
619,1102,0,0,375364,0
620,1103,0,0,375364,0
621,1104,0,0,375364,0
622,1105,0,0,375364,0
623,1106,0,0,375364,0
624,1107,0,0,375364,0
625,1108,0,0,375364,0
626,1109,0,0,375364,0
627,1110,0,0,375364,0
628,1111,0,0,375364,0
629,1112,0,0,375364,0
630,1113,0,0,375364,0
631,1114,0,0,375364,0
632,1115,0,0,375364,0
633,1116,0,0,375364,0
634,1117,0,0,375364,0
635,1118,0,0,375364,0
636,1119,0,0,375364,0
637,1120,0,0,375364,0
638,1121,0,0,375364,0
639,1122,0,0,375364,0
640,1123,0,0,375364,0
641,1124,0,0,375364,0
642,1125,0,0,375364,0
643,1126,0,0,375364,0
644,1127,0,0,375364,0
645,1128,0,0,375364,0
646,1129,0,0,375364,0
647,1130,0,0,375364,0
648,1131,0,0,375364,0
649,1132,0,0,375364,0
650,1133,0,0,375364,0
651,1134,0,0,375364,0
652,1135,0,0,375364,0
653,1136,0,0,375364,0
654,1137,0,0,375364,0
655,1150,0,0,375364,0
656,1151,0,0,381350,0
657,1152,0,0,375364,0
658,1155,0,0,375364,0
659,1156,0,0,375364,0
660,1157,0,0,383209,0
661,1158,0,0,383209,0
662,1159,0,0,383209,0
663,1160,0,0,383209,0
665,1170,0,0,375362,0
666,1173,0,0,375880,0
667,1176,0,0,375362,0
668,1174,0,0,369365,0
669,1175,0,0,369365,0
671,1178,0,0,0,632
673,1182,0,0,375880,0
674,1185,0,0,369365,0
675,1186,0,0,370638,0
676,1187,0,0,370638,0
677,1188,0,0,370638,0
678,1189,0,0,370638,0
679,1190,0,0,370638,0
680,1191,0,0,369365,0
681,1192,0,0,375364,0
682,1193,0,0,375364,0
683,1194,0,0,375364,0
684,1195,0,0,375364,0
686,1197,0,0,384923,0
687,1198,0,0,384923,0
688,1199,0,0,370638,0
689,1200,0,0,370638,0
690,1201,0,0,375364,0
691,1202,0,0,375364,0
692,1203,0,0,375364,0
693,1204,0,0,375364,0
694,1205,0,0,375362,0
695,1212,0,0,383209,0
696,1213,0,0,375362,0
697,1214,0,0,375362,0
698,1215,0,0,375362,0
699,1216,0,0,375362,0
700,1217,0,0,375362,0
701,1218,0,0,375364,0
702,1219,0,0,375364,0
703,1220,0,0,375364,0
705,1223,0,190071,0,0
706,1224,0,0,383756,0
707,1225,0,0,1234,0
708,1226,0,0,381350,0
710,1228,0,0,374389,0
713,1231,0,0,375364,0
714,1232,0,0,375364,0
715,1233,0,0,375364,0
732,1291,0,0,392077,0
733,1292,0,0,378020,0
734,1293,0,0,342837,0
735,1294,0,0,342837,0
736,1308,0,0,342837,0
738,1309,0,0,391977,0
739,1310,0,0,391977,0
740,1311,0,0,391977,0
741,1315,0,0,392077,0
742,1316,0,0,391977,0
743,1318,0,0,375364,0
744,1319,0,0,391977,0
745,1323,0,0,391977,0
746,1324,0,0,370568,0
747,1325,0,0,370568,0
748,1326,0,0,370568,0
749,1327,0,0,370568,0
750,1328,0,0,370568,0
751,1329,0,0,370568,0
752,1330,0,0,370568,0
753,1331,0,0,370568,0
754,1332,0,0,370568,0
755,1333,0,0,370568,0
756,1334,0,0,370568,0
757,1335,0,0,370568,0
758,1336,0,0,370568,0
759,1337,0,0,370568,0
760,1338,0,0,370568,0
761,1339,0,0,370568,0
762,1340,0,0,370568,0
763,1341,0,0,370568,0
764,1342,0,0,370568,0
765,1343,0,0,370568,0
766,1344,0,0,370568,0
767,1345,0,0,370568,0
768,1346,0,0,370568,0
769,1347,0,0,370568,0
770,1348,0,0,370568,0
771,1349,0,0,370568,0
772,1350,0,0,370568,0
773,1351,0,0,370568,0
774,1352,0,0,370568,0
775,1353,0,0,370568,0
776,1354,0,0,370568,0
777,1355,0,0,370568,0
778,1356,0,0,370568,0
779,1357,0,0,370568,0
780,1358,0,0,370568,0
781,1359,0,0,370568,0
782,1360,0,0,370568,0
783,1361,0,0,370568,0
784,1362,0,0,370568,0
785,1363,0,0,370568,0
786,1364,0,0,370568,0
787,1365,0,0,370568,0
788,1366,0,0,370568,0
789,1367,0,0,370568,0
790,1368,0,0,370568,0
791,1369,0,0,370568,0
792,1370,0,0,370568,0
793,1371,0,0,370568,0
794,1372,0,0,370568,0
795,1373,0,0,370568,0
796,1374,0,0,370568,0
797,1375,0,0,370568,0
798,1376,0,0,370568,0
799,1377,0,0,370568,0
800,1378,0,0,370568,0
801,1379,0,0,370568,0
802,1380,0,0,370568,0
806,1295,0,0,391689,0
807,1388,0,0,396120,0
808,1389,0,0,396120,0
809,1390,0,0,396120,0
810,1391,0,0,396120,0
811,1396,0,0,396120,0
812,1397,0,0,342837,0
813,1398,0,0,342837,0
814,1399,0,0,342837,0
815,1400,0,0,342837,0
816,1296,0,0,391689,0
817,1297,0,0,391689,0
818,1298,0,0,391689,0
819,1299,0,0,391689,0
820,1300,0,0,391689,0
821,1302,0,0,391689,0
822,1303,0,0,391689,0
823,1304,0,0,391689,0
824,1301,0,0,391689,0
825,1305,0,0,391689,0
826,1306,0,0,391689,0
827,1307,0,0,391689,0
828,1402,0,0,375364,0
829,1403,0,0,375364,0
831,1408,0,0,342837,0
832,1412,0,0,396120,0
833,1414,0,0,396120,0
834,1415,0,0,396120,0
835,1416,0,0,391977,0
836,1417,0,0,391977,0
838,1428,0,0,389857,0
839,1429,0,0,375364,0
840,1430,0,0,375364,0
843,1433,0,0,396120,0
844,1434,0,0,396120,0
845,1435,0,0,375364,0
846,1436,0,0,375364,0
847,1437,0,0,375364,0
848,1438,0,0,375364,0
850,1460,0,0,375364,0
851,1461,0,0,396120,0
852,1462,0,0,375364,0
853,1463,0,0,359073,0
854,1464,0,0,359073,0
855,1465,0,0,359073,0
856,1466,0,0,359073,0
857,1467,0,0,359073,0
858,1468,0,0,359073,0
859,1469,0,0,359073,0
860,1470,0,0,359073,0
861,1471,0,0,359073,0
862,1472,0,0,359073,0
863,1473,0,0,359073,0
864,1474,0,0,359073,0
865,1238,0,0,357208,0
866,1242,0,0,357208,0
867,1239,0,0,357208,0
868,1244,0,0,357208,0
869,1243,0,0,357208,0
870,1475,0,0,357208,0
871,1476,0,0,357208,0
872,1477,0,0,357208,0
873,1478,0,0,357208,0
874,1241,0,0,357208,0
875,1250,0,0,357208,0
876,1249,0,0,357208,0
877,1248,0,0,357208,0
880,1481,0,0,382266,0
881,1482,0,0,382266,0
882,1483,0,0,357208,0
883,1484,0,0,382266,0
884,1485,0,0,382266,0
885,1486,0,0,382266,0
886,1487,0,0,382266,0
887,1488,0,0,382266,0
888,1489,0,0,382266,0
889,1490,0,0,355936,0
890,1491,0,0,355936,0
891,1492,0,0,355936,0
892,1493,0,0,355936,0
893,1494,0,0,355936,0
894,1495,0,0,355936,0
895,1496,0,0,355936,0
896,1497,0,0,355936,0
897,1498,0,0,355936,0
898,1499,0,0,355936,0
899,1500,0,0,355936,0
900,1501,0,0,355936,0
901,1502,0,0,355936,0
902,1503,0,0,355936,0
903,1504,0,0,355936,0
904,1505,0,0,367226,0
905,1506,0,0,367226,0
906,1507,0,0,367226,0
907,1508,0,0,367226,0
908,1509,0,0,367226,0
909,1510,0,0,367226,0
910,1511,0,0,367226,0
911,1512,0,0,367226,0
912,1513,0,0,367226,0
913,1514,0,0,367226,0
914,1515,0,0,367226,0
915,1516,0,0,367226,0
916,1517,0,0,397118,0
917,1518,0,0,397118,0
918,1524,0,190071,0,0
919,1531,0,0,382266,0
920,1536,0,0,0,0
921,1537,0,0,366219,0
924,1541,0,190071,0,0
926,1546,0,0,375364,0
927,1558,0,0,375364,0
928,1560,0,0,357208,0
929,1561,0,0,408871,0
930,1562,0,0,408871,0
931,1563,0,0,408871,0
933,1565,0,0,409305,0
934,1566,0,0,409305,0
935,1567,0,0,409305,0
936,1568,0,0,409305,0
937,1569,0,0,409305,0
938,1570,0,0,409305,0
939,1571,0,0,409305,0
940,1572,0,0,409305,0
941,1573,0,0,409305,0
942,1574,0,0,409305,0
943,1575,0,0,409305,0
944,1576,0,0,409305,0
945,1577,0,0,409305,0
946,1578,0,0,409305,0
947,1579,0,0,409305,0
948,1580,0,0,409305,0
949,1581,0,0,409305,0
950,1582,0,0,409305,0
951,1583,0,0,409305,0
952,1584,0,0,409305,0
953,1585,0,0,409305,0
954,1586,0,0,409305,0
955,1587,0,0,409305,0
956,1588,0,0,409305,0
957,1589,0,0,409305,0
960,1603,0,0,411060,0
961,1604,0,0,411060,0
962,1605,0,201934,0,0
964,1607,0,0,411060,0
965,1608,0,201934,0,0
966,1609,0,0,411060,0
967,1610,0,201934,0,0
968,1611,0,0,411060,0
969,1612,0,0,411060,0
970,1613,0,0,411060,0
971,1614,0,0,411060,0
972,1615,0,0,411060,0
973,1616,0,201773,0,0
974,1617,0,201774,0,0
975,1618,0,201773,0,0
976,1619,0,201774,0,0
977,1620,0,201773,0,0
978,1621,0,201774,0,0
979,1622,0,0,411060,0
980,1623,0,0,411060,0
981,1624,0,0,411060,0
982,1625,0,0,411060,0
983,1626,0,0,411060,0
984,1627,0,0,411060,0
985,1628,0,0,411060,0
986,1629,0,0,411060,0
987,1630,0,0,411060,0
988,1631,0,0,411060,0
989,1632,0,0,411060,0
990,1633,0,0,411060,0
991,1634,0,0,411060,0
992,1635,0,0,411060,0
993,1636,0,0,411060,0
994,1637,0,0,411060,0
995,1638,0,0,411060,0
996,1639,0,0,411060,0
997,1640,0,0,411060,0
998,1641,0,0,411060,0
999,1642,0,0,411060,0
1000,1643,0,0,411060,0
1001,1644,0,0,411060,0
1002,1645,0,0,411060,0
1003,1646,0,0,411060,0
1004,1647,0,0,411060,0
1005,1648,0,0,411060,0
1006,1649,0,0,411060,0
1007,1650,0,0,411060,0
1008,1651,0,0,411060,0
1009,1652,0,0,411060,0
1010,1653,0,0,411060,0
1011,1654,0,0,411060,0
1012,1655,0,0,411060,0
1013,1656,0,0,411060,0
1014,1657,0,0,411060,0
1015,1658,0,0,411060,0
1016,1659,0,0,411060,0
1017,1660,0,0,411060,0
1018,1661,0,0,411060,0
1019,1662,0,0,411060,0
1020,1663,0,0,408871,0
1021,1664,0,0,411863,0
1022,1665,0,0,411863,0
1025,1670,0,0,409305,0
1026,1671,0,0,409305,0
1027,1672,0,0,409305,0
1028,1673,0,0,411060,0
1030,1675,0,0,411060,0
1031,1676,0,0,411060,0
1032,1677,0,0,411060,0
1033,1678,0,0,411060,0
1034,1679,0,0,411060,0
1035,1680,0,0,411060,0
1036,1681,0,0,411060,0
1037,1682,0,0,411060,0
1038,1683,0,0,411060,0
1039,1684,0,0,411060,0
1040,1685,0,0,411060,0
1041,1686,0,0,411060,0
1042,1687,0,0,411060,0
1043,1688,0,0,411060,0
1044,1689,0,0,411060,0
1045,1690,0,0,411060,0
1046,1691,0,0,411060,0
1047,1692,0,0,411060,0
1048,1693,0,0,411060,0
1049,1694,0,0,411060,0
1050,1695,0,0,411060,0
1051,1696,0,0,411060,0
1052,1697,0,0,411060,0
1053,1698,0,0,411060,0
1054,1699,0,0,411060,0
1055,1700,0,0,411060,0
1056,1701,0,0,411060,0
1057,1702,0,0,391689,0
1058,1703,0,0,351309,0
1059,1704,0,0,413101,0
1062,1710,0,0,355936,0
1069,1719,0,0,415889,0
1070,1720,0,0,415889,0
1071,1721,0,0,415889,0
1072,1722,0,0,415889,0
1073,1723,0,0,415889,0
1074,1724,0,0,415889,0
1075,1725,0,0,415889,0
1076,1726,0,0,415889,0
1077,1727,0,0,415889,0
1078,1728,0,0,415889,0
1079,1729,0,0,415889,0
1080,1730,0,0,415889,0
1081,1731,0,0,415889,0
1082,1732,0,0,415889,0
1083,1733,0,0,415889,0
1089,1755,0,0,398646,0
1090,1756,0,0,398646,0
1092,1758,0,0,378020,0
1097,1773,0,0,408871,0
1098,1781,0,0,418590,0
1099,1782,0,0,418590,0
1100,1783,0,0,418590,0
1101,1784,0,0,421022,0
1102,1788,0,0,419095,0
1104,1792,0,0,419095,0
1105,1813,0,0,419095,0
1106,1814,0,0,419095,0
1107,1815,0,0,423719,0
1108,1816,0,0,419095,0
1109,1820,0,0,419095,0
1110,1830,0,0,419095,0
1111,1842,0,0,423719,0
1112,1843,0,0,421407,0
1113,1844,0,0,375364,0
1114,1845,0,0,375364,0
1115,1846,0,0,375364,0
1116,1847,0,0,375364,0
1117,1848,0,0,375364,0
1118,1849,0,0,375364,0
1119,1851,0,0,375364,0
1120,1853,0,0,375364,0
1121,1855,0,0,375364,0
1122,1857,0,0,375364,0
1123,1891,0,0,421407,0
1124,1892,0,0,421407,0
1125,1896,0,0,421407,0
1126,1897,0,0,421407,0
1127,1898,0,0,421407,0
1128,1899,0,0,421407,0
1129,1900,0,0,421407,0
1132,1909,0,0,375364,0
1133,1910,0,0,375364,0
1134,1915,0,0,375364,0
1135,1918,0,0,419095,0
1136,1926,0,0,430910,0
1137,1927,0,0,430910,0
1138,1928,0,0,430910,0
1139,1929,0,0,430910,0
1140,1930,0,0,430910,0
1141,1931,0,0,430910,0
1142,1932,0,0,430910,0
1143,1933,0,0,430910,0
1144,1934,0,0,430910,0
1145,1935,0,0,430910,0
1146,1936,0,0,430910,0
1147,1937,0,0,430910,0
1148,1938,0,0,430910,0
1149,1939,0,0,430910,0
1150,1940,0,0,430910,0
1151,1941,0,0,430910,0
1152,1942,0,0,430910,0
1153,1943,0,0,430910,0
1154,1958,0,0,391528,0
1156,1961,0,0,411060,0
1163,1971,0,0,409305,0
1166,1976,0,0,443942,0
1167,1977,0,0,443942,0
1168,1978,0,0,375362,0
1170,1982,0,0,444934,0
1171,1983,0,0,444934,0
1172,1984,0,0,444934,0
1173,1985,0,0,444934,0
1174,1986,0,0,445786,0
1175,1987,0,0,446011,0
1176,1988,0,0,446011,0
1177,1989,0,0,392077,0
1178,1990,0,0,411060,0
1180,1999,0,0,446659,0
1181,2000,0,0,446659,0
1182,2001,0,0,446659,0
1183,2002,0,0,446659,0
1184,2003,0,0,446659,0
1185,2004,0,0,446659,0
1186,2005,0,0,446659,0
1187,2006,0,0,446659,0
1188,2007,0,0,446659,0
1189,2008,0,0,446659,0
1190,2009,0,0,446659,0
1191,2010,0,0,446659,0
1192,2011,0,0,446659,0
1193,2012,0,0,446659,0
1194,2013,0,0,446659,0
1195,2014,0,0,446659,0
1196,2015,0,0,446659,0
1197,2016,0,0,446659,0
1198,2017,0,0,446659,0
1199,2018,0,0,446659,0
1200,2019,0,0,446659,0
1201,2020,0,0,446659,0
1202,2021,0,0,446659,0
1203,2022,0,0,446659,0
1204,2023,0,0,446659,0
1205,2024,0,0,446659,0
1206,2025,0,0,446659,0
1207,2026,0,0,446659,0
1208,2027,0,0,446659,0
1209,2028,0,0,446659,0
1210,2029,0,0,446659,0
1211,2030,0,0,446659,0
1212,2031,0,0,446659,0
1213,2032,0,0,446659,0
1214,2033,0,0,446659,0
1215,2034,0,0,446659,0
1216,2035,0,0,446659,0
1217,2036,0,0,446659,0
1218,2037,0,0,446659,0
1219,2038,0,0,446659,0
1220,2039,0,0,446659,0
1221,2041,0,0,392077,0
1222,2042,0,0,392077,0
1223,2044,0,0,449462,0
1224,2045,0,0,449462,0
1226,2047,0,0,449462,0
1227,2048,0,0,449462,0
1228,2049,0,0,449462,0
1229,2050,0,0,449462,0
1230,2051,0,0,446659,0
1231,2052,0,0,411060,0
1233,2054,0,0,433413,0
1234,2056,0,0,433413,0
1235,2057,0,0,446011,0
1236,2058,0,0,446659,0
1237,2059,0,0,446659,0
1238,2060,0,0,446659,0
1239,2061,0,0,446659,0
1240,2062,0,0,446659,0
1241,2063,0,0,446659,0
1242,2064,0,0,446659,0
1243,2065,0,0,446659,0
1244,2066,0,0,446659,0
1245,2067,0,0,446659,0
1246,2078,0,0,446659,0
1247,2079,0,0,446659,0
1248,2080,0,0,446659,0
1249,2081,0,0,446659,0
1250,2082,0,0,446659,0
1251,2083,0,0,446659,0
1252,2084,0,0,446659,0
1253,2085,0,0,446659,0
1254,2105,0,0,453620,0
1255,2122,0,0,453620,0
1256,2123,0,0,453620,0
1257,2124,0,0,453620,0
1258,2125,0,0,453620,0
1259,2126,0,0,453620,0
1268,2153,0,0,453620,0
1269,2154,0,0,453620,0
1270,2155,0,0,453620,0
1271,2156,0,0,453620,0
1272,2157,0,0,453620,0
1273,2158,0,0,453620,0
1274,2159,0,0,453620,0
1275,2160,0,0,378020,0
1276,2162,0,0,453620,0
1277,2164,0,0,453620,0
1278,2166,0,0,453620,0
1279,2167,0,0,453620,0
1280,2168,0,0,453620,0
1281,2169,0,0,453620,0
1282,2170,0,0,453620,0
1283,2171,0,0,453620,0
1284,2182,0,0,378020,0
1285,2184,0,0,454853,0
1286,2185,0,0,378020,0
1287,2195,0,0,454779,0
1288,2196,0,0,454779,0
1289,2197,0,0,454779,0
1290,2198,0,0,454779,0
1291,2203,0,0,391977,0
1293,2205,0,0,375364,0
1294,2206,0,0,375364,0
1297,2231,0,0,455589,0
1298,2232,0,0,455589,0
1299,2244,0,0,455589,0
1300,2256,0,0,375364,0
1301,2257,0,0,375364,0
1302,2258,0,0,375364,0
1303,2259,0,0,375364,0
1304,2261,0,0,462021,0
1321,2281,0,0,392077,0
1322,2282,0,0,411060,0
1323,2283,0,0,392077,0
1325,2285,0,227720,0,0
1326,2286,0,227720,0,0
1328,2292,0,0,375362,0
1330,2294,0,0,375362,0
1335,2302,0,0,436344,0
1336,2303,0,0,436344,0
1337,2304,0,0,436344,0
1338,2305,0,0,436344,0
1343,2310,0,0,436344,0
1345,2312,0,0,436344,0
1346,2313,0,0,436344,0
1347,2314,0,0,436344,0
1348,2315,0,0,436344,0
1349,2316,0,0,436344,0
1350,2317,0,0,436344,0
1351,2318,0,0,436344,0
1352,2319,0,0,436344,0
1353,2320,0,0,436344,0
1354,2321,0,0,436344,0
1355,2322,0,0,436344,0
1356,2323,0,0,436344,0
1357,2324,0,0,436344,0
1358,2325,0,0,436344,0
1359,2326,0,0,436344,0
1360,2327,0,0,392077,0
1361,2328,0,0,392077,0
1363,2330,0,0,392077,0
1364,2366,0,0,411060,0
1365,2367,0,0,411060,0
1366,2376,0,0,375364,0
1367,2377,0,0,375364,0
1369,2379,0,0,461417,0
1370,2380,0,0,461417,0
