ID,BattlePetAbilityTurnID,OrderIndex,BattlePetEffectPropertiesID,AuraBattlePetAbilityID,BattlePetVisualID,Param[0],Param[1],Param[2],Param[3],Param[4],Param[5]
421,394,1,26,222,0,0,100,1,0,0,0
422,396,1,85,0,0,161,0,0,0,0,0
423,397,1,24,0,389,30,100,0,0,0,0
424,397,2,177,0,0,149,0,0,0,0,0
425,398,1,178,927,0,1,100,1,149,0,1
426,399,1,24,0,0,10,100,0,0,0,0
427,399,2,158,0,0,0,0,0,0,0,0
428,399,3,24,0,0,10,50,0,0,0,0
429,401,1,23,0,605,9,100,0,0,0,0
430,402,1,24,0,0,7,100,1,0,0,0
431,403,1,54,231,130,0,100,5,0,0,0
432,404,1,27,0,0,10,100,10,30,0,0
433,404,2,177,0,0,149,0,0,0,0,0
438,405,1,23,0,0,1,100,0,0,0,0
439,406,1,22,0,0,0,100,0,0,0,0
448,422,1,23,0,37,10,100,20,0,0,0
449,423,1,23,0,37,20,100,20,0,0,0
450,424,1,23,0,37,40,100,20,0,0,0
451,425,1,26,246,0,0,100,2,0,0,0
452,427,1,24,0,0,15,100,0,0,0,0
453,427,2,52,248,0,1,100,2,0,0,0
454,428,1,24,0,571,10,100,0,1,0,0
455,428,2,29,0,571,10,100,0,64,0,0
456,430,1,26,251,0,0,200,4,0,0,0
457,431,1,24,0,0,15,100,0,0,0,0
458,433,1,23,0,0,10,100,0,0,0,0
459,432,1,63,255,0,0,100,2,0,0,0
460,434,1,24,0,0,45,100,0,0,0,0
461,436,1,24,0,498,6,100,0,0,0,0
462,438,1,22,0,0,0,100,0,0,0,0
463,439,1,22,0,0,0,100,0,0,0,0
464,437,1,26,260,0,0,100,2,0,0,0
465,441,1,26,261,0,0,100,1,0,0,0
468,444,1,26,262,0,0,100,2,0,0,0
469,446,1,52,264,0,0,100,2,0,0,0
470,446,2,24,0,0,20,100,0,0,0,0
473,448,1,23,0,0,6,100,0,0,0,0
474,449,1,63,267,0,0,100,5,0,0,0
477,448,2,171,0,0,6,100,61,61,0,0
479,457,1,50,271,0,0,100,4,0,0,0
480,458,1,62,0,387,6,100,0,0,0,0
484,464,1,22,0,0,0,100,0,0,0,0
485,465,1,53,0,0,50,100,0,0,0,0
486,463,1,63,274,0,0,100,1,0,0,0
487,466,1,59,0,0,30,100,0,0,0,0
488,467,1,66,0,0,20,100,100,0,0,0
489,468,1,24,0,0,1,100,0,0,0,0
493,471,1,67,0,0,100,0,0,0,0,0
494,472,1,26,833,0,0,100,2,0,0,0
495,473,1,22,0,0,0,100,0,0,0,0
496,474,1,23,0,0,70,100,20,0,0,0
498,475,1,26,280,0,0,100,1,0,0,0
499,479,1,68,0,0,40,100,0,0,0,0
500,479,2,135,0,0,100,100,0,0,0,0
501,480,1,26,284,0,0,100,1,0,0,0
502,482,1,26,285,0,0,100,3,0,0,0
503,483,1,80,288,0,0,100,3,0,0,0
504,485,1,72,289,0,30,100,0,0,0,0
505,486,1,74,0,0,0,100,0,0,0,0
506,487,1,31,0,0,35,1,0,0,0,0
507,487,2,31,0,0,68,1,0,0,0,0
508,488,1,75,294,527,45,100,0,0,0,0
509,490,1,53,0,0,100,100,0,0,0,0
510,492,1,76,296,0,45,100,0,0,0,0
511,493,1,23,0,541,12,100,20,0,0,0
512,493,2,23,0,541,12,100,20,0,0,0
513,493,3,23,0,541,12,100,20,0,0,0
514,494,1,24,0,238,10,100,0,0,0,0
515,494,2,24,0,238,6,100,0,0,0,0
516,494,3,24,0,238,6,100,0,0,0,0
517,496,1,77,300,0,45,100,1,0,0,0
518,497,1,79,0,0,70,1,0,10,0,0
519,498,1,78,302,0,12,70,10,70,0,0
520,499,1,24,0,0,30,100,0,0,0,0
523,502,1,50,220,0,0,100,30,100,0,0
525,487,3,28,174,0,0,100,100,0,0,0
526,503,1,50,306,0,0,100,5,0,0,0
527,505,1,24,0,0,15,100,0,0,0,0
528,505,2,177,0,0,149,0,0,0,0,0
529,506,1,24,0,0,10,100,0,0,0,0
530,508,1,26,309,0,0,100,5,0,0,0
531,510,1,26,311,0,0,100,1,0,0,0
532,512,1,50,313,0,0,100,10,0,0,0
533,514,1,179,0,0,3,100,0,0,0,0
534,513,1,26,316,0,0,100,5,0,0,0
535,515,1,179,0,0,5,100,0,0,0,0
536,516,1,26,317,0,0,100,5,0,0,0
537,517,1,24,0,0,7,100,0,0,0,0
538,517,2,24,0,0,7,100,0,0,0,0
539,517,3,24,0,0,7,100,0,0,0,0
540,517,4,85,0,0,69,100,0,0,0,0
541,517,5,85,0,0,69,100,0,0,0,0
542,519,1,50,320,491,0,100,9,0,0,0
543,519,2,159,0,0,0,0,0,0,0,0
544,519,3,50,320,491,0,100,9,0,0,0
545,519,4,159,0,0,0,0,0,0,0,0
546,521,1,86,322,0,25,100,2,324,2,0
547,523,1,150,326,0,0,100,0,0,0,0
548,526,1,22,0,0,0,100,0,0,0,0
549,527,1,22,0,0,0,100,0,0,0,0
550,528,1,26,329,0,0,100,-1,0,0,0
551,529,1,24,0,0,5,100,0,0,0,0
552,529,2,24,0,0,5,100,0,0,0,0
553,529,3,24,0,0,5,100,0,0,0,0
554,530,1,24,0,0,5,100,0,0,0,0
555,530,2,24,0,0,5,100,0,0,0,0
556,530,3,24,0,0,5,100,0,0,0,0
557,525,1,26,328,0,0,100,-1,0,0,0
561,531,1,26,331,0,0,200,2,0,0,0
562,535,1,24,0,0,5,100,0,0,0,0
563,531,2,26,332,0,0,100,2,0,0,0
564,537,1,28,333,0,0,100,0,0,0,0
568,490,2,53,0,0,100,100,0,0,0,0
569,542,1,24,0,0,15,100,0,0,0,0
570,305,1,26,340,0,0,100,1,0,0,0
571,306,2,49,340,0,200,0,0,0,0,0
573,535,2,24,0,0,5,100,0,1,0,0
574,323,1,26,341,0,0,100,1,0,0,0
575,324,2,49,341,0,200,0,0,0,0,0
579,548,1,24,0,0,30,100,0,0,0,0
580,548,2,158,0,0,0,0,0,0,0,0
581,550,1,24,0,526,10,100,0,0,0,0
582,551,1,178,927,0,1,100,1,149,0,1
583,552,1,222,0,0,22,100,60,0,0,0
584,553,1,178,927,0,1,100,1,149,0,1
585,554,1,24,0,571,5,100,0,0,0,0
586,555,1,24,0,571,7,50,0,0,0,0
588,557,1,76,353,0,45,100,0,0,0,0
589,558,1,24,0,0,10,100,0,0,0,0
590,558,2,158,0,0,0,0,0,0,0,0
591,558,3,24,0,0,10,66,0,0,0,0
592,559,1,24,0,0,20,100,0,0,0,0
593,560,1,24,0,0,10,100,0,0,0,0
594,561,1,24,0,0,6,100,1,0,0,0
595,562,1,54,358,0,0,100,6,0,0,0
596,563,1,24,0,0,10,100,0,0,0,0
597,563,2,158,0,0,0,0,0,0,0,0
598,563,3,24,0,0,10,50,0,0,0,0
599,565,1,50,1725,0,0,100,2,0,0,0
601,567,1,24,0,0,15,100,0,0,0,0
602,567,2,26,544,0,0,100,1,0,0,0
603,569,1,26,365,0,0,100,9,0,0,0
604,570,1,222,0,0,22,100,60,0,0,0
605,571,1,24,0,0,5,100,1,0,0,0
606,572,1,54,368,0,0,100,3,0,0,0
607,574,1,24,0,0,10,100,0,0,0,0
616,584,1,24,0,0,10,100,0,0,0,0
617,585,1,24,0,0,30,100,0,0,0,0
618,585,2,177,0,0,149,0,0,0,0,0
619,586,1,24,0,518,10,100,0,0,0,0
620,586,2,62,0,518,10,100,0,0,0,0
621,587,1,24,0,0,20,100,0,0,0,0
622,588,1,24,0,0,5,100,1,0,0,0
623,589,1,24,0,0,14,100,0,0,0,0
624,589,2,54,379,0,1,100,3,0,0,0
625,590,1,24,0,503,5,100,0,0,0,0
626,591,1,24,0,0,10,100,0,0,0,0
627,592,1,24,0,0,10,100,0,0,0,0
630,593,1,24,0,0,20,100,0,0,0,0
631,594,1,22,0,0,0,100,0,0,0,0
632,595,1,22,0,0,0,100,0,0,0,0
634,597,1,26,385,0,0,100,3,0,0,0
635,598,1,24,0,550,7,100,0,0,0,0
636,598,2,24,0,550,7,100,0,0,0,0
637,598,3,24,0,550,14,100,0,0,0,0
638,599,1,24,0,550,7,100,0,0,0,0
639,599,2,24,0,550,7,100,0,0,0,0
640,599,3,24,0,550,14,100,0,0,0,0
641,600,1,24,0,550,7,100,0,1,0,0
642,600,2,24,0,550,7,100,0,1,0,0
643,600,3,24,0,550,14,100,0,0,0,0
645,602,1,24,0,0,10,100,0,0,0,0
646,603,1,24,0,0,40,50,0,0,0,0
647,605,1,85,0,0,161,0,0,0,0,0
648,606,1,222,0,0,22,100,60,0,0,0
649,607,1,24,0,0,10,100,0,0,0,0
650,608,1,23,0,583,7,100,0,0,0,0
651,609,1,26,395,0,0,100,5,0,0,0
652,610,1,24,0,0,2,100,1,0,0,0
653,611,1,24,0,0,10,100,0,0,0,0
654,611,2,54,379,0,1,100,5,0,0,0
657,614,1,50,399,0,0,100,1,0,0,0
658,615,1,22,0,0,0,100,0,0,0,0
659,616,1,22,0,0,0,100,0,0,0,0
660,617,1,24,0,0,30,100,0,0,0,0
661,617,2,178,927,0,1,100,1,149,1,0
662,618,1,50,401,0,0,100,2,0,0,0
663,620,1,24,0,604,15,100,0,0,0,0
664,621,1,24,0,0,20,100,0,0,0,0
665,622,1,222,0,0,22,100,60,0,0,0
666,623,1,26,737,0,0,100,1,0,0,0
667,624,1,222,0,0,30,100,40,0,0,0
668,624,2,49,737,0,100,0,0,0,0,0
669,625,1,24,0,0,5,100,0,0,0,0
670,626,1,26,408,0,0,100,9,0,0,0
671,627,1,24,0,0,5,100,1,0,0,0
672,628,1,24,0,0,12,100,0,0,0,0
673,628,2,54,491,0,1,100,4,0,0,0
674,629,1,24,0,0,15,100,0,0,0,0
675,630,1,24,0,0,15,100,0,0,0,0
676,630,2,29,0,0,10,100,0,52,0,0
677,631,1,24,0,0,20,100,0,0,0,0
678,631,2,52,848,0,1,100,2,0,0,0
679,633,1,24,0,0,10,100,0,0,0,0
680,634,1,22,0,0,0,100,0,0,0,0
681,635,1,22,0,0,0,100,0,0,0,0
682,636,1,22,0,0,0,100,0,0,0,0
684,637,1,50,417,0,0,100,3,0,0,0
685,638,1,24,0,571,7,100,0,0,0,0
686,638,2,24,0,571,7,100,0,0,0,0
687,638,3,24,0,571,7,100,0,0,0,0
688,638,4,85,0,0,69,100,0,0,0,0
689,638,5,85,0,0,69,100,0,0,0,0
690,639,1,24,0,0,10,100,0,0,0,0
691,639,2,158,0,0,0,0,0,0,0,0
692,639,3,24,0,0,10,66,0,0,0,0
693,640,1,27,0,0,15,100,5,25,0,0
694,641,1,222,0,0,22,100,60,0,0,0
695,642,1,96,0,0,40,50,0,77,0,0
696,643,1,222,0,0,22,100,60,0,0,0
697,645,1,26,425,0,0,100,5,0,0,0
698,646,1,25,0,0,20,20,0,0,0,0
710,648,1,222,0,0,21,100,40,0,0,0
711,650,1,26,430,0,0,100,5,0,0,0
712,651,1,222,0,0,21,100,40,0,0,0
713,652,1,150,434,0,0,100,0,0,0,0
714,655,1,26,435,0,0,100,5,0,0,0
715,656,1,222,0,0,22,100,60,0,0,0
716,658,1,150,438,0,0,100,0,0,0,0
717,659,1,26,311,0,0,100,1,0,0,0
718,660,1,24,0,533,10,100,0,0,0,0
719,660,2,158,0,0,0,0,0,0,0,0
720,660,3,24,0,533,10,50,0,0,0,0
721,661,1,96,0,0,40,50,0,82,0,0
722,663,1,150,443,0,0,100,0,0,0,0
723,664,1,24,0,0,20,100,0,0,0,0
724,665,1,24,0,387,5,100,1,0,0,0
725,666,1,24,0,0,10,100,0,0,0,0
726,666,2,54,446,0,1,100,2,0,0,0
727,668,1,24,0,0,10,100,0,0,0,0
728,668,2,32,0,37,100,100,0,0,0,0
729,669,1,222,0,0,32,100,60,0,0,0
730,670,1,68,0,0,50,100,0,0,0,0
731,671,1,24,0,0,20,100,0,0,0,0
732,672,1,24,0,0,45,100,0,0,0,0
733,674,1,24,0,0,10,100,0,0,0,0
734,674,2,158,0,0,0,0,0,0,0,0
735,674,3,24,0,0,10,50,0,0,0,0
736,675,1,222,0,0,25,100,40,0,0,0
737,675,2,85,0,0,69,100,0,0,0,0
738,675,3,85,0,0,69,100,0,0,0,0
739,676,1,24,0,0,20,100,0,0,0,0
740,678,1,76,458,0,45,100,0,0,0,0
741,679,1,24,0,0,45,100,0,0,0,0
742,680,1,24,0,0,20,100,0,0,0,0
743,680,2,29,0,543,20,100,0,82,0,0
744,682,1,24,0,0,10,100,0,0,0,0
745,684,1,150,464,0,0,100,0,0,0,0
746,685,1,24,0,0,20,100,0,0,0,0
747,686,1,121,0,0,50,0,0,0,0,0
748,687,1,54,469,0,0,100,2,0,0,0
749,688,1,24,0,0,5,100,1,0,0,0
750,689,1,24,0,0,10,100,1,0,0,0
751,690,1,24,0,0,15,100,1,0,0,0
752,692,1,24,0,0,10,100,0,0,0,0
753,692,2,50,470,0,1,100,1,0,0,0
754,693,1,24,0,406,15,100,0,0,0,0
755,693,2,29,0,407,10,100,28,0,0,0
756,694,1,27,0,0,15,100,5,25,0,0
757,695,1,24,0,0,15,100,0,0,0,0
758,695,2,177,0,0,149,0,0,0,0,0
759,696,1,24,0,0,20,100,0,0,0,0
760,696,2,50,154,0,1,100,4,0,0,0
761,698,1,24,0,0,20,100,0,0,0,0
762,699,1,24,0,0,20,100,0,0,0,0
763,700,1,150,480,0,0,100,0,0,0,0
764,702,1,222,0,0,25,100,40,0,0,0
765,702,2,177,0,0,149,0,0,0,0,0
766,703,1,24,0,0,18,200,0,0,0,0
767,704,1,24,0,397,20,100,0,0,0,0
768,704,2,29,0,398,10,100,54,0,0,0
769,705,1,24,0,0,20,100,0,0,0,0
770,707,1,24,0,0,10,100,0,0,0,0
771,707,2,50,153,0,1,100,2,0,0,0
772,709,1,26,487,0,0,100,2,0,0,0
773,710,1,222,0,0,25,100,40,0,0,0
774,711,1,222,0,0,25,100,40,0,0,0
775,712,1,222,0,0,25,100,40,0,0,0
776,714,1,24,0,0,5,100,1,0,0,0
777,715,1,24,491,0,15,100,0,0,0,0
778,716,1,222,0,0,21,100,40,0,0,0
780,720,1,50,496,0,0,100,1,0,0,0
782,722,1,49,498,0,100,0,0,0,0,0
783,723,1,178,926,0,1,100,2,149,0,1
784,724,1,49,496,0,100,0,0,0,0,0
785,725,1,222,0,0,21,100,40,0,0,0
786,726,1,24,0,0,4,100,1,0,0,0
787,727,1,24,0,0,16,100,0,0,0,0
788,727,2,54,500,0,1,100,4,0,0,0
789,728,1,24,0,0,5,100,1,0,0,0
790,729,1,24,0,0,15,100,0,0,0,0
791,729,2,54,502,0,1,100,2,0,0,0
792,730,1,24,0,0,15,100,0,0,0,0
793,732,1,24,0,0,10,100,0,0,0,0
794,733,1,24,0,571,10,50,0,1,0,0
795,733,2,24,0,571,10,50,0,1,0,0
796,734,1,222,0,0,25,100,40,0,0,0
797,734,2,177,0,0,149,0,0,0,0,0
798,735,1,24,0,0,15,100,0,0,0,0
799,736,1,23,0,0,8,100,0,0,0,0
800,737,1,63,510,0,0,100,3,0,0,0
801,740,1,24,0,0,30,100,0,0,0,0
802,740,2,52,248,0,0,100,2,0,0,0
803,741,1,50,512,0,0,100,2,0,0,0
804,743,1,24,0,547,10,100,0,0,0,0
805,745,1,96,0,0,40,50,0,82,0,0
806,746,1,66,0,0,30,100,100,0,0,0
808,749,1,26,520,0,0,100,3,0,0,0
810,752,1,24,0,0,10,100,0,0,0,0
811,753,1,222,0,0,21,100,40,0,0,0
812,755,1,50,526,0,0,100,4,1,0,0
813,756,1,24,0,0,20,100,0,0,0,0
814,757,1,24,0,0,40,50,0,0,0,0
817,760,1,24,0,0,30,100,0,0,0,0
818,760,2,158,0,0,0,0,0,0,0,0
819,277,2,24,0,0,10,100,0,0,0,0
820,277,3,24,0,12,20,100,0,0,0,0
821,761,1,23,0,0,24,100,20,0,0,0
822,761,2,100,0,0,12,100,10,10,20,0
823,761,3,100,0,0,12,100,10,10,20,0
827,763,1,24,0,0,17,100,0,0,0,0
828,763,2,158,0,0,0,0,0,0,0,0
829,560,2,50,154,0,1,100,4,0,0,0
830,301,2,50,154,0,1,100,4,0,0,0
831,764,1,26,543,0,0,100,2,0,0,0
832,765,1,49,537,0,100,0,0,0,0,0
833,715,2,50,537,0,1,100,-1,1,0,0
834,766,1,24,0,0,15,100,0,0,0,0
835,766,2,104,0,37,30,100,0,1,20,0
836,767,1,24,0,0,15,100,0,0,0,0
837,767,2,104,0,37,30,100,0,1,20,0
840,431,2,59,0,0,10,100,0,0,0,0
841,769,1,23,0,439,15,100,20,0,0,0
842,769,2,23,0,439,15,100,20,0,0,0
843,769,3,23,0,439,15,100,20,0,0,0
844,770,1,22,0,0,0,100,0,0,0,0
845,771,1,156,0,0,1,0,0,0,0,0
846,772,1,26,540,0,0,100,1,0,0,0
850,773,1,49,543,0,100,0,0,0,0,0
853,629,2,158,0,0,0,0,0,0,0,0
854,313,2,24,0,571,3,100,0,1,0,0
855,313,3,24,0,571,3,100,0,1,0,0
856,313,4,50,542,0,0,100,2,0,0,0
857,314,2,24,0,571,5,100,0,1,0,0
858,314,3,24,0,571,5,100,0,1,0,0
859,314,4,50,542,0,0,100,2,0,0,0
860,315,2,24,0,571,7,100,0,1,0,0
861,315,3,24,0,571,7,100,0,1,0,0
862,315,4,50,542,0,0,100,2,0,0,0
863,359,2,24,0,571,3,100,0,1,0,0
864,359,3,24,0,571,3,100,0,1,0,0
865,359,4,50,542,0,0,100,2,1,0,0
866,360,1,24,0,571,5,100,0,0,0,0
867,360,2,24,0,571,5,100,0,1,0,0
868,360,3,24,0,571,5,100,0,1,0,0
869,360,4,50,542,0,0,100,2,1,0,0
870,361,1,24,0,571,7,100,0,0,0,0
871,361,2,24,0,571,7,100,0,1,0,0
872,361,3,24,0,571,7,100,0,1,0,0
873,361,4,50,542,0,0,100,2,1,0,0
874,355,1,24,0,0,15,100,0,0,0,0
875,355,2,26,195,0,0,100,1,0,0,0
879,367,2,158,0,0,0,0,0,0,0,0
880,367,3,24,0,0,10,50,0,0,0,0
883,369,1,24,0,0,45,100,0,0,0,0
885,371,1,24,0,0,27,100,0,0,0,0
886,778,1,49,207,0,200,0,0,0,0,0
893,781,1,31,0,0,114,1,0,0,0,0
894,782,1,31,0,0,114,1,0,0,0,0
895,555,2,24,0,571,8,50,0,0,0,0
896,555,3,24,0,571,7,50,0,0,0,0
897,555,4,24,0,571,8,50,0,0,0,0
907,434,2,80,257,0,0,200,5,0,0,0
910,555,5,50,351,0,0,200,2,0,0,0
912,785,1,24,0,0,1,100,0,0,0,0
913,732,2,26,505,0,0,100,1,0,0,0
914,312,2,26,161,0,0,100,3,0,0,0
919,787,1,25,0,0,0,100,0,0,0,0
956,816,1,62,0,0,200,100,0,0,0,0
957,818,1,26,830,0,0,100,1,0,0,0
958,819,1,222,0,0,30,100,40,0,0,0
959,819,2,49,830,0,100,0,0,0,0,0
960,824,1,178,734,0,1,100,1,149,0,1
961,828,1,23,0,0,30,100,20,0,0,0
962,831,1,26,577,0,0,100,9,0,0,0
963,835,1,178,926,0,1,100,2,149,0,1
964,836,1,24,0,597,3,100,0,0,0,0
965,836,2,24,0,597,3,100,0,0,0,0
966,836,3,24,0,597,3,100,0,0,0,0
967,836,4,50,542,0,0,100,2,0,0,0
968,837,1,24,0,597,5,100,0,0,0,0
969,837,2,24,0,597,5,100,0,0,0,0
970,837,3,24,0,597,5,100,0,0,0,0
971,837,4,50,542,0,0,100,2,0,0,0
972,838,1,24,0,597,7,100,0,0,0,0
973,838,2,24,0,597,7,100,0,0,0,0
974,838,3,24,0,597,7,100,0,0,0,0
975,838,4,50,542,0,0,100,2,0,0,0
977,841,1,24,0,0,20,100,0,0,0,0
978,842,1,24,0,0,10,100,0,0,0,0
979,842,2,26,161,0,0,100,3,0,0,0
980,843,1,24,0,0,40,100,0,0,0,0
981,845,1,26,341,0,0,100,1,0,0,0
982,846,1,222,0,0,30,100,40,0,0,0
983,846,2,49,341,0,100,100,0,0,0,0
984,847,1,141,0,596,24,100,54,4,0,0
985,850,1,50,591,0,0,100,5,0,0,0
986,851,1,24,0,0,50,100,0,0,0,0
987,851,2,52,248,0,0,100,2,0,0,0
988,852,1,31,0,0,114,1,0,0,0,0
989,853,1,31,0,0,114,1,0,0,0,0
990,855,1,24,0,0,27,100,0,0,0,0
991,855,2,80,596,0,0,200,9,0,0,0
992,857,1,26,823,0,0,100,5,0,0,0
993,858,1,26,599,0,0,100,2,0,0,0
994,859,1,23,0,363,10,100,20,0,0,0
995,860,1,23,0,363,20,100,20,0,0,0
996,861,1,23,0,363,40,100,20,0,0,0
997,862,1,52,927,0,0,100,1,0,0,0
1002,866,1,50,601,0,0,100,3,0,0,0
1003,867,1,26,604,0,0,100,5,0,0,0
1004,868,1,22,0,0,0,100,0,0,0,0
1005,869,1,22,2372,0,0,0,0,0,0,0
1006,870,1,50,2372,0,0,200,1,0,0,0
1008,871,1,50,605,0,0,100,2,0,0,0
1009,872,1,24,0,0,45,50,0,0,0,0
1010,873,1,27,0,0,15,100,5,25,0,0
1011,874,1,24,0,0,45,50,0,0,0,0
1012,876,1,26,610,0,0,100,9,0,0,0
1013,877,1,28,341,0,0,100,1,0,0,0
1014,878,1,222,0,0,30,100,40,0,0,0
1015,878,2,49,341,0,100,100,0,0,0,0
1016,880,1,24,0,571,10,100,0,0,0,0
1017,880,2,26,613,0,0,100,3,0,0,0
1018,881,1,24,0,0,10,10,0,0,0,0
1019,882,1,24,0,579,15,100,0,0,0,0
1020,883,1,24,0,0,10,100,0,0,0,0
1021,883,2,158,0,0,0,0,0,0,0,0
1022,883,3,24,0,0,10,50,0,0,0,0
1059,899,1,24,0,0,35,100,0,0,0,0
1060,899,2,158,0,0,0,0,0,0,0,0
1062,901,1,22,0,0,0,100,0,0,0,0
1063,902,1,22,0,0,0,100,0,0,0,0
1064,903,1,24,0,0,30,100,0,0,0,0
1065,903,2,178,927,0,1,100,1,149,1,1
1066,904,1,50,623,0,0,100,2,0,0,0
