ID,Position[0],Position[1],Position[2],SoundEmittersID
1824,941.80554,3387.1746,154.71332,5098
1825,943.35767,3380.179,125.532,5098
1826,1101.3524,3207.4827,130.32153,5103
1827,1115.9705,3212.0686,187.07794,5103
1828,1150.3351,3105.3247,180.5233,5108
1829,1142.3942,3113.3525,145.24974,5108
1830,1140.8872,3115.3308,125.78585,5108
1831,732.6233,3092.5278,115.48439,5118
1832,725.1215,3076.1165,67.70901,5118
1833,703.8993,3137.6233,120.48188,5121
1834,692.1215,3138.9739,89.59258,5121
1835,744.8108,3233.1729,106.31516,5122
1836,731.66144,3235.1763,67.52973,5122
1837,534.2656,452.21353,297.63687,5142
1838,529.8698,453.7066,246.2893,5142
1839,514.7691,462.3837,242.54245,5143
1840,503.092,473.39236,159.10936,5143
1841,514.13196,437.36285,242.59685,5144
1842,505.74652,429.42535,216.5916,5144
1843,486.25174,427.29688,215.3028,5146
1844,471.6736,426.46182,146.56076,5146
1887,-1538.8837,-57.55903,178.424,5267
1888,-1540.2656,-26.092014,150.67992,5267
1889,-1570.9584,-24.135416,131.65492,5267
1890,-1586.9791,-58.977432,114.91661,5267
1896,717.9167,-190.15451,393.05643,5286
1897,697.69965,-197.24306,383.11298,5286
1898,682.9757,-201.01389,372.79337,5286
1911,-773.1528,1145.776,139.14987,5295
1912,-764.2118,1112.7743,139.14098,5295
1913,-739.1389,1088.191,139.13895,5295
1914,-779.184,1142.0868,171.31001,5294
1915,-764.4531,1096.8993,175.47969,5294
1916,-731.0903,1084.9601,176.73772,5294
1918,-766.35767,1156.1354,153.2068,4333
1919,-765.3941,1145.231,152.96964,4333
1920,-755.8143,1099.191,162.57887,4333
1921,-736.3507,1089.0226,162.33287,4333
1926,3751.1145,872.2292,470.11563,5317
1927,3719.1848,872.17535,470.22964,5317
1928,3752.362,806.5243,470.11563,5318
1929,3719.1848,806.3785,470.22964,5318
1948,3859.5383,3148.382,789.4073,5354
1949,3877.5781,3132.6753,777.1166,5354
1950,3902.256,3110.5286,773.4067,5354
1951,2191.6545,3794.4358,277.34998,5372
1952,2212.7222,3804.6501,289.26602,5372
1953,2239.007,3823.941,301.59457,5372
1954,2228.5452,3856.592,320.7617,5372
1955,2245.7656,3876.1216,333.08453,5372
1956,2191.6545,3794.4358,277.34998,5373
1957,2212.7222,3804.6501,289.26602,5373
1958,2239.007,3823.941,301.59457,5373
1959,2228.5452,3856.592,320.7617,5373
1960,2245.7656,3876.1216,333.08453,5373
1961,2913.8672,-2467.6182,18.433296,5376
1962,2900.4514,-2438.9463,17.485466,5376
1963,1248.2379,-61.092014,475.547,5401
1964,1418.6216,55.32639,475.55496,5401
1965,1534.3368,135.00348,475.29135,5401
1966,1550.106,193.52779,475.75418,5401
1967,1612.5729,233.48785,475.87863,5401
1968,1383.7084,-49.932293,475.15668,5402
1969,1500.0452,-193.34549,467.89056,5402
1972,1383.7084,-49.932293,475.15668,5404
1973,1500.0452,-193.34549,467.89056,5404
1974,1248.2379,-61.092014,475.547,5405
1975,1418.6216,55.32639,475.55496,5405
1976,1534.3368,135.00348,475.29135,5405
1977,1550.106,193.52779,475.75418,5405
1978,1612.5729,233.48785,475.87863,5405
1979,1383.7084,-49.932293,475.15668,5406
1980,1500.0452,-193.34549,467.89056,5406
1981,1248.2379,-61.092014,475.547,5407
1982,1418.6216,55.32639,475.55496,5407
1983,1534.3368,135.00348,475.29135,5407
1984,1550.106,193.52779,475.75418,5407
1985,1612.5729,233.48785,475.87863,5407
1986,1248.2379,-61.092014,475.547,5408
1987,1418.6216,55.32639,475.55496,5408
1988,1534.3368,135.00348,475.29135,5408
1989,1550.106,193.52779,475.75418,5408
1990,1612.5729,233.48785,475.87863,5408
1991,1383.7084,-49.932293,475.15668,5409
1992,1500.0452,-193.34549,467.89056,5409
1993,3996.7275,1691.8281,925.63855,5411
1994,3965.8923,1718.7031,930.28723,5411
1995,3996.7275,1691.8281,925.63855,5412
1996,3965.8923,1718.7031,930.28723,5412
1997,3996.7275,1691.8281,925.63855,5413
1998,3965.8923,1718.7031,930.28723,5413
2003,3996.7275,1691.8281,925.63855,5418
2004,3965.8923,1718.7031,930.28723,5418
2005,3938.0876,1725.993,933.8889,5419
2006,3895.6433,1726.2935,932.9993,5419
2007,3940.461,1728.4584,931.6149,5420
2008,3892.8237,1725.1146,932.6991,5420
2009,3933.7812,1724.3281,930.3856,5421
2010,3894.817,1724.8438,933.019,5421
2011,3938.0876,1725.993,933.8889,5422
2012,3895.6433,1726.2935,932.9993,5422
2013,3859.5383,3148.382,789.4073,5426
2014,3877.5781,3132.6753,777.1166,5426
2015,3902.256,3110.5286,773.4067,5426
2016,3859.5383,3148.382,789.4073,5427
2017,3877.5781,3132.6753,777.1166,5427
2018,3902.256,3110.5286,773.4067,5427
2019,3859.5383,3148.382,789.4073,5428
2020,3877.5781,3132.6753,777.1166,5428
2021,3902.256,3110.5286,773.4067,5428
2022,3859.5383,3148.382,789.4073,5429
2023,3877.5781,3132.6753,777.1166,5429
2024,3902.256,3110.5286,773.4067,5429
2025,-1114.8976,3162.14,5.346313,5431
2026,-1116.5104,3151.006,5.2974634,5431
2027,-1159.6024,3158.5044,5.3100095,5431
2028,-1140.7466,3160.0564,5.500898,5431
2029,-1143.1233,3179.3577,5.1148167,5431
2030,-1115.2188,3173.552,4.9506397,5431
2031,-1115.3611,3164.3481,5.3656845,5431
2032,-1114.8976,3162.14,5.346313,5432
2033,-1116.5104,3151.006,5.2974634,5432
2034,-1159.6024,3158.5044,5.3100095,5432
2035,-1140.7466,3160.0564,5.500898,5432
2036,-1143.1233,3179.3577,5.1148167,5432
2037,-1115.2188,3173.552,4.9506397,5432
2038,-1115.3611,3164.3481,5.3656845,5432
2047,1432.026,4524.0312,366.52158,5447
2048,1398.743,4507.7446,378.25186,5447
2049,1359.4271,4489.685,382.3674,5447
2050,1262.4166,4469.3022,388.06714,5447
2051,1432.026,4524.0312,366.52158,5460
2052,1398.743,4507.7446,378.25186,5460
2053,1359.4271,4489.685,382.3674,5460
2054,1262.4166,4469.3022,388.06714,5460
2055,1342.0087,3607.3767,233.91243,5480
2056,1274.8403,3644.9602,253.03041,5480
2057,1135.4601,3714.2327,254.71295,5480
2058,1330.1354,3565.5557,238.23026,5482
2059,1188.4966,3643.3074,262.7267,5482
2060,1085.4913,3697.6624,273.22183,5482
2061,1339.5868,3588.494,227.2771,5483
2062,1272.2344,3623.27,238.12776,5483
2063,1120.0104,3709.869,246.24713,5483
2070,-1482.9948,-468.75696,310.6791,5514
2071,-1473.4288,-473.74826,306.2241,5514
2072,-1479.8073,-492.68402,309.44644,5514
2073,-1510.8212,-499.5191,312.1791,5514
2074,-1535.8959,-500.7257,296.44873,5514
2075,-1558.6892,-483.00696,294.5637,5514
2076,-1527.0608,-459.2691,290.82806,5514
2077,-1486.2587,-452.7205,293.08667,5514
2078,2804.6562,-464.13196,230.78828,5537
2079,2808.9072,-427.1111,168.5959,5537
2080,2814.6763,-428.5382,143.67735,5537
2081,2777.994,-413.52603,134.51143,5537
2082,1996.1545,-913.3594,535.8143,5543
2083,2001.7916,-897.5139,543.91187,5543
2084,2007.5764,-880.3472,534.004,5543
2085,2340.6753,-2586.679,6.8508935,5572
2086,2326.3525,-2586.3281,14.800571,5572
2087,2300.5417,-2592.2239,15.448388,5572
2088,2271.632,-2594.8542,15.460534,5572
2089,2238.2344,-2602.1494,16.01497,5572
2090,2221.9236,-2604.9878,14.280751,5572
2091,632.55035,-307.4861,400.99542,5605
2092,631.033,-280.39236,406.55942,5605
2093,626.51044,-256.76562,400.72592,5605
2094,1477.6007,-227.65799,544.1114,5615
2095,1535.5903,-162.63368,563.6159,5615
2096,1555.3594,-134.94098,576.93555,5615
2097,1530.5452,-99.916664,599.70154,5615
2098,1483.118,-135.09201,603.511,5615
2099,1408.776,-148.42708,608.07306,5615
2100,1228.5,-2943.4307,233.91364,5628
2101,1211.4514,-2917.1284,245.30626,5628
2102,1191.0156,-2880.177,223.81331,5628
2103,1299.0729,-3057.054,251.18094,5630
2104,1282.1198,-3026.809,255.67195,5630
2105,1259.0868,-2992.0051,234.96422,5630
2106,1471.1007,-3069.639,316.04636,5631
2107,1469.1545,-3086.3403,326.39362,5631
2108,1453.592,-3103.382,331.78903,5631
2109,1133.0798,-2857.7917,224.11093,5632
2110,1118.0591,-2866.111,233.79175,5632
2111,1075.2882,-2885.6008,223.55986,5632
2112,1414.3594,-3079.6858,282.21246,5634
2113,1398.8629,-3083.5574,291.73416,5634
2114,1379.6754,-3090.0747,281.22867,5634
2115,1189.2257,-2803.731,185.94463,5636
2116,1191.1892,-2771.2812,191.80011,5636
2117,1190.8038,-2729.0574,170.30714,5636
2118,1190.7778,-2671.0747,169.19453,5637
2119,1192.7413,-2638.625,181.9079,5637
2120,1193.7709,-2593.804,156.95096,5637
2121,115.81597,3693.5173,27.09031,5687
2122,148.46875,3971.7354,24.067492,5687
2123,224.72917,4136.3726,33.500137,5687
2124,1529.4757,3903.9922,88.16138,5742
2125,1538.9254,3725.2249,94.06472,5742
2133,3541.8784,406.63196,584.6226,5782
2134,3610.8325,384.17535,593.18054,5782
2135,3537.5972,407.89584,586.811,5783
2136,3613.0278,382.6354,594.14813,5783
2137,3606.862,376.15103,592.54865,5784
2138,3572.941,388.84897,579.83856,5784
2139,3539.664,396.19446,582.79193,5784
2140,3529.3577,632.7639,606.8068,5785
2141,3584.2292,588.5764,614.15515,5785
2142,3582.678,590.2101,613.76874,5786
2143,3532.1702,631.51044,607.0021,5786
2144,3537.2612,636.8472,607.1211,5787
2145,3555.3489,619.8333,605.0423,5787
2146,3586.638,596.8264,613.7478,5787
2147,2716.7917,-2302.0903,146.01059,5816
2148,2790.3298,-2215.3333,173.1947,5816
2149,322.717,-2413.8542,48.731403,5820
2150,299.875,-2385.4011,47.80745,5820
2151,412.37674,-2430.3628,46.456165,5821
2152,452.21527,-2430.7222,45.682304,5821
2153,28.762154,-2079.8438,46.9857,5822
2154,-15.987847,-2089.2605,45.232056,5822
2155,-436.17188,-2078.3386,38.25914,5823
2156,-494.52432,-2100.0486,11.671437,5823
2157,1801.691,308.1389,478.97867,5839
2158,1812.092,212.19098,477.9972,5839
2159,3848.6165,2790.9731,747.2177,5841
2160,3874.7239,2827.8577,753.1529,5841
2161,3257.5947,-413.42535,50.15154,5890
2162,3262.7239,-413.342,-1.4092729,5890
2163,3207.7031,-421.26736,74.391945,5892
2164,3211.4575,-420.43402,52.06268,5892
2165,3199.888,-448.71182,117.80851,5893
2166,3196.8264,-429.61807,98.252686,5893
2167,3200.1172,-426.15277,77.64561,5893
2168,3179.1016,-449.47745,218.45021,5894
2169,3195.2917,-447.7361,121.03568,5894
2233,7350.9004,5557,55.104996,5986
2234,7350.416,5558.099,30.199778,5986
2235,6906.8916,5631.5146,5.2860565,6020
2236,6909.828,5627.8594,24.583603,6020
2237,6888.9976,5609.612,5.375956,6021
2238,6897.3438,5600.6616,15.401908,6021
2239,6899.7544,5598.553,27.875166,6021
2240,6861.376,5552.147,12.750358,6024
2241,6858.7935,5550.473,25.689554,6024
2242,6843.657,5536.2363,14.825275,6025
2243,6845.738,5537.8145,24.40637,6025
2244,6009.2,5799.1,130,5948
2245,6047.97,5785.62,130,5948
2246,6078.16,5755.02,130,5948
2247,6087.92,5719.23,130,5948
2248,5599.799,6232.362,118.14874,6044
2249,5466.1147,6225.6274,118.44215,6044
2250,5461.154,6099.222,118.44212,6044
2251,5404.7993,6064.0024,112.06676,6045
2252,5388.491,6307.9585,112.06676,6045
2253,5640.027,6292.8726,118.14874,6045
2254,6218.5435,4586.397,-174.27084,5953
2255,6219.5103,4583.5034,-198.51979,5953
2260,1987.48,-4307.21,31.3027,2886
2261,1990.0712,-4309.118,72.89822,2886
2262,1987.48,-4307.21,31.3027,6115
2263,1990.0712,-4309.118,72.89822,6115
2299,-250.11806,-5579.9165,190.85641,6202
2300,-263.54166,-5576.566,128.62483,6202
2313,9637.2,2521.079,1351.0402,6218
2314,9637.306,2520.75,1334.7574,6218
2315,9630.008,2526.9688,1351.0402,6219
2316,9630.175,2527.0737,1334.9507,6219
2388,6165.193,5850.087,156.16475,6350
2389,6176.104,5817.2544,158.97516,6350
2397,6757.3403,4123.3145,92.16351,6366
2398,6774.882,4103.549,91.79087,6366
2418,6057.2095,5039.58,178.633,6354
2419,6044.357,5004.1006,177.89268,6354
2420,6644.4565,5823.5625,316.98743,6417
2421,6611.424,5795.4785,315.95047,6417
2422,6604.693,5794.27,303.4275,6417
2423,6572.182,5784.894,295.6002,6417
2424,6561.9316,5776.963,159.05132,6417
2425,7536.2256,4936.511,130.93802,6420
2426,7570.606,4943.172,126.89571,6420
2427,7607.9653,4940.2407,123.2567,6420
2428,7637.454,4971.3413,120.99527,6420
2429,7674.722,4974.5176,119.91591,6420
2430,7740.9844,4936.1963,119.25171,6420
2431,6186.8726,5288.1963,144.36864,6421
2432,6219.9556,5263.79,143.81337,6421
2433,6137.157,5138.0737,133.18245,6423
2434,6145.9756,5057.6665,134.42598,6423
2435,6132.5625,5027.75,135.38443,6423
2436,6139.5034,4963.518,136.54361,6423
2437,6120.8804,4906.8457,146.85884,6423
2438,6090.7456,4890.8594,147.83997,6423
2440,6232.298,5185.7397,108.23238,6424
2441,6258.337,5156.3047,86.808754,6424
2474,-3840.177,-14074.014,214.61592,6498
2475,-3871.9548,-14063.802,208.6286,6498
2476,-3917.0261,-14028.476,182.93007,6498
2477,-3920.6406,-14028.069,172.68889,6498
2478,-3924.7378,-14016.389,170.73558,6498
2479,-3922.587,-14008.191,107.68013,6498
2486,-3840.177,-14074.014,214.61592,6500
2487,-3871.9548,-14063.802,208.6286,6500
2488,-3917.0261,-14028.476,182.93007,6500
2489,-3920.6406,-14028.069,172.68889,6500
2490,-3924.7378,-14016.389,170.73558,6500
2491,-3922.587,-14008.191,107.68013,6500
2492,-3844.9219,-14020.167,215.93199,6531
2493,-3845.587,-14010.601,208.83853,6531
2494,-3879.0417,-13968.656,165.65898,6531
2495,-3896.462,-13960.583,134.13966,6531
2496,-3916.7258,-13958.552,99.56414,6531
2497,-3844.9219,-14020.167,215.93199,6532
2498,-3845.587,-14010.601,208.83853,6532
2499,-3879.0417,-13968.656,165.65898,6532
2500,-3896.462,-13960.583,134.13966,6532
2501,-3916.7258,-13958.552,99.56414,6532
2506,-3936.2188,-13990.535,107.03255,6498
2507,-3934.736,-13993.643,109.26725,6500
2508,6827.598,4311.8516,119.63419,6621
2509,6832.779,4287.518,110.83981,6621
2510,6832.692,4278.743,98.81126,6621
2511,7750.2085,4936.651,115.56075,6420
2512,7760.633,4938.428,32.148136,6420
2513,7622.007,4899.271,124.0429,6420
2514,7604.2915,4880.527,128.09833,6420
2515,7571.366,4861.6704,131.13228,6420
2516,7547.9697,4876.1113,134.04433,6420
2517,-10149.149,-1542.4705,81.58208,6711
2518,-10136.761,-1530.0521,41.087646,6711
2519,-10149.149,-1542.4705,81.58208,6712
2520,-10136.761,-1530.0521,41.087646,6712
2521,-11783.774,-1223.6632,127.42372,6755
2522,-11785.177,-1241.7692,103.36049,6755
2523,-11778.545,-1257.606,65.72023,6755
2524,-11752.441,-1255.0938,62.09744,6755
2525,-11750.486,-1238.0469,112.51369,6755
2526,-11755.692,-1224.8854,126.84051,6755
2527,6585.836,3462.0947,121.89601,6773
2528,6649.658,3530.6494,121.2635,6773
2529,-11990.819,-1314.4392,161.77364,6782
2530,-11984.464,-1312.0278,119.36849,6782
2531,-11985.955,-1284.0348,117.1454,6782
2532,-11990.667,-1284.5555,150.89201,6782
2533,-11990.814,-1314.4392,161.72224,6782
2534,-12107.444,-1611.882,108.80045,6834
2535,-12083.542,-1625.783,48.314896,6834
2536,-12080.993,-1576.8177,50.22362,6834
2537,-12104.848,-1582.5521,106.88541,6834
2538,-12106.935,-1610.1111,109.46102,6834
2539,-12623.389,-1924.0955,148.17993,6869
2540,-12625.91,-1901,100.68296,6869
2541,-12644.038,-1895.8368,104.5334,6869
2542,-12643.348,-1916.3385,146.2348,6869
2543,-12624.018,-1923.8368,147.85484,6869
2544,-12877.622,-1746.1719,157.38672,6870
2545,-12881.604,-1774.6632,100.61605,6870
2546,-12848.649,-1774.6649,99.79942,6870
2547,-12857.198,-1751.2916,159.48538,6870
2548,-12877.341,-1746.2986,157.2085,6870
2549,-12921.545,-1289.2673,147.40196,6887
2550,-12939.417,-1289.4723,102.99954,6887
2551,-12940.708,-1323.967,108.00829,6887
2552,-12924.104,-1312.8247,145.0923,6887
2553,-12921.514,-1289.2604,147.45598,6887
2568,-2173.842,-2347.5034,162.23177,6918
2569,-2184.0642,-2375.1719,132.94713,6918
2570,-2164.5486,-2386.4878,118.04826,6918
2571,-2188.462,-2415.3352,79.99125,6918
2572,-2118.1477,-2416.8699,68.58647,6918
2573,-2148.087,-2386.4446,103.09603,6918
2574,-2161.3923,-2378.052,113.26406,6918
2575,-2160.3784,-2357.5713,150.34732,6918
2576,-2174.0798,-2347.4045,162.40933,6918
2586,-4218.212,-1349.7673,309.83755,6948
2587,-4190.83,-1353.1285,236.76202,6948
2588,-4158.637,-1332.0243,230.14833,6948
2589,-4128.1787,-1334.2916,157.51761,6948
2594,-4178.066,-1323.5591,231.0902,6948
2595,-4205.8384,-1307.842,247.4847,6948
2596,-4261.6597,-1301.401,318.16623,6948
2597,-4218.212,-1349.7673,309.83755,6950
2598,-4190.83,-1353.1285,236.76202,6950
2599,-4159.5522,-1334.1007,232.17136,6950
2600,-4129.8145,-1331.3038,179.00978,6950
2601,-4178.066,-1323.5591,231.0902,6950
2602,-4205.8384,-1307.842,247.4847,6950
2603,-4261.6597,-1301.401,318.16623,6950
2604,-8191.078,-325.8559,235.2644,7017
2605,-8190.3145,-366.90103,234.24065,7017
2606,-8191.078,-325.8559,235.2644,7024
2607,-8190.896,-363.4462,234.62238,7024
2608,-8195.766,-331.10764,226.96237,7025
2609,-8202.067,-342.03995,209.8825,7025
2610,-8199.266,-371.9462,214.29004,7025
2611,-8195.591,-331.9462,227.22855,7025
2612,-8277.356,-268.48438,232.4231,7072
2613,-8285.064,-258.02084,211.42314,7072
2614,-8307.625,-260.14236,148.63824,7072
2615,-8291.656,-289.82465,158.59993,7072
2616,-8284.0625,-275.93057,203.1699,7072
2617,-8265.554,-271.658,216.79597,7072
2618,-8248.029,-304.31772,211.62848,7072
2619,-8247.903,-320.30728,150.15413,7072
2620,-8238.933,-327.43402,150.80586,7072
