ID,Type,SplineType,Red,Green,Blue,Alpha,Flags
3411,2,2,0,255,0,255,0
3412,2,2,0,255,0,255,0
3413,2,2,0,255,0,255,0
3414,2,2,0,255,0,255,0
3415,2,2,0,255,0,255,0
3416,2,2,0,255,0,255,0
3417,2,2,0,255,0,255,0
3418,2,2,0,255,0,255,0
3419,2,2,0,255,0,255,0
3420,2,2,0,255,0,255,0
3422,2,2,255,0,255,255,0
3423,2,2,255,0,255,255,0
3424,2,2,255,0,255,255,0
3426,3,0,255,0,255,255,0
3427,3,0,255,0,255,255,0
3428,2,2,255,0,255,255,0
3429,2,2,255,0,255,255,0
3430,2,2,255,0,255,255,0
3431,2,2,255,0,255,255,0
3432,3,0,255,255,0,255,0
3433,3,0,255,255,0,255,0
3434,3,0,255,255,0,255,0
3435,3,0,255,255,0,255,0
3436,3,0,255,255,0,255,0
3437,3,0,255,255,0,255,0
3438,3,0,255,255,0,255,0
3439,3,0,255,255,0,255,0
3440,3,0,255,255,0,255,0
3441,3,0,255,255,0,255,0
3442,3,0,255,255,0,255,0
3443,3,0,255,255,0,255,0
3444,3,0,255,255,0,255,0
3445,3,0,255,255,0,255,0
3446,3,0,255,255,0,255,0
3447,3,0,255,255,0,255,0
3448,3,0,255,255,0,255,0
3449,3,0,255,255,0,255,0
3451,3,0,255,0,255,255,0
3452,3,0,255,0,255,255,0
3453,2,2,255,0,255,255,0
3454,2,2,255,0,255,255,0
3455,2,2,255,0,255,255,0
3456,2,2,255,0,255,255,0
3457,2,2,255,0,255,255,0
3458,2,2,255,0,255,255,0
3459,2,2,255,0,255,255,0
3460,3,0,255,255,0,255,0
3461,3,0,255,255,0,255,0
3462,3,0,255,0,255,255,0
3515,3,0,255,255,0,255,0
3516,3,0,255,255,0,255,0
3517,3,0,255,255,0,255,0
3518,3,0,255,255,0,255,0
3519,3,0,255,255,0,255,0
3520,3,0,255,255,0,255,0
3521,3,0,255,255,0,255,0
3522,3,0,255,255,0,255,0
3523,3,0,255,255,0,255,0
3524,3,0,255,255,0,255,0
3525,3,0,255,255,0,255,0
3526,3,0,255,255,0,255,0
3527,3,0,255,255,0,255,0
3528,3,0,255,255,0,255,0
3529,3,0,255,255,0,255,0
3530,3,0,255,255,0,255,0
3531,3,0,255,255,0,255,0
3532,3,0,255,255,0,255,0
3533,3,0,255,255,0,255,0
3534,3,0,255,255,0,255,0
3535,3,0,255,255,0,255,0
3536,3,0,255,255,0,255,0
3537,3,0,255,255,0,255,0
3538,3,0,255,255,0,255,0
3539,3,0,255,255,0,255,0
3540,3,0,255,255,0,255,0
3541,3,0,255,255,0,255,0
3542,3,0,255,255,0,255,0
3543,3,0,255,255,0,255,0
3544,3,0,255,255,0,255,0
3545,3,0,255,255,0,255,0
3547,3,0,255,255,0,255,0
3548,3,0,255,255,0,255,0
3549,3,0,255,255,0,255,0
3550,3,0,255,255,0,255,0
3551,3,0,255,255,0,255,0
3552,3,0,255,255,0,255,0
3553,3,0,255,255,0,255,0
3554,3,0,251,255,0,255,0
3555,3,0,255,255,0,255,0
3556,3,0,255,255,0,255,0
3557,3,0,255,255,0,255,0
3558,3,0,255,255,0,255,0
3559,3,0,255,255,0,255,0
3560,3,0,255,255,0,255,0
3561,3,0,255,255,0,255,0
3562,3,0,255,255,0,255,0
3760,5,3,189,189,255,255,0
3855,5,3,255,0,255,255,1
3915,3,1,255,255,0,255,0
3916,3,1,255,0,255,255,0
3917,2,2,255,0,255,255,0
3923,3,1,255,255,0,255,0
3924,3,1,255,255,0,255,0
3925,3,1,4,117,0,255,0
3926,3,1,238,33,0,255,0
3927,5,3,255,0,255,255,1
3928,5,3,255,0,255,255,1
3929,5,3,255,0,255,255,1
3930,5,3,255,0,255,255,1
3931,5,3,255,0,255,255,1
3935,5,3,255,0,255,255,1
3936,5,3,255,0,255,255,1
3966,3,1,255,255,0,255,0
3967,3,1,23,0,43,255,0
3968,2,2,255,0,255,255,0
3969,2,2,255,0,255,255,0
3970,2,2,255,0,255,255,0
3971,3,0,255,0,255,255,0
3972,3,0,255,0,255,255,0
3983,2,2,255,0,255,255,0
3989,3,0,255,0,255,255,1
3990,3,0,255,0,255,255,1
3992,3,0,255,0,255,255,1
3993,3,0,255,0,255,255,1
3994,3,0,255,0,255,255,1
3995,3,0,255,0,255,255,1
3996,3,0,255,0,255,255,1
4005,3,0,255,0,255,255,1
4006,3,0,255,255,0,255,0
4007,2,2,255,0,255,255,0
4027,3,0,255,0,255,255,0
4028,3,0,255,0,255,255,0
4033,3,0,255,255,0,255,0
4034,2,2,255,0,255,255,0
4035,2,2,255,0,255,255,0
4036,3,0,255,0,255,255,0
4037,2,2,255,0,255,255,0
4038,2,2,255,0,255,255,0
4039,2,2,255,0,255,255,0
4040,3,0,255,255,0,255,0
4041,2,2,255,0,255,255,0
4043,3,0,255,255,0,255,0
4044,3,1,255,255,0,255,1
4045,3,1,255,255,0,255,0
4057,2,2,255,0,255,255,0
4058,3,0,255,255,0,255,0
4059,3,0,255,255,0,255,0
4067,2,2,255,0,255,255,0
4068,3,0,255,0,255,255,0
4069,2,2,255,0,255,255,0
4070,2,2,255,0,255,255,0
4071,3,1,0,111,210,255,0
4073,3,1,48,157,164,255,0
4075,3,0,255,255,0,255,0
4077,3,0,255,255,0,255,0
4078,2,2,255,0,255,255,0
4079,2,2,255,0,255,255,0
4080,2,2,255,0,255,255,0
4081,3,1,0,196,28,255,0
4082,3,0,255,0,255,255,1
4083,2,2,255,0,255,255,0
4084,2,2,255,0,255,255,0
4085,2,2,255,0,255,255,0
4086,2,2,255,0,255,255,0
4090,2,2,255,0,255,255,0
4091,2,2,255,0,255,255,0
4092,2,2,255,0,255,255,0
4093,3,1,198,0,0,255,0
4094,3,1,39,124,0,255,0
4095,2,2,255,0,255,255,0
4096,2,2,255,0,255,255,0
4098,3,0,255,255,0,255,0
4099,3,0,255,255,0,255,0
4100,3,0,255,255,0,255,0
4101,3,0,255,255,0,255,0
4102,3,0,255,255,0,255,0
4104,3,0,255,255,0,255,0
4106,3,0,255,255,0,255,0
4107,3,0,255,255,0,255,0
4108,2,2,255,0,255,255,0
4109,2,2,0,255,0,255,0
4110,3,0,255,255,0,255,0
4111,3,0,255,255,0,255,0
4113,3,0,251,255,0,255,0
4114,3,0,251,255,0,255,0
4115,3,0,251,255,0,255,0
4116,3,0,251,255,0,255,0
4117,2,2,251,255,0,255,0
4118,2,2,251,255,0,255,0
4119,3,0,251,255,0,255,0
4120,3,0,251,255,0,255,0
4121,3,0,255,255,0,255,0
4125,3,0,255,255,0,255,0
4126,3,0,255,255,0,255,0
4127,3,1,162,243,0,255,0
4128,3,1,119,67,0,255,0
4129,3,0,255,255,0,255,0
4130,2,2,255,0,255,255,0
4131,3,0,255,255,0,255,0
4132,3,0,255,255,0,255,0
4133,2,2,255,0,255,255,0
4134,2,2,255,0,255,255,0
4135,2,2,255,0,255,255,0
4136,2,2,255,0,255,255,0
4137,3,0,255,255,0,255,0
4138,3,0,255,255,0,255,0
4139,3,0,255,255,0,255,0
4140,3,0,255,255,0,255,0
4141,3,0,255,255,0,255,0
4145,3,0,255,255,0,255,1
4147,3,0,255,255,0,255,1
4148,3,0,255,255,0,255,1
4149,3,0,255,255,0,255,1
4150,3,0,255,255,0,255,1
4151,3,0,255,255,0,255,1
4152,3,0,255,255,0,255,1
4153,3,0,255,255,0,255,1
4154,3,0,255,255,0,255,1
4155,3,0,255,255,0,255,1
4156,3,0,255,255,0,255,1
4157,3,0,255,255,0,255,1
4159,3,0,255,255,0,255,0
4160,2,2,255,0,255,255,0
4161,2,2,255,0,255,255,0
4164,2,2,255,0,255,255,0
4165,2,2,255,0,255,255,0
4166,3,0,255,255,0,255,1
4167,3,0,255,255,0,255,1
4168,3,0,255,255,0,255,1
4169,3,0,255,0,255,255,1
4170,3,0,255,0,255,255,1
4171,3,0,255,0,255,255,1
4172,3,0,255,255,0,255,0
4174,4,1,255,0,255,255,0
4175,4,1,255,0,255,255,0
4176,3,1,0,0,104,255,0
4177,3,1,0,113,91,255,0
4178,3,1,0,113,91,255,0
4179,4,1,255,0,255,255,0
4180,4,1,255,0,255,255,0
4181,3,0,255,255,0,255,0
4182,3,0,255,255,0,255,0
4183,3,0,255,255,0,255,0
4184,3,0,255,255,0,255,0
4185,3,0,255,255,0,255,0
4186,3,0,255,255,0,255,0
4187,3,0,255,255,0,255,0
4188,3,0,255,255,0,255,0
4189,3,0,255,255,0,255,0
4190,3,0,255,255,0,255,0
4191,3,0,255,255,0,255,0
4192,3,0,255,255,0,255,0
4193,2,2,255,0,255,255,0
4194,2,2,255,0,255,255,0
4195,3,0,255,255,0,255,0
4196,3,0,255,255,0,255,0
4197,3,0,255,255,0,255,0
4198,3,0,26,247,0,255,0
4199,3,0,0,255,9,255,0
4200,2,2,226,0,32,255,0
4205,4,1,0,222,226,255,0
4206,3,0,255,255,0,255,1
4207,3,1,26,187,0,255,0
4208,3,1,0,161,6,255,0
4209,3,1,0,161,6,255,0
4210,3,1,0,161,6,255,0
4211,4,1,255,0,255,255,0
4212,4,1,0,255,251,255,0
4213,3,0,255,255,0,255,1
4214,2,2,255,0,255,255,0
4215,2,2,255,0,255,255,0
4217,3,0,255,255,0,255,0
4224,3,0,255,255,0,255,0
4227,2,2,255,0,255,255,0
4228,3,0,255,255,0,255,1
4229,4,1,255,0,255,255,0
4230,4,1,255,0,255,255,0
4239,4,1,255,255,0,255,0
4241,4,1,255,0,255,255,0
4245,4,1,255,0,255,255,0
4246,2,2,255,0,255,255,0
4247,4,1,255,0,255,255,0
4248,3,1,52,184,0,255,0
4249,4,1,255,0,255,255,0
4250,4,1,255,0,255,255,0
4251,3,1,255,255,0,255,1
4253,4,1,255,0,255,255,0
4254,4,1,255,0,255,255,0
4255,4,1,255,0,255,255,0
4257,2,2,255,0,255,255,0
4258,2,2,255,0,255,255,0
4259,3,0,255,255,0,255,0
4260,3,0,255,255,0,255,0
4261,3,0,255,255,0,255,0
4262,3,0,255,255,0,255,0
4263,3,0,255,255,0,255,0
4264,3,0,255,255,0,255,0
4265,3,0,255,255,0,255,0
4266,3,0,255,255,0,255,0
4267,3,0,255,255,0,255,0
4268,3,0,255,255,0,255,0
4269,3,0,255,255,0,255,0
4270,3,0,255,255,0,255,0
4272,3,0,255,255,0,255,0
4273,3,0,255,255,0,255,0
4274,3,0,255,255,0,255,0
4275,3,0,255,255,0,255,0
4276,3,0,255,255,0,255,1
4277,2,2,255,0,255,255,0
4278,3,0,255,255,0,255,1
4279,2,2,255,0,255,255,0
4280,2,2,255,0,255,255,0
4281,2,2,255,0,255,255,0
4282,3,0,255,255,0,255,1
4283,2,2,255,0,255,255,0
4284,3,0,255,255,0,255,1
4285,2,2,255,0,255,255,0
4286,3,0,255,255,0,255,1
4287,2,2,255,0,255,255,0
4289,2,2,255,0,0,255,0
4290,2,2,255,0,255,255,0
4291,3,1,59,130,0,255,0
4292,3,1,25,236,0,255,0
4293,3,0,255,0,255,255,0
4294,2,2,255,0,255,255,0
4295,3,1,255,0,0,255,0
4296,3,0,255,255,0,255,0
4297,3,0,255,255,0,255,0
4298,3,0,255,255,0,255,0
4300,3,1,255,255,0,255,1
4303,2,2,255,0,255,255,1
4308,3,0,18,0,168,255,0
4309,3,0,130,109,0,255,0
4310,3,0,0,151,11,255,0
4311,3,0,0,151,11,255,0
4312,3,0,255,255,0,255,0
4314,3,0,255,255,0,255,1
4315,3,0,255,255,0,255,1
4316,2,2,255,0,255,255,1
4320,3,0,255,255,0,255,1
4321,2,2,255,255,0,255,1
4322,2,2,255,255,0,255,1
4324,3,0,255,255,0,255,0
4325,2,2,255,0,255,255,0
4326,3,0,255,255,0,255,1
4327,2,2,255,0,255,255,0
4328,2,2,255,0,255,255,0
4330,3,0,255,255,0,255,0
4331,2,2,255,0,255,255,0
4334,3,0,255,255,0,255,0
4335,3,0,255,255,0,255,0
4336,4,1,255,0,255,255,0
4337,4,1,255,0,255,255,0
4338,4,1,255,0,255,255,0
4339,4,1,255,0,255,255,1
4341,4,1,255,0,255,255,1
4342,4,1,255,0,255,255,0
4343,4,1,255,0,255,255,0
4344,4,1,255,0,255,255,0
4346,4,1,255,0,255,255,0
4347,4,1,255,0,255,255,0
4348,4,1,255,0,255,255,0
4349,4,1,255,0,255,255,0
4350,2,2,255,0,255,255,0
4352,3,0,255,255,0,255,0
4353,3,0,255,255,0,255,0
4354,3,0,255,255,0,255,0
4355,3,0,255,255,0,255,0
4356,3,0,255,255,0,255,0
4357,3,0,255,255,0,255,0
4358,4,1,255,0,255,255,0
4359,4,1,255,0,255,255,0
4360,2,2,255,0,255,255,0
4362,3,0,255,255,0,255,1
4363,3,0,255,255,0,255,0
4364,4,1,255,0,255,255,0
4365,4,1,255,0,255,255,0
4366,2,2,255,0,255,255,0
4367,2,2,255,0,255,255,0
4368,3,0,255,255,0,255,0
4369,3,0,255,255,0,255,0
4370,3,0,255,255,0,255,0
4371,3,0,255,255,0,255,0
4372,3,0,255,255,0,255,0
4373,3,0,255,255,0,255,0
4374,3,0,255,255,0,255,0
4375,3,0,255,255,0,255,0
4376,3,0,255,255,0,255,0
4377,3,0,255,255,0,255,0
4378,2,2,255,0,255,255,0
4379,4,1,255,0,255,255,0
4380,4,1,255,0,255,255,0
4382,2,2,255,0,255,255,0
4383,4,1,255,0,255,255,0
4384,3,0,255,255,0,255,0
4385,4,1,255,0,255,255,0
4386,3,0,255,255,0,255,0
4387,3,0,255,255,0,255,0
4388,4,1,255,0,255,255,0
4389,3,0,255,255,0,255,0
4390,4,1,255,0,255,255,0
4391,4,1,255,0,255,255,0
4392,3,0,255,255,0,255,0
4393,3,0,0,40,88,255,0
4394,3,0,0,136,5,255,0
4395,3,0,255,0,255,255,0
4396,2,2,255,0,255,255,0
4397,2,2,255,0,255,255,0
4398,2,2,255,0,255,255,0
4399,3,0,255,255,0,255,0
4400,3,0,223,0,23,255,0
4401,3,0,124,0,91,255,0
4402,3,0,124,0,91,255,0
4403,3,0,124,0,91,255,0
4404,3,0,124,0,91,255,0
4405,3,0,124,0,91,255,0
4406,3,0,124,0,91,255,0
4407,3,0,124,0,91,255,0
4408,3,0,124,0,91,255,0
4409,3,0,255,255,0,255,0
4410,3,0,255,255,0,255,0
4411,3,0,255,255,0,255,0
4412,2,2,255,0,255,255,0
4413,3,0,255,255,0,255,0
4414,2,2,255,0,255,255,0
4415,3,0,255,255,0,255,0
4416,3,0,255,255,0,255,0
4417,3,0,255,255,0,255,0
4418,3,0,255,255,0,255,0
4419,2,2,255,0,255,255,0
4424,3,0,255,255,0,255,0
4425,3,0,255,255,0,255,0
4426,3,0,255,255,0,255,0
4427,3,0,0,179,196,255,0
4428,3,0,255,255,0,255,0
4429,3,0,255,255,0,255,0
4430,3,0,255,255,0,255,0
4432,3,0,255,0,255,255,0
4434,3,0,255,255,0,255,0
4436,3,0,255,255,0,255,0
4437,3,0,255,255,0,255,1
4441,3,0,235,58,0,255,0
4442,3,0,7,0,102,255,0
4444,3,0,255,255,0,255,0
4447,3,0,195,0,171,255,0
4448,3,0,255,255,0,255,0
4450,3,0,195,0,171,255,0
4451,3,0,195,0,171,255,0
4452,3,0,255,255,0,255,0
4453,2,2,255,0,255,255,0
4454,3,0,255,255,0,255,1
4668,3,0,255,255,0,255,1
4671,5,3,255,0,255,255,1
4673,2,2,255,0,255,255,0
4674,2,2,255,0,255,255,0
4675,2,2,255,0,255,255,0
4676,2,2,255,0,255,255,0
4677,2,2,255,0,255,255,0
4678,2,2,255,0,255,255,0
4683,5,3,255,0,255,255,1
4698,5,3,255,0,255,255,1
4703,2,2,255,0,255,255,0
4704,3,0,255,255,0,255,0
4706,5,1,255,0,255,255,1
4707,3,0,255,255,0,255,0
4708,3,0,255,255,0,255,0
4709,3,0,255,255,0,255,0
4710,3,0,255,255,0,255,0
4711,3,0,255,255,0,255,0
4712,3,0,255,255,0,255,0
4713,3,0,255,255,0,255,0
4714,3,0,255,255,0,255,0
4715,3,0,255,255,0,255,0
4716,4,1,255,0,255,255,0
4717,4,1,255,0,255,255,0
4718,4,1,255,0,255,255,0
4732,2,2,255,0,255,255,0
4733,5,3,255,255,0,255,1
4734,5,3,255,255,0,255,1
4742,3,0,255,255,0,255,0
4743,3,0,255,255,0,255,0
4746,3,0,255,255,0,255,0
4747,3,0,255,255,0,255,0
4748,3,0,255,0,255,255,0
4750,2,2,255,0,255,255,0
4751,2,2,255,0,255,255,0
4756,3,0,255,255,0,255,0
4757,2,2,255,0,255,255,0
4776,2,2,255,0,255,255,0
4777,2,2,255,0,255,255,0
4778,3,0,255,255,0,255,0
4779,2,2,255,0,255,255,0
4788,2,2,103,117,0,255,0
4789,2,2,255,0,255,255,0
4790,2,2,237,255,0,255,0
4791,2,2,145,0,255,255,0
4792,2,2,144,255,0,255,0
4793,2,2,145,0,72,255,0
4794,2,2,144,70,0,255,0
4796,4,1,255,0,255,255,0
4797,2,2,255,0,255,255,0
4799,2,2,255,0,255,255,0
4800,2,2,255,0,255,255,0
4801,5,3,255,0,255,255,0
4805,5,3,255,0,255,255,0
4807,4,1,255,0,255,255,0
4808,2,2,0,0,255,254,0
4809,3,0,255,255,0,255,0
4810,3,1,255,255,0,255,0
4816,2,2,255,255,0,255,0
4821,3,0,255,255,0,255,0
4825,3,0,255,255,0,255,0
4826,2,2,255,0,255,255,0
4827,4,1,255,0,255,255,0
4828,3,0,0,0,255,254,0
4830,4,1,255,0,255,255,0
4831,2,2,255,0,255,255,0
4832,4,1,255,0,255,255,0
4833,2,2,255,0,255,255,0
4834,3,0,255,255,0,255,0
4835,3,0,255,255,0,255,0
4836,4,1,255,0,255,255,0
4837,2,2,255,0,255,255,0
4838,4,1,255,0,255,255,0
4839,5,3,255,0,255,255,0
4840,4,1,255,0,255,255,0
4841,3,0,255,0,255,255,0
4842,2,2,255,0,255,255,0
4843,2,2,21,0,198,255,0
4847,3,0,255,255,0,255,0
4848,5,3,255,0,255,255,1
4855,3,0,255,0,255,255,0
4856,4,1,255,0,255,255,0
4857,4,1,255,0,255,255,0
4858,2,2,255,0,255,255,0
4859,3,0,255,0,255,255,0
4860,2,2,255,0,255,255,0
4885,3,0,255,255,0,255,0
4886,3,0,255,255,0,255,0
4894,3,0,255,255,0,255,0
4895,2,2,255,0,255,255,0
4896,3,0,255,255,0,255,0
4897,3,0,255,255,0,255,0
4898,3,0,255,255,0,255,0
4899,3,0,255,255,0,255,0
4900,3,0,255,255,0,255,0
4914,5,3,255,0,255,255,1
4915,5,3,255,0,255,255,1
4916,3,0,255,255,0,255,0
4917,3,0,255,255,0,255,0
4918,3,0,255,255,0,255,0
4919,3,0,255,255,0,255,0
4922,2,2,255,0,255,255,0
4923,2,2,255,0,255,255,0
4924,2,2,124,95,0,255,0
4925,2,2,106,190,118,255,0
4926,2,2,0,65,155,255,0
4929,3,0,255,255,0,255,0
4930,3,0,255,255,0,255,0
4931,3,0,255,255,0,255,0
4932,3,0,255,255,0,255,0
4939,3,0,255,255,0,255,0
4940,3,0,255,255,0,255,0
4941,3,0,182,147,0,255,0
4948,5,3,255,0,255,255,1
4952,3,0,255,255,0,255,0
4953,3,0,255,255,0,255,0
4954,3,0,255,255,0,255,0
4955,3,0,255,255,0,255,0
4956,2,2,255,0,255,255,0
4959,4,1,255,0,255,255,0
4960,4,1,255,0,255,255,0
4961,2,2,255,0,255,255,0
4962,3,0,255,255,0,255,0
4963,4,1,255,0,255,255,0
4964,3,0,255,255,0,255,0
4966,3,0,255,255,0,255,0
4967,2,2,255,0,255,255,0
4968,3,0,255,255,0,255,0
4969,3,0,255,255,0,255,0
4970,2,2,255,0,255,255,0
4971,2,2,255,0,255,255,0
4998,5,3,255,0,255,255,1
5001,5,3,255,0,255,255,1
5002,5,3,255,0,255,255,1
5003,5,3,255,0,255,255,1
5004,5,3,255,0,255,255,1
5145,5,3,255,0,255,255,1
5146,5,3,255,0,255,255,1
5364,5,3,255,0,255,255,1
5365,5,3,255,0,255,255,1
5367,5,3,255,0,255,255,1
5368,2,2,255,0,255,255,0
5372,5,3,255,0,255,255,1
5373,3,0,255,0,255,255,0
5374,3,0,255,0,255,255,0
5375,2,2,255,0,255,255,0
5377,3,0,32,255,0,255,0
5379,3,0,255,255,0,255,0
5380,3,0,255,255,0,255,0
5381,3,0,16,0,113,255,0
5383,5,3,0,255,88,255,1
5396,3,0,38,136,0,255,0
5397,3,0,0,5,141,255,0
5398,3,0,77,0,73,255,0
5399,3,0,0,88,93,255,0
5400,5,3,255,0,255,255,1
5408,2,2,255,0,255,255,0
5409,2,2,255,0,255,255,0
5410,5,3,255,0,255,255,1
5411,2,2,255,0,255,255,0
5416,5,3,255,0,255,255,1
5417,5,3,18,0,255,255,1
5418,2,2,255,0,255,255,0
5419,2,2,255,0,255,255,0
5420,2,2,255,0,255,255,0
5421,2,2,255,0,255,255,0
5422,3,0,255,0,255,255,1
5423,5,3,69,0,69,255,1
5424,3,0,255,255,0,255,0
5425,3,0,255,255,0,255,0
5426,3,0,255,255,0,255,0
5427,2,2,255,0,255,255,0
5428,2,2,255,0,255,255,0
5429,3,0,255,255,0,255,1
5430,3,0,255,255,0,255,1
5431,3,0,255,255,0,255,1
5432,3,0,255,255,0,255,1
5433,3,0,255,255,0,255,1
5434,3,0,255,0,255,255,0
5435,3,0,255,0,255,255,0
5436,3,0,255,0,255,255,0
5437,3,0,255,0,255,255,0
5438,2,2,255,0,255,255,0
5439,2,2,255,0,255,255,0
5440,2,2,255,0,255,255,0
5441,2,2,255,0,255,255,0
5442,2,2,255,0,255,255,0
5443,3,0,255,255,0,255,0
5444,2,2,255,0,255,255,0
5445,3,0,255,255,0,255,0
5446,2,2,6,0,173,255,0
5447,3,0,255,255,0,255,0
5448,2,2,255,0,255,255,0
5449,5,3,255,0,255,255,1
5450,3,0,255,0,255,255,0
5451,2,2,255,0,255,255,0
5452,3,0,255,255,0,255,1
5453,3,0,255,255,0,255,0
5454,3,0,255,255,0,255,0
5455,3,0,255,255,0,255,0
5456,3,0,255,255,0,255,0
5457,3,0,255,255,0,255,0
5459,2,2,255,0,255,255,0
5461,5,3,40,0,255,255,1
5462,2,2,255,0,255,255,0
5464,3,0,255,255,0,255,1
5465,3,0,255,255,0,255,0
5466,3,0,255,255,0,255,0
5468,5,3,255,0,255,255,1
5473,2,2,255,0,255,255,0
5474,2,2,255,0,255,255,0
5475,2,2,255,0,255,255,0
5477,2,2,255,0,255,255,0
5478,2,2,255,0,255,255,0
5479,2,2,255,0,255,255,0
5480,2,2,255,0,255,255,0
5481,2,2,255,0,255,255,0
5482,2,2,255,0,255,255,0
5486,5,3,53,255,0,255,1
5487,5,3,0,237,255,255,1
5488,5,3,0,0,174,255,1
5489,5,3,255,255,110,255,1
5496,5,3,0,234,73,255,1
5497,2,2,255,0,255,255,0
5498,2,2,255,0,255,255,0
5500,5,3,255,3,0,255,1
5501,5,3,0,217,221,255,1
5504,3,0,255,255,0,255,0
5505,3,0,255,255,0,255,0
5506,3,0,255,255,0,255,0
5507,3,0,255,255,0,255,0
5518,4,1,0,150,5,255,0
5519,2,2,4,124,0,255,0
5520,5,3,255,0,255,255,1
5561,3,0,255,255,0,255,0
5562,5,3,9,255,0,255,1
5597,5,3,0,0,174,255,1
5605,5,3,255,0,255,255,1
5606,5,3,0,0,255,255,1
5607,5,3,0,0,255,255,1
5608,5,3,255,0,255,255,1
5609,5,3,255,0,255,255,1
5610,5,3,255,0,255,255,1
5611,5,3,255,0,255,255,1
5614,5,3,255,0,255,255,1
5615,5,3,255,0,255,255,1
5616,5,3,255,0,255,255,1
5617,5,3,255,0,255,255,1
5618,5,3,255,0,255,255,1
5620,3,0,255,255,0,255,0
5621,5,3,255,255,0,255,1
5687,3,0,255,255,0,255,0
5688,2,2,255,0,255,255,0
5694,3,0,255,255,0,255,0
5695,3,0,255,255,0,255,0
5696,3,0,255,255,0,255,0
5697,3,0,255,255,0,255,0
5698,3,0,255,255,0,255,0
5699,2,2,255,0,255,255,0
5700,3,0,255,255,0,255,0
5701,3,0,0,127,0,255,0
5702,3,0,255,0,255,255,0
5703,3,0,7,0,209,255,0
5704,3,0,255,255,0,255,0
5705,2,2,255,0,255,255,0
5706,2,2,255,0,255,255,0
5707,2,2,255,0,255,255,0
5708,3,0,255,255,0,255,0
5709,3,0,255,255,0,255,0
5710,3,0,255,255,0,255,0
5711,3,0,255,255,0,255,0
5712,2,2,255,0,255,255,0
5713,3,0,255,255,0,255,0
5714,2,2,255,0,255,255,0
5715,3,0,243,34,0,255,0
5716,2,2,255,0,255,255,0
5717,2,2,255,0,255,255,0
5718,2,2,255,0,255,255,0
