ID,DisplayRaceID,DisplaySexID,DisplayClassID,SkinID,FaceID,HairStyleID,HairColorID,FacialHairID,Flags,BakeMaterialResourcesID,HDBakeMaterialResourcesID,CustomDisplayOption[0],CustomDisplayOption[1],CustomDisplayOption[2]
329,3,0,0,2,4,3,1,6,0,116769,0,0,0,0
330,5,1,0,0,0,7,8,2,0,147541,0,0,0,0
331,1,1,0,1,4,13,3,0,0,132238,0,0,0,0
332,3,0,0,1,7,0,7,3,0,116771,0,0,0,0
333,6,0,0,11,4,1,1,7,0,114508,0,0,0,0
334,1,0,0,3,1,4,2,8,0,156156,0,0,0,0
335,5,1,0,4,8,8,6,1,0,147543,0,0,0,0
336,3,0,0,1,2,0,2,4,0,116773,0,0,0,0
338,3,0,0,5,4,1,6,6,0,116775,0,0,0,0
339,3,0,0,2,4,0,1,7,0,116777,0,0,0,0
340,5,1,0,2,9,9,2,3,0,147545,0,0,0,0
341,3,0,0,6,3,0,3,10,0,116779,0,0,0,0
342,3,0,0,1,5,0,5,1,0,116781,0,0,0,0
343,5,1,0,3,8,3,6,6,0,147547,0,0,0,0
344,5,0,0,5,9,9,7,7,0,136957,0,0,0,0
345,1,1,0,0,0,0,0,0,0,132240,0,0,0,0
346,1,0,0,0,0,0,0,0,0,119655,0,0,0,0
347,1,0,0,1,5,4,2,2,0,156159,0,0,0,0
348,10,0,0,13,0,10,1,0,0,213355,0,0,0,0
349,5,1,0,4,3,0,0,7,0,147549,0,0,0,0
351,10,1,0,13,0,11,0,0,0,213577,0,0,0,0
354,5,0,0,3,1,0,0,8,0,136959,0,0,0,0
355,5,0,0,5,9,0,0,0,0,136961,0,0,0,0
356,5,0,0,2,3,0,0,0,0,136963,0,0,0,0
357,5,0,0,3,6,8,9,13,0,136965,0,0,0,0
358,1,0,0,2,2,2,0,2,0,156161,0,0,0,0
359,5,1,0,4,7,3,9,2,0,147551,0,0,0,0
360,3,0,0,1,5,3,1,0,0,116783,0,0,0,0
361,3,1,0,2,2,9,6,0,0,116345,0,0,0,0
364,2,0,0,7,7,1,1,5,0,173691,0,0,0,0
365,2,0,0,0,2,5,3,0,0,173689,0,0,0,0
366,3,0,0,2,6,5,2,6,0,116785,0,0,0,0
367,3,0,0,1,5,10,8,0,0,116787,0,0,0,0
368,3,0,0,1,8,2,8,5,0,116789,0,0,0,0
369,4,1,0,5,1,5,2,0,0,130232,0,0,0,0
370,1,1,0,1,3,14,5,4,0,132242,0,0,0,0
371,1,0,0,4,9,5,2,1,0,156163,0,0,0,0
372,4,1,0,3,5,2,7,4,0,130234,0,0,0,0
373,5,0,0,2,2,9,1,5,0,136967,0,0,0,0
374,5,0,0,1,8,0,3,8,0,136969,0,0,0,0
375,4,0,0,2,8,3,5,4,0,175552,0,0,0,0
376,1,0,0,1,1,10,9,5,0,156165,0,0,0,0
378,1,0,0,6,3,3,0,7,0,156167,0,0,0,0
379,3,0,0,6,7,6,7,6,0,116791,0,0,0,0
380,4,1,0,5,3,6,5,8,0,130236,0,0,0,0
381,5,0,0,3,5,0,0,4,0,136971,0,0,0,0
382,6,0,0,4,3,0,1,3,0,114510,0,0,0,0
383,3,0,0,6,0,7,7,0,0,116793,0,0,0,0
384,4,0,0,1,1,2,0,1,0,175550,0,0,0,0
385,5,0,0,5,9,0,0,0,0,136973,0,0,0,0
386,5,0,0,1,4,7,9,7,0,136975,0,0,0,0
387,3,1,0,1,6,6,3,0,0,116347,0,0,0,0
388,4,1,0,2,2,6,2,8,0,130238,0,0,0,0
389,4,1,0,6,8,4,6,1,0,130240,0,0,0,0
390,4,0,0,3,7,4,5,3,0,175548,0,0,0,0
391,4,1,0,8,6,4,3,3,0,130242,0,0,0,0
392,4,0,0,2,2,4,4,2,0,175546,0,0,0,0
393,3,0,0,2,3,2,7,8,0,116795,0,0,0,0
394,4,1,0,6,7,0,2,4,0,130244,0,0,0,0
395,4,0,0,1,1,6,2,3,0,175544,0,0,0,0
396,3,0,0,8,3,0,5,3,0,116797,0,0,0,0
397,3,0,0,4,5,0,1,2,0,116799,0,0,0,0
398,3,0,0,1,0,7,6,4,0,116801,0,0,0,0
399,3,0,0,2,8,0,9,4,0,116803,0,0,0,0
400,4,1,0,6,5,1,4,3,0,130246,0,0,0,0
401,3,0,0,1,8,0,5,9,0,116805,0,0,0,0
402,3,0,0,1,2,3,1,3,0,116807,0,0,0,0
403,4,0,0,3,3,3,5,4,0,175542,0,0,0,0
404,4,1,0,1,7,5,6,8,0,130248,0,0,0,0
405,4,0,0,3,3,5,3,5,0,175540,0,0,0,0
406,4,1,0,1,1,5,5,0,0,130250,0,0,0,0
407,6,0,0,6,4,6,0,3,0,114512,0,0,0,0
409,4,1,0,0,4,4,2,5,0,130252,0,0,0,0
410,4,0,0,1,4,4,0,1,0,175538,0,0,0,0
411,4,0,0,0,3,6,4,2,0,175536,0,0,0,0
412,3,0,0,2,8,1,7,2,0,116809,0,0,0,0
413,4,1,0,4,2,1,1,9,0,130254,0,0,0,0
414,3,0,0,1,5,1,1,5,0,116811,0,0,0,0
415,3,0,0,2,3,3,7,3,0,116813,0,0,0,0
419,4,1,0,3,7,0,6,7,0,130256,0,0,0,0
420,1,0,0,0,3,2,3,0,0,156169,0,0,0,0
421,1,0,0,3,10,3,9,1,0,156171,0,0,0,0
422,1,0,0,3,9,7,8,4,0,156173,0,0,0,0
423,1,1,0,1,9,18,4,0,0,132244,0,0,0,0
424,1,1,0,1,7,16,7,0,0,132246,0,0,0,0
425,4,1,0,2,5,5,5,4,0,130258,0,0,0,0
426,4,0,0,3,2,1,5,5,0,175534,0,0,0,0
427,4,1,0,1,0,6,4,5,0,130260,0,0,0,0
428,4,1,0,5,4,0,7,2,0,130262,0,0,0,0
429,4,0,0,2,6,2,5,2,0,175532,0,0,0,0
430,4,1,0,4,2,0,7,4,0,130264,0,0,0,0
431,4,1,0,5,6,0,2,3,0,130266,0,0,0,0
432,4,0,0,3,1,0,0,4,0,175530,0,0,0,0
433,1,0,0,1,1,4,3,8,0,156175,0,0,0,0
434,1,0,0,2,2,5,2,1,0,156177,0,0,0,0
435,1,0,0,1,7,5,4,2,0,156179,0,0,0,0
436,1,0,0,4,11,8,8,7,0,156181,0,0,0,0
437,1,0,0,3,0,3,1,5,0,156183,0,0,0,0
438,4,1,0,6,7,6,6,6,0,130268,0,0,0,0
439,1,0,0,1,11,5,6,1,0,156185,0,0,0,0
440,1,0,0,3,10,0,7,3,0,156187,0,0,0,0
441,4,1,0,0,4,4,2,5,0,130270,0,0,0,0
442,1,0,0,5,1,8,8,5,0,156189,0,0,0,0
443,1,0,0,0,0,9,9,4,0,156191,0,0,0,0
444,2,0,0,3,4,3,5,7,0,173687,0,0,0,0
445,1,0,0,5,3,1,2,2,0,156193,0,0,0,0
446,1,0,0,0,10,5,3,2,0,156195,0,0,0,0
447,1,0,0,2,9,9,5,6,0,156197,0,0,0,0
448,1,0,0,9,3,0,0,7,0,156199,0,0,0,0
449,1,0,0,2,4,9,8,2,0,156201,0,0,0,0
450,1,0,0,2,8,2,0,8,0,156203,0,0,0,0
451,1,1,0,4,10,7,0,4,0,132248,0,0,0,0
452,1,1,0,4,7,9,0,0,0,132250,0,0,0,0
453,1,0,0,3,4,3,1,0,0,156205,0,0,0,0
454,4,1,0,2,7,1,6,6,0,130272,0,0,0,0
455,4,0,0,5,1,0,7,5,0,175528,0,0,0,0
456,1,0,0,0,8,3,9,4,0,156207,0,0,0,0
457,1,0,0,1,0,3,3,5,0,156209,0,0,0,0
458,4,0,0,5,7,5,3,1,0,175526,0,0,0,0
459,1,0,0,2,8,3,1,2,0,156211,0,0,0,0
462,1,0,0,0,10,10,0,6,0,156213,0,0,0,0
463,3,1,0,0,0,0,0,0,0,116349,0,0,0,0
464,1,0,0,4,8,10,0,5,0,156215,0,0,0,0
465,1,1,0,3,4,13,1,0,0,132252,0,0,0,0
466,1,0,0,4,4,11,5,7,0,156217,0,0,0,0
467,5,0,0,0,0,0,0,0,0,136977,0,0,0,0
468,4,0,0,0,1,4,2,5,0,175524,0,0,0,0
469,1,1,0,1,6,3,0,0,0,132254,0,0,0,0
470,3,0,0,0,2,0,5,6,0,116815,0,0,0,0
471,3,0,0,1,1,0,6,8,0,116817,0,0,0,0
472,3,0,0,2,3,0,7,0,0,116819,0,0,0,0
473,3,0,0,5,5,0,4,1,0,116821,0,0,0,0
474,3,0,0,6,7,0,3,5,0,116823,0,0,0,0
475,3,0,0,5,8,0,4,1,0,116825,0,0,0,0
476,3,0,0,1,6,0,2,4,0,116827,0,0,0,0
477,3,0,0,5,9,0,1,3,0,116829,0,0,0,0
478,3,0,0,1,2,0,2,4,0,116831,0,0,0,0
479,3,1,0,0,1,0,0,0,0,116351,0,0,0,0
480,3,0,0,2,4,0,5,1,0,116833,0,0,0,0
481,3,1,0,0,2,0,0,0,0,116353,0,0,0,0
482,3,1,0,0,7,0,0,0,0,116355,0,0,0,0
483,3,1,0,0,8,0,0,0,0,116357,0,0,0,0
484,3,0,0,5,7,0,2,4,0,116835,0,0,0,0
485,3,0,0,5,6,0,1,2,0,116837,0,0,0,0
486,3,0,0,2,5,0,5,8,0,116839,0,0,0,0
487,3,0,0,2,4,0,4,7,0,116841,0,0,0,0
488,3,0,0,3,3,0,3,5,0,116843,0,0,0,0
489,3,0,0,4,2,0,2,6,0,116845,0,0,0,0
490,3,0,0,5,1,0,6,2,0,116847,0,0,0,0
491,3,0,0,2,0,0,7,3,0,116849,0,0,0,0
492,3,0,0,1,9,0,6,5,0,116851,0,0,0,0
493,3,0,0,0,8,0,7,4,0,116853,0,0,0,0
494,3,0,0,5,7,0,5,8,0,116855,0,0,0,0
495,3,0,0,4,6,0,4,7,0,116857,0,0,0,0
496,3,1,0,0,9,0,0,0,0,116359,0,0,0,0
497,3,0,0,2,5,0,5,1,0,116859,0,0,0,0
498,3,0,0,0,4,0,4,6,0,116861,0,0,0,0
499,3,0,0,0,3,0,7,5,0,116863,0,0,0,0
500,3,0,0,2,2,0,8,7,0,116865,0,0,0,0
501,3,0,0,0,1,0,9,4,0,116867,0,0,0,0
502,3,0,0,5,9,0,8,6,0,116869,0,0,0,0
503,3,0,0,0,7,0,9,3,0,116871,0,0,0,0
504,3,1,0,0,6,0,0,0,0,116361,0,0,0,0
505,3,0,0,2,6,0,7,1,0,116873,0,0,0,0
506,3,0,0,1,5,0,5,0,0,116875,0,0,0,0
507,3,0,0,4,4,0,7,2,0,116877,0,0,0,0
508,3,0,0,0,1,0,0,1,0,116879,0,0,0,0
509,5,1,0,3,4,3,6,2,0,147553,0,0,0,0
510,7,0,0,0,0,4,8,0,0,208579,0,0,0,0
511,3,0,0,2,7,1,3,6,0,116881,0,0,0,0
512,3,1,0,3,6,9,3,0,0,116363,0,0,0,0
513,3,0,0,1,5,5,0,5,0,116883,0,0,0,0
514,3,0,0,1,4,4,7,3,0,116885,0,0,0,0
515,3,0,0,2,6,2,9,7,0,116887,0,0,0,0
