ID,LabelID,GameObjectID
428,969,378271
429,1989,378271
430,1632,378271
431,969,382123
432,1989,382123
433,1632,382123
434,969,382180
435,1989,382180
436,1632,382180
437,969,377957
438,1989,377957
439,1632,377957
440,969,381061
441,1989,381061
442,1632,381061
443,969,381060
444,1989,381060
445,1632,381060
446,969,381059
447,1989,381059
448,1632,381059
449,969,381062
450,1989,381062
451,1632,381062
452,969,381058
453,1989,381058
454,1632,381058
455,969,181556
456,1762,181556
457,969,185557
458,1762,185557
459,969,243313
460,1762,243313
461,969,237359
462,1762,237359
463,969,228563
464,1762,228563
465,969,189978
466,1762,189978
467,969,181248
468,1762,181248
469,969,2055
470,1762,2055
471,969,3763
472,1762,3763
473,969,203298
474,1762,203298
475,969,103714
476,1762,103714
477,969,103713
478,1762,103713
479,969,1731
480,1762,1731
481,969,165658
482,1762,165658
483,969,202738
484,1762,202738
485,969,349900
486,1762,349900
487,969,375331
488,1762,375331
489,969,375333
490,1762,375333
491,969,375332
492,1762,375332
493,969,272768
494,1762,272768
495,969,272780
496,1762,272780
497,969,181555
498,1762,181555
499,969,241743
500,1762,241743
501,969,255344
502,1762,255344
503,969,241744
504,1762,241744
505,969,209311
506,1762,209311
507,969,221538
508,1762,221538
509,969,215413
510,1762,215413
511,969,181109
512,1762,181109
513,969,1734
514,1762,1734
515,969,150080
516,1762,150080
517,969,180215
518,1762,180215
519,969,1610
520,1762,1610
521,969,1667
522,1762,1667
523,969,19903
524,1762,19903
525,969,278149
526,1762,278149
527,969,1735
528,1762,1735
529,969,280750
530,1762,280750
531,969,103710
532,1762,103710
533,969,103712
534,1762,103712
535,969,181557
536,1762,181557
537,969,215414
538,1762,215414
539,969,209312
540,1762,209312
541,969,349898
542,1762,349898
543,969,181069
544,1762,181069
545,969,2653
546,1762,2653
547,969,241726
548,1762,241726
549,969,253280
550,1762,253280
551,969,241738
552,1762,241738
553,969,356400
554,1762,356400
555,969,356393
556,1762,356393
557,969,356402
558,1762,356402
559,969,2040
560,1762,2040
561,969,150079
562,1762,150079
563,969,176645
564,1762,176645
565,969,276616
566,1762,276616
567,969,276619
568,1762,276619
569,969,356401
570,1762,356401
571,969,185877
572,1762,185877
573,969,202736
574,1762,202736
575,969,203278
576,1762,203278
577,969,73941
578,1762,73941
579,969,73939
580,1762,73939
581,969,123310
582,1762,123310
583,969,177388
584,1762,177388
585,969,73940
586,1762,73940
587,969,123848
588,1762,123848
589,969,123309
590,1762,123309
591,969,325875
592,1762,325875
593,969,325874
594,1762,325874
595,969,349981
596,1762,349981
597,969,349982
598,1762,349982
599,969,355508
600,1762,355508
601,969,276618
602,1762,276618
603,969,370400
604,1762,370400
605,969,375478
606,1762,375478
607,969,195036
608,1762,195036
609,969,202737
610,1762,202737
611,969,181568
612,1762,181568
613,969,181570
614,1762,181570
615,969,181569
616,1762,181569
617,969,181558
618,1762,181558
619,969,228564
620,1762,228564
621,969,237360
622,1762,237360
623,969,243312
624,1762,243312
625,969,189979
626,1762,189979
627,969,202741
628,1762,202741
629,969,350082
630,1762,350082
631,969,272778
632,1762,272778
633,969,245325
634,1762,245325
635,969,215415
636,1762,215415
637,969,221539
638,1762,221539
639,969,209328
640,1762,209328
641,969,209329
642,1762,209329
643,969,215416
644,1762,215416
645,969,349899
646,1762,349899
647,969,245324
648,1762,245324
649,969,276621
650,1762,276621
651,969,202739
652,1762,202739
653,969,325873
654,1762,325873
655,969,350085
656,1762,350085
657,969,350087
658,1762,350087
659,969,355507
660,1762,355507
661,969,276623
662,1762,276623
663,969,370399
664,1762,370399
665,969,202740
666,1762,202740
667,969,189981
668,1762,189981
669,969,193954
670,1762,193954
671,969,350084
672,1762,350084
673,969,350086
674,1762,350086
675,969,276622
676,1762,276622
677,969,176644
678,1762,176644
679,969,175404
680,1762,175404
681,969,215417
682,1762,215417
683,969,209330
684,1762,209330
685,969,221540
686,1762,221540
687,969,243315
688,1762,243315
689,969,237357
690,1762,237357
691,969,228510
692,1762,228510
693,969,189980
694,1762,189980
695,969,193953
696,1762,193953
697,969,105569
698,1762,105569
699,969,1733
700,1762,1733
701,969,349983
702,1762,349983
703,969,181068
704,1762,181068
705,969,324
706,1762,324
707,969,176643
708,1762,176643
709,969,150082
710,1762,150082
711,969,349980
712,1762,349980
713,969,276617
714,1762,276617
715,969,276620
716,1762,276620
717,969,3764
718,1762,3764
719,969,1732
720,1762,1732
721,969,181249
722,1762,181249
723,969,103711
724,1762,103711
725,969,103709
726,1762,103709
727,969,2054
728,1762,2054
729,969,191133
730,1762,191133
731,969,209313
732,1762,209313
733,969,215418
734,1762,215418
735,969,221541
736,1762,221541
737,969,243314
738,1762,243314
739,969,228493
740,1762,228493
741,969,237358
742,1762,237358
743,969,2047
744,1762,2047
745,969,150081
746,1762,150081
747,969,181108
748,1762,181108
749,969,191019
750,1930,191019
751,969,244774
752,1930,244774
753,969,276237
754,1930,276237
755,969,276242
756,1930,276242
757,969,294125
758,1930,294125
759,969,181278
760,1930,181278
761,969,247865
762,1930,247865
763,969,142141
764,1930,142141
765,969,272782
766,1930,272782
767,969,202749
768,1930,202749
769,969,176589
770,1930,176589
771,969,253069
772,1930,253069
773,969,183046
774,1930,183046
775,969,142143
776,1930,142143
777,969,181166
778,1930,181166
779,969,248027
780,1930,248027
781,969,1621
782,1930,1621
783,969,3729
784,1930,3729
785,969,1622
786,1930,1622
787,969,3730
788,1930,3730
789,969,248022
790,1930,248022
791,969,248025
792,1930,248025
793,969,248018
794,1930,248018
795,969,202747
796,1930,202747
797,969,189974
798,1930,189974
799,969,351470
800,1930,351470
801,969,336686
802,1930,336686
803,969,375099
804,1930,375099
805,969,351471
806,1930,351471
807,969,375101
808,1930,375101
809,969,351469
810,1930,351469
811,969,375096
812,1930,375096
813,969,375100
814,1930,375100
815,969,2044
816,1930,2044
817,969,176639
818,1930,176639
819,969,180168
820,1930,180168
821,969,176584
822,1930,176584
823,969,183045
824,1930,183045
825,969,181271
826,1930,181271
827,969,244776
828,1930,244776
829,969,244775
830,1930,244775
831,969,1619
832,1930,1619
833,969,3726
834,1930,3726
835,969,375339
836,1930,375339
837,969,375337
838,1930,375337
839,969,375338
840,1930,375338
841,969,356540
842,1930,356540
843,969,190168
844,1930,190168
845,969,2042
846,1930,2042
847,969,269278
848,1930,269278
849,969,273052
850,1930,273052
851,969,269887
852,1930,269887
853,969,273053
854,1930,273053
855,969,183044
856,1930,183044
857,969,181270
858,1930,181270
859,969,252404
860,1930,252404
861,969,2866
862,1930,2866
863,969,191303
864,1930,191303
865,969,228572
866,1930,228572
867,969,237396
868,1930,237396
869,969,370398
870,1930,370398
871,969,244777
872,1930,244777
873,969,181276
874,1930,181276
875,969,247605
876,1930,247605
877,969,247606
878,1930,247606
879,969,247607
880,1930,247607
881,969,247388
882,1930,247388
883,969,247608
884,1930,247608
885,969,221547
886,1930,221547
887,969,215410
888,1930,215410
889,969,209355
890,1930,209355
891,969,241641
892,1930,241641
893,969,248026
894,1930,248026
895,969,190176
896,1930,190176
897,969,237398
898,1930,237398
899,969,228571
900,1930,228571
901,969,233117
902,1930,233117
903,969,206085
904,1930,206085
905,969,190173
906,1930,190173
907,969,382075
908,1930,382075
909,969,190175
910,1930,190175
911,969,190174
912,1930,190174
913,969,142144
914,1930,142144
915,969,189973
916,1930,189973
917,969,215409
918,1930,215409
919,969,209354
920,1930,209354
921,969,221545
922,1930,221545
923,969,176638
924,1930,176638
925,969,176583
926,1930,176583
927,969,180167
928,1930,180167
929,969,2046
930,1930,2046
931,969,228573
932,1930,228573
933,969,237402
934,1930,237402
935,969,1628
936,1930,1628
937,969,221542
938,1930,221542
939,969,215405
940,1930,215405
941,969,209349
942,1930,209349
943,969,176637
944,1930,176637
945,969,142145
946,1930,142145
947,969,202750
948,1930,202750
949,969,176588
950,1930,176588
951,969,190172
952,1930,190172
953,969,248020
954,1930,248020
955,969,248024
956,1930,248024
957,969,248031
958,1930,248031
959,969,2043
960,1930,2043
961,969,1624
962,1930,1624
963,969,356538
964,1930,356538
965,969,190171
966,1930,190171
967,969,2041
968,1930,2041
969,969,248019
970,1930,248019
971,969,248023
972,1930,248023
973,969,248030
974,1930,248030
975,969,375340
976,1930,375340
977,969,375341
978,1930,375341
979,969,370397
980,1930,370397
981,969,375071
982,1930,375071
983,969,356539
984,1930,356539
985,969,3727
986,1930,3727
987,969,1620
988,1930,1620
989,969,181281
990,1930,181281
991,969,336689
992,1930,336689
993,969,176586
994,1930,176586
995,969,176640
996,1930,176640
997,969,180166
998,1930,180166
999,969,237406
1000,1930,237406
1001,969,228575
1002,1930,228575
1003,969,181279
1004,1930,181279
1005,969,185881
1006,1930,185881
1007,969,181280
1008,1930,181280
1009,969,375097
1010,1930,375097
1011,969,356537
1012,1930,356537
1013,969,336691
1014,1930,336691
1015,969,3724
1016,1930,3724
1017,969,1618
1018,1930,1618
1019,969,248028
1020,1930,248028
1021,969,248029
1022,1930,248029
1023,969,180165
1024,1930,180165
1025,969,142140
1026,1930,142140
1027,969,181275
1028,1930,181275
1029,969,183043
1030,1930,183043
1031,969,215408
1032,1930,215408
1033,969,209353
1034,1930,209353
1035,969,221543
1036,1930,221543
1037,969,336690
1038,1930,336690
1039,969,281870
1040,1930,281870
1041,969,276234
1042,1930,276234
1043,969,276240
1044,1930,276240
1045,969,281872
1046,1930,281872
1047,969,215411
1048,1930,215411
1049,969,215403
1050,1930,215403
1051,969,215412
1052,1930,215412
1053,969,214510
1054,1930,214510
1055,969,215406
1056,1930,215406
1057,969,221544
1058,1930,221544
1059,969,209350
1060,1930,209350
1061,969,1617
1062,1930,1617
1063,969,3725
1064,1930,3725
1065,969,247897
1066,1930,247897
1067,969,281869
1068,1930,281869
1069,969,276239
1070,1930,276239
1071,969,221546
1072,1930,221546
1073,969,215407
1074,1930,215407
1075,969,209351
1076,1930,209351
1077,969,176587
1078,1930,176587
1079,969,176641
1080,1930,176641
1081,969,248032
1082,1930,248032
1083,969,281867
1084,1930,281867
1085,969,281868
1086,1930,281868
1087,969,281079
1088,1930,281079
1089,969,276236
1090,1930,276236
1091,969,237404
1092,1930,237404
1093,969,228574
1094,1930,228574
1095,969,244778
1096,1930,244778
1097,969,202748
1098,1930,202748
1099,969,2045
1100,1930,2045
1101,969,180164
1102,1930,180164
1103,969,176636
1104,1930,176636
1105,969,142142
1106,1930,142142
1107,969,237400
1108,1930,237400
1109,969,228576
1110,1930,228576
1111,969,190170
1112,1930,190170
1113,969,181277
1114,1930,181277
1115,969,190169
1116,1930,190169
1117,969,202751
1118,1930,202751
1119,969,336688
1120,1930,336688
1121,969,202752
1122,1930,202752
1123,969,336433
1124,1930,336433
1125,969,1623
1126,1930,1623
1127,969,356536
1128,1930,356536
1129,969,276238
1130,1930,276238
1131,969,248017
1132,1930,248017
1133,969,243334
1134,1930,243334
1135,969,326598
1136,1930,326598
1137,1727,384944
1138,1892,384944
1139,969,384944
1140,1762,384944
1141,1716,384944
1142,1724,384944
