ID,SpellID,StanceBarOrder,ShapeshiftExclude[0],ShapeshiftExclude[1],ShapeshiftMask[0],ShapeshiftMask[1]
39667,9484,0,0,0,134217728,0
39668,9634,0,1073741826,0,0,0
39672,9756,0,0,0,1073741824,0
39674,9635,0,0,0,128,0
39675,14914,0,134217728,0,0,0
39676,9835,0,2,0,1073741824,0
39677,9485,0,0,0,134217728,0
39679,1719,0,0,0,262144,0
39680,9850,0,0,0,1,0
39684,8905,0,2,0,1073741824,0
39686,9833,0,2,0,1073741824,0
39687,10951,0,0,0,134217728,0
39688,9758,0,1073741824,0,0,0
39689,8921,0,2,0,1073741824,0
39691,8924,0,2,0,1073741824,0
39692,8938,0,1073741824,0,2,0
39693,8939,0,1073741824,0,2,0
39694,8103,0,0,0,134217728,0
39696,8633,0,0,0,536870912,0
39697,8929,0,2,0,1073741824,0
39699,8198,0,0,0,196608,0
39700,9000,0,0,0,1,0
39701,8926,0,2,0,1073741824,0
39702,9904,0,0,0,1,0
39703,8927,0,2,0,1073741824,0
39706,8903,0,1073741824,0,0,0
39707,8928,0,2,0,1073741824,0
39708,8998,0,0,0,1,0
39709,8124,0,0,0,134217728,0
39710,9862,0,1073741824,0,2,0
39711,8992,0,0,0,1,0
39712,17,0,0,0,134217728,0
39713,9839,0,1073741824,0,2,0
39714,9841,0,1073741824,0,2,0
39715,8925,0,2,0,1073741824,0
39716,9849,0,0,0,1,0
39717,8724,0,0,0,536870912,0
39718,9823,0,0,0,1,0
39719,9827,0,0,0,1,0
39720,9910,0,0,0,1073741824,0
39721,9912,0,2,0,1073741824,0
39722,8092,0,0,0,134217728,0
39723,10270,2,0,0,0,0
39724,13491,0,0,0,65536,0
39725,10892,0,0,0,134217728,0
39726,9866,0,0,0,1,0
39727,9898,0,0,0,144,0
39728,9901,0,2,0,1073741824,0
39730,10898,0,0,0,134217728,0
39732,10900,0,0,0,134217728,0
39733,9875,0,2,0,1073741824,0
39734,9867,0,0,0,1,0
39735,10957,0,0,0,134217728,0
39737,8950,0,2,0,1073741824,0
39742,10301,1,0,0,0,0
39743,9863,0,1073741824,0,2,0
39744,10958,0,0,0,134217728,0
39746,694,0,0,0,196608,0
39749,9894,0,0,0,1,0
39750,8910,0,1073741824,0,2,0
39751,8940,0,1073741824,0,2,0
39752,8941,0,1073741824,0,2,0
39753,10300,1,0,0,0,0
39754,10899,0,0,0,134217728,0
39755,9896,0,0,0,1,0
39757,9840,0,1073741824,0,2,0
39758,10963,0,134217728,0,-2147483648,0
39759,10964,0,134217728,0,-2147483648,0
39760,9908,0,0,0,144,0
39761,9830,0,0,0,1,0
39762,9881,0,0,0,144,0
39764,10965,0,134217728,0,-2147483648,0
39766,9472,0,134217728,0,-2147483648,0
39767,9473,0,134217728,0,-2147483648,0
39768,9474,0,134217728,0,-2147483648,0
39770,9834,0,2,0,1073741824,0
39774,9829,0,0,0,1,0
39775,10961,0,134217728,0,-2147483648,0
39776,9876,0,2,0,1073741824,0
39778,10901,0,0,0,134217728,0
39780,9858,0,1073741824,0,2,0
39781,9754,0,0,0,144,0
39782,10952,0,0,0,134217728,0
39785,9005,0,0,0,1,0
39787,9880,0,0,0,144,0
39792,10946,0,0,0,134217728,0
39794,11581,0,0,0,196608,0
39795,14912,0,134217728,0,0,0
39797,10938,0,0,0,134217728,0
39799,11585,0,0,0,65536,0
39805,11578,0,0,0,65536,0
39807,9892,0,0,0,1,0
39808,10927,0,134217728,0,-2147483648,0
39810,10928,0,134217728,0,-2147483648,0
39811,10894,0,0,0,134217728,0
39817,10909,0,0,0,134217728,0
39819,10881,0,134217728,0,0,0
39820,10955,0,0,0,134217728,0
39823,10888,0,0,0,134217728,0
39824,10947,0,0,0,134217728,0
39825,10929,0,134217728,0,-2147483648,0
39827,10915,0,134217728,0,-2147483648,0
39828,10916,0,134217728,0,-2147483648,0
39829,10933,0,134217728,0,0,0
39830,10917,0,134217728,0,-2147483648,0
39832,10880,0,134217728,0,0,0
39835,10934,0,134217728,0,0,0
39836,10890,0,0,0,134217728,0
39837,10893,0,0,0,134217728,0
39838,10960,0,134217728,0,-2147483648,0
39844,12303,0,0,0,131072,0
39845,10937,0,0,0,134217728,0
39846,10298,1,0,0,0,0
39847,10299,1,0,0,0,0
39849,11580,0,0,0,196608,0
39850,10945,0,0,0,134217728,0
39853,11600,0,0,0,131072,0
39854,12789,0,0,0,131072,0
39855,11573,0,0,0,196608,0
39856,11574,0,0,0,196608,0
39857,11601,0,0,0,131072,0
39859,11289,0,0,0,536870912,0
39860,11290,0,0,0,536870912,0
39861,11572,0,0,0,196608,0
39862,11584,0,0,0,65536,0
39863,11268,0,0,0,536870912,0
39864,11327,0,0,0,536870912,0
39865,11269,0,0,0,536870912,0
39867,12788,0,0,0,131072,0
39869,11329,0,0,0,536870912,0
39871,13532,0,0,0,65536,0
39872,11267,0,0,0,536870912,0
39875,14913,0,134217728,0,0,0
39877,11297,0,0,0,536870912,0
39885,14911,0,134217728,0,0,0
39886,15261,0,134217728,0,0,0
39887,15264,0,134217728,0,0,0
39888,15263,0,134217728,0,0,0
39891,592,0,0,0,134217728,0
39896,15014,0,134217728,0,0,0
39899,14818,0,0,0,134217728,0
39900,14819,0,0,0,134217728,0
39902,15018,0,134217728,0,0,0
39904,15020,0,134217728,0,0,0
39905,15362,0,134217728,0,0,0
39907,14908,0,134217728,0,0,0
39908,14909,0,134217728,0,0,0
39913,14183,0,0,0,536870912,0
39914,15025,0,134217728,0,0,0
39916,15237,0,134217728,0,0,0
39918,15017,0,134217728,0,0,0
39919,14904,0,134217728,0,0,0
39921,15265,0,134217728,0,0,0
39922,14898,0,134217728,0,0,0
39924,14902,0,0,0,536870912,0
39926,14889,0,134217728,0,0,0
39929,15010,0,134217728,0,0,0
39930,14892,0,134217728,0,0,0
39935,14751,0,0,0,134217728,0
39938,15012,0,134217728,0,0,0
39939,15013,0,134217728,0,0,0
39942,15356,0,134217728,0,0,0
39945,15266,0,134217728,0,0,0
39946,15267,0,134217728,0,0,0
39956,15727,0,0,0,8192,0
39958,15363,0,134217728,0,0,0
39959,15431,0,134217728,0,0,0
39960,14752,0,0,0,134217728,0
39961,15487,0,0,0,134217728,0
39963,15349,0,134217728,0,0,0
39967,15354,0,134217728,0,0,0
39970,15262,0,134217728,0,0,0
39972,17311,0,0,0,134217728,0
39975,15011,0,134217728,0,0,0
39988,8102,0,0,0,134217728,0
39996,16689,0,0,0,1073741969,0
40007,15024,0,134217728,0,0,0
40008,15026,0,134217728,0,0,0
40009,15027,0,134217728,0,0,0
40010,15008,0,134217728,0,0,0
40015,15009,0,134217728,0,0,0
40017,16954,0,0,0,1,0
40038,16329,0,0,0,134217728,0
40043,15355,0,134217728,0,0,0
40045,16953,0,0,0,1,0
40047,15407,0,0,0,134217728,0
40049,16053,0,0,0,134217728,0
40052,15430,0,134217728,0,0,0
40054,16813,0,0,0,1073741969,0
40058,16958,0,0,0,144,0
40062,16959,0,0,0,144,0
40064,16944,0,0,0,145,0
40066,16812,0,0,0,1073741969,0
40078,16942,0,0,0,145,0
40099,16979,0,0,0,144,0
40120,16943,0,0,0,145,0
40157,16961,0,0,0,144,0
40178,16952,0,0,0,1,0
40208,17314,0,0,0,134217728,0
40212,16914,0,2,0,1073741824,0
40246,17402,0,2,0,1073741824,0
40248,17401,0,2,0,1073741824,0
40256,17002,0,0,0,1,0
40259,18125,0,0,0,134217728,0
40271,19276,0,0,0,134217728,0
40317,16947,0,0,0,145,0
40328,16949,0,0,0,145,0
40335,16948,0,0,0,145,0
40336,18141,0,0,0,134217728,0
40354,17313,0,0,0,134217728,0
40356,17116,0,1073741824,0,0,0
40371,17312,0,0,0,134217728,0
40377,17329,0,0,0,1073741969,0
40390,17191,0,134217728,0,0,0
40402,16857,0,0,0,145,0
40412,16811,0,0,0,1073741969,0
40420,16810,0,0,0,1073741969,0
40433,18976,2,0,0,0,0
40435,19236,0,134217728,0,0,0
40437,19238,0,134217728,0,0,0
40440,19240,0,134217728,0,0,0
40476,18530,0,134217728,0,0,0
40478,18534,0,134217728,0,0,0
40506,18535,0,134217728,0,0,0
40515,18531,0,134217728,0,0,0
40553,19241,0,134217728,0,0,0
40559,18533,0,134217728,0,0,0
40573,19242,0,134217728,0,0,0
40599,20742,0,1073741824,0,0,0
40620,19243,0,134217728,0,0,0
40639,23920,0,0,0,196608,0
40645,19277,0,0,0,134217728,0
40646,19278,0,0,0,134217728,0
40650,18657,0,2,0,1073741824,0
40653,18658,0,2,0,1073741824,0
40675,20662,0,0,0,327680,0
40715,19900,5,0,0,0,0
40718,19279,0,0,0,134217728,0
40724,19280,0,0,0,134217728,0
40752,19895,3,0,0,0,0
40808,20761,2,0,0,0,0
40904,18807,0,0,0,134217728,0
40907,18562,0,1073741824,0,2,0
40956,19898,4,0,0,0,0
40957,20770,0,134217728,0,0,0
41000,19897,4,0,0,0,0
41036,19726,5,0,0,0,0
41039,19746,2,0,0,0,0
41040,19876,3,0,0,0,0
41050,19896,3,0,0,0,0
41051,19899,5,0,0,0,0
41060,20253,0,0,0,262144,0
41129,19891,5,0,0,0,0
41158,21562,0,0,0,134217728,0
41177,20615,0,0,0,65536,0
41178,20719,0,0,0,1,0
41215,21169,3,0,0,0,0
41220,19675,0,0,0,144,0
41223,20706,0,0,0,134217728,0
41232,20252,0,0,0,262144,0
41272,20614,0,0,0,65536,0
41275,19888,4,0,0,0,0
41279,20600,0,0,0,150994944,0
41333,21564,0,0,0,134217728,0
41337,20616,0,0,0,262144,0
41338,20617,0,0,0,262144,0
41353,20484,0,1073741824,0,0,0
41393,20762,2,0,0,-2147483648,0
41394,20763,2,0,0,-2147483648,0
41427,20751,0,0,0,8192,0
41442,20739,0,1073741824,0,0,0
41446,20660,0,0,0,327680,0
41468,20759,2,0,0,0,0
41530,20707,2,0,0,-2147483648,0
41533,20658,0,0,0,327680,0
41534,20661,0,0,0,327680,0
41550,20760,2,0,0,0,0
41577,20230,0,0,0,65536,0
41586,20758,2,0,0,0,0
41587,20747,0,1073741824,0,0,0
41597,20559,0,0,0,65536,0
41652,20560,0,0,0,65536,0
41675,23459,0,134217728,0,0,0
41676,20748,0,1073741824,0,0,0
41696,20764,2,0,0,-2147483648,0
41697,20765,2,0,0,-2147483648,0
41722,22827,0,0,0,1,0
41845,22570,0,0,0,1,0
41875,22828,0,0,0,1,0
41901,22829,0,0,0,1,0
41904,24043,0,0,0,1,0
41980,23700,1,0,0,0,0
41988,23455,0,134217728,0,0,0
42005,22823,0,0,0,134217728,0
42066,22842,0,0,0,144,0
42073,22568,0,0,0,1,0
42139,24238,0,0,0,1,0
42154,23218,0,0,0,149,0
42173,22822,0,0,0,134217728,0
42198,23947,0,0,0,134217728,0
42204,23948,0,0,0,134217728,0
42262,23964,0,0,0,134217728,0
42266,24858,4,2,0,0,0
42297,24866,0,0,0,1,0
42324,22752,0,0,0,1,0
42330,24867,0,0,0,145,0
42417,23458,0,134217728,0,0,0
42421,24905,0,0,0,1073741824,0
42423,24907,0,0,0,1073741824,0
42458,24042,0,0,0,144,0
42497,25288,0,0,0,131072,0
42527,24974,0,2,0,1073741824,0
42531,25314,0,134217728,0,-2147483648,0
42537,25297,0,1073741824,0,0,0
42539,24994,0,671588450,0,1073741969,0
42583,27681,0,0,0,134217728,0
42621,26153,0,671588450,0,1073741969,0
42625,27733,2,0,0,0,0
42641,24694,0,671588450,0,1073741969,0
42652,25315,0,134217728,0,-2147483648,0
42683,25316,0,134217728,0,-2147483648,0
42689,24697,0,671588450,0,1073741969,0
42691,23921,0,0,0,131072,0
42728,25299,0,1073741824,0,2,0
42745,24248,0,0,0,1,0
42790,28683,0,0,0,1,0
42877,25298,0,2,0,1073741824,0
42881,24932,0,0,0,145,0
42961,24975,0,2,0,1073741824,0
43042,27683,0,0,0,134217728,0
43120,24976,0,2,0,1073741824,0
43121,24977,0,2,0,1073741824,0
43123,26565,0,134217728,0,0,0
43172,27636,0,0,0,134217728,0
43175,27608,0,134217728,0,0,0
43219,27609,0,0,0,134217728,0
43247,25816,0,0,0,134217728,0
43262,27530,0,0,0,1073741824,0
43385,27870,0,134217728,0,-2147483648,0
43392,27986,0,0,0,134217728,0
43395,28717,0,671588450,0,1073741969,0
43457,27813,0,1073741824,0,0,0
43527,28154,0,671588450,0,1073741969,0
43540,27871,0,134217728,0,-2147483648,0
43569,27803,0,134217728,0,0,0
43587,27805,0,134217728,0,0,0
43588,27818,0,1073741824,0,0,0
43618,27817,0,1073741824,0,0,0
43632,27804,0,134217728,0,0,0
43655,27605,0,0,0,134217728,0
43659,27779,0,0,0,134217728,0
43664,27606,0,134217728,0,0,0
43665,27607,0,0,0,134217728,0
43673,27841,0,0,0,134217728,0
43685,27827,0,134217728,0,0,0
43686,27800,0,134217728,0,0,0
43687,27801,0,134217728,0,0,0
43696,27799,0,134217728,0,0,0
43698,27740,3,0,0,0,0
43700,27610,0,0,0,134217728,0
43806,29166,0,0,0,1073741826,0
43815,31018,0,0,0,1,0
43868,28810,0,0,0,134217728,0
43875,29274,0,1073741824,0,0,0
43932,30238,0,134217728,0,0,0
44005,27553,0,0,0,8192,0
44006,27554,0,0,0,8192,0
44018,27551,0,0,0,8192,0
44020,27556,0,0,0,16384,0
44021,27557,0,0,0,16384,0
44024,28133,0,134217728,0,0,0
49572,339,0,2,0,0,0
49573,1062,0,2,0,0,0
49574,2369,0,335544320,0,0,0
49575,2371,0,335544320,0,0,0
49576,2575,0,2,0,0,0
49577,2576,0,2,0,0,0
49578,3411,0,0,0,131072,0
49579,3564,0,2,0,0,0
49581,5195,0,2,0,0,0
49582,5196,0,2,0,0,0
49584,7620,0,2,0,0,0
49585,7731,0,2,0,0,0
49586,7732,0,2,0,0,0
49587,9852,0,2,0,0,0
49588,9853,0,2,0,0,0
49589,10248,0,2,0,0,0
49590,12295,0,0,0,131072,0
49591,12328,0,0,0,327680,0
49592,12676,0,0,0,131072,0
49593,12677,0,0,0,131072,0
49594,18248,0,2,0,0,0
49595,18960,0,2,0,1073741824,0
49597,24864,0,0,0,145,0
49598,24925,0,1140883583,0,0,0
49599,24926,0,1409319071,0,0,0
49600,24927,0,1409319071,0,0,0
49715,349794,0,-2147483648,0,0,0
49721,24817,0,0,0,65536,0
49722,25208,0,0,0,196608,0
49723,25210,0,134217728,0,-2147483648,0
49724,25212,0,0,0,327680,0
49725,25213,0,134217728,0,-2147483648,0
49726,25217,0,0,0,134217728,0
49727,25218,0,0,0,134217728,0
49728,25221,0,134217728,0,-2147483648,0
49729,25222,0,134217728,0,-2147483648,0
49730,25233,0,134217728,0,-2147483648,0
49731,25234,0,0,0,327680,0
49732,25235,0,134217728,0,-2147483648,0
49733,25236,0,0,0,327680,0
49735,25264,0,0,0,196608,0
49736,25266,0,0,0,65536,0
49737,25269,0,0,0,131072,0
49738,25272,0,0,0,262144,0
49739,25273,0,0,0,65536,0
49740,25274,0,0,0,65536,0
49741,25275,0,0,0,262144,0
49742,25308,0,134217728,0,-2147483648,0
49743,25312,0,0,0,134217728,0
49744,25329,0,134217728,0,0,0
49745,25331,0,134217728,0,0,0
49746,25363,0,134217728,0,0,0
49747,25364,0,134217728,0,0,0
49748,25367,0,0,0,134217728,0
49749,25368,0,0,0,134217728,0
49750,25372,0,0,0,134217728,0
49751,25375,0,0,0,134217728,0
49754,25384,0,134217728,0,0,0
49755,25387,0,0,0,134217728,0
49756,25389,0,0,0,134217728,0
49757,25392,0,0,0,134217728,0
49759,25431,0,0,0,134217728,0
49760,25433,0,0,0,134217728,0
49761,25435,0,134217728,0,0,0
49762,25437,0,134217728,0,0,0
49767,25467,0,0,0,134217728,0
49770,25531,0,0,0,134217728,0
49772,26839,0,0,0,536870912,0
49773,26884,0,0,0,536870912,0
49774,26888,0,0,0,536870912,0
49775,26978,0,1073741824,0,0,0
49776,26979,0,1073741824,0,0,0
49777,26980,0,1073741824,0,2,0
49778,26981,0,1073741824,0,2,0
49779,26982,0,1073741824,0,2,0
49780,26983,0,1073741824,0,2,0
49781,26984,0,2,0,1073741824,0
49782,26985,0,2,0,1073741824,0
49783,26986,0,2,0,1073741824,0
49784,26987,0,2,0,1073741824,0
49785,26988,0,2,0,1073741824,0
49786,26989,0,2,0,0,0
49789,26992,0,0,0,1073741824,0
49791,26994,0,1073741824,0,0,0
49792,26995,0,2,0,1073741824,0
49793,26996,0,0,0,144,0
49794,26997,0,0,0,144,0
49795,26998,0,0,0,144,0
49797,27000,0,0,0,1,0
49798,27001,0,0,0,1,0
49799,27002,0,0,0,1,0
49800,27003,0,0,0,1,0
49801,27004,0,0,0,1,0
49802,27005,0,0,0,1,0
49803,27006,0,0,0,1,0
49804,27008,0,0,0,1,0
49805,27009,0,0,0,1073741969,0
49807,27012,0,2,0,1073741824,0
49808,27013,0,2,0,1073741824,0
49809,27150,1,0,0,0,0
49810,27151,3,0,0,0,0
49811,27152,4,0,0,0,0
49812,27153,5,0,0,0,0
49813,27239,2,0,0,0,0
49814,27240,2,0,0,0,0
49815,27441,0,0,0,536870912,0
49816,27985,0,0,0,134217728,0
49817,28275,0,134217728,0,-2147483648,0
49818,28516,0,0,0,134217728,0
49819,28880,0,134217728,0,-2130706432,0
49820,29170,0,134217728,0,-2147483648,0
49821,29354,0,2,0,0,0
49824,29593,0,0,0,131072,0
49825,29594,0,0,0,131072,0
49829,29704,0,0,0,196608,0
49830,29759,0,0,0,262144,0
49831,29760,0,0,0,262144,0
49832,29761,0,0,0,262144,0
49833,29762,0,0,0,262144,0
49834,29763,0,0,0,262144,0
49838,30357,0,0,0,131072,0
49839,30515,2,0,0,0,0
49840,30519,2,0,0,0,0
49841,30604,0,134217728,0,0,0
49842,30980,0,0,0,536870912,0
49843,30986,0,0,0,536870912,0
49845,31206,0,671588450,0,1073741969,0
49846,31606,0,1073742079,0,0,0
49847,31709,0,0,0,1,0
49851,31807,0,0,0,134217728,0
49852,31808,0,0,0,134217728,0
49853,31810,0,0,0,134217728,0
49854,31811,0,0,0,134217728,0
49855,31812,0,0,0,134217728,0
49856,31813,0,0,0,134217728,0
49857,31814,0,0,0,134217728,0
49858,31815,0,0,0,134217728,0
49859,31864,0,0,0,65536,0
49861,32025,0,0,0,134217728,0
49862,32125,0,134217728,0,-2147483648,0
49864,32223,7,0,0,0,0
49865,32359,0,671588450,0,1073741969,0
49866,32375,0,0,0,134217728,0
49867,32379,0,0,0,134217728,0
49868,32504,0,0,0,134217728,0
49869,32546,0,134217728,0,-2147483648,0
49874,32585,0,671588450,0,1073741969,0
49875,32592,0,0,0,134217728,0
49876,32606,0,2,0,0,0
49877,32618,0,1073741824,0,0,0
49879,32717,0,0,0,1073741824,0
49880,32756,0,-805248769,0,0,0
49881,32841,0,134217728,0,0,0
49882,32864,0,0,0,536870912,0
49884,32926,0,0,0,134217728,0
49885,32996,0,0,0,134217728,0
49886,32999,0,0,0,134217728,0
49887,33032,0,671588450,0,1073741969,0
49888,33033,0,671588450,0,1073741969,0
49889,33034,0,671588450,0,1073741969,0
49890,33035,0,671588450,0,1073741969,0
49891,33036,0,671588450,0,1073741969,0
49892,33037,0,671588450,0,1073741969,0
49893,33038,0,671588450,0,1073741969,0
49894,33039,0,671588450,0,1073741969,0
49895,33076,0,134217728,0,-2147483648,0
49896,33095,0,2,0,0,0
49897,33107,0,671588450,0,1073741969,0
49898,33108,0,671588450,0,1073741969,0
49899,33112,0,671588450,0,1073741969,0
49900,33113,0,671588450,0,1073741969,0
49901,33114,0,671588450,0,1073741969,0
49902,33115,0,671588450,0,1073741969,0
49903,33116,0,671588450,0,1073741969,0
49904,33117,0,671588450,0,1073741969,0
49905,33119,0,671588450,0,1073741969,0
49906,33120,0,671588450,0,1073741969,0
49907,33135,0,671588450,0,1073741969,0
49908,33143,0,1073741824,0,0,0
49909,33151,0,1073741824,0,0,0
49910,33176,0,671588450,0,1073741969,0
49911,33177,0,671588450,0,1073741969,0
49912,33178,0,671588450,0,1073741969,0
49913,33179,0,671588450,0,1073741969,0
49914,33180,0,671588450,0,1073741969,0
49915,33181,0,671588450,0,1073741969,0
49916,33183,0,671588450,0,1073741969,0
49917,33184,0,671588450,0,1073741969,0
49918,33185,0,671588450,0,1073741969,0
49919,33187,0,671588450,0,1073741969,0
49920,33188,0,671588450,0,1073741969,0
49921,33246,0,0,0,134217728,0
49922,33247,0,0,0,134217728,0
49927,33325,0,0,0,134217728,0
49928,33327,0,671588450,0,1073741969,0
49930,33372,0,671588450,0,1073741969,0
49935,33619,0,134217728,0,0,0
49937,33745,0,0,0,144,0
49938,33763,0,1073741824,0,2,0
49939,33778,0,1073741824,0,0,0
49940,33786,0,2,0,0,0
49941,33831,0,2,0,1073741824,0
49942,33859,0,0,0,1,0
49943,33866,0,0,0,1,0
49944,33867,0,0,0,1,0
49948,33876,0,0,0,1,0
49949,33878,0,0,0,128,0
49950,33891,4,0,0,0,0
49951,33943,5,1073741826,0,0,0
