ID,SpellID,StanceBarOrder,ShapeshiftExclude[0],ShapeshiftExclude[1],ShapeshiftMask[0],ShapeshiftMask[1]
489,38395,0,134217728,0,-2147483648,0
490,38549,0,0,0,1073741826,0
491,38688,0,0,0,1073741826,0
492,38915,0,0,0,134217728,0
493,39219,0,0,0,134217728,0
498,39377,0,0,0,131072,0
499,39560,0,0,0,-133701377,0
500,39649,0,0,0,134217728,0
501,39758,0,0,0,-133701377,0
502,39897,0,0,0,134217728,0
503,40090,0,0,0,1073741824,0
504,40118,-1,0,0,0,0
505,40120,0,1073741826,0,0,0
506,40128,0,1073741824,0,2,0
507,40135,0,0,0,134217728,0
511,40471,0,1073741824,0,2,0
512,40716,0,-805248769,0,0,0
513,40789,0,0,0,134217728,0
514,40791,0,0,0,134217728,0
515,40792,0,0,0,134217728,0
516,40793,0,0,0,134217728,0
519,41100,2,0,0,0,0
520,41101,1,0,0,0,0
521,41106,1,0,0,0,0
522,41159,0,0,0,134217728,0
523,41233,0,0,0,134217728,0
524,41402,2,0,0,0,0
525,41453,5,0,0,0,0
526,41625,0,0,0,1,0
527,41635,0,134217728,0,-2147483648,0
529,42016,0,335544320,0,0,0
533,42129,0,0,0,134217728,0
534,42184,2,0,0,0,0
535,42295,0,-738164513,0,0,0
536,42363,0,1073741826,0,0,0
537,42387,0,1073741826,0,0,0
545,43051,4,0,0,0,0
546,43110,-1,0,0,0,0
548,43241,0,0,0,134217728,0
556,43422,0,1073741824,0,0,0
561,43939,0,0,0,134217728,0
562,43949,0,0,0,1048576,0
563,43958,0,0,0,1048576,0
567,44174,0,134217728,0,0,0
568,44175,0,0,0,134217728,0
569,44291,0,0,0,134217728,0
570,44426,0,0,0,1048576,0
571,44742,0,1409319071,0,0,0
572,44743,0,1409319071,0,0,0
605,45067,-1,0,0,0,0
606,45278,0,1073741826,0,0,0
607,45317,0,0,0,64,0
610,45468,0,0,0,134217728,0
611,45759,0,1073741826,0,0,0
612,45760,0,1073741826,0,0,0
613,45762,0,1073741826,0,0,0
615,45905,-1,0,0,0,0
617,46192,0,134217728,0,0,0
618,46193,0,0,0,134217728,0
619,46337,0,1073741826,0,0,0
620,46555,-1,0,0,0,0
621,46585,0,0,0,16777216,0
624,47021,-1,0,0,0,0
628,47190,0,1409286303,0,0,0
629,47468,0,0,0,64,0
631,47481,0,0,0,64,0
632,47482,0,0,0,64,0
633,47484,0,0,0,64,0
634,47496,0,0,0,64,0
637,47515,0,134217728,0,0,0
680,47788,0,134217728,0,-2147483648,0
698,48403,0,0,0,335544320,0
710,48629,0,0,0,1,0
712,48761,0,1073741826,0,0,0
713,48762,0,1073741826,0,0,0
714,48763,0,1073741826,0,0,0
715,48778,0,0,0,16777216,0
716,49306,0,134217728,0,-2147483648,0
717,49307,0,0,0,1073741826,0
718,49376,0,0,0,1,0
719,49383,0,2,0,0,0
725,49609,0,0,0,512,0
726,49613,0,0,0,512,0
727,49617,0,0,0,512,0
731,50105,0,0,0,1073741824,0
735,50195,0,0,0,134217728,0
736,50245,0,2,0,0,0
737,50247,0,335544320,0,0,0
738,50310,0,2,0,0,0
741,50464,0,1073741981,0,0,0
743,50515,0,0,0,-1590689728,0
749,50769,0,1073741824,0,0,0
752,51230,0,0,0,1048576,0
753,51244,0,0,0,1048576,0
754,51294,0,2,0,0,0
757,52150,0,2,0,1073741824,0
760,52501,0,0,0,1073741824,0
761,52502,0,0,0,1073741824,0
762,52503,0,0,0,1073741824,0
763,52504,0,0,0,144,0
764,52506,0,0,0,144,0
765,52507,0,0,0,144,0
766,52551,0,0,0,2,0
767,52553,0,0,0,2,0
768,52554,0,0,0,2,0
771,52970,0,0,0,134217728,0
772,53229,0,0,0,1073741824,0
774,53608,0,0,0,2,0
775,53771,-1,0,0,0,0
776,53773,-1,0,0,0,0
777,53774,-1,0,0,0,0
778,53775,-1,0,0,0,0
779,53776,-1,0,0,0,0
780,53777,-1,0,0,0,0
781,53779,-1,0,0,0,0
782,53780,-1,0,0,0,0
783,53781,-1,0,0,0,0
784,53782,-1,0,0,0,0
785,53783,-1,0,0,0,0
786,53784,-1,0,0,0,0
787,53790,1,0,0,0,0
788,53791,2,0,0,0,0
789,54020,-1,0,0,0,0
794,54569,0,0,0,512,0
795,54570,0,0,0,512,0
796,54571,0,0,0,512,0
797,54596,0,0,0,512,0
798,54597,0,0,0,512,0
799,54598,0,0,0,512,0
800,54599,0,0,0,512,0
801,54600,0,0,0,512,0
810,55357,2,0,0,0,0
811,55366,2,0,0,0,0
813,55881,0,0,0,1073741824,0
814,55884,-1,0,0,0,0
815,55942,0,1075838978,0,0,0
825,56528,0,0,0,1048576,0
826,56560,0,0,0,1048576,0
827,57425,-1,0,0,0,0
828,57427,-1,0,0,0,0
829,57596,0,0,0,1048576,0
830,57655,2,1073741826,0,0,0
831,57657,0,0,0,1,0
832,57661,0,0,0,1,0
833,57763,0,1073741824,0,0,0
834,57765,0,1073741981,0,0,0
835,57771,0,134217728,0,0,0
836,57777,0,134217728,0,0,0
844,58867,0,0,0,64,0
845,59542,0,0,0,-1996488704,0
846,59543,0,0,0,-1996488704,0
847,59544,0,0,0,-1996488704,0
848,59545,0,0,0,-1996488704,0
849,59547,0,0,0,-1996488704,0
850,59548,0,0,0,-1996488704,0
853,59988,0,0,0,1,0
854,59989,0,0,0,1,0
855,59991,0,1073741981,0,0,0
856,60004,0,134217728,0,0,0
858,60518,0,1073741824,0,0,0
859,60530,0,1073741824,0,2,0
860,60888,0,1073741824,0,0,0
861,60957,0,1073741824,0,0,0
862,60958,0,1073741824,0,0,0
863,61132,0,0,0,1,0
864,61138,0,0,0,1,0
867,61489,0,1073741824,0,0,0
868,61777,0,0,0,64,0
870,62022,0,0,0,1024,0
871,62023,0,0,0,1024,0
872,62024,0,0,0,1024,0
873,62025,0,0,0,1024,0
874,62029,0,0,0,1024,0
875,62031,0,0,0,1024,0
876,62032,0,0,0,1024,0
878,62071,0,0,0,1,0
884,62597,-1,0,0,0,0
886,62605,-1,0,0,0,0
889,63242,0,1073741981,0,0,0
890,63259,0,0,0,1073741824,0
891,63275,0,2,0,0,0
895,63556,0,1073741981,0,0,0
896,63569,0,0,0,1073741824,0
903,64843,0,134217728,0,-2147483648,0
904,64901,0,134217728,0,-2147483648,0
905,65745,0,335544320,0,0,0
906,65854,0,2,0,1073741824,0
907,66067,0,1073741824,0,2,0
908,66094,0,1073741824,0,0,0
910,66658,-1,0,0,0,0
911,66659,-1,0,0,0,0
912,66660,-1,0,0,0,0
913,66662,-1,0,0,0,0
914,66663,-1,0,0,0,0
915,66664,-1,0,0,0,0
927,71548,0,0,0,134217728,0
928,71780,0,0,0,134217728,0
930,71841,0,134217728,0,0,0
931,71842,0,134217728,0,0,0
932,71925,0,0,0,1,0
933,71926,0,0,0,1,0
934,71932,0,134217728,0,0,0
937,74978,0,1409286399,0,0,0
938,75333,0,0,0,134217728,0
939,75421,0,1409286399,0,0,0
940,75422,0,1409286399,0,0,0
948,77758,0,0,0,16,0
955,78069,0,134217728,0,0,0
958,78674,0,2,0,1073741824,0
959,78675,0,2,0,1073741824,0
964,80313,0,0,0,16,0
969,80554,0,0,0,1,0
970,80556,0,0,0,1,0
972,80558,0,0,0,1,0
997,81751,0,134217728,0,-2147483648,0
1007,62695,0,0,0,134217728,0
1008,67435,0,-805248769,0,0,0
1009,68395,0,-2147483648,0,0,0
1011,69867,0,1073741824,0,2,0
1012,70544,0,335544320,0,0,0
1013,72885,0,-736067429,0,0,0
1014,72889,0,-64954209,0,0,0
1016,74517,0,2,0,0,0
1020,75945,0,0,0,1073741824,0
1021,77042,5,1073741826,0,0,0
1022,77066,0,335544320,0,0,0
1025,77345,0,0,0,335544320,0
1026,77413,0,134217728,0,0,0
1027,78025,0,1409286399,0,0,0
1028,78510,0,1409286399,0,0,0
1029,78672,0,1409286399,0,0,0
1030,78680,0,1409286399,0,0,0
1031,78866,-1,0,0,0,0
1032,78966,0,134217728,0,0,0
1034,79830,0,0,0,1,0
1035,79963,2,0,0,0,0
1036,80231,0,1409286399,0,0,0
1037,80237,-1,0,0,0,0
1038,80243,-1,0,0,0,0
1039,80244,-1,0,0,0,0
1040,80245,-1,0,0,0,0
1041,80246,-1,0,0,0,0
1042,80247,-1,0,0,0,0
1043,80248,-1,0,0,0,0
1044,80250,-1,0,0,0,0
1045,80251,-1,0,0,0,0
1051,80568,0,1409286399,0,0,0
1053,81455,2,0,0,0,0
1111,83009,0,0,0,64,0
1112,83010,0,0,0,64,0
1113,67032,0,335577247,0,0,0
1114,69619,0,335577247,0,0,0
1142,85043,-1,0,0,0,0
1164,85910,0,134217728,0,0,0
1170,86096,0,0,0,16,256
1178,87441,0,134217728,0,0,0
1186,88095,0,335577247,0,0,0
1187,88323,0,0,0,134217728,0
1188,88625,0,134217728,0,0,0
1191,88747,0,0,0,1073741826,0
1193,88868,0,2,0,0,0
1198,74491,0,335544473,0,0,0
1204,89733,0,335544320,0,0,0
1205,89808,0,0,0,134217728,0
1207,90166,0,0,0,1,0
1210,90361,0,0,0,-2147483648,0
1215,91090,0,0,0,64,0
1222,79395,0,0,0,17,0
1224,91695,0,335577247,0,0,0
1226,91776,0,0,0,64,0
1227,91778,0,0,0,64,0
1228,91797,0,0,0,64,0
1229,91800,0,0,0,64,0
1231,91807,0,0,0,64,0
1232,91809,0,0,0,64,0
1233,91837,0,0,0,64,0
1234,91838,0,0,0,64,0
1239,93402,0,0,0,1073741826,4
1252,50799,0,0,0,512,0
1254,94472,0,134217728,0,-2147483648,0
1279,80451,0,335544320,0,0,0
1280,83958,0,335544320,0,0,0
1281,96220,0,-2147483648,0,0,0
1282,96273,0,0,0,65536,0
1298,96562,0,4,0,0,0
1300,96714,0,134217728,0,0,0
1335,97547,0,2,0,1073741824,0
1353,98322,0,-2147483648,0,0,0
1354,98323,0,-2147483648,0,0,0
1355,98324,0,-2147483648,0,0,0
1359,98367,0,134217728,0,-2147483648,0
1371,99017,0,1073741824,0,0,0
1374,99244,0,0,0,1,0
1375,99634,0,134217728,0,0,0
1376,100804,0,2,0,1073741824,0
1377,99154,0,0,0,134217728,0
1380,101155,0,1073741824,0,0,0
1390,102161,0,2,0,0,0
1396,102383,0,0,0,1073741824,4
1398,102416,0,0,0,8,0
1399,102417,0,0,0,4,0
1423,104461,0,0,0,131072,0
1434,104731,0,134217728,0,0,0
1440,105450,0,-2147483648,0,0,0
1479,106785,0,0,0,1,0
1481,33917,0,0,0,16,0
1482,106830,0,0,0,1,0
1483,106832,0,0,0,17,0
1484,106839,0,0,0,17,0
1485,106840,0,0,0,1,0
1550,108126,0,0,0,327680,0
1591,108920,0,0,0,134217728,0
1629,109659,-1,0,0,0,0
1655,110410,0,2,0,0,0
1722,111759,0,335544320,0,134217728,0
1733,112922,0,0,0,2097152,0
1734,112934,0,-2147483648,0,0,0
1744,113190,0,0,0,64,0
1777,113636,0,0,0,1,0
1791,114018,0,0,0,536870912,0
1799,114282,5,0,0,0,0
1802,114401,0,134217728,0,0,0
1823,114766,-1,0,0,0,0
1824,114767,-1,0,0,0,0
1826,114776,-1,0,0,0,0
1827,114777,-1,0,0,0,0
1828,114778,-1,0,0,0,0
1829,114780,-1,0,0,0,0
1830,114781,-1,0,0,0,0
1855,115193,1,0,0,536870912,0
1860,115276,0,0,0,134217728,0
1878,115675,-1,0,0,0,0
1895,116330,0,0,0,4194304,0
1899,22812,0,335544320,0,0,0
1905,102351,0,1073741824,4,0,0
1962,108238,0,335544320,0,0,0
1964,58875,0,0,0,32768,33024
2010,97388,0,-2147483648,0,0,0
2064,121093,0,0,0,-1996488704,0
2087,121553,0,1409286399,0,0,0
2088,121554,0,1409286399,0,0,0
2089,121555,0,1409286399,0,0,0
2090,121556,0,1409286399,0,0,0
2145,122861,0,0,0,134217728,0
2158,123040,0,0,0,134217728,0
2160,123131,0,134217728,0,-2147483648,0
2162,123258,0,0,0,134217728,0
2187,82207,0,0,0,1778323667,0
2188,124357,0,2,0,0,0
2189,124360,0,2,0,0,0
2197,124492,0,-2147483648,0,0,0
2198,102359,0,335544320,0,0,0
2208,102693,0,335544320,0,0,0
2219,125291,0,134217728,0,-2147483648,0
2222,102342,0,1409286173,4,0,0
2223,108291,0,335544332,0,0,0
2224,108292,0,335544332,0,0,0
2225,108293,0,335544332,0,0,0
2226,108294,0,335544332,0,0,0
2246,125759,0,0,0,524288,0
2252,126135,0,134217728,0,-2147483648,0
2254,126225,-1,0,0,0,0
2255,126288,0,0,0,134217728,0
2261,102401,0,335544320,0,0,0
2269,127665,0,0,0,134217728,0
2371,130326,-1,0,0,0,0
2373,105794,0,0,0,0,0
2376,106041,0,0,0,0,0
2379,130575,0,0,0,0,0
2403,131474,0,2,0,0,0
2405,131476,0,2,0,0,0
2415,131490,0,2,0,0,0
2489,132302,0,335544320,0,0,0
2493,132331,-1,0,0,0,0
2498,132370,0,1073741824,0,0,0
2598,132603,0,0,0,134217728,0
2599,132604,0,0,0,134217728,0
2617,87840,0,1073741826,8,0,0
2719,133031,0,134217728,0,0,0
2786,135288,0,0,0,16,0
2798,126656,0,335577092,0,0,0
2800,121135,0,0,0,-2147483648,0
2801,110744,0,0,0,-2013265920,0
2802,105355,0,335544324,0,0,0
2807,136312,0,335544320,0,0,0
2808,136313,0,335577092,0,0,0
2819,136383,0,0,0,134217728,0
2845,137257,0,-1811939328,0,0,0
2855,138342,0,2,0,1073741824,0
2857,138363,0,2,0,1073741824,0
2858,138537,0,0,0,64,0
2864,138951,0,0,0,134217728,0
2868,6795,0,0,0,16,0
2871,139505,0,2,0,0,0
2886,140149,0,1073741824,0,0,0
2889,140471,0,0,0,21,0
2890,23218,0,0,0,21,0
2907,140762,0,0,0,2097152,0
2908,140763,0,0,0,2097152,0
2986,142925,0,0,0,1073741824,0
3027,144890,0,0,0,0,0
3040,145153,0,134217728,0,-2147483648,0
3041,145205,0,1073741824,4,0,0
3044,145424,0,0,0,536870912,0
3055,145728,0,134217728,0,0,0
3328,152461,-1,0,0,0,0
3405,153206,0,0,0,0,0
3466,154471,-1,0,0,0,0
3500,155625,0,0,0,1,0
3505,155722,0,0,0,1,0
3506,155777,0,0,0,2,0
3512,155868,-1,0,0,0,0
3513,155870,-1,0,0,0,0
3514,155872,-1,0,0,0,0
3527,156020,-1,0,0,0,0
3528,156098,0,-2147483648,0,0,0
3537,156520,-1,0,0,0,0
3538,156521,-1,0,0,0,0
3539,156522,-1,0,0,0,0
3540,156523,-1,0,0,0,0
3541,156524,-1,0,0,0,0
3552,156767,-1,0,0,0,0
3553,156768,-1,0,0,0,0
3554,156769,-1,0,0,0,0
3557,156944,-1,0,0,0,0
3584,158081,0,0,0,0,0
3600,158743,0,2,0,0,0
3601,158754,0,2,0,0,0
3610,159164,0,0,0,16,0
3613,159244,-1,0,0,0,0
3614,159263,0,-2147483648,0,0,0
3621,159466,-1,0,0,0,0
3622,120517,0,0,0,-2013265920,0
3628,160211,0,0,0,1,0
3632,160349,0,2,0,0,0
3637,160587,-1,0,0,0,0
3638,160592,-1,0,0,0,0
3639,160767,-1,0,0,0,0
3645,161384,-1,0,0,0,0
3647,161386,-1,0,0,0,0
3648,161387,-1,0,0,0,0
3649,161388,-1,0,0,0,0
3650,161389,-1,0,0,0,0
3651,161390,-1,0,0,0,0
3652,161391,-1,0,0,0,0
3653,161392,-1,0,0,0,0
3654,161412,-1,0,0,0,0
3655,161438,-1,0,0,0,0
3662,161825,-1,0,0,0,0
3664,161854,-1,0,0,0,0
3665,161855,-1,0,0,0,0
3666,161856,-1,0,0,0,0
3667,161857,-1,0,0,0,0
3668,161862,0,335544320,0,134217728,0
3669,161996,-1,0,0,0,0
3670,161997,-1,0,0,0,0
3671,162001,-1,0,0,0,0
3672,162002,-1,0,0,0,0
3673,162003,-1,0,0,0,0
3674,162005,-1,0,0,0,0
3675,162006,-1,0,0,0,0
3676,162007,-1,0,0,0,0
3677,162008,-1,0,0,0,0
3678,162009,-1,0,0,0,0
3679,162010,-1,0,0,0,0
3680,162012,-1,0,0,0,0
3681,162013,-1,0,0,0,0
3682,162014,-1,0,0,0,0
3683,162015,-1,0,0,0,0
3684,162016,-1,0,0,0,0
3685,162017,-1,0,0,0,0
3686,162018,-1,0,0,0,0
3687,162019,-1,0,0,0,0
3688,162020,-1,0,0,0,0
3689,162021,-1,0,0,0,0
3690,162022,-1,0,0,0,0
3691,162023,-1,0,0,0,0
3692,162024,-1,0,0,0,0
3693,162025,-1,0,0,0,0
3694,162030,-1,0,0,0,0
3695,162031,-1,0,0,0,0
3696,162032,-1,0,0,0,0
3697,162033,-1,0,0,0,0
3698,162034,-1,0,0,0,0
3699,162035,-1,0,0,0,0
3700,162036,-1,0,0,0,0
3701,162037,-1,0,0,0,0
3702,162038,-1,0,0,0,0
3703,162039,-1,0,0,0,0
3704,162040,-1,0,0,0,0
3705,162041,-1,0,0,0,0
3706,162042,-1,0,0,0,0
3707,162043,-1,0,0,0,0
3708,162044,-1,0,0,0,0
3709,162045,-1,0,0,0,0
3710,162046,-1,0,0,0,0
3711,162047,-1,0,0,0,0
3712,162048,-1,0,0,0,0
3713,162049,-1,0,0,0,0
3714,162050,-1,0,0,0,0
3715,162264,2,0,0,0,0
3728,162527,-1,0,0,0,0
3731,162582,-1,0,0,0,0
3732,162619,0,0,0,134217728,0
3733,163393,0,0,0,17,0
3738,163678,0,134217728,0,0,0
3739,163738,-1,0,0,0,0
3740,163739,-1,0,0,0,0
3747,164067,-1,0,0,0,0
3751,164281,-1,0,0,0,0
3764,164812,0,0,0,1073741843,0
3765,164815,0,0,0,1073741826,4
3766,164862,0,0,0,1073741824,4
3773,165728,-1,0,0,0,0
3774,165730,-1,0,0,0,0
3775,165930,-1,0,0,0,0
3776,165961,0,1073741826,0,0,0
3777,165962,3,1073741826,0,0,0
3779,166323,-1,0,0,0,0
3784,166844,-1,0,0,0,0
3800,167536,0,0,0,134217728,0
3804,167895,0,2,0,0,0
3805,167896,0,2,0,0,0
3806,167897,0,2,0,0,0
3814,168505,-1,0,0,0,0
3815,168641,0,2,0,0,0
3818,168819,0,0,0,536870912,0
3819,168877,0,0,0,1,0
3820,168878,0,0,0,1,0
3821,168879,0,0,0,1,0
3822,168880,0,0,0,1,0
3823,168881,0,0,0,1,0
3825,169339,0,0,0,131072,0
3832,170048,0,2,0,0,0
3839,171206,-1,0,0,0,0
3840,171208,-1,0,0,0,0
3841,171210,-1,0,0,0,0
3842,171211,-1,0,0,0,0
3843,171212,-1,0,0,0,0
3844,171213,-1,0,0,0,0
3845,171214,-1,0,0,0,0
3846,171215,-1,0,0,0,0
3847,171216,-1,0,0,0,0
3848,171217,-1,0,0,0,0
3849,171218,-1,0,0,0,0
3850,171219,-1,0,0,0,0
3851,171220,-1,0,0,0,0
3852,171544,-1,0,0,0,0
3853,171546,-1,0,0,0,0
3854,171547,-1,0,0,0,0
3869,172497,0,0,0,131072,1
3890,173088,0,0,0,16,0
3906,174063,0,335544320,0,0,0
3911,174790,-1,0,0,0,0
3920,175519,0,335544324,0,0,0
3921,175839,0,0,0,2097152,0
3928,176276,-1,0,0,0,0
3930,177206,0,335544320,0,0,0
3931,177214,0,335544320,0,0,0
3933,177422,0,0,0,1,0
3934,177423,0,0,0,1,0
3939,177766,0,0,0,134217728,0
3946,178338,0,0,0,12583168,0
3947,178341,0,0,0,12583168,0
3948,178342,0,0,0,13107456,0
3949,178345,0,0,0,8388608,0
3957,178815,0,0,0,536870912,0
3971,179112,0,0,0,-2147483648,0
3983,179546,1,0,0,0,0
4012,5420,0,0,0,2,0
4084,185506,-1,0,0,0,0
4085,185609,-1,0,0,0,0
4098,186228,-1,0,0,0,0
4099,186230,-1,0,0,0,0
4100,186231,-1,0,0,0,0
4101,186232,-1,0,0,0,0
4102,186233,-1,0,0,0,0
4107,186371,0,1073741824,0,2,0
4114,186499,0,134217728,0,-2147483648,0
4118,186987,1,0,0,0,0
4128,188550,0,1409286301,4,2,0
4135,189743,2,0,0,0,0
4136,189747,0,0,2,0,0
4140,190226,0,0,2,0,0
4147,190319,-1,0,0,0,0
4156,190984,0,0,0,1073741824,0
4157,191034,0,2,0,1073741824,0
4165,191910,0,2,0,0,0
4166,192081,0,335544320,0,16,0
4168,192191,-1,0,0,0,0
4169,192219,-1,0,0,0,0
4179,192612,0,-2147483648,0,0,0
4185,192986,0,0,0,536870912,0
4186,193082,0,0,0,536870912,0
4187,193115,-1,0,0,0,0
4188,193371,1,0,0,0,0
4192,193470,1,0,0,0,0
4196,193635,1,0,0,0,0
4197,193642,1,0,0,0,0
4198,193643,1,0,0,0,0
