ID,CollectionsFileDataID,GeosetType,GeosetID,Modifier,Flags
82,2628212,7,4,-1,0
83,2628212,7,5,-1,0
84,2628212,24,1,-1,0
85,2628212,7,3,-1,0
86,2628212,7,4,-1,0
87,2628212,7,5,-1,0
88,2628212,29,1,-1,0
89,2628212,29,2,-1,0
90,2628212,29,3,-1,0
91,2628212,29,4,-1,0
92,2628212,31,1,-1,0
93,2628212,31,2,-1,0
94,2628213,7,3,-1,0
95,2628213,7,4,-1,0
96,2628213,7,5,-1,0
97,2628213,24,2,1,0
98,2628213,7,3,-1,0
99,2628213,7,4,-1,0
100,2628213,7,5,-1,0
101,2628213,24,3,1,0
102,2628213,7,3,-1,0
103,2628213,7,4,-1,0
104,2628213,7,5,-1,0
105,2628213,24,4,1,0
106,2628213,7,3,-1,0
107,2628213,7,4,-1,0
108,2628213,7,5,-1,0
109,2628213,24,1,-1,0
110,2628213,7,3,-1,0
111,2628213,7,4,-1,0
112,2628213,7,5,-1,0
113,2628213,29,1,-1,0
114,2628213,29,2,-1,0
115,2628213,29,3,-1,0
116,2628213,29,4,-1,0
117,2628213,31,1,-1,0
118,2628213,31,2,-1,0
119,2628212,24,2,1,0
120,2628212,24,2,1,0
121,2628212,24,2,1,0
122,2628212,16,3,1,0
123,2628212,24,3,1,0
124,2628212,16,3,1,0
125,2628212,24,3,1,0
126,2628212,16,3,1,0
127,2628212,24,3,1,0
128,2628212,16,3,1,0
129,2628212,24,4,1,0
130,2628212,24,4,1,0
131,2628212,24,4,1,0
132,2628212,24,1,-1,0
133,2628212,24,1,-1,0
134,2628212,24,1,-1,0
135,2628212,30,1,-1,0
136,2628212,30,2,-1,0
137,2628213,24,2,1,0
138,2628213,24,2,1,0
139,2628213,24,2,1,0
140,2628213,16,3,1,0
141,2628213,24,3,1,0
142,2628213,16,3,1,0
143,2628213,24,3,1,0
144,2628213,16,3,1,0
145,2628213,24,3,1,0
146,2628213,16,3,1,0
147,2628213,24,4,1,0
148,2628213,24,4,1,0
149,2628213,24,4,1,0
150,2628213,24,1,-1,0
151,2628213,24,1,-1,0
152,2628213,24,1,-1,0
153,2628213,30,1,-1,0
154,2628213,30,2,-1,0
155,2763975,24,0,-1,0
219,4375631,24,2,-1,0
220,4375631,24,3,-1,0
221,4375631,24,4,-1,0
222,4375631,24,5,-1,0
223,4375631,24,6,-1,0
224,4375631,24,7,-1,0
225,4375631,24,8,-1,0
226,4375631,24,9,-1,0
227,4375631,24,10,-1,0
228,4375631,24,11,-1,0
229,4375631,24,12,-1,0
230,4375631,24,13,-1,0
231,4375631,24,14,-1,0
232,4375631,24,15,-1,0
233,4375631,24,16,-1,0
234,4375631,24,17,-1,0
235,4375631,24,18,-1,0
236,4375631,24,1,-1,0
237,4375631,16,0,-1,0
238,4375631,16,1,-1,0
239,4375631,16,2,-1,0
240,4375631,16,3,-1,0
241,4375631,16,4,-1,0
242,4375631,16,5,-1,0
243,4375631,16,6,-1,0
244,4375631,16,7,-1,0
245,4375631,16,8,-1,0
246,4375631,16,9,-1,0
247,4375631,16,10,-1,0
248,4375631,16,11,-1,0
249,4375631,16,12,-1,0
250,4375631,16,13,-1,0
251,4375631,16,14,-1,0
252,4375631,16,15,-1,0
253,4375631,16,16,-1,0
254,4375631,16,17,-1,0
255,4375631,16,18,-1,0
256,4375631,16,19,-1,0
257,4375631,16,20,-1,0
258,4375631,16,21,-1,0
259,4375631,16,22,-1,0
260,4375631,16,23,-1,0
261,4375631,16,24,-1,0
262,4375631,16,25,-1,0
263,4375631,16,26,-1,0
264,4375631,16,27,-1,0
265,4375631,16,28,-1,0
266,4375631,16,29,-1,0
267,4375631,16,30,-1,0
268,4375631,16,31,-1,0
269,4375631,16,32,-1,0
270,4375631,16,33,-1,0
271,4375631,16,34,-1,0
272,4375631,16,35,-1,0
273,4375631,16,36,-1,0
274,4375631,16,37,-1,0
275,4375631,16,38,-1,0
276,4375631,16,39,-1,0
277,4375631,16,40,-1,0
278,4375631,16,41,-1,0
279,4375631,16,42,-1,0
280,4375631,16,43,-1,0
281,4375631,16,44,-1,0
282,4375631,16,45,-1,0
283,4375631,16,46,-1,0
284,4375631,16,47,-1,0
285,4375631,16,48,-1,0
286,4375631,16,49,-1,0
287,4375631,16,50,-1,0
288,4375631,16,51,-1,0
289,4375629,24,1,-1,0
290,4375629,24,2,-1,0
291,4375629,24,3,-1,0
292,4375629,24,4,-1,0
293,4375629,24,5,-1,0
294,4375629,24,6,-1,0
295,4375629,24,7,-1,0
296,4375629,24,8,-1,0
297,4375629,24,9,-1,0
298,4375629,24,10,-1,0
299,4375629,24,11,-1,0
300,4375629,24,12,-1,0
301,4375629,24,13,-1,0
302,4375629,24,14,-1,0
303,4375629,24,15,-1,0
304,4375629,24,16,-1,0
305,4375629,24,17,-1,0
306,4375629,24,18,-1,0
307,4375629,16,0,-1,0
308,4375629,16,1,-1,0
309,4375629,16,2,-1,0
310,4375629,16,3,-1,0
311,4375629,16,4,-1,0
312,4375629,16,5,-1,0
313,4375629,16,6,-1,0
314,4375629,16,7,-1,0
315,4375629,16,8,-1,0
316,4375629,16,9,-1,0
317,4375629,16,10,-1,0
318,4375629,16,11,-1,0
319,4375629,16,12,-1,0
320,4375629,16,13,-1,0
321,4375629,16,14,-1,0
322,4375629,16,15,-1,0
323,4375629,16,16,-1,0
324,4375629,16,17,-1,0
325,4375629,16,18,-1,0
326,4375629,16,19,-1,0
327,4375629,16,20,-1,0
328,4375629,16,21,-1,0
329,4375629,16,22,-1,0
330,4375629,16,23,-1,0
331,4375629,16,24,-1,0
332,4375629,16,25,-1,0
333,4375629,16,26,-1,0
334,4375629,16,27,-1,0
335,4375629,16,28,-1,0
336,4375629,16,29,-1,0
337,4375629,16,30,-1,0
338,4375629,16,31,-1,0
339,4375629,16,32,-1,0
340,4375629,16,33,-1,0
341,4375629,16,34,-1,0
342,4375629,16,35,-1,0
343,4375629,16,36,-1,0
344,4375629,16,37,-1,0
345,4375629,16,38,-1,0
346,4375629,16,39,-1,0
347,4375629,16,40,-1,0
348,4375629,16,41,-1,0
349,4375629,16,42,-1,0
350,4375629,16,43,-1,0
351,4375629,16,44,-1,0
352,4375629,16,45,-1,0
353,4375629,16,46,-1,0
354,4375629,16,47,-1,0
355,4375629,16,48,-1,0
356,4375629,16,49,-1,0
357,4375629,16,50,-1,0
358,4375629,16,51,-1,0
359,4375630,24,1,-1,0
360,4375630,24,2,-1,0
361,4375630,24,3,-1,0
362,4375630,24,4,-1,0
363,4375630,24,5,-1,0
364,4375630,24,6,-1,0
365,4375630,24,7,-1,0
366,4375630,24,8,-1,0
367,4375630,24,9,-1,0
368,4375630,24,10,-1,0
369,4375630,24,11,-1,0
370,4375630,24,12,-1,0
371,4375630,24,13,-1,0
372,4375630,24,14,-1,0
373,4375630,24,15,-1,0
374,4375630,24,16,-1,0
375,4375630,24,17,-1,0
376,4375630,24,18,-1,0
429,4375630,16,0,-1,0
430,4375630,16,1,-1,0
431,4375630,16,2,-1,0
432,4375630,16,3,-1,0
433,4375630,16,4,-1,0
434,4375630,16,5,-1,0
435,4375630,16,6,-1,0
436,4375630,16,7,-1,0
437,4375630,16,8,-1,0
438,4375630,16,9,-1,0
439,4375630,16,10,-1,0
440,4375630,16,11,-1,0
441,4375630,16,12,-1,0
442,4375630,16,13,-1,0
443,4375630,16,14,-1,0
444,4375630,16,15,-1,0
445,4375630,16,16,-1,0
446,4375630,16,17,-1,0
447,4375630,16,18,-1,0
448,4375630,16,19,-1,0
449,4375630,16,20,-1,0
450,4375630,16,21,-1,0
451,4375630,16,22,-1,0
452,4375630,16,23,-1,0
453,4375630,16,24,-1,0
454,4375630,16,25,-1,0
455,4375630,16,26,-1,0
456,4375630,16,27,-1,0
457,4375630,16,28,-1,0
458,4375630,16,29,-1,0
459,4375630,16,30,-1,0
460,4375630,16,31,-1,0
461,4375630,16,32,-1,0
462,4375630,16,33,-1,0
463,4375630,16,34,-1,0
464,4375630,16,35,-1,0
465,4375630,16,36,-1,0
466,4375630,16,37,-1,0
467,4375630,16,38,-1,0
468,4375630,16,39,-1,0
469,4375630,16,40,-1,0
470,4375630,16,41,-1,0
471,4375630,16,42,-1,0
472,4375630,16,43,-1,0
473,4375630,16,44,-1,0
474,4375630,16,45,-1,0
475,4375630,16,46,-1,0
476,4375630,16,47,-1,0
477,4375630,16,48,-1,0
478,4375630,16,49,-1,0
479,4375630,16,50,-1,0
480,4375630,16,51,-1,0
481,4375630,42,0,-1,0
482,4375630,42,1,-1,0
483,4489412,6,0,-1,0
484,4489412,6,1,-1,0
485,4489412,14,0,-1,0
486,4489412,14,1,-1,0
487,4489412,26,0,-1,0
488,4489412,26,1,-1,0
489,4489412,27,0,-1,0
490,4489412,27,1,-1,0
491,4489412,27,2,-1,0
495,4489412,6,0,-1,0
496,4489412,6,1,-1,0
497,4489412,14,-1,-1,0
498,4489412,14,1,-1,0
499,4489412,26,0,-1,0
500,4489412,26,1,-1,0
501,4489412,27,0,-1,0
502,4489412,27,1,-1,0
503,4489412,27,2,-1,0
504,4375631,24,19,-1,0
505,4375631,24,20,-1,0
506,4375631,16,52,-1,0
507,4375631,16,53,-1,0
508,4375631,16,54,-1,0
509,4375631,16,55,-1,0
510,4375631,16,56,-1,0
511,4375631,16,57,-1,0
512,4375630,24,19,-1,0
513,4375630,24,20,-1,0
514,4375629,24,20,-1,0
515,4375629,24,19,-1,0
516,4375630,16,6,-1,0
517,4375630,16,52,-1,0
518,4375630,16,55,-1,0
519,4375630,16,53,-1,0
520,4375630,16,56,-1,0
521,4375630,16,54,-1,0
522,4375630,16,57,-1,0
523,4375629,16,52,-1,0
524,4375629,16,55,-1,0
525,4375629,16,53,-1,0
526,4375629,16,56,-1,0
527,4375629,16,54,-1,0
528,4375629,16,57,-1,0
529,4489412,5,1,-1,0
530,4489412,5,2,-1,0
531,4489412,5,3,-1,0
532,4489412,5,11,-1,0
533,4489412,5,12,-1,0
534,4489412,5,13,-1,0
535,4489412,10,1,-1,0
536,4489412,10,2,-1,0
537,4489412,10,11,-1,0
538,4489412,10,12,-1,0
539,4489412,10,21,-1,0
540,4489412,10,22,-1,0
541,4489412,10,31,-1,0
542,4489412,10,32,-1,0
543,4489412,13,1,-1,0
544,4489412,13,2,-1,0
545,4489412,13,3,-1,0
546,4489412,13,4,-1,0
547,4489412,13,5,-1,0
548,4489412,18,1,-1,0
549,4489412,18,2,-1,0
550,4489412,18,3,-1,0
551,4489412,18,11,-1,0
552,4489412,18,12,-1,0
553,4489412,18,13,-1,0
554,4489412,18,21,-1,0
555,4489412,18,22,-1,0
556,4489412,18,23,-1,0
557,4489412,18,31,-1,0
558,4489412,18,32,-1,0
559,4489412,18,33,-1,0
560,4489412,20,1,-1,0
561,4489412,20,2,-1,0
562,4489412,28,1,-1,0
563,4489412,28,2,-1,0
564,4489412,28,11,-1,0
565,4489412,28,12,-1,0
566,4489412,42,1,-1,1
567,4489412,42,2,-1,1
568,4489412,42,3,-1,1
569,4489412,42,4,-1,1
570,4489412,42,5,-1,1
571,4489412,42,11,-1,1
572,4489412,42,12,-1,1
573,4489412,42,13,-1,1
574,4489412,42,14,-1,1
575,4489412,42,15,-1,1
576,4489412,6,2,-1,0
577,4489412,6,3,-1,0
578,4489412,6,4,-1,0
579,4489412,6,11,-1,0
580,4489412,6,12,-1,0
581,4489412,6,13,-1,0
582,4489412,6,14,-1,0
583,4489412,6,21,-1,0
584,4489412,6,22,-1,0
585,4489412,6,23,-1,0
586,4489412,6,24,-1,0
587,4489412,6,31,-1,0
588,4489412,6,32,-1,0
589,4489412,6,33,-1,0
590,4489412,6,34,-1,0
591,4489412,14,2,-1,0
592,4489412,14,3,-1,0
593,4489412,14,11,-1,0
594,4489412,14,12,-1,0
595,4489412,14,13,-1,0
596,4489412,14,21,-1,0
597,4489412,14,22,-1,0
598,4489412,14,23,-1,0
599,4489412,14,31,-1,0
600,4489412,14,32,-1,0
601,4489412,14,33,-1,0
602,4489412,26,2,-1,0
603,4489412,26,11,-1,0
604,4489412,26,12,-1,0
605,4489412,27,3,-1,0
606,4489412,27,4,-1,0
607,4489412,18,0,-1,0
608,4489412,10,0,-1,0
609,4489412,13,0,-1,0
610,4489412,5,0,-1,0
611,4489412,42,0,-1,1
612,4489412,20,0,-1,0
613,4489412,28,0,-1,0
614,4489412,14,-1,-1,1
615,4489412,14,11,-1,0
616,4489412,14,21,-1,0
617,4489412,14,31,-1,0
618,4489412,14,2,-1,0
619,4489412,14,12,-1,0
620,4489412,14,22,-1,0
621,4489412,14,32,-1,0
622,4489412,14,13,-1,0
623,4489412,14,23,-1,0
624,4489412,14,33,-1,0
625,4489412,14,3,-1,0
626,4489412,42,31,-1,1
627,4489412,42,21,-1,1
631,4489412,6,0,-1,0
632,4489412,42,31,-1,1
633,4489412,42,21,-1,1
635,4375630,16,27,-1,0
636,4375629,35,0,-1,0
637,4375629,35,1,-1,0
638,4375629,35,3,-1,0
639,4375629,35,5,-1,0
640,4375629,35,6,-1,0
641,4375629,35,7,-1,0
642,4375629,35,8,-1,0
643,4375629,36,0,-1,0
644,4375629,36,1,-1,0
645,4375629,36,2,-1,0
646,4375629,36,3,-1,0
647,4375629,35,4,-1,0
648,4375629,35,2,-1,0
